actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
92,PT04M23.00S,2021-12-23T00:57:11.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,14,20,2021-12-23T00:57:11Z,900000,,,0,,F. Wagner Free Throw 1 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2021-12-23T00:57:12.4Z,1,REGULAR,substitution,out,[],1629629,,,1610612753,14,20,2021-12-23T00:57:16Z,910000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2021-12-23T00:57:12.4Z,1,REGULAR,substitution,in,[],202362,,,1610612753,14,20,2021-12-23T00:57:16Z,920000,,,0,,SUB in: L. Stephenson,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M23.00S,2021-12-23T00:57:23.5Z,1,REGULAR,substitution,out,[],1629643,,,1610612753,14,20,2021-12-23T00:57:28Z,930000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2021-12-23T00:57:23.5Z,1,REGULAR,substitution,in,[],1629678,,,1610612753,14,20,2021-12-23T00:57:28Z,940000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M23.00S,2021-12-23T00:57:42.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,14,21,2021-12-23T00:57:42Z,950000,,,0,,F. Wagner Free Throw 2 of 2 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
98,PT04M14.00S,2021-12-23T00:57:55.9Z,1,REGULAR,foul,personal,[],1629678,,,1610612737,14,21,2021-12-23T00:58:03Z,960000,,,0,,A. Schofield personal FOUL (1 PF),"[1629678, 1628381]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,204058.0,1.0,0.0,Collins,1628381.0,,,,,,
100,PT03M59.00S,2021-12-23T00:58:29.2Z,1,REGULAR,3pt,Jump Shot,[],202362,11.777266754270697,95.34313725490196,1610612737,14,21,2021-12-23T00:58:34Z,980000,-227.0,58.0,1,left,MISS L. Stephenson 3PT,[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2021-12-23T00:58:32.2Z,1,REGULAR,rebound,defensive,[],1630273,,,1610612753,14,21,2021-12-23T00:58:34Z,990000,,,0,,F. Gillespie REBOUND (Off:0 Def:1),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,
102,PT03M49.00S,2021-12-23T00:58:38.8Z,1,REGULAR,3pt,Jump Shot,[],203914,70.64717477003943,75.73529411764706,1610612753,14,21,2021-12-23T00:58:43Z,1000000,129.0,223.0,1,right,MISS G. Harris 25' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M47.00S,2021-12-23T00:58:40.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,14,21,2021-12-23T00:58:43Z,1010000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,
104,PT03M41.00S,2021-12-23T00:58:49.1Z,1,REGULAR,foul,personal,[],204025,,,1610612737,14,21,2021-12-23T00:58:59Z,1020000,,,0,,T. Frazier personal FOUL (1 PF),"[204025, 203992]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,204058.0,1.0,0.0,Bogdanovic,203992.0,,,,,,
106,PT03M33.00S,2021-12-23T00:59:17.5Z,1,REGULAR,foul,offensive,[],1630168,,,1610612737,14,21,2021-12-23T00:59:32Z,1040000,,,0,,O. Okongwu charge offensive FOUL (2 PF),"[1630168, 1630273]",1610612737.0,ATL,charge,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,2714.0,2.0,0.0,Gillespie,1630273.0,,,,,,
108,PT03M33.00S,2021-12-23T00:59:17.5Z,1,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,14,21,2021-12-23T00:59:17Z,1060000,,,0,,O. Okongwu offensive foul TURNOVER (2 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,2714.0,,,,,2.0,,,,,
109,PT03M33.00S,2021-12-23T00:59:34.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612753,14,21,2021-12-23T00:59:44Z,1070000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M33.00S,2021-12-23T00:59:34.9Z,1,REGULAR,substitution,in,[],1630552,,,1610612753,14,21,2021-12-23T00:59:44Z,1080000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2021-12-23T01:00:06.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,67.23061760840999,39.46078431372549,1610612753,14,21,2021-12-23T01:00:11Z,1090000,-53.0,256.0,1,right,MISS F. Wagner 26' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2021-12-23T01:00:09.3Z,1,REGULAR,rebound,defensive,[],202362,,,1610612737,14,21,2021-12-23T01:00:11Z,1100000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT03M06.00S,2021-12-23T01:00:16.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,16.113666228646515,45.588235294117645,1610612737,14,21,2021-12-23T01:00:22Z,1110000,22.0,99.0,1,left,MISS J. Collins 10' driving floating Shot,[1628381],1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M03.00S,2021-12-23T01:00:19.7Z,1,REGULAR,rebound,defensive,[],1630273,,,1610612753,14,21,2021-12-23T01:00:22Z,1120000,,,0,,F. Gillespie REBOUND (Off:0 Def:2),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,
115,PT02M58.00S,2021-12-23T01:00:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203914,92.72339027595268,55.14705882352941,1610612753,14,21,2021-12-23T01:00:33Z,1130000,26.0,16.0,1,right,MISS G. Harris driving Layup,[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M54.00S,2021-12-23T01:00:28.5Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,14,21,2021-12-23T01:00:33Z,1140000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,115.0,3.0,2.0,1.0,,,,,,,,,,,
117,PT02M41.00S,2021-12-23T01:00:40.9Z,1,REGULAR,3pt,Jump Shot,[],203992,6.915243101182654,97.54901960784314,1610612737,14,21,2021-12-23T01:00:45Z,1150000,-238.0,13.0,1,left,MISS B. Bogdanovic 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2021-12-23T01:00:43.9Z,1,REGULAR,rebound,defensive,[],1630273,,,1610612753,14,21,2021-12-23T01:00:45Z,1160000,,,0,,F. Gillespie REBOUND (Off:0 Def:3),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,,
119,PT02M38.00S,2021-12-23T01:00:45.3Z,1,REGULAR,turnover,bad pass,[],1630273,,,1610612753,14,21,2021-12-23T01:00:49Z,1170000,,,0,,F. Gillespie bad pass TURNOVER (1 TO),"[1630273, 203992]",1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,,
120,PT02M38.00S,2021-12-23T01:00:45.3Z,1,REGULAR,steal,,[],203992,,,1610612737,14,21,2021-12-23T01:00:47Z,1180000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M29.00S,2021-12-23T01:00:53.7Z,1,REGULAR,turnover,lost ball,[],202362,,,1610612737,14,21,2021-12-23T01:00:57Z,1190000,,,0,,L. Stephenson lost ball TURNOVER (1 TO),"[202362, 204025]",1610612737.0,ATL,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,1.0,Frazier,204025.0,,,
122,PT02M29.00S,2021-12-23T01:00:53.7Z,1,REGULAR,steal,,[],204025,,,1610612753,14,21,2021-12-23T01:00:56Z,1200000,,,0,,T. Frazier STEAL (1 STL),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M20.00S,2021-12-23T01:01:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,14,21,2021-12-23T01:01:06Z,1210000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,out,[],1626153,,,1610612753,14,21,2021-12-23T01:03:50Z,1220000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,out,[],203914,,,1610612753,14,21,2021-12-23T01:03:50Z,1230000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,14,21,2021-12-23T01:03:50Z,1240000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,in,[],1630536,,,1610612753,14,21,2021-12-23T01:03:50Z,1250000,,,0,,SUB in: S. Cooper,[1630536],1610612737.0,ATL,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,in,[],1629168,,,1610612753,14,21,2021-12-23T01:03:50Z,1260000,,,0,,SUB in: B. Johnson,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2021-12-23T01:03:09.9Z,1,REGULAR,substitution,in,[],1630758,,,1610612753,14,21,2021-12-23T01:03:50Z,1270000,,,0,,SUB in: A. Ford,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M13.00S,2021-12-23T01:04:11.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204025,89.04402102496715,63.970588235294116,1610612753,14,21,2021-12-23T01:04:18Z,1280000,70.0,50.0,1,right,MISS T. Frazier 8' pullup Shot,[204025],1610612753.0,ORL,pullup,,,Frazier,T. Frazier,,,,,8.62,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2021-12-23T01:04:12.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,14,21,2021-12-23T01:04:18Z,1290000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,
132,PT02M12.00S,2021-12-23T01:04:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,14,21,2021-12-23T01:04:17Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2021-12-23T01:04:39.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630273,,,1610612737,14,21,2021-12-23T01:04:57Z,1310000,,,0,,F. Gillespie personal FOUL (1 PF) (Collins 2 FT),"[1630273, 1628381]",1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,2714.0,1.0,0.0,Collins,1628381.0,,,,,,
135,PT02M00.00S,2021-12-23T01:05:02.2Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,14,21,2021-12-23T01:05:02Z,1330000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M00.00S,2021-12-23T01:05:02.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,14,21,2021-12-23T01:05:02Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,,
137,PT02M00.00S,2021-12-23T01:05:15.4Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,15,21,2021-12-23T01:05:15Z,1350000,,,0,,J. Collins Free Throw 2 of 2 (5 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2021-12-23T01:05:31.4Z,1,REGULAR,turnover,out-of-bounds,[],1629678,,,1610612753,15,21,2021-12-23T01:05:44Z,1360000,,,0,,A. Schofield bad pass out-of-bounds TURNOVER (1 TO),[1629678],1610612753.0,ORL,bad pass,,,Schofield,A. Schofield,,,,,,,,,,,,,,,2714.0,,,,,1.0,,,,,
139,PT01M28.00S,2021-12-23T01:05:52.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630536,6.389618922470433,54.90196078431373,1610612737,15,21,2021-12-23T01:05:58Z,1370000,-25.0,8.0,1,left,MISS S. Cooper driving Layup,[1630536],1610612737.0,ATL,driving,,,Cooper,S. Cooper,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M26.00S,2021-12-23T01:05:54.9Z,1,REGULAR,rebound,defensive,[],1630758,,,1610612753,15,21,2021-12-23T01:05:58Z,1380000,,,0,,A. Ford REBOUND (Off:0 Def:1),[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,
141,PT01M19.00S,2021-12-23T01:06:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630273,91.27792378449409,41.42156862745098,1610612753,15,21,2021-12-23T01:06:06Z,1390000,-43.0,29.0,1,right,MISS F. Gillespie Layup,[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M16.00S,2021-12-23T01:06:04.4Z,1,REGULAR,rebound,defensive,[],1630536,,,1610612737,15,21,2021-12-23T01:06:06Z,1400000,,,0,,S. Cooper REBOUND (Off:0 Def:1),[1630536],1610612737.0,ATL,,,,Cooper,S. Cooper,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,
143,PT01M13.00S,2021-12-23T01:06:09.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630758,,,1610612737,15,21,2021-12-23T01:06:34Z,1410000,,,0,,A. Ford personal FOUL (1 PF) (Johnson 2 FT),"[1630758, 1630552]",1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,204058.0,1.0,0.0,Johnson,1630552.0,,,,,,
145,PT01M13.00S,2021-12-23T01:06:35.2Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,15,21,2021-12-23T01:06:56Z,1430000,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M13.00S,2021-12-23T01:06:35.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,15,21,2021-12-23T01:06:56Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,
147,PT01M13.00S,2021-12-23T01:06:35.2Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,15,21,2021-12-23T01:06:56Z,1450000,,,0,,MISS J. Johnson Free Throw 2 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT01M10.00S,2021-12-23T01:06:38.2Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,15,21,2021-12-23T01:06:56Z,1460000,,,0,,J. Collins REBOUND (Off:2 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,147.0,4.0,2.0,2.0,,,,,,,,,,,
149,PT01M09.00S,2021-12-23T01:06:56.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628381,7.440867279894875,41.911764705882355,1610612737,15,21,2021-12-23T01:07:30Z,1470000,40.0,17.0,1,left,MISS J. Collins turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,,
150,PT01M05.00S,2021-12-23T01:06:59.0Z,1,REGULAR,rebound,defensive,[],1629678,,,1610612753,15,21,2021-12-23T01:06:59Z,1480000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,
151,PT00M56.10S,2021-12-23T01:07:11.3Z,1,REGULAR,turnover,out-of-bounds,[],1629678,,,1610612753,15,21,2021-12-23T01:19:48Z,1490000,,,0,,A. Schofield lost ball out-of-bounds TURNOVER (2 TO),[1629678],1610612753.0,ORL,lost ball,,,Schofield,A. Schofield,,,,,,,,,,,,,,,2714.0,,,,,2.0,,,,,
152,PT00M39.80S,2021-12-23T01:07:33.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630273,,,1610612737,15,21,2021-12-23T01:08:03Z,1500000,,,0,,F. Gillespie shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630273, 1630552]",1610612753.0,ORL,shooting,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,204058.0,2.0,0.0,Johnson,1630552.0,,,,,,
154,PT00M39.80S,2021-12-23T01:08:04.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630552,,,1610612737,16,21,2021-12-23T01:08:04Z,1520000,,,0,,J. Johnson Free Throw 1 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
155,PT00M39.80S,2021-12-23T01:08:16.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630552,,,1610612737,17,21,2021-12-23T01:08:16Z,1530000,,,0,,J. Johnson Free Throw 2 of 2 (2 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
156,PT00M32.80S,2021-12-23T01:08:25.7Z,1,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612753,17,21,2021-12-23T01:08:46Z,1540000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Frazier 2 FT),"[1630552, 204025]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Frazier,204025.0,,,,,,
158,PT00M32.80S,2021-12-23T01:08:47.1Z,1,REGULAR,freethrow,1 of 2,[],204025,,,1610612753,17,21,2021-12-23T01:08:47Z,1560000,,,0,,MISS T. Frazier Free Throw 1 of 2,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M32.80S,2021-12-23T01:08:47.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,17,21,2021-12-23T01:08:47Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,
160,PT00M32.80S,2021-12-23T01:09:02.3Z,1,REGULAR,freethrow,2 of 2,[],204025,,,1610612753,17,22,2021-12-23T01:09:02Z,1580000,,,0,,T. Frazier Free Throw 2 of 2 (1 PTS),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
161,PT00M19.50S,2021-12-23T01:09:16.8Z,1,REGULAR,3pt,Jump Shot,[],203992,27.808804204993432,76.47058823529412,1610612737,20,22,2021-12-23T01:09:21Z,1590000,-132.0,209.0,1,left,B. Bogdanovic 24' 3PT pullup (4 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,24.73,Made,4.0,,,,,,,,,,,,,,,,,,
162,PT00M00.80S,2021-12-23T01:09:37.4Z,1,REGULAR,3pt,Jump Shot,[],1630758,93.9060446780552,3.6764705882352944,1610612753,20,22,2021-12-23T01:09:43Z,1600000,-232.0,5.0,1,right,MISS A. Ford 3PT,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M00.80S,2021-12-23T01:09:37.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,20,22,2021-12-23T01:09:43Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,
164,PT00M00.00S,2021-12-23T01:09:42.5Z,1,REGULAR,period,end,[],0,,,1610612753,20,22,2021-12-23T01:09:42Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,out,['startperiod'],203992,,,1610612753,20,22,2021-12-23T01:12:14Z,1630000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,out,['startperiod'],1628381,,,1610612753,20,22,2021-12-23T01:12:14Z,1640000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,out,['startperiod'],204025,,,1610612753,20,22,2021-12-23T01:12:14Z,1650000,,,0,,SUB out: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,out,['startperiod'],1629678,,,1610612753,20,22,2021-12-23T01:12:14Z,1660000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,in,['startperiod'],1630168,,,1610612753,20,22,2021-12-23T01:12:14Z,1670000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,in,['startperiod'],1629629,,,1610612753,20,22,2021-12-23T01:12:14Z,1680000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,in,['startperiod'],1629755,,,1610612753,20,22,2021-12-23T01:12:14Z,1690000,,,0,,SUB in: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-23T01:11:53.2Z,2,REGULAR,substitution,in,['startperiod'],1629643,,,1610612753,20,22,2021-12-23T01:12:14Z,1700000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-23T01:12:22.7Z,2,REGULAR,period,start,[],0,,,1610612753,20,22,2021-12-23T01:12:22Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M49.00S,2021-12-23T01:12:33.1Z,2,REGULAR,2pt,Jump Shot,[],1629168,77.4802890932983,22.058823529411764,1610612753,20,24,2021-12-23T01:22:49Z,1720000,-140.0,159.0,1,right,B. Johnson 21' pullup Jump Shot (2 PTS) (H. Gravett 2 AST),"[1629168, 1629755]",1610612753.0,ORL,pullup,,,Johnson,B. Johnson,,,,,21.18,Made,2.0,H. Gravett,1629755.0,2.0,,,,,,,,,,,,,,,
176,PT11M28.00S,2021-12-23T01:12:53.3Z,2,REGULAR,2pt,Jump Shot,[],202362,23.47240473061761,62.99019607843137,1610612737,20,24,2021-12-23T01:12:58Z,1740000,-65.0,168.0,1,left,MISS L. Stephenson 18' pullup Shot,[202362],1610612737.0,ATL,pullup,,,Stephenson,L. Stephenson,,,,,18.02,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M24.00S,2021-12-23T01:12:57.3Z,2,REGULAR,rebound,defensive,[],1629168,,,1610612753,20,24,2021-12-23T01:12:58Z,1750000,,,0,,B. Johnson REBOUND (Off:0 Def:1),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,
178,PT11M13.00S,2021-12-23T01:13:08.2Z,2,REGULAR,3pt,Jump Shot,[],1629643,95.3515111695138,3.9215686274509802,1610612753,20,24,2021-12-23T01:13:13Z,1760000,-230.0,-9.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
