actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT02M57.00S,2021-11-28T00:54:13.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,22,21,2021-11-28T01:05:34Z,870000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,86.0,6.0,4.0,2.0,,,,,,,,,,,,,,
88,PT02M43.00S,2021-11-28T00:54:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.9862023653088,49.50980392156863,1610612737,22,21,2021-11-28T00:54:35Z,880000,-2.0,13.0,1,right,MISS C. Capela cutting Layup - blocked,"[203991, 1630579]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,1.36,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
89,PT02M43.00S,2021-11-28T00:54:26.8Z,1,REGULAR,block,,[],1630579,,,1610612737,22,21,2021-11-28T00:54:30Z,890000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
90,PT02M43.00S,2021-11-28T00:54:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,22,21,2021-11-28T00:54:35Z,900000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,
91,PT02M43.00S,2021-11-28T00:54:32.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,22,21,2021-11-28T00:54:32Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M43.00S,2021-11-28T00:54:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,22,21,2021-11-28T00:54:37Z,920000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,22,21,2021-11-28T00:57:06Z,930000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,21,2021-11-28T00:57:06Z,940000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,out,[],203991,,,1610612737,22,21,2021-11-28T00:57:06Z,950000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,out,[],203095,,,1610612737,22,21,2021-11-28T00:57:06Z,960000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,22,21,2021-11-28T00:57:06Z,970000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,in,[],101150,,,1610612737,22,21,2021-11-28T00:57:06Z,980000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,in,[],1628381,,,1610612737,22,21,2021-11-28T00:57:06Z,990000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M43.00S,2021-11-28T00:56:54.5Z,1,REGULAR,substitution,in,[],1630193,,,1610612737,22,21,2021-11-28T00:57:06Z,1000000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M30.00S,2021-11-28T00:57:43.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201568,86.81011826544021,40.68627450980392,1610612737,22,21,2021-11-28T00:58:01Z,1010000,-47.0,71.0,1,right,MISS D. Gallinari 8' driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,8.53,Missed,,,,,,,,,,,,,,,,,,
102,PT02M29.00S,2021-11-28T00:57:44.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,22,21,2021-11-28T00:58:01Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,
103,PT02M29.00S,2021-11-28T00:57:49.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,22,21,2021-11-28T00:58:01Z,1030000,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,201246.0,,,,,,
104,PT02M14.00S,2021-11-28T00:58:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202692,5.863994743758213,47.549019607843135,1610612752,22,23,2021-11-28T00:58:16Z,1040000,12.0,3.0,1,left,A. Burks driving Layup (4 PTS),[202692],1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,1.26,Made,,,,,4.0,,,,,,,,,,,,,
105,PT02M05.00S,2021-11-28T00:58:23.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,22,23,2021-11-28T00:58:23Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M05.00S,2021-11-28T00:58:26.9Z,1,REGULAR,substitution,out,[],202692,,,1610612737,22,23,2021-11-28T00:58:32Z,1060000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M05.00S,2021-11-28T00:58:26.9Z,1,REGULAR,substitution,in,[],1629656,,,1610612737,22,23,2021-11-28T00:58:32Z,1070000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M56.00S,2021-11-28T00:58:48.4Z,1,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612737,22,23,2021-11-28T00:59:15Z,1080000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Wright 2 FT),"[1630193, 1626153]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Wright,1626153.0,,
110,PT01M56.00S,2021-11-28T00:59:16.5Z,1,REGULAR,freethrow,1 of 2,[],1626153,,,1610612737,22,23,2021-11-28T00:59:16Z,1100000,,,0,,MISS D. Wright Free Throw 1 of 2,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT01M56.00S,2021-11-28T00:59:16.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,22,23,2021-11-28T00:59:16Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,
112,PT01M56.00S,2021-11-28T00:59:30.5Z,1,REGULAR,freethrow,2 of 2,[],1626153,,,1610612737,23,23,2021-11-28T00:59:30Z,1120000,,,0,,D. Wright Free Throw 2 of 2 (1 PTS),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
113,PT01M42.00S,2021-11-28T00:59:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,9.017739816031538,96.56862745098039,1610612752,23,26,2021-11-28T00:59:52Z,1130000,-233.0,32.0,1,left,Q. Grimes 3PT  (3 PTS) (I. Quickley 1 AST),"[1629656, 1630193]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,23.5,Made,,,,,3.0,,,,I. Quickley,1630193.0,1.0,,,,,,,
115,PT01M20.00S,2021-11-28T01:00:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,83.52496714848883,53.18627450980392,1610612737,23,26,2021-11-28T01:00:14Z,1150000,16.0,102.0,1,right,MISS C. Reddish 10' driving floating Shot,[1629629],1610612737.0,ATL,driving floating,,,Reddish,C. Reddish,,,,,10.36,Missed,,,,,,,,,,,,,,,,,,
116,PT01M18.00S,2021-11-28T01:00:10.2Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,23,26,2021-11-28T01:00:14Z,1160000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,115.0,2.0,1.0,1.0,,,,,,,,,,,,,,
117,PT01M02.00S,2021-11-28T01:00:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,5.732588699080158,50.49019607843137,1610612752,23,26,2021-11-28T01:00:33Z,1170000,-2.0,1.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,0.29,Missed,,,,,,,,,,,,,,,,,,
118,PT00M58.70S,2021-11-28T01:00:30.1Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,23,26,2021-11-28T01:00:30Z,1180000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT00M43.10S,2021-11-28T01:00:45.7Z,1,REGULAR,2pt,Jump Shot,[],1628381,82.21090670170827,76.9607843137255,1610612737,25,26,2021-11-28T01:00:50Z,1190000,135.0,115.0,1,right,J. Collins 17' pullup Jump Shot (4 PTS),[1628381],1610612737.0,ATL,pullup,,,Collins,J. Collins,,,,,17.7,Made,,,,,4.0,,,,,,,,,,,,,
120,PT00M27.10S,2021-11-28T01:01:05.2Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612752,25,26,2021-11-28T01:01:26Z,1200000,,,0,,J. Collins shooting personal FOUL (1 PF) (Sims 2 FT),"[1628381, 1630579]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Sims,1630579.0,,
122,PT00M27.10S,2021-11-28T01:01:32.0Z,1,REGULAR,freethrow,1 of 2,[],1630579,,,1610612752,25,27,2021-11-28T01:01:32Z,1220000,,,0,,J. Sims Free Throw 1 of 2 (3 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
123,PT00M27.10S,2021-11-28T01:01:48.0Z,1,REGULAR,freethrow,2 of 2,[],1630579,,,1610612752,25,28,2021-11-28T01:01:48Z,1230000,,,0,,J. Sims Free Throw 2 of 2 (4 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
124,PT00M10.80S,2021-11-28T01:02:10.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612737,25,28,2021-11-28T01:02:30Z,1240000,,,0,,J. Sims shooting personal FOUL (1 PF) (Williams 2 FT),"[1630579, 101150]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Williams,101150.0,,
126,PT00M10.80S,2021-11-28T01:02:31.5Z,1,REGULAR,freethrow,1 of 2,[],101150,,,1610612737,26,28,2021-11-28T01:02:31Z,1260000,,,0,,L. Williams Free Throw 1 of 2 (1 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
127,PT00M10.80S,2021-11-28T01:02:43.1Z,1,REGULAR,freethrow,2 of 2,[],101150,,,1610612737,27,28,2021-11-28T01:02:43Z,1270000,,,0,,L. Williams Free Throw 2 of 2 (2 PTS),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
128,PT00M00.00S,2021-11-28T01:03:05.4Z,1,REGULAR,period,end,[],0,,,1610612752,27,28,2021-11-28T01:03:05Z,1280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2021-11-28T01:04:45.3Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,27,28,2021-11-28T01:05:29Z,1290000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2021-11-28T01:04:45.3Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,27,28,2021-11-28T01:05:29Z,1300000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2021-11-28T01:05:39.2Z,2,REGULAR,period,start,[],0,,,1610612737,27,28,2021-11-28T01:05:39Z,1310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT11M46.00S,2021-11-28T01:05:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,93.38042049934296,50.245098039215684,1610612737,27,28,2021-11-28T01:05:57Z,1320000,1.0,10.0,1,right,MISS D. Wright driving Layup - blocked,"[1626153, 1630579]",1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,0.98,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
133,PT11M46.00S,2021-11-28T01:05:52.3Z,2,REGULAR,block,,[],1630579,,,1610612737,27,28,2021-11-28T01:05:55Z,1330000,,,0,,J. Sims BLOCK (2 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
134,PT11M43.00S,2021-11-28T01:05:55.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,27,28,2021-11-28T01:05:57Z,1340000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT11M43.00S,2021-11-28T01:05:58.3Z,2,REGULAR,foul,personal,['2freethrow'],201568,,,1610612752,27,28,2021-11-28T01:06:16Z,1350000,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Barrett 2 FT),"[201568, 1629628]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Barrett,1629628.0,,
137,PT11M43.00S,2021-11-28T01:06:20.9Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,27,28,2021-11-28T01:06:40Z,1370000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT11M43.00S,2021-11-28T01:06:20.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,27,28,2021-11-28T01:06:40Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,
139,PT11M43.00S,2021-11-28T01:06:20.9Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,27,28,2021-11-28T01:06:40Z,1390000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT11M41.00S,2021-11-28T01:06:22.9Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,27,28,2021-11-28T01:06:40Z,1400000,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT11M34.00S,2021-11-28T01:06:46.4Z,2,REGULAR,3pt,Jump Shot,[],201568,67.49342969776609,60.29411764705882,1610612737,30,28,2021-11-28T01:06:51Z,1410000,51.0,253.0,1,right,D. Gallinari 25' 3PT  (3 PTS) (L. Williams 1 AST),"[201568, 101150]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.83,Made,,,,,3.0,,,,L. Williams,101150.0,1.0,,,,,,,
143,PT11M13.00S,2021-11-28T01:07:07.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,5.601182654402102,50.98039215686274,1610612752,30,30,2021-11-28T01:07:15Z,1430000,-5.0,0.0,1,left,O. Toppin alley-oop DUNK (2 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,0.49,Made,,,,,2.0,,,,I. Quickley,1630193.0,2.0,,,,,,,
145,PT10M54.00S,2021-11-28T01:07:25.9Z,2,REGULAR,turnover,lost ball,[],1629629,,,1610612737,30,30,2021-11-28T01:07:31Z,1450000,,,0,,C. Reddish lost ball TURNOVER (1 TO),"[1629629, 1630579]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,1.0,Sims,1630579.0,,,,,,,,,,
146,PT10M54.00S,2021-11-28T01:07:25.9Z,2,REGULAR,steal,,[],1630579,,,1610612752,30,30,2021-11-28T01:07:28Z,1460000,,,0,,J. Sims STEAL (1 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
147,PT10M38.00S,2021-11-28T01:08:08.1Z,2,REGULAR,jumpball,recovered,[],1629629,,,1610612752,30,30,2021-11-28T01:11:46Z,1470000,,,0,,Jump Ball J. Collins vs. J. Sims: Tip to C. Reddish,"[1629629, 1628381, 1630579]",1610612737.0,ATL,heldball,C. Reddish,1629629.0,Reddish,C. Reddish,Collins,1628381.0,Sims,1630579.0,,,,,,,,,,,,,,,,,,,,
150,PT10M38.00S,2021-11-28T01:08:08.1Z,2,REGULAR,turnover,lost ball,[],1630579,,,1610612752,30,30,2021-11-28T01:08:08Z,1500000,,,0,,J. Sims lost ball TURNOVER (1 TO),"[1630579, 1628381]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,
151,PT10M38.00S,2021-11-28T01:08:08.1Z,2,REGULAR,steal,,[],1628381,,,1610612737,30,30,2021-11-28T01:08:08Z,1510000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M38.00S,2021-11-28T01:08:14.5Z,2,REGULAR,violation,kicked ball,[],1629656,,,1610612737,30,30,2021-11-28T01:12:28Z,1520000,,,0,,Q. Grimes kicked ball VIOLATION,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,1628168.0,,,,,,
153,PT10M30.00S,2021-11-28T01:08:37.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201568,71.96123521681997,29.411764705882355,1610612737,30,30,2021-11-28T01:08:50Z,1530000,-103.0,211.0,1,right,MISS D. Gallinari 23' step back Shot,[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
154,PT10M27.00S,2021-11-28T01:08:40.7Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,30,30,2021-11-28T01:08:44Z,1540000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,,
155,PT10M16.00S,2021-11-28T01:08:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,17.16491458607096,42.8921568627451,1610612752,30,32,2021-11-28T01:08:56Z,1550000,36.0,109.0,1,left,R. Barrett 11' driving floating Jump Shot (9 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,11.45,Made,,,,,9.0,,,,,,,,,,,,,
156,PT10M08.00S,2021-11-28T01:08:58.9Z,2,REGULAR,3pt,Jump Shot,[],201568,68.80749014454665,64.4607843137255,1610612737,30,32,2021-11-28T01:09:04Z,1560000,72.0,241.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,
157,PT10M05.00S,2021-11-28T01:09:01.9Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,30,32,2021-11-28T01:09:04Z,1570000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,,,,,,
158,PT09M56.00S,2021-11-28T01:09:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,5.732588699080158,52.94117647058824,1610612752,30,34,2021-11-28T01:09:22Z,1580000,-15.0,1.0,1,left,O. Toppin Layup (4 PTS) (I. Quickley 3 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,1.48,Made,,,,,4.0,,,,I. Quickley,1630193.0,3.0,,,,,,,
160,PT09M56.00S,2021-11-28T01:09:17.7Z,2,REGULAR,foul,personal,['1freethrow'],101150,,,1610612752,30,34,2021-11-28T01:09:41Z,1600000,,,0,,L. Williams shooting personal FOUL (1 PF) (Toppin 1 FT),"[101150, 1630167]",1610612737.0,ATL,shooting,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Toppin,1630167.0,,
162,PT09M56.00S,2021-11-28T01:09:43.8Z,2,REGULAR,freethrow,1 of 1,[],1630167,,,1610612752,30,35,2021-11-28T01:09:43Z,1620000,,,0,,O. Toppin Free Throw 1 of 1 (5 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
163,PT09M45.00S,2021-11-28T01:09:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629629,69.46452036793693,71.07843137254902,1610612737,30,35,2021-11-28T01:10:03Z,1630000,105.0,235.0,1,right,MISS C. Reddish 25' pullup 3PT,[1629629],1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
164,PT09M41.00S,2021-11-28T01:10:01.2Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,30,35,2021-11-28T01:10:01Z,1640000,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,
165,PT09M36.00S,2021-11-28T01:10:05.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],101150,81.68528252299606,8.088235294117647,1610612737,30,35,2021-11-28T01:10:11Z,1650000,-210.0,120.0,1,right,MISS L. Williams 24' 3PT,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,
166,PT09M32.00S,2021-11-28T01:10:09.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,30,35,2021-11-28T01:10:11Z,1660000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT09M26.00S,2021-11-28T01:10:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,17.821944809461236,43.627450980392155,1610612752,30,37,2021-11-28T01:10:21Z,1670000,32.0,115.0,1,left,I. Quickley 11' driving floating bank Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,11.93,Made,,,,,2.0,,,,,,,,,,,,,
168,PT09M17.00S,2021-11-28T01:10:28.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,30,37,2021-11-28T01:10:28Z,1680000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,30,37,2021-11-28T01:12:51Z,1690000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,out,[],101150,,,1610612737,30,37,2021-11-28T01:12:51Z,1700000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,out,[],1629629,,,1610612737,30,37,2021-11-28T01:12:51Z,1710000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,30,37,2021-11-28T01:12:51Z,1720000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,30,37,2021-11-28T01:12:51Z,1730000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M17.00S,2021-11-28T01:12:36.6Z,2,REGULAR,substitution,in,[],203992,,,1610612737,30,37,2021-11-28T01:12:51Z,1740000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M06.00S,2021-11-28T01:13:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,82.47371879106439,59.55882352941176,1610612737,30,37,2021-11-28T01:15:54Z,1750000,48.0,112.0,1,right,MISS B. Bogdanovic 12' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,12.2,Missed,,,,,,,,,,,,,,,,,,
176,PT09M02.00S,2021-11-28T01:13:34.9Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,30,37,2021-11-28T01:13:36Z,1760000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,175.0,3.0,2.0,1.0,,,,,,,,,,,,,,
