actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
447,PT00M40.20S,2022-04-07T01:41:21.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,31.225361366622867,71.32352941176471,1610612737,91,81,2022-04-07T01:41:25Z,4430000,-107.0,241.0,1,left,T. Young 26' 3PT pullup (21 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,26.35,Made,,,,,,,21.0,,,,,,,,,,,,
448,PT00M33.40S,2022-04-07T01:41:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.38042049934296,49.50980392156863,1610612764,91,83,2022-04-07T01:42:36Z,4440000,-2.0,10.0,1,right,C. Kispert cutting Layup (6 PTS) (I. Smith 4 AST),"[1630557, 202397]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,1.0,Made,,,,,,,6.0,,,,I. Smith,202397.0,4.0,,,,,,
450,PT00M30.20S,2022-04-07T01:41:42.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612737,91,83,2022-04-07T01:42:13Z,4460000,,,0,,I. Smith personal FOUL (1 PF) (Young 2 FT),"[202397, 1629027]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Young,1629027.0,
452,PT00M30.20S,2022-04-07T01:42:14.2Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,92,83,2022-04-07T01:42:14Z,4480000,,,0,,T. Young Free Throw 1 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,22.0,,,,,,,,,,,,
453,PT00M30.20S,2022-04-07T01:42:30.5Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,93,83,2022-04-07T01:42:30Z,4490000,,,0,,T. Young Free Throw 2 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,23.0,,,,,,,,,,,,
454,PT00M19.00S,2022-04-07T01:42:46.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.9862023653088,49.26470588235294,1610612764,93,83,2022-04-07T01:42:50Z,4500000,-4.0,13.0,1,right,MISS D. Gafford DUNK,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
455,PT00M16.60S,2022-04-07T01:42:48.5Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,93,83,2022-04-07T01:42:48Z,4510000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,454.0,1.0,1.0,0.0,,,,,,,,,,,,,
456,PT00M10.80S,2022-04-07T01:42:57.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612737,93,83,2022-04-07T01:43:14Z,4520000,,,0,,I. Smith personal FOUL (2 PF) (Young 2 FT),"[202397, 1629027]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Young,1629027.0,
458,PT00M10.80S,2022-04-07T01:43:32.7Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,94,83,2022-04-07T01:43:32Z,4540000,,,0,,T. Young Free Throw 1 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,
459,PT00M10.80S,2022-04-07T01:43:41.4Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,95,83,2022-04-07T01:43:41Z,4550000,,,0,,T. Young Free Throw 2 of 2 (25 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,25.0,,,,,,,,,,,,
460,PT00M00.10S,2022-04-07T01:43:55.1Z,3,REGULAR,2pt,Jump Shot,[],202397,79.58278580814718,72.05882352941177,1610612764,95,83,2022-04-07T01:43:59Z,4560000,110.0,139.0,1,right,MISS I. Smith 17' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,17.78,Missed,,,,,,,,,,,,,,,,,,,
461,PT00M00.10S,2022-04-07T01:43:55.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,95,83,2022-04-07T01:43:59Z,4570000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,
462,PT00M00.00S,2022-04-07T01:43:58.8Z,3,REGULAR,period,end,[],0,,,1610612764,95,83,2022-04-07T01:43:58Z,4580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-04-07T01:45:46.5Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612764,95,83,2022-04-07T01:46:24Z,4590000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-04-07T01:45:46.5Z,4,REGULAR,substitution,in,['startperiod'],1628989,,,1610612764,95,83,2022-04-07T01:46:24Z,4600000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-04-07T01:46:48.0Z,4,REGULAR,period,start,[],0,,,1610612764,95,83,2022-04-07T01:46:48Z,4610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M50.00S,2022-04-07T01:47:00.0Z,4,REGULAR,foul,personal,[],203992,,,1610612764,95,83,2022-04-07T01:47:06Z,4620000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 1629655]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Gafford,1629655.0,
468,PT11M42.00S,2022-04-07T01:47:25.4Z,4,REGULAR,turnover,bad pass,[],202397,,,1610612764,95,83,2022-04-07T01:47:29Z,4640000,,,0,,I. Smith bad pass TURNOVER (3 TO),"[202397, 1626153]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,3.0,Wright,1626153.0,,,,,,,,,
469,PT11M42.00S,2022-04-07T01:47:25.4Z,4,REGULAR,steal,,[],1626153,,,1610612737,95,83,2022-04-07T01:47:27Z,4650000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M29.00S,2022-04-07T01:47:38.0Z,4,REGULAR,turnover,lost ball,[],201568,,,1610612737,95,83,2022-04-07T01:47:43Z,4660000,,,0,,D. Gallinari lost ball TURNOVER (1 TO),"[201568, 202397]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,1.0,Smith,202397.0,,,,,,,,,
471,PT11M29.00S,2022-04-07T01:47:38.0Z,4,REGULAR,steal,,[],202397,,,1610612764,95,83,2022-04-07T01:49:35Z,4670000,,,0,,I. Smith STEAL (2 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT11M22.00S,2022-04-07T01:47:45.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,93.77463863337714,50.0,1610612764,95,85,2022-04-07T01:47:50Z,4680000,0.0,6.0,1,right,D. Gafford Layup (12 PTS) (I. Smith 5 AST),"[1629655, 202397]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,0.6,Made,,,,,,,12.0,,,,I. Smith,202397.0,5.0,,,,,,
474,PT11M10.00S,2022-04-07T01:47:59.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.178055190538765,47.30392156862745,1610612737,95,85,2022-04-07T01:48:23Z,4700000,13.0,15.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[203992, 1629655]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.02,Missed,Gafford,1629655.0,,,,,,,,,,,,,,,,,
475,PT11M10.00S,2022-04-07T01:47:59.6Z,4,REGULAR,block,,[],1629655,,,1610612737,95,85,2022-04-07T01:48:03Z,4710000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M09.00S,2022-04-07T01:48:00.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,95,85,2022-04-07T01:48:23Z,4720000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,
477,PT11M09.00S,2022-04-07T01:48:04.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,95,85,2022-04-07T01:48:05Z,4730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT10M53.00S,2022-04-07T01:48:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202397,92.06636005256242,50.73529411764706,1610612764,95,85,2022-04-07T01:48:27Z,4740000,4.0,22.0,1,right,MISS I. Smith driving Layup,[202397],1610612764.0,WAS,driving,,,Smith,I. Smith,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
479,PT10M50.00S,2022-04-07T01:48:27.0Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,95,85,2022-04-07T01:48:27Z,4750000,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,478.0,3.0,3.0,0.0,,,,,,,,,,,,,
480,PT10M47.00S,2022-04-07T01:48:29.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,7.5722733245729295,96.32352941176471,1610612737,98,85,2022-04-07T01:48:35Z,4760000,-232.0,19.0,1,left,B. Bogdanovic 3PT  (12 PTS) (D. Wright 3 AST),"[203992, 1626153]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,23.24,Made,,,,,,,12.0,,,,D. Wright,1626153.0,3.0,,,,,,
482,PT10M17.00S,2022-04-07T01:48:58.9Z,4,REGULAR,2pt,Jump Shot,[],1629060,94.30026281208936,18.38235294117647,1610612764,98,85,2022-04-07T01:49:03Z,4780000,-158.0,1.0,1,right,MISS R. Hachimura 15' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,15.81,Missed,,,,,,,,,,,,,,,,,,,
483,PT10M15.00S,2022-04-07T01:49:02.0Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,98,85,2022-04-07T01:49:02Z,4790000,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,482.0,4.0,2.0,2.0,,,,,,,,,,,,,
484,PT10M05.00S,2022-04-07T01:49:11.7Z,4,REGULAR,3pt,Jump Shot,[],1628989,32.40801576872536,32.1078431372549,1610612737,98,85,2022-04-07T01:51:04Z,4800000,89.0,252.0,1,left,MISS K. Huerter 26' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,,
485,PT10M02.00S,2022-04-07T01:49:14.7Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,98,85,2022-04-07T01:49:17Z,4810000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,484.0,1.0,1.0,0.0,,,,,,,,,,,,,
486,PT09M54.00S,2022-04-07T01:49:23.4Z,4,REGULAR,3pt,Jump Shot,[],1630557,97.19119579500656,3.1862745098039214,1610612764,98,88,2022-04-07T01:51:39Z,4820000,-234.0,-26.0,1,right,C. Kispert 3PT  (9 PTS) (I. Smith 6 AST),"[1630557, 202397]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,23.56,Made,,,,,,,9.0,,,,I. Smith,202397.0,6.0,,,,,,
488,PT09M38.00S,2022-04-07T01:49:38.8Z,4,REGULAR,3pt,Jump Shot,[],203992,31.882391590013142,46.32352941176471,1610612737,101,88,2022-04-07T01:49:43Z,4840000,18.0,247.0,1,left,B. Bogdanovic 24' 3PT step back (15 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,24.79,Made,,,,,,,15.0,,,,,,,,,,,,
489,PT09M36.00S,2022-04-07T01:49:45.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,101,88,2022-04-07T01:49:45Z,4850000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M36.00S,2022-04-07T01:51:56.5Z,4,REGULAR,substitution,out,[],202397,,,1610612764,101,88,2022-04-07T01:52:10Z,4860000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT09M36.00S,2022-04-07T01:51:56.5Z,4,REGULAR,substitution,out,[],1629655,,,1610612764,101,88,2022-04-07T01:52:10Z,4870000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M36.00S,2022-04-07T01:51:56.5Z,4,REGULAR,substitution,in,[],203107,,,1610612764,101,88,2022-04-07T01:52:10Z,4880000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M36.00S,2022-04-07T01:51:56.5Z,4,REGULAR,substitution,in,[],204001,,,1610612764,101,88,2022-04-07T01:52:10Z,4890000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M15.00S,2022-04-07T01:52:57.5Z,4,REGULAR,2pt,Jump Shot,[],1629060,90.09526938239159,21.07843137254902,1610612764,101,90,2022-04-07T01:54:01Z,4900000,-145.0,41.0,1,right,R. Hachimura 15' turnaround fadeaway Jump Shot (9 PTS),[1629060],1610612764.0,WAS,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,15.02,Made,,,,,,,9.0,,,,,,,,,,,,
495,PT08M52.00S,2022-04-07T01:53:19.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,14.536793692509855,46.568627450980394,1610612737,101,90,2022-04-07T01:53:24Z,4910000,17.0,84.0,1,left,MISS O. Okongwu 8' floating Shot,[1630168],1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,8.58,Missed,,,,,,,,,,,,,,,,,,,
496,PT08M49.00S,2022-04-07T01:53:22.8Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,101,90,2022-04-07T01:53:24Z,4920000,,,0,,K. Porzingis REBOUND (Off:3 Def:13),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,495.0,16.0,13.0,3.0,,,,,,,,,,,,,
497,PT08M32.00S,2022-04-07T01:53:39.4Z,4,REGULAR,3pt,Jump Shot,[],1630557,72.09264126149803,19.852941176470587,1610612764,101,90,2022-04-07T01:53:44Z,4930000,-151.0,210.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
498,PT08M28.00S,2022-04-07T01:53:43.4Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612737,101,90,2022-04-07T01:53:44Z,4940000,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,497.0,3.0,3.0,0.0,,,,,,,,,,,,,
499,PT08M14.00S,2022-04-07T01:53:57.2Z,4,REGULAR,2pt,Jump Shot,[],201568,25.57490144546649,41.42156862745098,1610612737,103,90,2022-04-07T01:54:01Z,4950000,43.0,188.0,1,left,D. Gallinari 19' Jump Shot (19 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,19.27,Made,,,,,,,19.0,,,,,,,,,,,,
500,PT07M58.00S,2022-04-07T01:54:16.2Z,4,REGULAR,foul,personal,[],1630168,,,1610612764,103,90,2022-04-07T01:54:23Z,4960000,,,0,,O. Okongwu personal FOUL (2 PF),"[1630168, 204001]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Porzingis,204001.0,
502,PT07M53.00S,2022-04-07T01:54:43.4Z,4,REGULAR,3pt,Jump Shot,[],1630557,95.6143232588699,95.34313725490196,1610612764,103,93,2022-04-07T01:54:48Z,4980000,227.0,-11.0,1,right,C. Kispert 3PT  (12 PTS) (T. Satoransky 5 AST),"[1630557, 203107]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,22.7,Made,,,,,,,12.0,,,,T. Satoransky,203107.0,5.0,,,,,,
504,PT07M30.00S,2022-04-07T01:55:08.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203992,11.12023653088042,45.83333333333333,1610612737,103,93,2022-04-07T01:55:20Z,5000000,21.0,52.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[203992, 204001]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,5.6,Missed,Porzingis,204001.0,,,,,,,,,,,,,,,,,
505,PT07M30.00S,2022-04-07T01:55:08.8Z,4,REGULAR,block,,[],204001,,,1610612737,103,93,2022-04-07T01:55:12Z,5010000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT07M29.00S,2022-04-07T01:55:09.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,103,93,2022-04-07T01:59:01Z,5020000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,
507,PT07M29.00S,2022-04-07T01:55:15.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,103,93,2022-04-07T01:55:15Z,5030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M25.00S,2022-04-07T01:55:32.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,32.40801576872536,73.77450980392157,1610612737,103,93,2022-04-07T01:55:38Z,5040000,-119.0,252.0,1,left,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.87,Missed,,,,,,,,,,,,,,,,,,,
509,PT07M20.00S,2022-04-07T01:55:37.4Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,103,93,2022-04-07T01:55:38Z,5050000,,,0,,K. Porzingis REBOUND (Off:3 Def:14),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,508.0,17.0,14.0,3.0,,,,,,,,,,,,,
510,PT07M13.00S,2022-04-07T01:55:45.5Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612764,103,93,2022-04-07T01:56:07Z,5060000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Porzingis 2 FT),"[1630168, 204001]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,2005.0,3.0,0.0,Porzingis,204001.0,
512,PT07M13.00S,2022-04-07T01:56:15.1Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,103,94,2022-04-07T01:56:15Z,5080000,,,0,,K. Porzingis Free Throw 1 of 2 (25 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,25.0,,,,,,,,,,,,
513,PT07M13.00S,2022-04-07T01:56:16.7Z,4,REGULAR,substitution,out,[],1628989,,,1610612764,103,94,2022-04-07T01:56:20Z,5090000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M13.00S,2022-04-07T01:56:16.7Z,4,REGULAR,substitution,in,[],1629027,,,1610612764,103,94,2022-04-07T01:56:20Z,5100000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M13.00S,2022-04-07T01:56:38.5Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,103,95,2022-04-07T01:56:38Z,5110000,,,0,,K. Porzingis Free Throw 2 of 2 (26 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,
516,PT07M04.00S,2022-04-07T01:56:50.9Z,4,REGULAR,3pt,Jump Shot,[],201568,28.203022339027594,77.69607843137256,1610612737,106,95,2022-04-07T01:56:56Z,5120000,-138.0,213.0,1,left,D. Gallinari 25' 3PT  (22 PTS) (O. Okongwu 3 AST),"[201568, 1630168]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.37,Made,,,,,,,22.0,,,,O. Okongwu,1630168.0,3.0,,,,,,
518,PT06M45.00S,2022-04-07T01:57:09.2Z,4,REGULAR,3pt,Jump Shot,[],204001,66.83639947437582,50.245098039215684,1610612764,106,95,2022-04-07T01:57:13Z,5140000,1.0,259.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
519,PT06M41.00S,2022-04-07T01:57:13.2Z,4,REGULAR,rebound,offensive,[],1630166,,,1610612764,106,95,2022-04-07T01:57:13Z,5150000,,,0,,D. Avdija REBOUND (Off:2 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,518.0,5.0,3.0,2.0,,,,,,,,,,,,,
520,PT06M41.00S,2022-04-07T01:57:13.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,94.40999984741211,50.0,1610612764,106,95,2022-04-07T01:57:13Z,5160000,0.0,0.0,1,right,MISS D. Avdija tip Layup,[1630166],1610612764.0,WAS,tip,,,Avdija,D. Avdija,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
521,PT06M41.00S,2022-04-07T01:57:13.7Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,106,95,2022-04-07T01:57:13Z,5170000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,520.0,2.0,2.0,0.0,,,,,,,,,,,,,
522,PT06M29.00S,2022-04-07T01:57:25.1Z,4,REGULAR,2pt,Jump Shot,[],201568,17.16491458607096,69.85294117647058,1610612737,108,95,2022-04-07T01:57:30Z,5180000,-99.0,109.0,1,left,D. Gallinari 14' fadeaway Jump Shot (24 PTS),[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,14.74,Made,,,,,,,24.0,,,,,,,,,,,,
523,PT06M12.00S,2022-04-07T01:57:42.7Z,4,REGULAR,turnover,bad pass,[],203107,,,1610612764,108,95,2022-04-07T01:57:46Z,5190000,,,0,,T. Satoransky bad pass TURNOVER (2 TO),"[203107, 1626153]",1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,2.0,Wright,1626153.0,,,,,,,,,
524,PT06M12.00S,2022-04-07T01:57:42.7Z,4,REGULAR,steal,,[],1626153,,,1610612737,108,95,2022-04-07T01:57:45Z,5200000,,,0,,D. Wright STEAL (3 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M06.00S,2022-04-07T01:57:48.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626153,28.465834428383708,76.9607843137255,1610612737,108,95,2022-04-07T01:57:53Z,5210000,-135.0,215.0,1,left,MISS D. Wright 25' 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
526,PT06M03.00S,2022-04-07T01:57:51.2Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,108,95,2022-04-07T01:57:53Z,5220000,,,0,,K. Porzingis REBOUND (Off:3 Def:15),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,525.0,18.0,15.0,3.0,,,,,,,,,,,,,
527,PT05M51.00S,2022-04-07T01:58:03.6Z,4,REGULAR,turnover,bad pass,[],1630166,,,1610612764,108,95,2022-04-07T01:58:07Z,5230000,,,0,,D. Avdija bad pass TURNOVER (2 TO),"[1630166, 1626153]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,2.0,Wright,1626153.0,,,,,,,,,
528,PT05M51.00S,2022-04-07T01:58:03.6Z,4,REGULAR,steal,,[],1626153,,,1610612737,108,95,2022-04-07T01:58:06Z,5240000,,,0,,D. Wright STEAL (4 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT05M34.00S,2022-04-07T01:58:23.0Z,4,REGULAR,foul,personal,[],1630166,,,1610612737,108,95,2022-04-07T01:58:47Z,5250000,,,0,,D. Avdija personal FOUL (4 PF),"[1630166, 1629027]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,201638.0,4.0,0.0,Young,1629027.0,
531,PT05M34.00S,2022-04-07T01:58:42.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,108,95,2022-04-07T01:58:42Z,5270000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT05M25.00S,2022-04-07T02:01:48.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203992,28.86005256241787,75.98039215686273,1610612737,108,95,2022-04-07T02:01:53Z,5280000,-130.0,219.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
533,PT05M22.00S,2022-04-07T02:01:51.6Z,4,REGULAR,rebound,defensive,[],203107,,,1610612764,108,95,2022-04-07T02:01:53Z,5290000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,532.0,1.0,1.0,0.0,,,,,,,,,,,,,
534,PT05M04.00S,2022-04-07T02:02:09.8Z,4,REGULAR,3pt,Jump Shot,[],1630557,66.3107752956636,48.529411764705884,1610612764,108,95,2022-04-07T02:02:15Z,5300000,-7.0,264.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
