actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
284,PT00M08.10S,2022-03-04T00:59:48.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,56,63,2022-03-04T00:59:57Z,2800000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,
285,PT00M08.10S,2022-03-04T00:59:57.0Z,2,REGULAR,foul,personal,[],1629027,,,1610612741,56,63,2022-03-04T01:00:03Z,2810000,,,0,,T. Young loose ball personal FOUL (1 PF),"[1629027, 203897]",1610612737.0,ATL,loose ball,,,Young,T. Young,,,,,,,,,,,1627961.0,,,,,1.0,0.0,LaVine,203897.0,,,,,
287,PT00M00.80S,2022-03-04T01:00:21.5Z,2,REGULAR,3pt,Jump Shot,[],203897,71.43561103810775,22.54901960784314,1610612741,56,63,2022-03-04T01:10:17Z,2830000,-137.0,216.0,1,right,MISS Z. LaVine 25' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
288,PT00M00.10S,2022-03-04T01:00:22.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,56,63,2022-03-04T01:10:17Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
289,PT00M00.00S,2022-03-04T01:00:25.3Z,2,REGULAR,period,end,[],0,,,1610612741,56,63,2022-03-04T01:00:25Z,2850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-03-04T01:14:26.5Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612741,56,63,2022-03-04T01:15:48Z,2860000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2022-03-04T01:14:26.5Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,56,63,2022-03-04T01:15:48Z,2870000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-03-04T01:15:57.3Z,3,REGULAR,period,start,[],0,,,1610612737,56,63,2022-03-04T01:15:57Z,2880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT11M40.00S,2022-03-04T01:16:16.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,72.48685939553219,20.34313725490196,1610612737,56,63,2022-03-04T01:16:22Z,2890000,-148.0,206.0,1,right,MISS K. Huerter 25' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,
297,PT11M35.00S,2022-03-04T01:16:21.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,56,63,2022-03-04T01:16:22Z,2900000,,,0,,N. Vucevic REBOUND (Off:0 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,296.0,8.0,8.0,0.0,,,,,,,,,,,,,,
298,PT11M17.00S,2022-03-04T01:16:38.9Z,3,REGULAR,3pt,Jump Shot,[],203897,13.61695137976347,4.411764705882353,1610612741,56,66,2022-03-04T01:16:43Z,2910000,228.0,75.0,1,left,Z. LaVine 24' 3PT  (11 PTS) (N. Vucevic 4 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,24.01,Made,,,,,,11.0,N. Vucevic,202696.0,4.0,,,,,,,,,
300,PT10M59.00S,2022-03-04T01:16:56.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,85.89027595269383,61.029411764705884,1610612737,58,66,2022-03-04T01:17:01Z,2930000,55.0,80.0,1,right,D. Hunter 9' floating Jump Shot (7 PTS),[1629631],1610612737.0,ATL,floating,,,Hunter,D. Hunter,,,,,9.72,Made,,,,,,7.0,,,,,,,,,,,,
301,PT10M41.00S,2022-03-04T01:17:15.1Z,3,REGULAR,2pt,Jump Shot,[],1630245,12.959921156373195,78.92156862745098,1610612741,58,66,2022-03-04T01:17:20Z,2940000,-145.0,69.0,1,left,MISS A. Dosunmu 16' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,16.03,Missed,,,,,,,,,,,,,,,,,,
302,PT10M37.00S,2022-03-04T01:17:19.1Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,58,66,2022-03-04T01:17:20Z,2950000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,301.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT10M27.00S,2022-03-04T01:17:29.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629631,93.24901445466492,49.50980392156863,1610612737,60,66,2022-03-04T01:17:34Z,2960000,-2.0,11.0,1,right,D. Hunter driving DUNK (9 PTS) (K. Huerter 2 AST),"[1629631, 1628989]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,1.13,Made,,,,,,9.0,K. Huerter,1628989.0,2.0,,,,,,,,,
305,PT10M11.00S,2022-03-04T01:17:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.469776609724048,50.245098039215684,1610612741,60,68,2022-03-04T01:17:49Z,2980000,-1.0,-1.0,1,left,D. DeRozan Layup (10 PTS) (Z. LaVine 4 AST),"[201942, 203897]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,0.16,Made,,,,,,10.0,Z. LaVine,203897.0,4.0,,,,,,,,,
307,PT09M56.00S,2022-03-04T01:18:01.6Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,60,68,2022-03-04T01:18:26Z,3000000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Hunter 2 FT),"[202696, 1629631]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,1199.0,,,,,2.0,0.0,Hunter,1629631.0,,,,,
309,PT09M56.00S,2022-03-04T01:18:28.6Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,61,68,2022-03-04T01:18:28Z,3020000,,,0,,D. Hunter Free Throw 1 of 2 (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,,10.0,,,,,,,,,,,,
310,PT09M56.00S,2022-03-04T01:18:32.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,61,68,2022-03-04T01:18:32Z,3030000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT09M56.00S,2022-03-04T01:21:30.5Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,62,68,2022-03-04T01:21:30Z,3040000,,,0,,D. Hunter Free Throw 2 of 2 (11 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
312,PT09M38.00S,2022-03-04T01:21:51.0Z,3,REGULAR,2pt,Jump Shot,[],202696,4.5499342969776615,73.52941176470588,1610612741,62,68,2022-03-04T01:21:55Z,3050000,-118.0,-10.0,1,left,MISS N. Vucevic 11' pullup Shot,[202696],1610612741.0,CHI,pullup,,,Vucevic,N. Vucevic,,,,,11.8,Missed,,,,,,,,,,,,,,,,,,
313,PT09M35.00S,2022-03-04T01:21:54.0Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,62,68,2022-03-04T01:21:55Z,3060000,,,0,,C. Capela REBOUND (Off:0 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,312.0,8.0,8.0,0.0,,,,,,,,,,,,,,
314,PT09M31.00S,2022-03-04T01:21:57.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,72.48685939553219,79.65686274509804,1610612737,65,68,2022-03-04T01:22:09Z,3070000,148.0,206.0,1,right,K. Huerter 25' 3PT running (7 PTS) (T. Young 7 AST),"[1628989, 1629027]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,25.39,Made,,,,,,7.0,T. Young,1629027.0,7.0,,,,,,,,,
316,PT09M12.00S,2022-03-04T01:22:18.5Z,3,REGULAR,turnover,traveling,[],202696,,,1610612741,65,68,2022-03-04T01:22:24Z,3090000,,,0,,N. Vucevic traveling TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,1199.0,,,,,,,,,1.0,,,,
317,PT09M03.00S,2022-03-04T01:22:39.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,79.84559789750328,37.00980392156863,1610612737,67,68,2022-03-04T01:22:43Z,3100000,-65.0,137.0,1,right,T. Young 15' floating Jump Shot (18 PTS) (C. Capela 2 AST),"[1629027, 203991]",1610612737.0,ATL,floating,,,Young,T. Young,,,,,15.16,Made,,,,,,18.0,C. Capela,203991.0,2.0,,,,,,,,,
319,PT08M37.00S,2022-03-04T01:23:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.601182654402102,50.49019607843137,1610612741,67,70,2022-03-04T01:23:11Z,3120000,-2.0,0.0,1,left,Z. LaVine driving reverse Layup (13 PTS),[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,0.25,Made,,,,,,13.0,,,,,,,,,,,,
320,PT08M26.00S,2022-03-04T01:23:16.0Z,3,REGULAR,3pt,Jump Shot,[],1629027,68.28186596583443,64.4607843137255,1610612737,70,70,2022-03-04T01:23:20Z,3130000,72.0,246.0,1,right,T. Young 25' 3PT pullup (21 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.61,Made,,,,,,21.0,,,,,,,,,,,,
321,PT08M07.00S,2022-03-04T01:23:35.1Z,3,REGULAR,2pt,Jump Shot,[],202696,17.296320630749015,75.0,1610612741,70,70,2022-03-04T01:23:40Z,3140000,-125.0,110.0,1,left,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,16.66,Missed,,,,,,,,,,,,,,,,,,
322,PT08M04.00S,2022-03-04T01:23:38.1Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,70,70,2022-03-04T01:23:40Z,3150000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,321.0,3.0,3.0,0.0,,,,,,,,,,,,,,
323,PT07M54.00S,2022-03-04T01:23:48.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,79.45137976346912,8.57843137254902,1610612737,70,70,2022-03-04T01:23:54Z,3160000,-207.0,141.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
324,PT07M51.00S,2022-03-04T01:23:52.2Z,3,REGULAR,rebound,offensive,[],201568,,,1610612737,70,70,2022-03-04T01:23:52Z,3170000,,,0,,D. Gallinari REBOUND (Off:1 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,323.0,4.0,3.0,1.0,,,,,,,,,,,,,,
325,PT07M50.00S,2022-03-04T01:23:53.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201568,88.51839684625493,54.166666666666664,1610612737,70,70,2022-03-04T01:23:59Z,3180000,21.0,55.0,1,right,MISS D. Gallinari driving floating Shot,[201568],1610612737.0,ATL,driving floating,,,Gallinari,D. Gallinari,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,
326,PT07M47.00S,2022-03-04T01:23:56.5Z,3,REGULAR,rebound,offensive,[],1629631,,,1610612737,70,70,2022-03-04T01:23:59Z,3190000,,,0,,D. Hunter REBOUND (Off:1 Def:0),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,325.0,1.0,0.0,1.0,,,,,,,,,,,,,,
327,PT07M46.00S,2022-03-04T01:23:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629631,93.9060446780552,52.69607843137255,1610612737,70,70,2022-03-04T01:24:06Z,3200000,13.0,5.0,1,right,MISS D. Hunter tip Layup,[1629631],1610612737.0,ATL,tip,,,Hunter,D. Hunter,,,,,1.43,Missed,,,,,,,,,,,,,,,,,,
328,PT07M37.00S,2022-03-04T01:24:05.3Z,3,REGULAR,rebound,offensive,[],1629631,,,1610612737,70,70,2022-03-04T01:24:05Z,3210000,,,0,,D. Hunter REBOUND (Off:2 Def:0),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,327.0,2.0,0.0,2.0,,,,,,,,,,,,,,
329,PT07M35.00S,2022-03-04T01:24:05.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629631,94.40999984741211,50.0,1610612737,72,70,2022-03-04T01:27:37Z,3220000,0.0,0.0,1,right,D. Hunter tip Layup (13 PTS),[1629631],1610612737.0,ATL,tip,,,Hunter,D. Hunter,,,,,0.0,Made,,,,,,13.0,,,,,,,,,,,,
330,PT07M27.00S,2022-03-04T01:24:15.1Z,3,REGULAR,2pt,Jump Shot,[],203897,18.873193166885677,25.0,1610612741,72,72,2022-03-04T01:24:20Z,3230000,125.0,125.0,1,left,Z. LaVine 17' Jump Shot (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,17.67,Made,,,,,,15.0,,,,,,,,,,,,
332,PT07M09.00S,2022-03-04T01:24:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,88.25558475689881,40.931372549019606,1610612737,74,72,2022-03-04T01:24:38Z,3250000,-45.0,58.0,1,right,K. Huerter 7' driving floating Jump Shot (9 PTS) (T. Young 8 AST),"[1628989, 1629027]",1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,7.35,Made,,,,,,9.0,T. Young,1629027.0,8.0,,,,,,,,,
334,PT06M41.00S,2022-03-04T01:25:01.7Z,3,REGULAR,2pt,Jump Shot,[],1629750,4.28712220762155,23.03921568627451,1610612741,74,74,2022-03-04T01:25:06Z,3270000,135.0,-12.0,1,left,J. Green 13' driving floating Jump Shot (8 PTS) (D. DeRozan 7 AST),"[1629750, 201942]",1610612741.0,CHI,driving floating,,,Green,J. Green,,,,,13.54,Made,,,,,,8.0,D. DeRozan,201942.0,7.0,,,,,,,,,
336,PT06M31.00S,2022-03-04T01:25:11.6Z,3,REGULAR,3pt,Jump Shot,[],1629027,67.49342969776609,35.78431372549019,1610612737,74,74,2022-03-04T01:25:16Z,3290000,-71.0,253.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
337,PT06M29.00S,2022-03-04T01:25:13.6Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,74,74,2022-03-04T01:25:16Z,3300000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,336.0,2.0,2.0,0.0,,,,,,,,,,,,,,
338,PT06M20.00S,2022-03-04T01:25:23.6Z,3,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,74,74,2022-03-04T01:25:30Z,3310000,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (2 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,,,,,,,201639.0,,,,,,,,,2.0,,,,
339,PT06M06.00S,2022-03-04T01:25:46.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,92.85479632063075,50.245098039215684,1610612737,74,74,2022-03-04T01:25:52Z,3320000,1.0,15.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
340,PT06M01.00S,2022-03-04T01:25:51.1Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,74,74,2022-03-04T01:25:51Z,3330000,,,0,,C. Capela REBOUND (Off:1 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,339.0,9.0,8.0,1.0,,,,,,,,,,,,,,
341,PT06M01.00S,2022-03-04T01:25:51.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,94.40999984741211,50.0,1610612737,76,74,2022-03-04T01:25:51Z,3340000,0.0,0.0,1,right,C. Capela putback Layup (10 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,,,,,,10.0,,,,,,,,,,,,
342,PT05M48.00S,2022-03-04T01:26:04.8Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612741,76,74,2022-03-04T01:26:08Z,3350000,,,0,,D. DeRozan bad pass TURNOVER (3 TO),"[201942, 1629631]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,3.0,,,Hunter,1629631.0
343,PT05M48.00S,2022-03-04T01:26:04.8Z,3,REGULAR,steal,,[],1629631,,,1610612737,76,74,2022-03-04T01:26:06Z,3360000,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
344,PT05M45.00S,2022-03-04T01:26:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,92.85479632063075,47.794117647058826,1610612737,78,74,2022-03-04T01:26:16Z,3370000,-11.0,15.0,1,right,K. Huerter running Layup (11 PTS) (T. Young 9 AST),"[1628989, 1629027]",1610612737.0,ATL,running,,,Huerter,K. Huerter,,,,,1.84,Made,,,,,,11.0,T. Young,1629027.0,9.0,,,,,,,,,
346,PT05M23.00S,2022-03-04T01:26:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612741,78,74,2022-03-04T01:27:01Z,3390000,,,0,,K. Huerter shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1628989, 201942]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,201639.0,,,,,2.0,0.0,DeRozan,201942.0,,,,,
348,PT05M23.00S,2022-03-04T01:27:01.9Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,78,75,2022-03-04T01:27:01Z,3410000,,,0,,D. DeRozan Free Throw 1 of 2 (11 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
349,PT05M23.00S,2022-03-04T01:27:17.9Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,78,76,2022-03-04T01:27:17Z,3420000,,,0,,D. DeRozan Free Throw 2 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
350,PT05M07.00S,2022-03-04T01:27:35.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,89.56964520367937,4.901960784313726,1610612737,81,76,2022-03-04T01:27:45Z,3430000,-225.0,46.0,1,right,K. Huerter 3PT  (14 PTS) (D. Hunter 1 AST),"[1628989, 1629631]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.0,Made,,,,,,14.0,D. Hunter,1629631.0,1.0,,,,,,,,,
352,PT04M49.00S,2022-03-04T01:27:53.5Z,3,REGULAR,2pt,Jump Shot,[],203897,5.075558475689881,28.431372549019606,1610612741,81,76,2022-03-04T01:28:17Z,3450000,108.0,-5.0,1,left,MISS Z. LaVine 10' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,10.79,Missed,,,,,,,,,,,,,,,,,,
353,PT04M45.00S,2022-03-04T01:27:57.5Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,81,76,2022-03-04T01:28:01Z,3460000,,,0,,C. Capela REBOUND (Off:1 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,352.0,10.0,9.0,1.0,,,,,,,,,,,,,,
354,PT04M41.00S,2022-03-04T01:28:01.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201568,71.04139290407359,75.24509803921569,1610612737,84,76,2022-03-04T01:28:10Z,3470000,126.0,220.0,1,right,D. Gallinari 25' 3PT running (9 PTS) (T. Young 10 AST),"[201568, 1629027]",1610612737.0,ATL,running,,,Gallinari,D. Gallinari,,,,,25.34,Made,,,,,,9.0,T. Young,1629027.0,10.0,,,,,,,,,
356,PT04M40.00S,2022-03-04T01:28:07.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,84,76,2022-03-04T01:28:07Z,3490000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,out,[],201568,,,1610612741,84,76,2022-03-04T01:31:07Z,3500000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
358,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,out,[],202696,,,1610612741,84,76,2022-03-04T01:31:07Z,3510000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
359,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,84,76,2022-03-04T01:31:07Z,3520000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
360,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,in,[],203992,,,1610612741,84,76,2022-03-04T01:31:07Z,3530000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
361,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,in,[],202684,,,1610612741,84,76,2022-03-04T01:31:07Z,3540000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
362,PT04M40.00S,2022-03-04T01:30:20.8Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,84,76,2022-03-04T01:31:07Z,3550000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
363,PT04M28.00S,2022-03-04T01:31:19.6Z,3,REGULAR,2pt,Jump Shot,[],201942,11.645860709592641,21.813725490196077,1610612741,84,76,2022-03-04T01:31:26Z,3560000,141.0,57.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.2,Missed,,,,,,,,,,,,,,,,,,
364,PT04M27.00S,2022-03-04T01:31:20.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,84,76,2022-03-04T01:31:26Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,
365,PT04M27.00S,2022-03-04T01:31:26.9Z,3,REGULAR,foul,personal,[],203992,,,1610612741,84,76,2022-03-04T01:31:38Z,3580000,,,0,,B. Bogdanovic loose ball personal FOUL (1 PF),"[203992, 202684]",1610612737.0,ATL,loose ball,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Thompson,202684.0,,,,,
367,PT04M19.00S,2022-03-04T01:31:54.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,7.5722733245729295,45.588235294117645,1610612741,84,76,2022-03-04T01:33:13Z,3600000,22.0,19.0,1,left,MISS D. Jones Jr. driving Layup - blocked,"[1627884, 203992]",1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,2.89,Missed,,,,,,,,,,,,,,,Bogdanovic,203992.0,,
373,PT04M19.00S,2022-03-04T01:31:54.1Z,3,REGULAR,block,,[],203992,,,1610612741,84,76,2022-03-04T01:33:01Z,3605000,,,0,,B. Bogdanovic BLOCK (2 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
368,PT04M18.00S,2022-03-04T01:31:55.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,84,76,2022-03-04T01:33:13Z,3610000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,
369,PT04M18.00S,2022-03-04T01:31:59.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,84,76,2022-03-04T01:31:59Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT03M58.00S,2022-03-04T01:32:24.9Z,3,REGULAR,foul,personal,['2freethrow'],203897,,,1610612737,84,76,2022-03-04T01:32:51Z,3630000,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Young 2 FT),"[203897, 1629027]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,201639.0,,,,,2.0,0.0,Young,1629027.0,,,,,
372,PT03M58.00S,2022-03-04T01:33:00.5Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,85,76,2022-03-04T01:33:00Z,3650000,,,0,,T. Young Free Throw 1 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,22.0,,,,,,,,,,,,
374,PT03M58.00S,2022-03-04T01:33:08.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,86,76,2022-03-04T01:33:08Z,3660000,,,0,,T. Young Free Throw 2 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
375,PT03M40.00S,2022-03-04T01:33:27.9Z,3,REGULAR,3pt,Jump Shot,[],203897,29.122864651773984,70.34313725490196,1610612741,86,79,2022-03-04T01:35:31Z,3670000,-102.0,221.0,1,left,Z. LaVine 24' 3PT pullup (18 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,24.35,Made,,,,,,18.0,,,,,,,,,,,,
377,PT03M26.00S,2022-03-04T01:33:42.1Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,86,79,2022-03-04T01:33:46Z,3690000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 202684]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1.0,,,Thompson,202684.0
