actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
16,PT10M50.00S,2022-03-12T00:41:23.7Z,1,REGULAR,foul,personal,[],1628381,,,1610612746,2,0,2022-03-12T00:41:33Z,160000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1627826]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Zubac,1627826.0,,,,
18,PT10M44.00S,2022-03-12T00:41:47.2Z,1,REGULAR,2pt,Jump Shot,[],202694,73.9323258869908,45.34313725490196,1610612746,2,2,2022-03-12T00:41:52Z,180000,-23.0,193.0,1,right,M. Morris Sr. 19' pullup Jump Shot (2 PTS) (N. Batum 1 AST),"[202694, 201587]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,19.39,Made,,,,,2.0,N. Batum,201587.0,1.0,,,,,,,,,,,
20,PT10M35.00S,2022-03-12T00:41:58.4Z,1,REGULAR,foul,personal,[],1629599,,,1610612737,2,2,2022-03-12T00:42:05Z,200000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1629027]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Young,1629027.0,,,,
22,PT10M26.00S,2022-03-12T00:42:21.4Z,1,REGULAR,2pt,Jump Shot,[],1628989,25.57490144546649,60.5392156862745,1610612737,2,2,2022-03-12T00:42:27Z,220000,-53.0,188.0,1,left,MISS K. Huerter 19' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,19.52,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2022-03-12T00:42:24.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,2,2022-03-12T00:42:27Z,230000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
24,PT10M21.00S,2022-03-12T00:42:27.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,16.376478318002626,47.549019607843135,1610612737,2,2,2022-03-12T00:42:34Z,240000,12.0,101.0,1,left,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.21,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2022-03-12T00:42:33.4Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,2,2,2022-03-12T00:42:34Z,250000,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
26,PT10M15.00S,2022-03-12T00:42:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,5.590000152587891,50.0,1610612737,4,2,2022-03-12T00:42:32Z,260000,0.0,0.0,1,left,T. Young tip Layup (2 PTS),[1629027],1610612737.0,ATL,tip,,,Young,T. Young,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M54.00S,2022-03-12T00:42:53.0Z,1,REGULAR,3pt,Jump Shot,[],202694,84.57621550591328,4.166666666666666,1610612746,4,5,2022-03-12T00:42:58Z,270000,-229.0,92.0,1,right,M. Morris Sr. 24' 3PT  (5 PTS) (N. Batum 2 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,24.72,Made,,,,,5.0,N. Batum,201587.0,2.0,,,,,,,,,,,
29,PT09M36.00S,2022-03-12T00:43:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.995400788436268,50.98039215686274,1610612737,6,5,2022-03-12T00:43:17Z,290000,-5.0,4.0,1,left,C. Capela Layup (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.63,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,
31,PT09M15.00S,2022-03-12T00:43:31.9Z,1,REGULAR,2pt,Jump Shot,[],202704,80.3712220762155,75.98039215686273,1610612746,6,5,2022-03-12T00:43:39Z,310000,130.0,132.0,1,right,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.52,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M13.00S,2022-03-12T00:43:33.9Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,6,5,2022-03-12T00:43:39Z,320000,,,0,,T. Young REBOUND (Off:1 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
33,PT09M04.00S,2022-03-12T00:43:43.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,6,5,2022-03-12T00:43:48Z,330000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 201587]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,1.0,Batum,201587.0,
34,PT09M04.00S,2022-03-12T00:43:43.9Z,1,REGULAR,steal,,[],201587,,,1610612746,6,5,2022-03-12T00:43:46Z,340000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M54.00S,2022-03-12T00:43:55.7Z,1,REGULAR,foul,offensive,[],202694,,,1610612746,6,5,2022-03-12T00:44:04Z,350000,,,0,,M. Morris Sr. off-the-ball offensive FOUL (1 PF),"[202694, 1629027]",1610612746.0,LAC,off-the-ball,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Young,1629027.0,,,,
37,PT08M54.00S,2022-03-12T00:43:55.7Z,1,REGULAR,turnover,offensive foul,[],202694,,,1610612746,6,5,2022-03-12T00:43:55Z,370000,,,0,,M. Morris Sr. offensive foul TURNOVER (1 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,1626301.0,,,,,1.0,,,
38,PT08M42.00S,2022-03-12T00:44:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628381,8.229303547963205,47.05882352941176,1610612737,6,5,2022-03-12T00:44:24Z,380000,15.0,25.0,1,left,MISS J. Collins cutting Layup,[1628381],1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M39.00S,2022-03-12T00:44:22.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,6,5,2022-03-12T00:44:24Z,390000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT08M32.00S,2022-03-12T00:44:29.3Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,6,5,2022-03-12T00:47:49Z,400000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1629027]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,1.0,Young,1629027.0,
41,PT08M32.00S,2022-03-12T00:44:29.3Z,1,REGULAR,steal,,[],1629027,,,1610612737,6,5,2022-03-12T00:44:33Z,410000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M19.00S,2022-03-12T00:44:42.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,15.456636005256241,42.64705882352941,1610612737,8,5,2022-03-12T00:44:46Z,420000,37.0,93.0,1,left,D. Hunter 9' driving floating Jump Shot (2 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,9.98,Made,,,,,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,,
44,PT08M03.00S,2022-03-12T00:44:58.3Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,8,5,2022-03-12T00:45:04Z,440000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628989]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,
45,PT08M03.00S,2022-03-12T00:44:58.3Z,1,REGULAR,steal,,[],1628989,,,1610612737,8,5,2022-03-12T00:45:01Z,450000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2022-03-12T00:45:02.4Z,1,REGULAR,turnover,bad pass,[],1628989,,,1610612737,8,5,2022-03-12T00:45:07Z,460000,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1627826]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,1.0,Zubac,1627826.0,
47,PT07M59.00S,2022-03-12T00:45:02.4Z,1,REGULAR,steal,,[],1627826,,,1610612746,8,5,2022-03-12T00:45:04Z,470000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2022-03-12T00:45:11.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202694,67.09921156373193,36.029411764705884,1610612746,8,5,2022-03-12T00:45:16Z,480000,-70.0,257.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M46.00S,2022-03-12T00:45:15.1Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,8,5,2022-03-12T00:45:16Z,490000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
50,PT07M37.00S,2022-03-12T00:45:24.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.075558475689881,50.245098039215684,1610612737,10,5,2022-03-12T00:45:31Z,500000,-1.0,-5.0,1,left,C. Capela alley-oop DUNK (4 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.49,Made,,,,,4.0,T. Young,1629027.0,3.0,,,,,,,,,,,
52,PT07M37.00S,2022-03-12T00:45:30.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,5,2022-03-12T00:45:30Z,520000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2022-03-12T00:48:34.4Z,1,REGULAR,2pt,Jump Shot,[],202694,83.78777923784494,26.47058823529412,1610612746,10,7,2022-03-12T00:48:40Z,530000,-118.0,100.0,1,right,M. Morris Sr. 15' Jump Shot (7 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,15.43,Made,,,,,7.0,,,,,,,,,,,,,,
54,PT07M07.00S,2022-03-12T00:48:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,42.657687253613666,52.20588235294118,1610612737,10,7,2022-03-12T00:48:52Z,540000,-11.0,348.0,1,left,MISS T. Young 34' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,34.87,Missed,,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2022-03-12T00:48:51.4Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,10,7,2022-03-12T00:48:52Z,550000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT06M58.00S,2022-03-12T00:49:00.8Z,1,REGULAR,foul,personal,[],1629631,,,1610612746,10,7,2022-03-12T00:49:21Z,560000,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1627826]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Zubac,1627826.0,,,,
58,PT06M52.00S,2022-03-12T00:49:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,82.86793692509855,52.20588235294118,1610612746,10,7,2022-03-12T00:49:35Z,580000,11.0,109.0,1,right,MISS R. Jackson 10' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,10.91,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2022-03-12T00:49:34.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,7,2022-03-12T00:49:35Z,590000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
60,PT06M47.00S,2022-03-12T00:49:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,10,9,2022-03-12T00:49:33Z,600000,0.0,0.0,1,right,I. Zubac tip Layup (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
61,PT06M23.00S,2022-03-12T00:49:57.7Z,1,REGULAR,2pt,Jump Shot,[],1629027,20.318659658344284,30.392156862745097,1610612737,10,9,2022-03-12T00:50:48Z,610000,98.0,138.0,1,left,MISS T. Young 16' fadeaway Shot - blocked,"[1629027, 202694]",1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,16.97,Missed,,,,,,,,,Morris Sr.,202694.0,,,,,,,,,
62,PT06M23.00S,2022-03-12T00:49:57.7Z,1,REGULAR,block,,[],202694,,,1610612737,10,9,2022-03-12T00:50:00Z,620000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M20.00S,2022-03-12T00:50:00.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,9,2022-03-12T00:50:02Z,630000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
64,PT06M14.00S,2022-03-12T00:50:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,90.48948751642575,44.36274509803921,1610612746,10,9,2022-03-12T00:50:15Z,640000,-28.0,37.0,1,right,MISS I. Zubac Layup - blocked,"[1627826, 203991]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,4.64,Missed,,,,,,,,,Capela,203991.0,,,,,,,,,
65,PT06M14.00S,2022-03-12T00:50:07.3Z,1,REGULAR,block,,[],203991,,,1610612746,10,9,2022-03-12T00:50:12Z,650000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2022-03-12T00:50:13.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,10,9,2022-03-12T00:50:15Z,660000,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
67,PT06M06.00S,2022-03-12T00:50:14.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203991,6.389618922470433,48.77450980392157,1610612737,12,9,2022-03-12T00:50:56Z,670000,6.0,8.0,1,left,C. Capela Layup (6 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,0.97,Made,,,,,6.0,T. Young,1629027.0,4.0,,,,,,,,,,,
69,PT05M47.00S,2022-03-12T00:50:35.6Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612746,12,9,2022-03-12T00:51:00Z,690000,,,0,,K. Huerter shooting personal FOUL (1 PF) (Morris Sr. 2 FT),"[1628989, 202694]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Morris Sr.,202694.0,,,,
71,PT05M47.00S,2022-03-12T00:51:13.7Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,12,10,2022-03-12T00:51:13Z,710000,,,0,,M. Morris Sr. Free Throw 1 of 2 (8 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
72,PT05M47.00S,2022-03-12T00:51:14.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612746,12,10,2022-03-12T00:51:22Z,720000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M47.00S,2022-03-12T00:51:14.6Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,12,10,2022-03-12T00:51:22Z,730000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M47.00S,2022-03-12T00:51:14.6Z,1,REGULAR,substitution,in,[],203992,,,1610612746,12,10,2022-03-12T00:51:22Z,740000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2022-03-12T00:51:14.6Z,1,REGULAR,substitution,in,[],1628392,,,1610612746,12,10,2022-03-12T00:51:22Z,750000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M47.00S,2022-03-12T00:51:38.6Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,12,11,2022-03-12T00:51:38Z,760000,,,0,,M. Morris Sr. Free Throw 2 of 2 (9 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
77,PT05M32.00S,2022-03-12T00:51:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,6.652431011826544,49.50980392156863,1610612737,14,11,2022-03-12T00:52:02Z,770000,2.0,10.0,1,left,J. Collins driving Layup (4 PTS) (B. Bogdanovic 1 AST),"[1628381, 203992]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,1.03,Made,,,,,4.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,
79,PT05M30.00S,2022-03-12T00:52:09.7Z,1,REGULAR,stoppage,other,[],0,,,1610612746,14,11,2022-03-12T00:52:09Z,790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2022-03-12T00:52:28.4Z,1,REGULAR,foul,offensive,[],202704,,,1610612746,14,11,2022-03-12T00:55:15Z,800000,,,0,,R. Jackson charge offensive FOUL (1 PF),"[202704, 1629027]",1610612746.0,LAC,charge,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Young,1629027.0,,,,
84,PT05M20.00S,2022-03-12T00:52:28.4Z,1,REGULAR,turnover,offensive foul,[],202704,,,1610612746,14,11,2022-03-12T00:52:28Z,815000,,,0,,R. Jackson offensive foul TURNOVER (2 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,204059.0,,,,,2.0,,,
82,PT05M20.00S,2022-03-12T00:53:02.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,11,2022-03-12T00:52:28Z,820000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2022-03-12T00:53:20.1Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612737,14,11,2022-03-12T00:52:28Z,830000,,,0,,,[],1610612737.0,ATL,overturned,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,Corrected to Offensive Foul on R. Jackson
85,PT05M20.00S,2022-03-12T00:55:20.0Z,1,REGULAR,substitution,out,[],203991,,,1610612737,14,11,2022-03-12T00:55:32Z,840000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2022-03-12T00:55:20.0Z,1,REGULAR,substitution,in,[],201568,,,1610612737,14,11,2022-03-12T00:55:32Z,850000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M07.00S,2022-03-12T00:55:55.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203992,18.873193166885677,40.68627450980392,1610612737,16,11,2022-03-12T00:56:01Z,860000,47.0,125.0,1,left,B. Bogdanovic 13' pullup Jump Shot (2 PTS) (D. Gallinari 1 AST),"[203992, 201568]",1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,13.33,Made,,,,,2.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,
89,PT04M51.00S,2022-03-12T00:56:11.9Z,1,REGULAR,3pt,Jump Shot,[],202694,95.87713534822602,3.9215686274509802,1610612746,16,11,2022-03-12T00:56:19Z,880000,-230.0,-14.0,1,right,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2022-03-12T00:56:15.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,16,11,2022-03-12T01:03:16Z,890000,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
91,PT04M43.00S,2022-03-12T00:56:20.9Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612737,16,11,2022-03-12T00:56:40Z,900000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Hunter 2 FT),"[1628392, 1629631]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Hunter,1629631.0,,,,
