actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT04M11.00S,2021-11-16T00:52:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,20,20,2021-11-16T00:52:09Z,900000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,
93,PT04M11.00S,2021-11-16T00:52:09.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,20,20,2021-11-16T00:52:09Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2021-11-16T00:52:25.9Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,20,20,2021-11-16T00:52:29Z,920000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2021-11-16T00:52:25.9Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,20,20,2021-11-16T00:52:29Z,930000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M03.00S,2021-11-16T00:52:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629643,89.43823915900131,49.26470588235294,1610612753,20,20,2021-11-16T00:52:50Z,940000,-4.0,47.0,1,right,MISS C. Okeke Layup,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M01.00S,2021-11-16T00:52:46.9Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,20,20,2021-11-16T00:52:50Z,950000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
98,PT04M01.00S,2021-11-16T00:52:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629643,92.46057818659659,48.28431372549019,1610612753,20,22,2021-11-16T00:55:07Z,960000,-9.0,18.0,1,right,C. Okeke putback Layup (2 PTS),[1629643],1610612753.0,ORL,putback,,,Okeke,C. Okeke,,,,,2.03,Made,,,,,,,2.0,,,,,,,,,,,,
99,PT04M01.00S,2021-11-16T00:52:56.3Z,1,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612753,20,22,2021-11-16T00:53:08Z,970000,,,0,,J. Collins shooting personal FOUL (1 PF) (Okeke 1 FT),"[1628381, 1629643]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,1627534.0,,,,,,,,1.0,0.0,Okeke,1629643.0,,,
101,PT04M01.00S,2021-11-16T00:53:12.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1629643,,,1610612753,20,23,2021-11-16T00:53:12Z,990000,,,0,,C. Okeke Free Throw 1 of 1 (3 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
102,PT03M42.00S,2021-11-16T00:53:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,5.995400788436268,46.568627450980394,1610612737,20,23,2021-11-16T00:53:40Z,1000000,17.0,4.0,1,left,MISS J. Collins driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2021-11-16T00:53:36.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,23,2021-11-16T00:53:40Z,1010000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
104,PT03M33.00S,2021-11-16T00:53:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630175,66.70499342969777,54.90196078431373,1610612753,20,26,2021-11-16T00:53:48Z,1020000,25.0,260.0,1,right,C. Anthony 26' 3PT  (5 PTS) (T. Ross 1 AST),"[1630175, 203082]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.16,Made,,,,,,,5.0,T. Ross,203082.0,1.0,,,,,,,,,
106,PT03M19.00S,2021-11-16T00:53:56.5Z,1,REGULAR,2pt,Jump Shot,[],1628381,21.76412614980289,52.69607843137255,1610612737,20,26,2021-11-16T00:54:01Z,1040000,-13.0,152.0,1,left,MISS J. Collins 15' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M16.00S,2021-11-16T00:53:59.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,26,2021-11-16T00:54:01Z,1050000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,106.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
108,PT03M09.00S,2021-11-16T00:54:09.4Z,1,REGULAR,turnover,out-of-bounds,[],203082,,,1610612753,20,26,2021-11-16T00:54:16Z,1060000,,,0,,T. Ross lost ball out-of-bounds TURNOVER (1 TO),[203082],1610612753.0,ORL,lost ball,,,Ross,T. Ross,,,,,,,,,,,204058.0,1.0,,,,,,,,,,,,,
109,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,out,[],1626153,,,1610612737,20,26,2021-11-16T00:54:32Z,1070000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,20,26,2021-11-16T00:54:32Z,1080000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,20,26,2021-11-16T00:54:32Z,1090000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,in,[],101150,,,1610612737,20,26,2021-11-16T00:54:32Z,1100000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,in,[],203991,,,1610612737,20,26,2021-11-16T00:54:32Z,1110000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M09.00S,2021-11-16T00:54:12.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,20,26,2021-11-16T00:54:32Z,1120000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M57.00S,2021-11-16T00:54:46.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201568,12.828515111695138,71.32352941176471,1610612737,20,26,2021-11-16T00:54:53Z,1130000,-107.0,68.0,1,left,MISS D. Gallinari 12' turnaround Shot,[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,12.65,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2021-11-16T00:54:48.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,20,26,2021-11-16T00:54:53Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2021-11-16T00:54:51.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,20,26,2021-11-16T00:54:51Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2021-11-16T00:55:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,20,26,2021-11-16T00:55:02Z,1160000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2021-11-16T00:57:21.8Z,1,REGULAR,substitution,out,[],203914,,,1610612753,20,26,2021-11-16T00:57:40Z,1170000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2021-11-16T00:57:21.8Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,20,26,2021-11-16T00:57:40Z,1180000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2021-11-16T00:57:21.8Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,20,26,2021-11-16T00:57:40Z,1190000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2021-11-16T00:57:21.8Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,20,26,2021-11-16T00:57:40Z,1200000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M43.00S,2021-11-16T00:58:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629643,95.22010512483574,4.166666666666666,1610612753,20,26,2021-11-16T00:58:13Z,1210000,-229.0,-8.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2021-11-16T00:58:10.6Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612737,20,26,2021-11-16T00:58:13Z,1220000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
125,PT02M34.00S,2021-11-16T00:58:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.062417871222076,49.26470588235294,1610612737,20,26,2021-11-16T00:58:22Z,1230000,4.0,89.0,1,left,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.92,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2021-11-16T00:58:20.8Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,20,26,2021-11-16T01:02:31Z,1240000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
127,PT02M23.00S,2021-11-16T00:58:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.72339027595268,50.49019607843137,1610612753,20,26,2021-11-16T00:58:37Z,1250000,2.0,16.0,1,right,MISS F. Wagner reverse Layup - blocked,"[1630532, 203991]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,1.61,Missed,,,,,,,,,,,,,,,,,Capela,203991.0,
128,PT02M23.00S,2021-11-16T00:58:29.3Z,1,REGULAR,block,,[],203991,,,1610612753,20,26,2021-11-16T00:58:33Z,1260000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M19.00S,2021-11-16T00:58:33.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,20,26,2021-11-16T00:58:37Z,1270000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
130,PT02M15.00S,2021-11-16T00:58:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,16.376478318002626,47.794117647058826,1610612737,22,26,2021-11-16T00:58:42Z,1280000,11.0,101.0,1,left,L. Williams 10' driving floating Jump Shot (2 PTS),[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,10.2,Made,,,,,,,2.0,,,,,,,,,,,,
131,PT01M56.00S,2021-11-16T00:58:57.0Z,1,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612753,22,26,2021-11-16T00:59:16Z,1290000,,,0,,T. Young shooting personal FOUL (2 PF) (Hampton 2 FT),"[1629027, 1630181]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,201640.0,,,,,,,,2.0,0.0,Hampton,1630181.0,,,
133,PT01M56.00S,2021-11-16T00:59:21.6Z,1,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,22,27,2021-11-16T00:59:47Z,1310000,,,0,,R. Hampton Free Throw 1 of 2 (1 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
134,PT01M56.00S,2021-11-16T00:59:24.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612753,22,27,2021-11-16T00:59:28Z,1320000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M56.00S,2021-11-16T00:59:24.4Z,1,REGULAR,substitution,in,[],1626153,,,1610612753,22,27,2021-11-16T00:59:28Z,1330000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M56.00S,2021-11-16T00:59:21.6Z,1,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,22,27,2021-11-16T00:59:47Z,1340000,,,0,,MISS R. Hampton Free Throw 2 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2021-11-16T00:59:23.6Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,22,27,2021-11-16T00:59:47Z,1350000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
138,PT01M42.00S,2021-11-16T00:59:58.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626153,11.514454664914586,48.77450980392157,1610612737,24,27,2021-11-16T01:00:07Z,1360000,6.0,56.0,1,left,D. Wright driving Hook (2 PTS) (D. Gallinari 1 AST),"[1626153, 201568]",1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,5.6,Made,,,,,,,2.0,D. Gallinari,201568.0,1.0,,,,,,,,,
140,PT01M28.00S,2021-11-16T01:00:14.4Z,1,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612753,24,27,2021-11-16T01:00:24Z,1380000,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (1 TO),[1630181],1610612753.0,ORL,bad pass,,,Hampton,R. Hampton,,,,,,,,,,,1627534.0,1.0,,,,,,,,,,,,,
141,PT01M13.00S,2021-11-16T01:00:38.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,28.465834428383708,27.696078431372552,1610612737,24,27,2021-11-16T01:00:44Z,1390000,112.0,215.0,1,left,MISS C. Reddish 24' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M11.00S,2021-11-16T01:00:40.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,24,27,2021-11-16T01:00:44Z,1400000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,
143,PT01M11.00S,2021-11-16T01:00:43.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,24,27,2021-11-16T01:00:43Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M59.20S,2021-11-16T01:01:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,83.65637319316689,42.15686274509804,1610612753,24,29,2021-11-16T01:01:08Z,1420000,-39.0,101.0,1,right,R. Hampton 10' driving floating Jump Shot (3 PTS) (T. Ross 2 AST),"[1630181, 203082]",1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,10.84,Made,,,,,,,3.0,T. Ross,203082.0,2.0,,,,,,,,,
146,PT00M37.10S,2021-11-16T01:01:29.9Z,1,REGULAR,3pt,Jump Shot,[],201568,30.56833114323259,36.27450980392157,1610612737,27,29,2021-11-16T01:01:35Z,1440000,69.0,235.0,1,left,D. Gallinari 24' 3PT pullup (3 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,24.46,Made,,,,,,,3.0,D. Wright,1626153.0,1.0,,,,,,,,,
148,PT00M31.00S,2021-11-16T01:01:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,87.46714848883047,53.431372549019606,1610612753,27,29,2021-11-16T01:01:48Z,1460000,17.0,65.0,1,right,MISS R. Hampton 6' pullup Shot,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M27.10S,2021-11-16T01:01:44.3Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,27,29,2021-11-16T01:01:48Z,1470000,,,0,,C. Okeke REBOUND (Off:2 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,148.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
150,PT00M27.10S,2021-11-16T01:01:47.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629643,94.40999984741211,50.0,1610612753,27,31,2021-11-16T01:01:55Z,1480000,0.0,0.0,1,right,C. Okeke tip DUNK (5 PTS),[1629643],1610612753.0,ORL,tip,,,Okeke,C. Okeke,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,,
151,PT00M06.00S,2021-11-16T01:02:08.9Z,1,REGULAR,3pt,Jump Shot,[],201568,29.38567674113009,30.637254901960787,1610612737,30,31,2021-11-16T01:02:14Z,1490000,97.0,224.0,1,left,D. Gallinari 24' 3PT pullup (6 PTS) (D. Wright 2 AST),"[201568, 1626153]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,24.37,Made,,,,,,,6.0,D. Wright,1626153.0,2.0,,,,,,,,,
153,PT00M01.50S,2021-11-16T01:02:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629643,73.01248357424441,15.931372549019606,1610612753,30,31,2021-11-16T01:02:23Z,1510000,-170.0,201.0,1,right,MISS C. Okeke 26' pullup 3PT,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M01.50S,2021-11-16T01:02:17.4Z,1,REGULAR,rebound,defensive,[],101150,,,1610612737,30,31,2021-11-16T01:02:23Z,1520000,,,0,,L. Williams REBOUND (Off:0 Def:1),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT00M00.00S,2021-11-16T01:02:25.6Z,1,REGULAR,period,end,[],0,,,1610612737,30,31,2021-11-16T01:02:25Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-16T01:05:07.0Z,2,REGULAR,period,start,[],0,,,1610612737,30,31,2021-11-16T01:05:07Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M43.00S,2021-11-16T01:05:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,4.681340341655716,53.67647058823529,1610612737,30,31,2021-11-16T01:05:29Z,1550000,-18.0,-8.0,1,left,MISS C. Reddish driving Layup,[1629629],1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,,
158,PT11M40.00S,2021-11-16T01:05:26.3Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,30,31,2021-11-16T01:05:29Z,1560000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,157.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
159,PT11M28.00S,2021-11-16T01:05:38.3Z,2,REGULAR,3pt,Jump Shot,[],203082,66.5735873850197,40.44117647058824,1610612753,30,34,2021-11-16T01:05:42Z,1570000,-48.0,262.0,1,right,T. Ross 26' 3PT  (3 PTS) (R. Hampton 1 AST),"[203082, 1630181]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.6,Made,,,,,,,3.0,R. Hampton,1630181.0,1.0,,,,,,,,,
161,PT11M13.00S,2021-11-16T01:05:55.3Z,2,REGULAR,foul,personal,[],1630181,,,1610612737,30,34,2021-11-16T01:06:01Z,1590000,,,0,,R. Hampton personal FOUL (1 PF),"[1630181, 201568]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Gallinari,201568.0,,,
163,PT11M04.00S,2021-11-16T01:06:14.8Z,2,REGULAR,2pt,Jump Shot,[],201568,4.812746386333772,72.79411764705883,1610612737,32,34,2021-11-16T01:06:19Z,1610000,-114.0,-7.0,1,left,D. Gallinari 11' Jump Shot (8 PTS) (C. Reddish 1 AST),"[201568, 1629629]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,11.42,Made,,,,,,,8.0,C. Reddish,1629629.0,1.0,,,,,,,,,
165,PT10M48.00S,2021-11-16T01:06:31.1Z,2,REGULAR,2pt,Jump Shot,[],203082,77.21747700394218,27.941176470588236,1610612753,32,36,2021-11-16T01:06:36Z,1630000,-110.0,162.0,1,right,T. Ross 19' pullup Jump Shot (5 PTS) (R. Hampton 2 AST),"[203082, 1630181]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,19.57,Made,,,,,,,5.0,R. Hampton,1630181.0,2.0,,,,,,,,,
167,PT10M25.00S,2021-11-16T01:06:54.0Z,2,REGULAR,2pt,Jump Shot,[],201568,25.18068331143233,33.088235294117645,1610612737,34,36,2021-11-16T01:06:58Z,1650000,85.0,184.0,1,left,D. Gallinari 20' pullup Jump Shot (10 PTS) (D. Wright 3 AST),"[201568, 1626153]",1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,20.27,Made,,,,,,,10.0,D. Wright,1626153.0,3.0,,,,,,,,,
169,PT10M09.00S,2021-11-16T01:07:10.1Z,2,REGULAR,3pt,Jump Shot,[],203082,67.88764783180025,38.23529411764706,1610612753,34,36,2021-11-16T01:07:15Z,1670000,-59.0,249.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M05.00S,2021-11-16T01:07:14.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,34,36,2021-11-16T01:07:15Z,1680000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,169.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
171,PT10M02.00S,2021-11-16T01:07:18.8Z,2,REGULAR,foul,personal,[],1629643,,,1610612737,34,36,2021-11-16T01:07:24Z,1690000,,,0,,C. Okeke personal FOUL (1 PF),"[1629643, 201568]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,201640.0,,,,,,,,1.0,0.0,Gallinari,201568.0,,,
173,PT09M52.00S,2021-11-16T01:07:45.5Z,2,REGULAR,3pt,Jump Shot,[],1629629,12.040078843626807,96.32352941176471,1610612737,34,36,2021-11-16T01:07:50Z,1710000,-232.0,61.0,1,left,MISS C. Reddish 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,,
174,PT09M48.00S,2021-11-16T01:07:49.5Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,34,36,2021-11-16T01:07:50Z,1720000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
175,PT09M43.00S,2021-11-16T01:07:53.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,66.3107752956636,41.911764705882355,1610612753,34,39,2021-11-16T01:08:06Z,1730000,-40.0,264.0,1,right,W. Carter Jr. 26' 3PT running (13 PTS) (R. Hampton 3 AST),"[1628976, 1630181]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,26.73,Made,,,,,,,13.0,R. Hampton,1630181.0,3.0,,,,,,,,,
177,PT09M17.00S,2021-11-16T01:08:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,4.944152431011826,51.71568627450981,1610612737,36,39,2021-11-16T01:08:23Z,1750000,-9.0,-6.0,1,left,C. Capela Layup (6 PTS) (C. Reddish 2 AST),"[203991, 1629629]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,1.05,Made,,,,,,,6.0,C. Reddish,1629629.0,2.0,,,,,,,,,
179,PT09M07.00S,2021-11-16T01:08:31.9Z,2,REGULAR,turnover,lost ball,[],203082,,,1610612753,36,39,2021-11-16T01:08:47Z,1770000,,,0,,T. Ross lost ball TURNOVER (2 TO),"[203082, 1629629]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,2.0,,,,,Reddish,1629629.0,,,,,,,
180,PT09M07.00S,2021-11-16T01:08:31.9Z,2,REGULAR,steal,,[],1629629,,,1610612737,36,39,2021-11-16T01:08:34Z,1780000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M06.00S,2021-11-16T01:08:35.2Z,2,REGULAR,foul,personal,[],203082,,,1610612737,36,39,2021-11-16T01:08:41Z,1790000,,,0,,T. Ross take personal FOUL (1 PF),"[203082, 1629629]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,204058.0,,,,,,,,1.0,0.0,Reddish,1629629.0,,,
183,PT08M47.00S,2021-11-16T01:09:11.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201568,17.69053876478318,41.911764705882355,1610612737,36,39,2021-11-16T01:09:16Z,1810000,40.0,114.0,1,left,MISS D. Gallinari 12' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,12.08,Missed,,,,,,,,,,,,,,,,,,,
