actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-26T04:13:24.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-26T04:13:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-26T04:13:26.8Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612747,0,0,2025-11-26T04:13:26Z,40000,False,,,0,,Jump Ball J. Hayes vs. I. Zubac: Tip to L. Dončić,"[1629029, 1629637, 1627826]",1610612747.0,LAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Hayes,1629637.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-26T04:13:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,25.279237844940866,15.196078431372555,1610612747,3,0,2025-11-26T04:13:45Z,70000,False,174.0,185.0,1,left,R. Hachimura 25' 3PT  (3 PTS) (L. Dončić 1 AST),"[1629060, 1629029]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.4,Made,3.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-11-26T04:14:05.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627739,88.09132720105124,57.59803921568628,1610612746,3,2,2025-11-26T04:14:09Z,90000,False,38.0,59.0,1,right,K. Dunn 7' turnaround Hook (2 PTS) (I. Zubac 1 AST),"[1627739, 1627826]",1610612746.0,LAC,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,2.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,
11,PT11M02.00S,2025-11-26T04:14:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,10.693166885676746,60.53921568627451,1610612747,5,2,2025-11-26T04:14:59Z,110000,False,-53.0,48.0,1,left,L. Dončić 7' driving floating Jump Shot (2 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,7.13,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M43.00S,2025-11-26T04:14:40.0Z,1,REGULAR,3pt,Jump Shot,[],1627739,72.05978975032852,77.45098039215686,1610612746,5,5,2025-11-26T04:14:44Z,120000,False,137.0,210.0,1,right,K. Dunn 25' 3PT  (5 PTS) (K. Leonard 1 AST),"[1627739, 202695]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,25.1,Made,5.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
14,PT10M26.00S,2025-11-26T04:14:56.2Z,1,REGULAR,2pt,Jump Shot,[],1629029,20.811432325886997,57.35294117647059,1610612747,5,5,2025-11-26T04:15:01Z,140000,False,-37.0,143.0,1,left,MISS L. Dončić 14' turnaround fadeaway Shot,[1629029],1610612747.0,LAL,turnaround fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,14.78,Missed,,,,,,,,,,,,,,,,,,
15,PT10M23.00S,2025-11-26T04:14:59.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,5,5,2025-11-26T04:15:01Z,150000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M17.00S,2025-11-26T04:15:06.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,89.6681997371879,49.50980392156863,1610612746,5,7,2025-11-26T04:15:58Z,160000,False,-2.0,45.0,1,right,J. Collins driving Hook (2 PTS) (J. Harden 1 AST),"[1628381, 201935]",1610612746.0,LAC,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.47,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
18,PT10M06.00S,2025-11-26T04:15:17.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,20.68002628120894,94.6078431372549,1610612747,5,7,2025-11-26T04:15:22Z,180000,False,-223.0,142.0,1,left,MISS A. Reaves 26' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
19,PT10M02.00S,2025-11-26T04:15:21.3Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,5,7,2025-11-26T04:15:22Z,190000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
20,PT10M01.00S,2025-11-26T04:15:24.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629060,18.577529566360056,22.058823529411768,1610612747,7,7,2025-11-26T04:16:23Z,200000,False,140.0,122.0,1,left,R. Hachimura 18' Jump Shot (5 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,18.55,Made,5.0,,,,,,,,,,,,,,,,,
21,PT09M50.00S,2025-11-26T04:15:32.6Z,1,REGULAR,3pt,Jump Shot,[],202695,70.08869908015768,73.77450980392157,1610612746,7,7,2025-11-26T04:15:38Z,210000,False,119.0,229.0,1,right,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
22,PT09M48.00S,2025-11-26T04:15:34.6Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,7,7,2025-11-26T04:28:15Z,220000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,
23,PT09M32.00S,2025-11-26T04:15:51.1Z,1,REGULAR,2pt,Jump Shot,[],1629060,5.699737187910642,30.637254901960787,1610612747,7,7,2025-11-26T04:15:54Z,230000,False,97.0,1.0,1,left,MISS R. Hachimura 9' turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,9.68,Missed,,,,,,,,,,,,,,,,,,
24,PT09M29.00S,2025-11-26T04:15:54.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,7,7,2025-11-26T04:15:54Z,240000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M20.00S,2025-11-26T04:16:02.6Z,1,REGULAR,3pt,Jump Shot,[],201935,74.55650459921156,84.55882352941177,1610612746,7,7,2025-11-26T04:16:07Z,250000,False,173.0,187.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
