actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
259,PT06M49.00S,2025-12-01T03:20:36.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641725,95.18725361366623,3.1862745098039227,1610612740,61,41,2025-12-01T03:20:55Z,2550000,False,-234.0,-7.0,1,right,T. Alexander 3PT running (3 PTS) (B. McGowens 1 AST),"[1641725, 1631121]",1610612740.0,NOP,running,,,Alexander,T. Alexander,,,,,Left Corner 3,24+ Left,23.42,Made,,,,,3.0,,,,,,,,,B. McGowens,1631121.0,1.0,,
261,PT06M48.00S,2025-12-01T03:20:43.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,61,41,2025-12-01T03:20:43Z,2570000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M48.00S,2025-12-01T03:22:50.7Z,2,REGULAR,substitution,out,[],1642876,,,1610612747,61,41,2025-12-01T03:23:31Z,2580000,False,,,0,,SUB out: A. Thiero,[1642876],1610612747.0,LAL,,,,Thiero,A. Thiero,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M48.00S,2025-12-01T03:22:50.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612747,61,41,2025-12-01T03:23:31Z,2590000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M48.00S,2025-12-01T03:22:50.7Z,2,REGULAR,substitution,in,[],1631222,,,1610612747,61,41,2025-12-01T03:23:31Z,2600000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M48.00S,2025-12-01T03:22:50.7Z,2,REGULAR,substitution,in,[],1642847,,,1610612747,61,41,2025-12-01T03:23:31Z,2610000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M28.00S,2025-12-01T03:23:53.8Z,2,REGULAR,3pt,Jump Shot,[],1631222,4.385676741130098,5.637254901960787,1610612747,61,41,2025-12-01T03:24:01Z,2620000,False,222.0,-11.0,1,left,MISS J. LaRavia 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,22.21,Missed,,,,,,,,,,,,,,,,,,
267,PT06M24.00S,2025-12-01T03:23:57.8Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612747,61,41,2025-12-01T03:24:01Z,2630000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,266.0,4.0,3.0,1.0,,,,,,,,,,,,,,
268,PT06M21.00S,2025-12-01T03:24:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,21.468462549277262,90.68627450980392,1610612747,61,41,2025-12-01T03:30:38Z,2640000,False,-203.0,149.0,1,left,MISS L. Dončić 25' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
269,PT06M18.00S,2025-12-01T03:24:03.3Z,2,REGULAR,rebound,defensive,[],1642847,,,1610612740,61,41,2025-12-01T03:24:08Z,2650000,False,,,0,,J. Fears REBOUND (Off:0 Def:1),[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT06M15.00S,2025-12-01T03:24:09.6Z,2,REGULAR,foul,offensive,[],1642274,,,1610612740,61,41,2025-12-01T03:24:23Z,2660000,False,,,0,,Y. Missi charge offensive FOUL (2 PF),"[1642274, 1630559]",1610612740.0,NOP,charge,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202053.0,2.0,0.0,Reaves,1630559.0,,,,,,
272,PT06M15.00S,2025-12-01T03:24:09.6Z,2,REGULAR,turnover,offensive foul,[],1642274,,,1610612740,61,41,2025-12-01T03:24:09Z,2680000,False,,,0,,Y. Missi offensive foul TURNOVER (2 TO),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202053.0,,,,,2.0,,,,,
273,PT06M00.00S,2025-12-01T03:24:37.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631222,19.49737187910644,7.598039215686271,1610612747,64,41,2025-12-01T03:24:43Z,2690000,False,212.0,131.0,1,left,J. LaRavia 24' 3PT  (5 PTS) (A. Reaves 4 AST),"[1631222, 1630559]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,24.91,Made,,,,,5.0,,,,,,,,,A. Reaves,1630559.0,4.0,,
275,PT05M46.00S,2025-12-01T03:24:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630180,79.41852825229961,7.35294117647058,1610612740,64,44,2025-12-01T03:24:56Z,2710000,False,-213.0,141.0,1,right,S. Bey 25' 3PT  (6 PTS) (J. Fears 3 AST),"[1630180, 1642847]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,6.0,,,,,,,,,J. Fears,1642847.0,3.0,,
277,PT05M31.00S,2025-12-01T03:25:05.5Z,2,REGULAR,3pt,Jump Shot,[],1631222,19.23455978975032,7.843137254901961,1610612747,64,44,2025-12-01T03:25:15Z,2730000,False,211.0,128.0,1,left,MISS J. LaRavia 24' 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
278,PT05M26.00S,2025-12-01T03:25:10.5Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612740,64,44,2025-12-01T03:33:39Z,2740000,False,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,277.0,4.0,4.0,0.0,,,,,,,,,,,,,,
279,PT05M13.00S,2025-12-01T03:25:23.8Z,2,REGULAR,3pt,Jump Shot,[],1642847,67.46057818659658,46.81372549019608,1610612740,64,44,2025-12-01T03:34:07Z,2750000,False,-16.0,253.0,1,right,MISS J. Fears 25' step back 3PT,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
280,PT05M12.00S,2025-12-01T03:25:24.8Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,64,44,2025-12-01T03:25:28Z,2760000,False,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,279.0,5.0,4.0,1.0,,,,,,,,,,,,,,
281,PT05M09.00S,2025-12-01T03:25:28.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629060,8.590670170827863,50.98039215686275,1610612747,66,44,2025-12-01T03:25:38Z,2770000,False,-5.0,28.0,1,left,R. Hachimura running Layup (7 PTS) (L. Dončić 5 AST),"[1629060, 1629029]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,7.0,,,,,,,,,L. Dončić,1629029.0,5.0,,
284,PT04M52.00S,2025-12-01T03:25:52.0Z,2,REGULAR,substitution,out,[],1629028,,,1610612740,66,44,2025-12-01T03:25:57Z,2800000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M52.00S,2025-12-01T03:25:52.0Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,66,44,2025-12-01T03:25:57Z,2810000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M45.00S,2025-12-01T03:26:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631121,93.61038107752957,54.411764705882355,1610612740,66,44,2025-12-01T03:26:15Z,2820000,False,22.0,8.0,1,right,MISS B. McGowens driving Layup,[1631121],1610612740.0,NOP,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
287,PT04M43.00S,2025-12-01T03:26:11.0Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,66,44,2025-12-01T03:26:15Z,2830000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,286.0,1.0,1.0,0.0,,,,,,,,,,,,,,
289,PT04M40.00S,2025-12-01T03:26:22.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,6.619579500657039,47.05882352941176,1610612747,68,44,2025-12-01T03:35:08Z,2850000,False,15.0,10.0,1,left,A. Reaves running Layup (15 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,15.0,,,,,,,,,,,,,
290,PT04M40.00S,2025-12-01T03:26:34.1Z,2,REGULAR,foul,personal,['1freethrow'],1642847,,,1610612747,68,44,2025-12-01T03:26:42Z,2860000,False,,,0,,J. Fears shooting personal FOUL (1 PF) (Reaves 1 FT),"[1642847, 1630559]",1610612740.0,NOP,shooting,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,1.0,0.0,Reaves,1630559.0,,,,,,
292,PT04M40.00S,2025-12-01T03:26:43.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630559,,,1610612747,69,44,2025-12-01T03:26:43Z,2880000,False,,,0,,A. Reaves Free Throw 1 of 1 (16 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
293,PT04M23.00S,2025-12-01T03:27:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.47897503285151,44.36274509803921,1610612740,69,44,2025-12-01T03:27:11Z,2890000,False,-28.0,9.0,1,right,MISS J. Fears driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
294,PT04M22.00S,2025-12-01T03:27:09.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,69,44,2025-12-01T03:27:09Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,293.0,,,,,,,,,,,,,,,,,
296,PT04M22.00S,2025-12-01T03:27:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,69,44,2025-12-01T03:27:23Z,2920000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M22.00S,2025-12-01T03:29:36.4Z,2,REGULAR,substitution,out,[],1631121,,,1610612740,69,44,2025-12-01T03:29:54Z,2930000,False,,,0,,SUB out: B. McGowens,[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M22.00S,2025-12-01T03:29:36.4Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,69,44,2025-12-01T03:29:54Z,2940000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M22.00S,2025-12-01T03:29:36.4Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,69,44,2025-12-01T03:29:54Z,2950000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M22.00S,2025-12-01T03:29:36.4Z,2,REGULAR,substitution,in,[],1642852,,,1610612740,69,44,2025-12-01T03:29:54Z,2960000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M19.00S,2025-12-01T03:30:12.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,92.95335085413929,47.79411764705882,1610612740,69,46,2025-12-01T03:35:57Z,2970000,False,-11.0,14.0,1,right,S. Bey driving Layup (8 PTS) (T. Alexander 1 AST),"[1630180, 1641725]",1610612740.0,NOP,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,8.0,,,,,,,,,T. Alexander,1641725.0,1.0,,
303,PT04M02.00S,2025-12-01T03:30:30.7Z,2,REGULAR,turnover,out-of-bounds,[],1631222,,,1610612747,69,46,2025-12-01T03:30:38Z,2990000,False,,,0,,J. LaRavia lost ball out-of-bounds TURNOVER (1 TO),[1631222],1610612747.0,LAL,lost ball,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,,,,,,,1626301.0,,,,,1.0,,,,,
304,PT03M52.00S,2025-12-01T03:30:48.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642852,78.89290407358739,82.1078431372549,1610612740,69,46,2025-12-01T03:30:58Z,3000000,False,161.0,146.0,1,right,MISS D. Queen 21' Jump Shot,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,16-24 Right Center,21.69,Missed,,,,,,,,,,,,,,,,,,
305,PT03M49.00S,2025-12-01T03:30:51.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,69,46,2025-12-01T03:30:58Z,3010000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Right Center,,,304.0,,,,,,,,,,,,,,,,,
307,PT03M36.00S,2025-12-01T03:31:13.0Z,2,REGULAR,foul,personal,[],1630631,,,1610612747,69,46,2025-12-01T03:31:30Z,3030000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1629029]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left,,,,,,,,,,202053.0,2.0,0.0,Dončić,1629029.0,,,,,,
309,PT03M36.00S,2025-12-01T03:31:21.2Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,69,46,2025-12-01T03:31:23Z,3050000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M36.00S,2025-12-01T03:31:21.2Z,2,REGULAR,substitution,in,[],1629216,,,1610612747,69,46,2025-12-01T03:31:23Z,3060000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M29.00S,2025-12-01T03:31:44.2Z,2,REGULAR,foul,personal,['2freethrow'],1642852,,,1610612747,69,46,2025-12-01T03:31:53Z,3070000,False,,,0,,D. Queen shooting personal FOUL (2 PF) (Dončić 2 FT),"[1642852, 1629029]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,2.0,0.0,Dončić,1629029.0,,,,,,
313,PT03M29.00S,2025-12-01T03:32:14.7Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,69,46,2025-12-01T03:32:14Z,3090000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT03M29.00S,2025-12-01T03:32:14.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,69,46,2025-12-01T03:32:14Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,
315,PT03M29.00S,2025-12-01T03:32:37.3Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,70,46,2025-12-01T03:32:37Z,3110000,False,,,0,,L. Dončić Free Throw 2 of 2 (21 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
316,PT03M18.00S,2025-12-01T03:32:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,93.47897503285151,52.94117647058824,1610612740,70,46,2025-12-01T03:33:04Z,3120000,False,15.0,9.0,1,right,MISS J. Fears driving Layup - blocked,"[1642847, 1629637]",1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,Hayes,1629637.0,,,,,,,,,,,
317,PT03M18.00S,2025-12-01T03:32:49.2Z,2,REGULAR,block,,[],1629637,,,1610612740,70,46,2025-12-01T03:32:51Z,3130000,False,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
318,PT03M16.00S,2025-12-01T03:32:51.2Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612747,70,46,2025-12-01T03:33:04Z,3140000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,316.0,2.0,2.0,0.0,,,,,,,,,,,,,,
320,PT03M09.00S,2025-12-01T03:33:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,5.568331143232584,50.245098039215684,1610612747,72,46,2025-12-01T03:33:24Z,3160000,False,-1.0,0.0,1,left,J. LaRavia cutting Layup (7 PTS) (L. Dončić 6 AST),"[1631222, 1629029]",1610612747.0,LAL,cutting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,7.0,,,,,,,,,L. Dončić,1629029.0,6.0,,
322,PT02M48.00S,2025-12-01T03:33:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,81.65243101182654,51.71568627450981,1610612740,72,46,2025-12-01T03:38:57Z,3180000,False,9.0,120.0,1,right,MISS D. Queen 12' turnaround fadeaway Shot,[1642852],1610612740.0,NOP,turnaround fadeaway,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,12.03,Missed,,,,,,,,,,,,,,,,,,
323,PT02M45.00S,2025-12-01T03:33:39.3Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612740,72,46,2025-12-01T03:33:50Z,3190000,False,,,0,,S. Bey REBOUND (Off:1 Def:4),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,322.0,5.0,4.0,1.0,,,,,,,,,,,,,,
326,PT02M42.00S,2025-12-01T03:33:42.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,93.87319316688567,53.67647058823529,1610612740,72,48,2025-12-01T03:33:53Z,3220000,False,18.0,5.0,1,right,J. Alvarado cutting Layup (7 PTS),[1630631],1610612740.0,NOP,cutting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,7.0,,,,,,,,,,,,,
328,PT02M16.00S,2025-12-01T03:34:07.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,20.285808147174762,39.21568627450981,1610612747,72,48,2025-12-01T03:40:31Z,3240000,False,54.0,138.0,1,left,MISS J. LaRavia 14' fadeaway Shot,[1631222],1610612747.0,LAL,fadeaway,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,14.83,Missed,,,,,,,,,,,,,,,,,,
329,PT02M14.00S,2025-12-01T03:34:09.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612747,72,48,2025-12-01T03:34:15Z,3250000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,328.0,3.0,2.0,1.0,,,,,,,,,,,,,,
330,PT02M14.00S,2025-12-01T03:34:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,10.298948751642584,50.98039215686275,1610612747,74,48,2025-12-01T03:34:44Z,3260000,False,-5.0,44.0,1,left,J. Hayes putback Layup (6 PTS),[1629637],1610612747.0,LAL,putback,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,6.0,,,,,,,,,,,,,
331,PT02M14.00S,2025-12-01T03:34:15.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642852,,,1610612747,74,48,2025-12-01T03:34:49Z,3270000,False,,,0,,D. Queen shooting personal FOUL (3 PF) (Hayes 1 FT),"[1642852, 1629637]",1610612740.0,NOP,shooting,,,Queen,D. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626301.0,3.0,0.0,Hayes,1629637.0,,,,,,
333,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,out,[],1631222,,,1610612747,74,48,2025-12-01T03:34:58Z,3290000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,out,[],1642847,,,1610612747,74,48,2025-12-01T03:34:58Z,3300000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,out,[],1642852,,,1610612747,74,48,2025-12-01T03:34:58Z,3310000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,74,48,2025-12-01T03:34:58Z,3320000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,in,[],1642877,,,1610612747,74,48,2025-12-01T03:34:58Z,3330000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M14.00S,2025-12-01T03:34:25.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612747,74,48,2025-12-01T03:34:58Z,3340000,False,,,0,,SUB in: K. Looney,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M14.00S,2025-12-01T03:34:58.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629637,,,1610612747,74,48,2025-12-01T03:35:03Z,3350000,False,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT02M11.00S,2025-12-01T03:35:01.0Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612740,74,48,2025-12-01T03:35:03Z,3360000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,,,,,,,
341,PT01M49.00S,2025-12-01T03:35:19.8Z,2,REGULAR,3pt,Jump Shot,[],1642877,69.69448094612352,26.715686274509807,1610612740,74,51,2025-12-01T03:41:20Z,3370000,False,-116.0,232.0,1,right,M. Peavy 25' 3PT step back (3 PTS) (T. Alexander 2 AST),"[1642877, 1641725]",1610612740.0,NOP,step back,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,3.0,,,,,,,,,T. Alexander,1641725.0,2.0,,
343,PT01M30.00S,2025-12-01T03:35:39.5Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,74,51,2025-12-01T03:35:45Z,3390000,False,,,0,,A. Reaves bad pass TURNOVER (4 TO),"[1630559, 1626172]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,4.0,,,,Looney,1626172.0
344,PT01M30.00S,2025-12-01T03:35:39.5Z,2,REGULAR,steal,,[],1626172,,,1610612740,74,51,2025-12-01T03:35:42Z,3400000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
345,PT01M19.00S,2025-12-01T03:35:50.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642877,72.9796320630749,18.137254901960787,1610612740,74,54,2025-12-01T03:35:56Z,3410000,False,-159.0,201.0,1,right,M. Peavy 25' 3PT  (6 PTS) (T. Alexander 3 AST),"[1642877, 1641725]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,6.0,,,,,,,,,T. Alexander,1641725.0,3.0,,
347,PT01M07.00S,2025-12-01T03:36:05.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612747,74,54,2025-12-01T03:36:28Z,3430000,False,,,0,,K. Looney personal FOUL (2 PF) (Dončić 2 FT),"[1626172, 1629029]",1610612740.0,NOP,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202053.0,2.0,0.0,Dončić,1629029.0,,,,,,
349,PT01M07.00S,2025-12-01T03:36:35.5Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,74,54,2025-12-01T03:36:35Z,3450000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT01M07.00S,2025-12-01T03:36:35.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,74,54,2025-12-01T03:36:35Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT01M07.00S,2025-12-01T03:36:36.6Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,74,54,2025-12-01T03:36:40Z,3470000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
