actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-22T23:36:05.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-22T23:36:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-22T23:36:09.2Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2026-02-22T23:36:09Z,40000,False,,,0,,Jump Ball D. Ayton vs. N. Queta: Tip to L. James,"[2544, 1629028, 1629674]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Ayton,1629028.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-02-22T23:36:18.6Z,1,REGULAR,2pt,Jump Shot,[],1629029,79.81274638633377,28.186274509803923,1610612747,0,0,2026-02-22T23:36:49Z,70000,False,-109.0,137.0,1,right,MISS L. Dončić 17' step back Shot,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,17.54,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-02-22T23:36:20.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,0,2026-02-22T23:36:23Z,80000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2026-02-22T23:36:26.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,30.27266754270697,31.127450980392155,1610612738,0,0,2026-02-22T23:37:32Z,90000,False,94.0,232.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2026-02-22T23:36:28.2Z,1,REGULAR,rebound,defensive,[],203935,,,1610612747,0,0,2026-02-22T23:38:29Z,100000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M33.00S,2026-02-22T23:36:32.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,93.2161629434954,48.529411764705884,1610612747,2,0,2026-02-22T23:36:39Z,110000,False,-7.0,11.0,1,right,L. James running DUNK (2 PTS) (M. Smart 1 AST),"[2544, 203935]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,,,,
13,PT11M11.00S,2026-02-22T23:36:53.5Z,1,REGULAR,2pt,Jump Shot,[],1628401,21.59986859395532,33.57843137254902,1610612738,2,0,2026-02-22T23:37:00Z,130000,False,82.0,151.0,1,left,MISS D. White 17' step back Shot,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2026-02-22T23:36:56.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,2,0,2026-02-22T23:37:00Z,140000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M57.00S,2026-02-22T23:37:07.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],2544,85.20039421813404,51.96078431372549,1610612747,4,0,2026-02-22T23:39:46Z,150000,False,10.0,87.0,1,right,L. James 8' driving Hook (4 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,8.72,Made,,,,,4.0,,,,,,,,,,,,,
16,PT10M41.00S,2026-02-22T23:37:23.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,22.125492772667542,69.6078431372549,1610612738,4,0,2026-02-22T23:37:30Z,160000,False,-98.0,155.0,1,left,MISS J. Brown 18' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.38,Missed,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2026-02-22T23:37:25.3Z,1,REGULAR,rebound,offensive,[],1629674,,,1610612738,4,0,2026-02-22T23:40:40Z,170000,False,,,0,,N. Queta REBOUND (Off:1 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Left Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M37.00S,2026-02-22T23:37:33.8Z,1,REGULAR,foul,personal,[],1629028,,,1610612738,4,0,2026-02-22T23:39:11Z,180000,False,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 1631248]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,1.0,0.0,Scheierman,1631248.0,,,,,
20,PT10M27.00S,2026-02-22T23:39:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631248,11.695137976346913,4.388786764705884,1610612738,4,3,2026-02-22T23:44:37Z,200000,False,228.0,57.0,1,left,B. Scheierman 3PT  (3 PTS) (J. Brown 1 AST),"[1631248, 1627759]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,23.52,Made,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,
22,PT10M11.00S,2026-02-22T23:39:36.4Z,1,REGULAR,3pt,Jump Shot,[],1630559,69.03745072273324,68.38235294117646,1610612747,4,3,2026-02-22T23:45:25Z,220000,False,92.0,239.0,1,right,MISS A. Reaves 25' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2026-02-22T23:39:38.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,4,3,2026-02-22T23:39:41Z,230000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M01.00S,2026-02-22T23:39:47.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,17.000657030223394,68.62745098039215,1610612738,4,3,2026-02-22T23:39:51Z,240000,False,-93.0,107.0,1,left,MISS J. Brown 14' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.21,Missed,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2026-02-22T23:39:51.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,4,3,2026-02-22T23:39:51Z,250000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M50.00S,2026-02-22T23:40:00.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,91.11366622864652,52.69607843137255,1610612747,4,3,2026-02-22T23:46:30Z,260000,False,13.0,31.0,1,right,MISS D. Ayton driving Hook,[1629028],1610612747.0,LAL,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2026-02-22T23:40:04.3Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,4,3,2026-02-22T23:46:30Z,270000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,26.0,3.0,2.0,1.0,,,,,,,,,,,,,,
28,PT09M46.00S,2026-02-22T23:40:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,94.40999984741211,50.0,1610612747,6,3,2026-02-22T23:40:03Z,280000,False,0.0,0.0,1,right,D. Ayton tip Layup (2 PTS),[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M35.00S,2026-02-22T23:40:13.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,7.013797634691201,50.73529411764706,1610612738,6,5,2026-02-22T23:40:18Z,290000,False,-4.0,13.0,1,left,N. Queta cutting DUNK (2 PTS) (D. White 1 AST),"[1629674, 1628401]",1610612738.0,BOS,cutting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,,,
