actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
81,PT05M31.00S,2025-10-22T02:30:37.2Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,11,12,2025-10-22T02:30:39Z,810000,False,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,
82,PT05M30.00S,2025-10-22T02:30:37.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,92.29632063074901,47.05882352941176,1610612744,11,12,2025-10-22T02:30:43Z,820000,False,-15.0,20.0,1,right,MISS G. Payton II putback Layup - blocked,"[1627780, 1629028]",1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
83,PT05M30.00S,2025-10-22T02:30:37.7Z,1,REGULAR,block,,[],1629028,,,1610612744,11,12,2025-10-22T02:30:39Z,830000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2025-10-22T02:30:37.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,11,12,2025-10-22T02:30:43Z,840000,False,,,0,,L. Dončić REBOUND (Off:0 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,82.0,5.0,5.0,0.0,,,,,,,,,,,,,
85,PT05M23.00S,2025-10-22T02:30:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,8.590670170827863,49.50980392156863,1610612747,11,12,2025-10-22T02:30:49Z,850000,False,2.0,28.0,1,left,MISS L. Dončić running Layup,[1629029],1610612747.0,LAL,running,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2025-10-22T02:30:46.7Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,11,12,2025-10-22T02:30:46Z,860000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,,,
87,PT05M22.00S,2025-10-22T02:30:52.5Z,1,REGULAR,foul,technical,['1freethrow'],203110,,,1610612747,11,12,2025-10-22T02:31:06Z,870000,False,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1155.0,0.0,1.0,,,,
88,PT05M22.00S,2025-10-22T02:31:11.6Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,11,12,2025-10-22T02:31:15Z,880000,False,,,0,,MISS A. Reaves technical Free Throw 1 of 1,[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2025-10-22T02:31:11.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,11,12,2025-10-22T02:31:15Z,890000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,
90,PT05M14.00S,2025-10-22T02:31:36.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,29.878449408672807,83.33333333333334,1610612747,11,12,2025-10-22T02:31:42Z,900000,False,-167.0,228.0,1,left,MISS L. Dončić 28' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,28.28,Missed,,,,,,,,,,,,,,,,,,
91,PT05M12.00S,2025-10-22T02:31:38.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,11,12,2025-10-22T02:33:51Z,910000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,
92,PT05M08.00S,2025-10-22T02:31:41.6Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,11,12,2025-10-22T02:31:45Z,920000,False,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 203935]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
93,PT05M08.00S,2025-10-22T02:31:41.6Z,1,REGULAR,steal,,[],203935,,,1610612747,11,12,2025-10-22T02:40:37Z,930000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
94,PT05M05.00S,2025-10-22T02:31:48.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,5.831143232588701,96.32352941176471,1610612747,11,12,2025-10-22T02:35:22Z,940000,False,-232.0,2.0,1,left,MISS M. Smart 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
95,PT05M03.00S,2025-10-22T02:31:50.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,11,12,2025-10-22T02:35:22Z,950000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT05M00.00S,2025-10-22T02:31:55.4Z,1,REGULAR,foul,offensive,[],1627780,,,1610612744,11,12,2025-10-22T02:35:50Z,960000,False,,,0,,G. Payton II charge offensive FOUL (1 PF),"[1627780, 1629029]",1610612744.0,GSW,charge,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Dončić,1629029.0,,
98,PT05M00.00S,2025-10-22T02:31:55.4Z,1,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,11,12,2025-10-22T02:32:28Z,980000,False,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,,,,,,204059.0,,,,,,
99,PT05M00.00S,2025-10-22T02:32:04.0Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,11,12,2025-10-22T02:32:11Z,990000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M00.00S,2025-10-22T02:32:04.0Z,1,REGULAR,substitution,in,[],1631222,,,1610612747,11,12,2025-10-22T02:32:11Z,1000000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M49.00S,2025-10-22T02:32:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612747,11,12,2025-10-22T02:32:30Z,1010000,False,,,0,,G. Payton II shooting personal FOUL (2 PF) (Dončić 2 FT),"[1627780, 1629029]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1627963.0,2.0,0.0,Dončić,1629029.0,,
103,PT04M49.00S,2025-10-22T02:32:57.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612747,12,12,2025-10-22T02:33:16Z,1030000,False,,,0,,L. Dončić Free Throw 1 of 2 (6 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
104,PT04M49.00S,2025-10-22T02:32:57.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612747,12,12,2025-10-22T02:33:16Z,1040000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT04M47.00S,2025-10-22T02:32:59.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,12,2025-10-22T02:33:16Z,1050000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,
106,PT04M32.00S,2025-10-22T02:33:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630228,67.19776609724047,33.08823529411765,1610612744,12,15,2025-10-22T02:33:34Z,1060000,False,-85.0,256.0,1,right,J. Kuminga 26' 3PT  (3 PTS) (S. Curry 1 AST),"[1630228, 201939]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,26.94,Made,3.0,,,,,,,,S. Curry,201939.0,1.0,,,,,,,
108,PT04M24.00S,2025-10-22T02:33:38.1Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612747,12,15,2025-10-22T02:38:47Z,1080000,False,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 1627741]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Hield,1627741.0,,,,,,,,,,
109,PT04M24.00S,2025-10-22T02:33:38.1Z,1,REGULAR,steal,,[],1627741,,,1610612744,12,15,2025-10-22T02:33:40Z,1090000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2025-10-22T02:33:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,91.11366622864652,49.26470588235294,1610612744,12,17,2025-10-22T02:38:17Z,1100000,False,-4.0,31.0,1,right,B. Hield Layup (2 PTS),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.12,Made,2.0,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2025-10-22T02:33:54.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.263469119579497,62.254901960784316,1610612747,14,17,2025-10-22T02:33:59Z,1110000,False,-61.0,110.0,1,left,L. Dončić 12' pullup Jump Shot (8 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,12.58,Made,8.0,,,,,,,,,,,,,,,,,
113,PT03M57.00S,2025-10-22T02:34:05.1Z,1,REGULAR,3pt,Jump Shot,[],201939,69.56307490144546,22.794117647058826,1610612744,14,17,2025-10-22T02:38:54Z,1130000,False,-136.0,234.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
114,PT03M54.00S,2025-10-22T02:34:08.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,14,17,2025-10-22T02:34:11Z,1140000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,113.0,,,,,,,,,,,,,,,,
116,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,out,[],1629028,,,1610612747,14,17,2025-10-22T02:34:21Z,1160000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,14,17,2025-10-22T02:34:21Z,1170000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,out,[],1630228,,,1610612747,14,17,2025-10-22T02:34:21Z,1180000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,out,[],201939,,,1610612747,14,17,2025-10-22T02:34:21Z,1190000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,in,[],1629637,,,1610612747,14,17,2025-10-22T02:34:21Z,1200000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,14,17,2025-10-22T02:34:21Z,1210000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,in,[],1641764,,,1610612747,14,17,2025-10-22T02:34:21Z,1220000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M54.00S,2025-10-22T02:34:12.0Z,1,REGULAR,substitution,in,[],202710,,,1610612747,14,17,2025-10-22T02:34:21Z,1230000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M41.00S,2025-10-22T02:34:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,7.013797634691201,46.81372549019608,1610612747,14,17,2025-10-22T02:39:47Z,1240000,False,16.0,13.0,1,left,MISS J. Vanderbilt alley-oop Layup,[1629020],1610612747.0,LAL,alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
125,PT03M40.00S,2025-10-22T02:34:44.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,14,17,2025-10-22T02:39:47Z,1250000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,
126,PT03M26.00S,2025-10-22T02:34:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612744,14,17,2025-10-22T02:35:12Z,1260000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Butler III 2 FT),"[1631222, 202710]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1155.0,1.0,0.0,Butler III,202710.0,,
128,PT03M26.00S,2025-10-22T02:35:28.8Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,14,18,2025-10-22T02:35:28Z,1280000,False,,,0,,J. Butler III Free Throw 1 of 2 (8 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
129,PT03M26.00S,2025-10-22T02:35:50.1Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,14,19,2025-10-22T02:35:50Z,1290000,False,,,0,,J. Butler III Free Throw 2 of 2 (9 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
130,PT03M12.00S,2025-10-22T02:36:07.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,33.295006570302235,66.42156862745098,1610612747,14,19,2025-10-22T02:41:03Z,1300000,False,-82.0,260.0,1,left,MISS L. Dončić 27' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
131,PT03M09.00S,2025-10-22T02:36:10.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,14,19,2025-10-22T02:41:03Z,1310000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,130.0,3.0,3.0,0.0,,,,,,,,,,,,,
132,PT02M57.00S,2025-10-22T02:36:20.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,65.22667542706964,46.568627450980394,1610612744,14,22,2025-10-22T02:36:24Z,1320000,False,-17.0,274.0,1,right,B. Hield 27' 3PT pullup (5 PTS),[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.49,Made,5.0,,,,,,,,,,,,,,,,,
133,PT02M42.00S,2025-10-22T02:36:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612747,14,22,2025-10-22T02:40:21Z,1330000,False,,,0,,G. Payton II shooting personal FOUL (3 PF) (Dončić 2 FT),"[1627780, 1629029]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627963.0,3.0,0.0,Dončić,1629029.0,,
135,PT02M42.00S,2025-10-22T02:36:46.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,14,22,2025-10-22T02:36:46Z,1350000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M42.00S,2025-10-22T02:36:49.9Z,1,REGULAR,substitution,out,[],1627780,,,1610612747,14,22,2025-10-22T02:40:20Z,1360000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M42.00S,2025-10-22T02:36:49.9Z,1,REGULAR,substitution,in,[],1630611,,,1610612747,14,22,2025-10-22T02:40:20Z,1370000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M42.00S,2025-10-22T02:40:22.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,15,22,2025-10-22T02:40:22Z,1380000,False,,,0,,L. Dončić Free Throw 1 of 2 (9 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
139,PT02M42.00S,2025-10-22T02:40:41.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,16,22,2025-10-22T02:40:41Z,1390000,False,,,0,,L. Dončić Free Throw 2 of 2 (10 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
140,PT02M21.00S,2025-10-22T02:41:02.8Z,1,REGULAR,2pt,Jump Shot,[],1641764,79.54993429697765,61.27450980392157,1610612744,16,22,2025-10-22T02:41:07Z,1400000,False,56.0,140.0,1,right,MISS B. Podziemski 15' fadeaway Shot,[1641764],1610612744.0,GSW,fadeaway,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Center,15.07,Missed,,,,,,,,,,,,,,,,,,
141,PT02M18.00S,2025-10-22T02:41:05.8Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,16,22,2025-10-22T02:41:07Z,1410000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Center,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,
142,PT02M13.00S,2025-10-22T02:41:13.6Z,1,REGULAR,foul,personal,[],202710,,,1610612747,16,22,2025-10-22T02:41:19Z,1420000,False,,,0,,J. Butler III personal FOUL (1 PF),"[202710, 1629029]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Dončić,1629029.0,,
144,PT02M13.00S,2025-10-22T02:41:25.9Z,1,REGULAR,substitution,out,[],1627741,,,1610612747,16,22,2025-10-22T02:41:32Z,1440000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M13.00S,2025-10-22T02:41:25.9Z,1,REGULAR,substitution,in,[],1642954,,,1610612747,16,22,2025-10-22T02:41:32Z,1450000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M01.00S,2025-10-22T02:41:45.4Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612747,16,22,2025-10-22T02:48:41Z,1460000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 202710]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Butler III,202710.0,,,,,,,,,,
147,PT02M01.00S,2025-10-22T02:41:45.4Z,1,REGULAR,steal,,[],202710,,,1610612744,16,22,2025-10-22T02:43:19Z,1470000,False,,,0,,J. Butler III STEAL (1 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
149,PT01M54.00S,2025-10-22T02:42:02.3Z,1,REGULAR,substitution,out,[],1629029,,,1610612744,16,22,2025-10-22T02:42:05Z,1490000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M54.00S,2025-10-22T02:42:02.3Z,1,REGULAR,substitution,in,[],1630559,,,1610612744,16,22,2025-10-22T02:42:05Z,1500000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M38.00S,2025-10-22T02:42:28.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202710,83.22930354796321,66.91176470588235,1610612744,16,22,2025-10-22T02:44:15Z,1510000,False,85.0,105.0,1,right,MISS J. Butler III 13' turnaround fadeaway Shot,[202710],1610612744.0,GSW,turnaround fadeaway,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,13.49,Missed,,,,,,,,,,,,,,,,,,
152,PT01M37.00S,2025-10-22T02:42:29.2Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,16,22,2025-10-22T02:44:15Z,1520000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Right,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,
153,PT01M30.00S,2025-10-22T02:42:40.4Z,1,REGULAR,foul,personal,['2freethrow'],1642954,,,1610612747,16,22,2025-10-22T02:42:45Z,1530000,False,,,0,,W. Richard shooting personal FOUL (1 PF) (Reaves 2 FT),"[1642954, 1630559]",1610612744.0,GSW,shooting,,,Richard,W. Richard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Reaves,1630559.0,,
155,PT01M30.00S,2025-10-22T02:43:02.8Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,17,22,2025-10-22T02:43:02Z,1550000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
156,PT01M30.00S,2025-10-22T02:43:13.9Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,18,22,2025-10-22T02:43:13Z,1560000,False,,,0,,A. Reaves Free Throw 2 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
157,PT01M09.00S,2025-10-22T02:43:36.4Z,1,REGULAR,3pt,Jump Shot,[],201143,84.67477003942182,4.901960784313729,1610612744,18,25,2025-10-22T02:43:41Z,1570000,False,-225.0,92.0,1,right,A. Horford 24' 3PT  (3 PTS) (J. Butler III 1 AST),"[201143, 202710]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left,24.34,Made,3.0,,,,,,,,J. Butler III,202710.0,1.0,,,,,,,
159,PT00M58.70S,2025-10-22T02:43:47.7Z,1,REGULAR,turnover,lost ball,[],1630559,,,1610612747,18,25,2025-10-22T02:43:53Z,1590000,False,,,0,,A. Reaves lost ball TURNOVER (3 TO),"[1630559, 1642954]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,,3.0,Richard,1642954.0,,,,,,,,,,
160,PT00M58.70S,2025-10-22T02:43:47.7Z,1,REGULAR,steal,,[],1642954,,,1610612744,18,25,2025-10-22T02:43:49Z,1600000,False,,,0,,W. Richard STEAL (1 STL),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M56.00S,2025-10-22T02:43:55.6Z,1,REGULAR,foul,offensive,[],1641764,,,1610612744,18,25,2025-10-22T02:45:44Z,1610000,False,,,0,,B. Podziemski charge offensive FOUL (1 PF),"[1641764, 1630559]",1610612744.0,GSW,charge,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Reaves,1630559.0,,
163,PT00M56.00S,2025-10-22T02:43:55.6Z,1,REGULAR,turnover,offensive foul,[],1641764,,,1610612744,18,25,2025-10-22T02:43:55Z,1630000,False,,,0,,B. Podziemski offensive foul TURNOVER (1 TO),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,204059.0,,,,,,
164,PT00M37.20S,2025-10-22T02:44:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,7.408015768725363,49.26470588235294,1610612747,20,25,2025-10-22T02:44:45Z,1640000,False,4.0,17.0,1,left,A. Reaves driving finger roll Layup (6 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.75,Made,6.0,,,,,,,,,,,,,,,,,
165,PT00M32.30S,2025-10-22T02:44:48.8Z,1,REGULAR,turnover,bad pass,[],1630611,,,1610612744,20,25,2025-10-22T02:44:52Z,1650000,False,,,0,,G. Santos bad pass TURNOVER (1 TO),"[1630611, 1629020]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,,,,,
