actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
379,PT00M39.00S,2025-10-28T03:43:01.0Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,48,55,2025-10-28T03:43:01Z,3670000,False,,,0,,A. Reaves Free Throw 1 of 2 (22 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,22.0,,,,,,
380,PT00M39.00S,2025-10-28T03:43:15.2Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,49,55,2025-10-28T03:43:15Z,3680000,False,,,0,,A. Reaves Free Throw 2 of 2 (23 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,23.0,,,,,,
381,PT00M27.10S,2025-10-28T03:43:33.6Z,2,REGULAR,3pt,Jump Shot,[],203924,12.00722733245729,96.56862745098039,1610612757,49,55,2025-10-28T03:43:38Z,3690000,False,-233.0,60.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
382,PT00M27.10S,2025-10-28T03:43:33.6Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612747,49,55,2025-10-28T03:43:38Z,3700000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,381.0,3.0,2.0,1.0,,,,,,,,,,,,,,
383,PT00M22.70S,2025-10-28T03:43:38.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629020,93.61038107752957,47.549019607843135,1610612747,51,55,2025-10-28T03:43:44Z,3710000,False,-12.0,8.0,1,right,J. Vanderbilt running DUNK (8 PTS) (B. James 1 AST),"[1629020, 1642355]",1610612747.0,LAL,running,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,,,,8.0,,,,B. James,1642355.0,1.0
385,PT00M04.00S,2025-10-28T03:44:03.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612757,51,55,2025-10-28T03:44:11Z,3730000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630559, 1630166]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,
387,PT00M04.00S,2025-10-28T03:44:26.5Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,51,56,2025-10-28T03:44:26Z,3750000,False,,,0,,D. Avdija Free Throw 1 of 2 (16 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,16.0,,,,,,
388,PT00M04.00S,2025-10-28T03:44:30.6Z,2,REGULAR,substitution,out,[],201950,,,1610612757,51,56,2025-10-28T03:44:36Z,3760000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT00M04.00S,2025-10-28T03:44:30.6Z,2,REGULAR,substitution,in,[],1631200,,,1610612757,51,56,2025-10-28T03:44:36Z,3770000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT00M04.00S,2025-10-28T03:44:47.2Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,51,57,2025-10-28T03:44:47Z,3780000,False,,,0,,D. Avdija Free Throw 2 of 2 (17 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,,,,17.0,,,,,,
391,PT00M01.00S,2025-10-28T03:44:57.4Z,2,REGULAR,heave,,[],0,,,1610612747,51,57,2025-10-28T04:05:36Z,3790000,False,,,0,,LAL Heave,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,49.46,,,,,,,,,,,,,,,,,,,
392,PT00M00.10S,2025-10-28T03:44:58.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,51,57,2025-10-28T04:05:19Z,3800000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,391.0,,,,,,,,,,,,,,,,,
393,PT00M00.00S,2025-10-28T03:45:06.2Z,2,REGULAR,period,end,[],0,,,1610612747,51,57,2025-10-28T03:45:06Z,3810000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,out,['startperiod'],1642355,,,1610612747,51,57,2025-10-28T03:59:58Z,3820000,False,,,0,,SUB out: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,out,['startperiod'],203924,,,1610612747,51,57,2025-10-28T03:59:58Z,3830000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,out,['startperiod'],1631200,,,1610612747,51,57,2025-10-28T03:59:58Z,3840000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,in,['startperiod'],1629028,,,1610612747,51,57,2025-10-28T03:59:58Z,3850000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612747,51,57,2025-10-28T03:59:58Z,3860000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT12M00.00S,2025-10-28T03:59:27.6Z,3,REGULAR,substitution,in,['startperiod'],1642270,,,1610612747,51,57,2025-10-28T03:59:58Z,3870000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT12M00.00S,2025-10-28T04:00:07.5Z,3,REGULAR,period,start,[],0,,,1610612747,51,57,2025-10-28T04:00:07Z,3880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT11M39.00S,2025-10-28T04:00:28.0Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,51,57,2025-10-28T04:12:46Z,3890000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630166]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,Avdija,1630166.0,,,
402,PT11M39.00S,2025-10-28T04:00:28.0Z,3,REGULAR,steal,,[],1630166,,,1610612757,51,57,2025-10-28T04:00:30Z,3900000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT11M26.00S,2025-10-28T04:00:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642270,67.46057818659658,68.38235294117646,1610612757,51,57,2025-10-28T04:00:45Z,3910000,False,92.0,253.0,1,right,MISS D. Clingan 26' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
404,PT11M22.00S,2025-10-28T04:00:45.3Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612747,51,57,2025-10-28T04:00:45Z,3920000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,403.0,4.0,2.0,2.0,,,,,,,,,,,,,,
405,PT11M11.00S,2025-10-28T04:00:55.5Z,3,REGULAR,3pt,Jump Shot,[],1631222,32.24375821287779,29.90196078431373,1610612747,51,57,2025-10-28T04:01:00Z,3930000,False,100.0,251.0,1,left,MISS J. LaRavia 27' 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,,,,,,,,,,,,,,,,,
406,PT11M08.00S,2025-10-28T04:00:58.5Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,51,57,2025-10-28T04:01:00Z,3940000,False,,,0,,T. Camara REBOUND (Off:2 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,405.0,3.0,1.0,2.0,,,,,,,,,,,,,,
407,PT10M54.00S,2025-10-28T04:01:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,90.71944809461235,52.205882352941174,1610612757,51,59,2025-10-28T04:01:17Z,3950000,False,11.0,35.0,1,right,T. Camara cutting Layup (2 PTS) (J. Holiday 3 AST),"[1641739, 201950]",1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,3.64,Made,,,,,,,,,,,,2.0,,,,J. Holiday,201950.0,3.0
409,PT10M32.00S,2025-10-28T04:01:35.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,8.590670170827863,48.0392156862745,1610612747,53,59,2025-10-28T04:07:49Z,3970000,False,10.0,28.0,1,left,J. Vanderbilt DUNK (10 PTS) (J. LaRavia 2 AST),"[1629020, 1631222]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,,,10.0,,,,J. LaRavia,1631222.0,2.0
411,PT10M22.00S,2025-10-28T04:01:47.6Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612757,53,59,2025-10-28T04:02:20Z,3990000,False,,,0,,D. Ayton shooting personal FOUL (4 PF) (Sharpe 2 FT),"[1629028, 1631101]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,4.0,0.0,Sharpe,1631101.0,,,,,,,,,
413,PT10M22.00S,2025-10-28T04:02:20.6Z,3,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,53,60,2025-10-28T04:02:20Z,4010000,False,,,0,,S. Sharpe Free Throw 1 of 2 (7 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
414,PT10M22.00S,2025-10-28T04:02:34.5Z,3,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,53,61,2025-10-28T04:02:34Z,4020000,False,,,0,,S. Sharpe Free Throw 2 of 2 (8 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
415,PT10M06.00S,2025-10-28T04:02:54.9Z,3,REGULAR,turnover,3-second-violation,[],1629028,,,1610612747,53,61,2025-10-28T04:03:08Z,4030000,False,,,0,,D. Ayton 3-second-violation TURNOVER (3 TO),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1627529.0,,,,,,,,3.0,,,,,
416,PT09M56.00S,2025-10-28T04:03:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642270,90.5880420499343,48.774509803921575,1610612757,53,63,2025-10-28T04:03:20Z,4040000,False,-6.0,36.0,1,right,D. Clingan Layup (8 PTS) (D. Avdija 2 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,,,,,,,,8.0,,,,D. Avdija,1630166.0,2.0
418,PT09M46.00S,2025-10-28T04:03:26.4Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,53,63,2025-10-28T04:03:31Z,4060000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 1631101]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,3.0,Sharpe,1631101.0,,,
419,PT09M46.00S,2025-10-28T04:03:26.4Z,3,REGULAR,steal,,[],1631101,,,1610612757,53,63,2025-10-28T04:03:28Z,4070000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
420,PT09M43.00S,2025-10-28T04:03:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201950,92.16491458607096,49.50980392156863,1610612757,53,65,2025-10-28T04:03:38Z,4080000,False,-2.0,21.0,1,right,J. Holiday running reverse Layup (9 PTS) (S. Sharpe 1 AST),"[201950, 1631101]",1610612757.0,POR,running reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,,,,9.0,,,,S. Sharpe,1631101.0,1.0
422,PT09M43.00S,2025-10-28T04:03:33.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,53,65,2025-10-28T04:03:33Z,4100000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT09M25.00S,2025-10-28T04:06:39.0Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,53,65,2025-10-28T04:06:45Z,4110000,False,,,0,,A. Reaves bad pass TURNOVER (4 TO),"[1630559, 1631101]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,4.0,Sharpe,1631101.0,,,
424,PT09M25.00S,2025-10-28T04:06:39.0Z,3,REGULAR,steal,,[],1631101,,,1610612757,53,65,2025-10-28T04:06:41Z,4120000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
425,PT09M21.00S,2025-10-28T04:06:43.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631101,70.22010512483574,79.65686274509804,1610612757,53,65,2025-10-28T04:11:07Z,4130000,False,148.0,227.0,1,right,MISS S. Sharpe 27' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
426,PT09M18.00S,2025-10-28T04:06:46.4Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612747,53,65,2025-10-28T04:11:07Z,4140000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:3),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,425.0,5.0,3.0,2.0,,,,,,,,,,,,,,
427,PT09M12.00S,2025-10-28T04:06:51.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,11.744415243101187,4.166666666666657,1610612747,56,65,2025-10-28T04:07:00Z,4150000,False,229.0,58.0,1,left,A. Reaves 3PT running (26 PTS) (J. LaRavia 3 AST),"[1630559, 1631222]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,23.64,Made,,,,,,,,,,,,26.0,,,,J. LaRavia,1631222.0,3.0
429,PT09M02.00S,2025-10-28T04:07:01.0Z,3,REGULAR,3pt,Jump Shot,[],201950,69.56307490144546,77.20588235294117,1610612757,56,65,2025-10-28T04:12:05Z,4170000,False,136.0,234.0,1,right,MISS J. Holiday 27' pullup 3PT,[201950],1610612757.0,POR,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,27.03,Missed,,,,,,,,,,,,,,,,,,
430,PT09M00.00S,2025-10-28T04:07:03.0Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612747,56,65,2025-10-28T04:07:05Z,4180000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:4),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,429.0,6.0,4.0,2.0,,,,,,,,,,,,,,
431,PT08M44.00S,2025-10-28T04:07:19.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,18.446123521681997,55.14705882352941,1610612747,58,65,2025-10-28T04:07:23Z,4190000,False,-26.0,121.0,1,left,D. Ayton 12' floating Jump Shot (12 PTS) (J. LaRavia 4 AST),"[1629028, 1631222]",1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,12.36,Made,,,,,,,,,,,,12.0,,,,J. LaRavia,1631222.0,4.0
433,PT08M30.00S,2025-10-28T04:07:34.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.37647831800263,47.05882352941176,1610612757,58,65,2025-10-28T04:07:39Z,4210000,False,-15.0,29.0,1,right,MISS D. Avdija driving reverse Layup,[1630166],1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
434,PT08M28.00S,2025-10-28T04:07:35.9Z,3,REGULAR,rebound,offensive,[],1642270,,,1610612757,58,65,2025-10-28T04:07:35Z,4220000,False,,,0,,D. Clingan REBOUND (Off:5 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,433.0,10.0,5.0,5.0,,,,,,,,,,,,,,
435,PT08M27.00S,2025-10-28T04:07:36.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,93.2161629434954,46.81372549019608,1610612757,58,67,2025-10-28T04:07:42Z,4230000,False,-16.0,11.0,1,right,D. Clingan putback Layup (10 PTS),[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.95,Made,,,,,,,,,,,,10.0,,,,,,
436,PT08M13.00S,2025-10-28T04:07:55.2Z,3,REGULAR,foul,offensive,[],1630559,,,1610612747,58,67,2025-10-28T04:08:04Z,4240000,False,,,0,,A. Reaves offensive FOUL (2 PF),"[1630559, 1641739]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,1627529.0,2.0,0.0,Camara,1641739.0,,,,,,,,,
438,PT08M13.00S,2025-10-28T04:07:55.2Z,3,REGULAR,turnover,offensive foul,[],1630559,,,1610612747,58,67,2025-10-28T04:07:55Z,4260000,False,,,0,,A. Reaves offensive foul TURNOVER (5 TO),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,1627529.0,,,,,,,,5.0,,,,,
439,PT08M02.00S,2025-10-28T04:08:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,91.90210249671485,44.11764705882353,1610612757,58,67,2025-10-28T04:08:24Z,4270000,False,-29.0,24.0,1,right,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
440,PT08M02.00S,2025-10-28T04:08:21.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,58,67,2025-10-28T04:08:24Z,4280000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,439.0,,,,,,,,,,,,,,,,,
442,PT07M46.00S,2025-10-28T04:08:49.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,7.670827858081481,51.22549019607843,1610612747,58,67,2025-10-28T04:14:20Z,4300000,False,-6.0,20.0,1,left,MISS D. Ayton turnaround Hook,[1629028],1610612747.0,LAL,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.05,Missed,,,,,,,,,,,,,,,,,,
443,PT07M45.00S,2025-10-28T04:08:50.4Z,3,REGULAR,rebound,offensive,[],1629020,,,1610612747,58,67,2025-10-28T04:14:41Z,4310000,False,,,0,,J. Vanderbilt REBOUND (Off:3 Def:4),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,442.0,7.0,4.0,3.0,,,,,,,,,,,,,,
444,PT07M44.00S,2025-10-28T04:08:53.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629020,5.590000152587891,50.0,1610612747,58,67,2025-10-28T04:14:48Z,4320000,False,0.0,0.0,1,left,MISS J. Vanderbilt tip Layup,[1629020],1610612747.0,LAL,tip,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
445,PT07M43.00S,2025-10-28T04:08:54.3Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,58,67,2025-10-28T04:14:48Z,4330000,False,,,0,,D. Ayton REBOUND (Off:3 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,444.0,6.0,3.0,3.0,,,,,,,,,,,,,,
446,PT07M37.00S,2025-10-28T04:08:58.5Z,3,REGULAR,turnover,lost ball,[],1629060,,,1610612747,58,67,2025-10-28T04:09:02Z,4340000,False,,,0,,R. Hachimura lost ball TURNOVER (3 TO),"[1629060, 1631101]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,3.0,Sharpe,1631101.0,,,
447,PT07M37.00S,2025-10-28T04:08:58.5Z,3,REGULAR,steal,,[],1631101,,,1610612757,58,67,2025-10-28T04:09:00Z,4350000,False,,,0,,S. Sharpe STEAL (3 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
448,PT07M31.00S,2025-10-28T04:09:04.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631101,92.95335085413929,3.9215686274509807,1610612757,58,67,2025-10-28T04:09:15Z,4360000,False,-230.0,14.0,1,right,MISS S. Sharpe running 3PT,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
449,PT07M28.00S,2025-10-28T04:09:08.1Z,3,REGULAR,rebound,offensive,[],1631101,,,1610612757,58,67,2025-10-28T04:09:08Z,4370000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:4),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,,448.0,5.0,4.0,1.0,,,,,,,,,,,,,,
450,PT07M25.00S,2025-10-28T04:09:11.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630166,69.03745072273324,76.22549019607843,1610612757,58,70,2025-10-28T04:09:17Z,4380000,False,131.0,239.0,1,right,D. Avdija 27' 3PT  (20 PTS) (J. Holiday 4 AST),"[1630166, 201950]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,27.22,Made,,,,,,,,,,,,20.0,,,,J. Holiday,201950.0,4.0
453,PT07M15.00S,2025-10-28T04:09:26.1Z,3,REGULAR,substitution,out,[],1631101,,,1610612747,58,70,2025-10-28T04:09:32Z,4410000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT07M15.00S,2025-10-28T04:09:26.1Z,3,REGULAR,substitution,out,[],1642270,,,1610612747,58,70,2025-10-28T04:09:32Z,4420000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT07M15.00S,2025-10-28T04:09:26.1Z,3,REGULAR,substitution,in,[],203924,,,1610612747,58,70,2025-10-28T04:09:32Z,4430000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT07M15.00S,2025-10-28T04:09:26.1Z,3,REGULAR,substitution,in,[],1631200,,,1610612747,58,70,2025-10-28T04:09:32Z,4440000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT07M05.00S,2025-10-28T04:09:59.7Z,3,REGULAR,2pt,Jump Shot,[],1629060,6.8823915900131425,24.019607843137265,1610612747,58,70,2025-10-28T04:16:14Z,4450000,False,130.0,12.0,1,left,MISS R. Hachimura 13' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,13.05,Missed,,,,,,,,,,,,,,,,,,
458,PT07M03.00S,2025-10-28T04:10:01.7Z,3,REGULAR,rebound,offensive,[],1629028,,,1610612747,58,70,2025-10-28T04:16:14Z,4460000,False,,,0,,D. Ayton REBOUND (Off:4 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,457.0,7.0,3.0,4.0,,,,,,,,,,,,,,
459,PT06M58.00S,2025-10-28T04:10:05.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,8.984888304862025,48.774509803921575,1610612747,58,70,2025-10-28T04:17:05Z,4470000,False,6.0,32.0,1,left,MISS D. Ayton putback Layup - blocked,"[1629028, 201950]",1610612747.0,LAL,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,Holiday,201950.0,,,,,,,
460,PT06M58.00S,2025-10-28T04:10:05.1Z,3,REGULAR,block,,[],201950,,,1610612747,58,70,2025-10-28T04:10:32Z,4480000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT06M57.00S,2025-10-28T04:10:06.1Z,3,REGULAR,rebound,defensive,[],1631200,,,1610612757,58,70,2025-10-28T04:17:05Z,4490000,False,,,0,,K. Murray REBOUND (Off:2 Def:2),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,459.0,4.0,2.0,2.0,,,,,,,,,,,,,,
