actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M19.00S,2026-03-15T00:42:37.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,5,2026-03-15T00:42:39Z,150000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M03.00S,2026-03-15T00:42:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,89.01116951379764,47.549019607843135,1610612743,3,7,2026-03-15T00:42:58Z,160000,False,-12.0,51.0,1,right,N. Jokić Hook (2 PTS) (C. Johnson 1 AST),"[203999, 1629661]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,2.0,,,,,C. Johnson,1629661.0,1.0,,,,,,,,,,
18,PT09M52.00S,2026-03-15T00:43:05.1Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612747,3,7,2026-03-15T00:51:46Z,180000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 203999]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Jokić,203999.0,,,,,,,
19,PT09M52.00S,2026-03-15T00:43:05.1Z,1,REGULAR,steal,,[],203999,,,1610612743,3,7,2026-03-15T00:43:08Z,190000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT09M46.00S,2026-03-15T00:43:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,90.71944809461235,48.774509803921575,1610612743,3,7,2026-03-15T00:45:57Z,200000,False,-6.0,35.0,1,right,MISS J. Murray running Layup - blocked,"[1627750, 1630559]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,Reaves,1630559.0,,,,,
21,PT09M46.00S,2026-03-15T00:43:10.9Z,1,REGULAR,block,,[],1630559,,,1610612743,3,7,2026-03-15T00:43:13Z,210000,False,,,0,,A. Reaves BLOCK (1 BLK),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M43.00S,2026-03-15T00:43:13.9Z,1,REGULAR,rebound,offensive,[],1627750,,,1610612743,3,7,2026-03-15T00:43:17Z,220000,False,,,0,,J. Murray REBOUND (Off:1 Def:0),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,
23,PT09M37.00S,2026-03-15T00:43:20.9Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,3,7,2026-03-15T00:43:52Z,230000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,1627962.0,,,,
25,PT09M23.00S,2026-03-15T00:43:55.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,30.535479632063073,27.450980392156865,1610612747,6,7,2026-03-15T00:44:08Z,250000,False,113.0,235.0,1,left,M. Smart 26' 3PT  (3 PTS) (L. James 1 AST),"[203935, 2544]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.02,Made,3.0,,,,,L. James,2544.0,1.0,,,,,,,,,,
27,PT09M09.00S,2026-03-15T00:44:09.2Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,6,7,2026-03-15T00:44:14Z,270000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 2544]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,James,2544.0,,,,,,,
28,PT09M09.00S,2026-03-15T00:44:09.2Z,1,REGULAR,steal,,[],2544,,,1610612747,6,7,2026-03-15T00:57:33Z,280000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M04.00S,2026-03-15T00:44:14.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630559,25.673455978975028,86.76470588235294,1610612747,9,7,2026-03-15T00:44:25Z,290000,False,-184.0,189.0,1,left,A. Reaves 26' 3PT running (3 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.35,Made,3.0,,,,,L. Dončić,1629029.0,1.0,,,,,,,,,,
31,PT08M41.00S,2026-03-15T00:44:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,91.24507227332458,44.85294117647059,1610612743,9,7,2026-03-15T00:49:03Z,310000,False,-26.0,30.0,1,right,MISS C. Braun Layup - blocked,"[1631128, 203935]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,Smart,203935.0,,,,,
32,PT08M41.00S,2026-03-15T00:44:39.5Z,1,REGULAR,block,,[],203935,,,1610612743,9,7,2026-03-15T00:44:42Z,320000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT08M41.00S,2026-03-15T00:44:39.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,9,7,2026-03-15T00:44:43Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,31.0,,,,,,,,,,,,,,,,
35,PT08M31.00S,2026-03-15T00:44:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,22.2568988173456,6.127450980392155,1610612747,12,7,2026-03-15T00:45:02Z,350000,False,219.0,157.0,1,left,A. Reaves 26' 3PT  (6 PTS) (L. Dončić 2 AST),"[1630559, 1629029]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,26.96,Made,6.0,,,,,L. Dončić,1629029.0,2.0,,,,,,,,,,
37,PT08M15.00S,2026-03-15T00:45:11.5Z,1,REGULAR,foul,personal,['2freethrow'],203935,,,1610612743,12,7,2026-03-15T00:45:18Z,370000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Gordon 2 FT),"[203935, 203932]",1610612747.0,LAL,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Gordon,203932.0
39,PT08M15.00S,2026-03-15T00:45:38.6Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,12,7,2026-03-15T00:45:38Z,390000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
40,PT08M15.00S,2026-03-15T00:45:38.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,12,7,2026-03-15T00:45:38Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,
41,PT08M15.00S,2026-03-15T00:45:57.7Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,12,8,2026-03-15T00:45:57Z,410000,False,,,0,,A. Gordon Free Throw 2 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
42,PT08M01.00S,2026-03-15T00:46:12.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.980946123521676,72.54901960784314,1610612747,15,8,2026-03-15T00:46:19Z,420000,False,-113.0,248.0,1,left,L. Dončić 27' 3PT  (6 PTS) (D. Ayton 1 AST),"[1629029, 1629028]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,27.25,Made,6.0,,,,,D. Ayton,1629028.0,1.0,,,,,,,,,,
44,PT08M01.00S,2026-03-15T00:46:19.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,15,8,2026-03-15T00:46:19Z,440000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M46.00S,2026-03-15T00:49:57.1Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,15,8,2026-03-15T00:50:12Z,450000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,,,,,1627962.0,,,,
46,PT07M28.00S,2026-03-15T00:50:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,9.247700394218143,51.96078431372549,1610612747,17,8,2026-03-15T00:50:28Z,460000,False,-10.0,34.0,1,left,A. Reaves driving Layup (8 PTS) (M. Smart 1 AST),"[1630559, 203935]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.58,Made,8.0,,,,,M. Smart,203935.0,1.0,,,,,,,,,,
48,PT07M22.00S,2026-03-15T00:50:30.6Z,1,REGULAR,3pt,Jump Shot,[],1629661,72.05978975032852,82.1078431372549,1610612743,17,11,2026-03-15T00:50:34Z,480000,False,161.0,210.0,1,right,C. Johnson 26' 3PT  (3 PTS) (J. Murray 1 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.44,Made,3.0,,,,,J. Murray,1627750.0,1.0,,,,,,,,,,
50,PT07M08.00S,2026-03-15T00:50:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612747,17,11,2026-03-15T00:50:52Z,500000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Ayton 2 FT),"[1627750, 1629028]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Ayton,1629028.0
52,PT07M08.00S,2026-03-15T00:51:06.6Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,17,11,2026-03-15T00:51:20Z,520000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2026-03-15T00:51:06.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,17,11,2026-03-15T00:51:20Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,
54,PT07M08.00S,2026-03-15T00:51:06.6Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612747,17,11,2026-03-15T00:51:20Z,540000,False,,,0,,MISS D. Ayton Free Throw 2 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M06.00S,2026-03-15T00:51:08.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,11,2026-03-15T00:51:20Z,550000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,
57,PT06M43.00S,2026-03-15T00:51:53.2Z,1,REGULAR,3pt,Jump Shot,[],203999,89.61892247043365,3.8985906862745026,1610612743,17,14,2026-03-15T00:55:26Z,570000,False,-231.0,45.0,1,right,N. Jokić 3PT  (5 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,23.49,Made,5.0,,,,,,,,,,,,,,,,,
58,PT06M27.00S,2026-03-15T00:52:09.2Z,1,REGULAR,2pt,Jump Shot,[],2544,8.065045992115643,73.52941176470588,1610612747,19,14,2026-03-15T00:52:12Z,580000,False,-118.0,23.0,1,left,L. James 11' turnaround fadeaway Jump Shot (2 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,11.99,Made,2.0,,,,,,,,,,,,,,,,,
59,PT06M08.00S,2026-03-15T00:52:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631128,93.47897503285151,5.14705882352942,1610612743,19,14,2026-03-15T00:52:32Z,590000,False,-224.0,9.0,1,right,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.45,Missed,,,,,,,,,,,,,,,,,,
60,PT06M05.00S,2026-03-15T00:52:31.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,19,14,2026-03-15T00:52:32Z,600000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,
61,PT06M00.00S,2026-03-15T00:52:39.0Z,1,REGULAR,foul,personal,[],1629661,,,1610612747,19,14,2026-03-15T00:52:54Z,610000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 2544]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,James,2544.0
63,PT06M00.00S,2026-03-15T00:53:05.4Z,1,REGULAR,substitution,out,[],2544,,,1610612747,19,14,2026-03-15T00:53:09Z,630000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2026-03-15T00:53:05.4Z,1,REGULAR,substitution,out,[],203935,,,1610612747,19,14,2026-03-15T00:53:09Z,640000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M00.00S,2026-03-15T00:53:05.4Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,19,14,2026-03-15T00:53:09Z,650000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M00.00S,2026-03-15T00:53:05.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612747,19,14,2026-03-15T00:53:09Z,660000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M47.00S,2026-03-15T00:53:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,12.401445466491452,3.4313725490196134,1610612747,19,14,2026-03-15T00:53:22Z,670000,False,233.0,64.0,1,left,MISS L. Dončić 24' fadeaway 3PT,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
68,PT05M44.00S,2026-03-15T00:53:17.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,19,14,2026-03-15T00:53:17Z,680000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,
69,PT05M41.00S,2026-03-15T00:53:21.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631128,90.32522996057818,52.205882352941174,1610612743,19,16,2026-03-15T00:57:57Z,690000,False,11.0,38.0,1,right,C. Braun running pullup Jump Shot (2 PTS) (N. Jokić 1 AST),"[1631128, 203999]",1610612743.0,DEN,running pullup,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.99,Made,2.0,,,,,N. Jokić,203999.0,1.0,,,,,,,,,,
71,PT05M30.00S,2026-03-15T00:53:31.4Z,1,REGULAR,3pt,Jump Shot,[],1628379,18.183311432325894,95.09803921568627,1610612747,19,16,2026-03-15T00:53:36Z,710000,False,-225.0,118.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
72,PT05M27.00S,2026-03-15T00:53:34.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,16,2026-03-15T00:53:36Z,720000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,
74,PT05M19.00S,2026-03-15T00:53:48.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612743,19,16,2026-03-15T00:53:59Z,740000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2026-03-15T00:53:48.2Z,1,REGULAR,substitution,out,[],1629661,,,1610612743,19,16,2026-03-15T00:53:59Z,750000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2026-03-15T00:53:48.2Z,1,REGULAR,substitution,in,[],1629637,,,1610612743,19,16,2026-03-15T00:53:59Z,760000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2026-03-15T00:53:48.2Z,1,REGULAR,substitution,in,[],203501,,,1610612743,19,16,2026-03-15T00:53:59Z,770000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M15.00S,2026-03-15T00:54:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612743,19,16,2026-03-15T00:54:16Z,780000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Murray 2 FT),"[1630559, 1627750]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Murray,1627750.0
80,PT05M15.00S,2026-03-15T00:54:40.2Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,19,17,2026-03-15T00:55:04Z,800000,False,,,0,,J. Murray Free Throw 1 of 2 (4 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
81,PT05M15.00S,2026-03-15T00:54:40.2Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,19,17,2026-03-15T00:55:04Z,810000,False,,,0,,MISS J. Murray Free Throw 2 of 2,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2026-03-15T00:54:42.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,19,17,2026-03-15T00:55:04Z,820000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT04M58.00S,2026-03-15T00:55:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,12.00722733245729,53.431372549019606,1610612747,21,17,2026-03-15T00:59:21Z,830000,False,-17.0,60.0,1,left,A. Reaves 6' driving finger roll Layup (10 PTS) (L. Dončić 3 AST),"[1630559, 1629029]",1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,10.0,,,,,L. Dončić,1629029.0,3.0,,,,,,,,,,
85,PT04M43.00S,2026-03-15T00:55:29.0Z,1,REGULAR,3pt,Jump Shot,[],1627750,77.18462549277267,10.784313725490193,1610612743,21,17,2026-03-15T00:59:36Z,850000,False,-196.0,162.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
86,PT04M43.00S,2026-03-15T00:55:29.0Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612747,21,17,2026-03-15T00:55:36Z,860000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,
87,PT04M32.00S,2026-03-15T00:55:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.84691195795007,42.15686274509803,1610612747,21,17,2026-03-15T01:00:16Z,870000,False,39.0,78.0,1,left,MISS L. Dončić 8' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,,,,,
88,PT04M30.00S,2026-03-15T00:55:40.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,21,17,2026-03-15T00:55:45Z,880000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,
