actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT05M10.00S,2026-03-28T02:57:07.2Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,22,12,2026-03-28T02:57:07Z,870000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,86.0,4.0,3.0,1.0,,,,,,,,,,,
88,PT05M09.00S,2026-03-28T02:57:08.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,69.03745072273324,76.47058823529412,1610612747,22,12,2026-03-28T02:57:12Z,880000,False,132.0,239.0,1,right,MISS A. Reaves 27' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,27.28,Missed,,,,,,,,,,,,,,,
89,PT05M06.00S,2026-03-28T02:57:11.6Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,22,12,2026-03-28T02:57:12Z,890000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,88.0,2.0,2.0,0.0,,,,,,,,,,,
90,PT04M59.00S,2026-03-28T02:57:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,9.247700394218143,52.94117647058824,1610612751,22,14,2026-03-28T02:57:25Z,900000,False,-15.0,34.0,1,left,N. Traore driving floating bank Jump Shot (2 PTS) (N. Clowney 1 AST),"[1642849, 1641730]",1610612751.0,BKN,driving floating bank,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,3.74,Made,,,,,2.0,,,,,,,,N. Clowney,1641730.0,1.0
92,PT04M45.00S,2026-03-28T02:57:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.50788436268068,47.30392156862745,1610612747,22,14,2026-03-28T03:00:58Z,920000,False,-13.0,27.0,1,right,MISS L. James driving reverse Layup - blocked,"[2544, 1629651]",1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,3.05,Missed,,,,,,,,,,,Claxton,1629651.0,,,
93,PT04M45.00S,2026-03-28T02:57:34.8Z,1,REGULAR,block,,[],1629651,,,1610612747,22,14,2026-03-28T02:57:37Z,930000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2026-03-28T02:57:36.8Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,22,14,2026-03-28T03:00:58Z,940000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,
95,PT04M38.00S,2026-03-28T02:57:43.9Z,1,REGULAR,foul,personal,[],1630559,,,1610612751,22,14,2026-03-28T02:57:56Z,950000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 1642962]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,Powell,1642962.0,,,,,
97,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612751,22,14,2026-03-28T02:58:11Z,970000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,out,[],2544,,,1610612751,22,14,2026-03-28T02:58:11Z,980000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,out,[],1642962,,,1610612751,22,14,2026-03-28T02:58:11Z,990000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612751,22,14,2026-03-28T02:58:11Z,1000000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,in,[],1629637,,,1610612751,22,14,2026-03-28T02:58:11Z,1010000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M38.00S,2026-03-28T02:57:55.5Z,1,REGULAR,substitution,in,[],1631169,,,1610612751,22,14,2026-03-28T02:58:11Z,1020000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2026-03-28T02:58:13.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.853482260183966,52.205882352941174,1610612751,22,16,2026-03-28T02:58:18Z,1030000,False,-11.0,31.0,1,left,N. Claxton cutting DUNK (4 PTS) (Z. Williams 1 AST),"[1629651, 1630533]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,3.26,Made,,,,,4.0,,,,,,,,Z. Williams,1630533.0,1.0
105,PT04M13.00S,2026-03-28T02:58:30.3Z,1,REGULAR,turnover,bad pass,[],1629637,,,1610612747,22,16,2026-03-28T02:58:37Z,1050000,False,,,0,,J. Hayes bad pass TURNOVER (1 TO),"[1629637, 1631169]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,1.0,Minott,1631169.0,,,,,,,,,,,,,,,,,
106,PT04M13.00S,2026-03-28T02:58:30.3Z,1,REGULAR,steal,,[],1631169,,,1610612751,22,16,2026-03-28T02:58:35Z,1060000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT04M06.00S,2026-03-28T02:58:37.4Z,1,REGULAR,turnover,bad pass,[],1642849,,,1610612751,22,16,2026-03-28T03:03:26Z,1070000,False,,,0,,N. Traore bad pass TURNOVER (2 TO),"[1642849, 1629060]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,2.0,Hachimura,1629060.0,,,,,,,,,,,,,,,,,
108,PT04M06.00S,2026-03-28T02:58:37.4Z,1,REGULAR,steal,,[],1629060,,,1610612747,22,16,2026-03-28T02:58:40Z,1080000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2026-03-28T02:58:41.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629060,92.16491458607096,48.529411764705884,1610612747,24,16,2026-03-28T02:58:48Z,1090000,False,-7.0,21.0,1,right,R. Hachimura running DUNK (2 PTS),[1629060],1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,2.24,Made,,,,,2.0,,,,,,,,,,
111,PT03M46.00S,2026-03-28T02:58:57.8Z,1,REGULAR,3pt,Jump Shot,[],1631169,9.247700394218143,96.56862745098039,1610612751,24,19,2026-03-28T02:59:02Z,1110000,False,-233.0,34.0,1,left,J. Minott 3PT  (3 PTS) (Z. Williams 2 AST),"[1631169, 1630533]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,23.53,Made,,,,,3.0,,,,,,,,Z. Williams,1630533.0,2.0
113,PT03M31.00S,2026-03-28T02:59:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,88.35413929040736,59.068627450980394,1610612747,24,19,2026-03-28T02:59:18Z,1130000,False,45.0,57.0,1,right,MISS A. Reaves 7' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,7.28,Missed,,,,,,,,,,,,,,,
114,PT03M28.00S,2026-03-28T02:59:15.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,24,19,2026-03-28T02:59:18Z,1140000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT03M22.00S,2026-03-28T02:59:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,10.298948751642584,51.470588235294116,1610612751,24,19,2026-03-28T02:59:29Z,1150000,False,-7.0,44.0,1,left,MISS Z. Williams driving Layup,[1630533],1610612751.0,BKN,driving,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,4.49,Missed,,,,,,,,,,,,,,,
116,PT03M20.00S,2026-03-28T02:59:24.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,24,19,2026-03-28T02:59:29Z,1160000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,,
117,PT03M18.00S,2026-03-28T02:59:28.8Z,1,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612747,24,19,2026-03-28T02:59:38Z,1170000,False,,,0,,N. Traore shooting personal FOUL (2 PF) (Hachimura 2 FT),"[1642849, 1629060]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,2.0,0.0,Hachimura,1629060.0,,,,,
119,PT03M18.00S,2026-03-28T03:00:09.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629060,,,1610612747,24,19,2026-03-28T03:00:34Z,1190000,False,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
120,PT03M18.00S,2026-03-28T03:00:09.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,24,19,2026-03-28T03:00:34Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,
121,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,out,[],1630533,,,1610612747,24,19,2026-03-28T03:00:27Z,1210000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,out,[],1629651,,,1610612747,24,19,2026-03-28T03:00:27Z,1220000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,out,[],1642849,,,1610612747,24,19,2026-03-28T03:00:27Z,1230000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,in,[],1630592,,,1610612747,24,19,2026-03-28T03:00:27Z,1240000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,in,[],1630534,,,1610612747,24,19,2026-03-28T03:00:27Z,1250000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M18.00S,2026-03-28T03:00:10.0Z,1,REGULAR,substitution,in,[],1642879,,,1610612747,24,19,2026-03-28T03:00:27Z,1260000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2026-03-28T03:00:09.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629060,,,1610612747,24,19,2026-03-28T03:00:34Z,1270000,False,,,0,,MISS R. Hachimura Free Throw 2 of 2,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
128,PT03M15.00S,2026-03-28T03:00:12.3Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612751,24,19,2026-03-28T03:00:34Z,1280000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,
129,PT02M58.00S,2026-03-28T03:00:51.6Z,1,REGULAR,foul,personal,['3freethrow'],1630559,,,1610612751,24,19,2026-03-28T03:01:00Z,1290000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (Minott 3 FT),"[1630559, 1631169]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628485.0,2.0,0.0,Minott,1631169.0,,,,,
131,PT02M58.00S,2026-03-28T03:01:25.6Z,1,REGULAR,freethrow,1 of 3,[],1631169,,,1610612751,24,19,2026-03-28T03:01:25Z,1310000,False,,,0,,MISS J. Minott Free Throw 1 of 3,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
132,PT02M58.00S,2026-03-28T03:01:25.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,24,19,2026-03-28T03:01:25Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,
133,PT02M58.00S,2026-03-28T03:01:43.4Z,1,REGULAR,freethrow,2 of 3,[],1631169,,,1610612751,24,20,2026-03-28T03:01:43Z,1330000,False,,,0,,J. Minott Free Throw 2 of 3 (4 PTS),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
134,PT02M58.00S,2026-03-28T03:01:44.8Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,24,20,2026-03-28T03:01:51Z,1340000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M58.00S,2026-03-28T03:01:44.8Z,1,REGULAR,substitution,in,[],1629611,,,1610612751,24,20,2026-03-28T03:01:51Z,1350000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M58.00S,2026-03-28T03:02:03.5Z,1,REGULAR,freethrow,3 of 3,[],1631169,,,1610612751,24,21,2026-03-28T03:02:03Z,1360000,False,,,0,,J. Minott Free Throw 3 of 3 (5 PTS),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
137,PT02M41.00S,2026-03-28T03:02:23.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612747,24,21,2026-03-28T03:02:35Z,1370000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630534, 1629637]",1610612751.0,BKN,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,Hayes,1629637.0,,,,,
139,PT02M41.00S,2026-03-28T03:02:49.3Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,24,21,2026-03-28T03:02:49Z,1390000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
140,PT02M41.00S,2026-03-28T03:02:49.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,24,21,2026-03-28T03:02:49Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,
141,PT02M41.00S,2026-03-28T03:03:04.4Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,25,21,2026-03-28T03:03:04Z,1410000,False,,,0,,J. Hayes Free Throw 2 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
142,PT02M24.00S,2026-03-28T03:03:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,19.103153745072277,39.950980392156865,1610612751,25,23,2026-03-28T03:03:25Z,1420000,False,50.0,127.0,1,left,B. Saraf 13' driving floating Jump Shot (2 PTS),[1642879],1610612751.0,BKN,driving floating,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,13.67,Made,,,,,2.0,,,,,,,,,,
143,PT02M07.00S,2026-03-28T03:03:38.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,87.43429697766098,76.47058823529412,1610612747,25,23,2026-03-28T03:03:42Z,1430000,False,132.0,66.0,1,right,MISS L. Dončić 14' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,14.78,Missed,,,,,,,,,,,,,,,
144,PT02M04.00S,2026-03-28T03:03:41.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,25,23,2026-03-28T03:03:42Z,1440000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,
145,PT02M00.00S,2026-03-28T03:03:45.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,28.695795006570307,83.33333333333334,1610612751,25,23,2026-03-28T03:03:51Z,1450000,False,-167.0,217.0,1,left,MISS J. Wilson 27' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,27.38,Missed,,,,,,,,,,,,,,,
146,PT01M57.00S,2026-03-28T03:03:48.6Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612751,25,23,2026-03-28T03:03:51Z,1460000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,
147,PT01M54.00S,2026-03-28T03:03:52.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642879,31.84954007884363,20.09803921568627,1610612751,25,23,2026-03-28T03:03:55Z,1470000,False,150.0,247.0,1,left,MISS B. Saraf 28' 3PT,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,,28.86,Missed,,,,,,,,,,,,,,,
148,PT01M51.00S,2026-03-28T03:03:55.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612747,25,23,2026-03-28T03:03:55Z,1480000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,
149,PT01M50.00S,2026-03-28T03:03:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.8508541392904,55.63725490196079,1610612747,27,23,2026-03-28T03:05:54Z,1490000,False,28.0,34.0,1,right,L. Dončić driving bank Jump Shot (11 PTS) (L. Kennard 1 AST),"[1629029, 1628379]",1610612747.0,LAL,driving bank,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,4.38,Made,,,,,11.0,,,,,,,,L. Kennard,1628379.0,1.0
151,PT01M36.00S,2026-03-28T03:04:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,17.526281208935615,58.088235294117645,1610612751,27,23,2026-03-28T03:04:13Z,1510000,False,-40.0,112.0,1,left,MISS B. Saraf 11' pullup Shot,[1642879],1610612751.0,BKN,pullup,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,11.93,Missed,,,,,,,,,,,,,,,
152,PT01M34.00S,2026-03-28T03:04:12.0Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,27,23,2026-03-28T03:04:13Z,1520000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,
153,PT01M30.00S,2026-03-28T03:04:16.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629029,90.19382391590013,48.0392156862745,1610612747,27,23,2026-03-28T03:04:21Z,1530000,False,-10.0,40.0,1,right,MISS L. Dončić running Layup,[1629029],1610612747.0,LAL,running,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,4.09,Missed,,,,,,,,,,,,,,,
154,PT01M27.00S,2026-03-28T03:04:19.4Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,27,23,2026-03-28T03:04:21Z,1540000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,
155,PT01M22.00S,2026-03-28T03:04:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,11.350197109067011,42.15686274509803,1610612751,27,23,2026-03-28T03:07:03Z,1542500,False,39.0,54.0,1,left,MISS J. Wilson 6' driving Layup,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.69,Missed,,,,,,,,,,,,,,,
156,PT01M21.00S,2026-03-28T03:04:27.9Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,27,23,2026-03-28T03:07:03Z,1543750,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,
157,PT01M20.00S,2026-03-28T03:04:31.2Z,1,REGULAR,2pt,Layup,['2ndchance'],1630592,5.913272010512486,66.76623774509804,1610612751,27,25,2026-03-28T03:07:12Z,1545000,False,-84.0,3.0,1,left,J. Wilson 8' putback Layup (2 PTS),[1630592],1610612751.0,BKN,putback,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Left,,,,8.39,Made,,,,,2.0,,,,,,,,,,
158,PT01M04.00S,2026-03-28T03:04:42.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,90.45663600525624,49.01960784313726,1610612747,29,25,2026-03-28T03:04:47Z,1580000,False,-5.0,37.0,1,right,J. Hayes alley-oop DUNK (3 PTS) (A. Reaves 2 AST),"[1629637, 1630559]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,3.75,Made,,,,,3.0,,,,,,,,A. Reaves,1630559.0,2.0
160,PT00M48.40S,2026-03-28T03:04:58.2Z,1,REGULAR,3pt,Jump Shot,[],1631169,14.898160315374511,98.52941176470588,1610612751,29,25,2026-03-28T03:05:05Z,1600000,False,-243.0,88.0,1,left,MISS J. Minott 25' 3PT - blocked,"[1631169, 1629029]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,25.79,Missed,,,,,,,,,,,Dončić,1629029.0,,,
161,PT00M48.40S,2026-03-28T03:04:58.2Z,1,REGULAR,block,,[],1629029,,,1610612751,29,25,2026-03-28T03:05:03Z,1610000,False,,,0,,L. Dončić BLOCK (1 BLK),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
162,PT00M42.30S,2026-03-28T03:05:04.3Z,1,REGULAR,rebound,offensive,[],1631169,,,1610612751,29,25,2026-03-28T03:05:05Z,1620000,False,,,0,,J. Minott REBOUND (Off:1 Def:0),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,
163,PT00M40.60S,2026-03-28T03:05:06.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,26.856110381077528,12.74509803921569,1610612751,29,25,2026-03-28T03:05:42Z,1630000,False,186.0,200.0,1,left,MISS O. Agbaji 27' 3PT,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,27.33,Missed,,,,,,,,,,,,,,,
164,PT00M35.60S,2026-03-28T03:05:11.2Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612747,29,25,2026-03-28T03:05:42Z,1640000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,
165,PT00M34.10S,2026-03-28T03:05:13.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,68.11760840998686,63.72549019607843,1610612747,32,25,2026-03-28T03:10:22Z,1650000,False,69.0,247.0,1,right,L. Dončić 25' 3PT step back (14 PTS) (A. Reaves 3 AST),"[1629029, 1630559]",1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,25.65,Made,,,,,14.0,,,,,,,,A. Reaves,1630559.0,3.0
167,PT00M22.80S,2026-03-28T03:05:29.8Z,1,REGULAR,3pt,Jump Shot,[],1631169,26.72470433639947,84.80392156862746,1610612751,32,28,2026-03-28T03:05:34Z,1670000,False,-174.0,199.0,1,left,J. Minott 26' 3PT  (8 PTS) (B. Saraf 1 AST),"[1631169, 1642879]",1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,26.41,Made,,,,,8.0,,,,,,,,B. Saraf,1642879.0,1.0
