actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-07T03:40:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-07T03:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-03-07T03:40:54.2Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612747,0,0,2026-03-07T03:40:54Z,40000,False,,,0,,Jump Ball J. Hayes vs. J. Huff: Tip to L. Dončić,"[1629029, 1629637, 1630643]",1610612747.0,LAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Hayes,1629637.0,Huff,1630643.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-07T03:41:10.2Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,0,0,2026-03-07T03:41:20Z,70000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1630643]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,1.0,Huff,1630643.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-03-07T03:41:10.2Z,1,REGULAR,steal,,[],1630643,,,1610612754,0,0,2026-03-07T03:41:12Z,80000,False,,,0,,J. Huff STEAL (1 STL),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2026-03-07T03:41:18.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630643,64.56964520367937,67.40196078431373,1610612754,0,3,2026-03-07T03:41:23Z,90000,False,87.0,281.0,1,right,J. Huff 29' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1630643, 1629614]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,29.37,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,
11,PT11M19.00S,2026-03-07T03:41:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,5.568331143232584,4.901960784313729,1610612747,3,3,2026-03-07T03:41:49Z,110000,False,225.0,0.0,1,left,R. Hachimura 3PT  (3 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,22.55,Made,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,
13,PT11M02.00S,2026-03-07T03:41:49.6Z,1,REGULAR,3pt,Jump Shot,[],1629614,68.38042049934297,26.225490196078425,1610612754,3,3,2026-03-07T03:41:56Z,130000,False,-119.0,245.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,27.21,Missed,,,,,,,,,,,,,,,
14,PT10M58.00S,2026-03-07T03:41:53.6Z,1,REGULAR,rebound,offensive,[],1629614,,,1610612754,3,3,2026-03-07T03:43:16Z,140000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:0),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,
15,PT10M54.00S,2026-03-07T03:41:57.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629614,77.71024967148489,51.96078431372549,1610612754,3,5,2026-03-07T03:42:02Z,150000,False,10.0,157.0,1,right,A. Nembhard 15' pullup Jump Shot (2 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,,,,15.73,Made,2.0,,,,,,,,,,,,,,
16,PT10M35.00S,2026-03-07T03:42:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,24.885019710906704,89.4607843137255,1610612747,6,5,2026-03-07T03:42:21Z,160000,False,-197.0,181.0,1,left,L. Dončić 26' 3PT  (3 PTS) (J. Hayes 1 AST),"[1629029, 1629637]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,26.8,Made,3.0,J. Hayes,1629637.0,1.0,,,,,,,,,,,
18,PT10M11.00S,2026-03-07T03:42:39.9Z,1,REGULAR,3pt,Jump Shot,[],1641716,73.11103810775296,16.17647058823529,1610612754,6,5,2026-03-07T03:42:45Z,180000,False,-169.0,200.0,1,right,MISS J. Walker 26' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,26.21,Missed,,,,,,,,,,,,,,,
19,PT10M08.00S,2026-03-07T03:42:42.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,6,5,2026-03-07T03:42:45Z,190000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,
20,PT10M01.00S,2026-03-07T03:42:50.6Z,1,REGULAR,2pt,Jump Shot,[],1629029,23.04533508541394,43.38235294117647,1610612747,6,5,2026-03-07T03:42:55Z,200000,False,33.0,164.0,1,left,MISS L. Dončić 16' step back Shot,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,,,,16.74,Missed,,,,,,,,,,,,,,,
21,PT09M57.00S,2026-03-07T03:42:54.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,6,5,2026-03-07T03:42:55Z,210000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,
22,PT09M53.00S,2026-03-07T03:43:01.1Z,1,REGULAR,foul,personal,[],1629029,,,1610612754,6,5,2026-03-07T03:43:34Z,220000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1630174]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1627524.0,1.0,0.0,Nesmith,1630174.0,,
24,PT09M46.00S,2026-03-07T03:43:23.4Z,1,REGULAR,2pt,Jump Shot,[],1630174,92.11563731931669,71.7984068627451,1610612754,6,7,2026-03-07T03:43:30Z,240000,False,109.0,22.0,1,right,A. Nesmith 11' pullup Jump Shot (2 PTS) (A. Nembhard 2 AST),"[1630174, 1629614]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,,,,11.11,Made,2.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,
26,PT09M30.00S,2026-03-07T03:43:39.4Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,6,7,2026-03-07T03:43:43Z,260000,False,,,0,,L. Dončić bad pass TURNOVER (2 TO),"[1629029, 1629614]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Center,2.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2026-03-07T03:43:39.4Z,1,REGULAR,steal,,[],1629614,,,1610612754,6,7,2026-03-07T03:43:41Z,270000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2026-03-07T03:43:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,92.69053876478318,50.49019607843137,1610612754,6,9,2026-03-07T03:43:47Z,280000,False,2.0,16.0,1,right,A. Nembhard running Layup (4 PTS),[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,1.64,Made,4.0,,,,,,,,,,,,,,
29,PT09M21.00S,2026-03-07T03:43:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,19.8915900131406,54.16666666666667,1610612747,8,9,2026-03-07T03:43:56Z,290000,False,-21.0,134.0,1,left,R. Hachimura 13' pullup Jump Shot (5 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,13.61,Made,5.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,
31,PT09M11.00S,2026-03-07T03:43:58.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,87.56570302233902,32.1078431372549,1610612754,8,11,2026-03-07T03:46:09Z,310000,False,-89.0,64.0,1,right,P. Siakam 11' fadeaway Jump Shot (2 PTS) (A. Nembhard 3 AST),"[1627783, 1629614]",1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,11.03,Made,2.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,
