actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-25T03:40:53.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-25T03:40:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M50.00S,2026-02-25T03:41:01.5Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2026-02-25T03:41:01Z,40000,False,,,0,,Jump Ball D. Ayton vs. W. Carter Jr.: Tip to L. James,"[2544, 1629028, 1628976]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Ayton,1629028.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-02-25T03:41:15.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,93.08475689881735,52.69607843137255,1610612747,2,0,2026-02-25T03:41:20Z,70000,False,13.0,13.0,1,right,D. Ayton alley-oop DUNK (2 PTS) (L. James 1 AST),"[1629028, 2544]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2026-02-25T03:41:36.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,6.750985545335084,24.75490196078431,1610612753,2,2,2026-02-25T03:41:42Z,90000,False,126.0,11.0,1,left,D. Bane 12' fadeaway Jump Shot (2 PTS),[1630217],1610612753.0,ORL,fadeaway,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,12.67,Made,2.0,,,,,,,,,,,,,,,,,
10,PT10M59.00S,2026-02-25T03:41:53.1Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,2,2,2026-02-25T03:41:57Z,100000,False,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 1641710]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Black,1641710.0,,,,,,,,,,,
11,PT10M59.00S,2026-02-25T03:41:53.1Z,1,REGULAR,steal,,[],1641710,,,1610612753,2,2,2026-02-25T03:41:55Z,110000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT10M54.00S,2026-02-25T03:41:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641710,10.693166885676746,62.00980392156863,1610612753,2,2,2026-02-25T03:42:08Z,120000,False,-60.0,48.0,1,left,MISS A. Black 7' running Layup - blocked,"[1641710, 1630559]",1610612753.0,ORL,running,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,Reaves,1630559.0,,,,,,,,,
13,PT10M54.00S,2026-02-25T03:41:59.4Z,1,REGULAR,block,,[],1630559,,,1610612753,2,2,2026-02-25T03:42:02Z,130000,False,,,0,,A. Reaves BLOCK (1 BLK),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2026-02-25T03:41:59.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,2,2,2026-02-25T03:42:08Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,12.0,,,,,,,,
16,PT10M49.00S,2026-02-25T03:42:20.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641710,11.218791064388967,52.205882352941174,1610612753,2,2,2026-02-25T03:42:23Z,160000,False,-11.0,53.0,1,left,MISS A. Black Jump Shot,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,,
17,PT10M47.00S,2026-02-25T03:42:22.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,2,2,2026-02-25T03:42:23Z,170000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M35.00S,2026-02-25T03:42:35.0Z,1,REGULAR,3pt,Jump Shot,[],2544,69.82588699080158,27.205882352941174,1610612747,5,2,2026-02-25T03:42:40Z,180000,False,-114.0,231.0,1,right,L. James 25' 3PT  (3 PTS) (L. Dončić 1 AST),"[2544, 1629029]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.77,Made,3.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
20,PT10M25.00S,2026-02-25T03:42:43.9Z,1,REGULAR,3pt,Jump Shot,[],1628976,15.029566360052556,95.83333333333333,1610612753,5,2,2026-02-25T03:42:48Z,200000,False,-229.0,89.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,24.58,Missed,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2026-02-25T03:42:46.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,5,2,2026-02-25T03:42:48Z,210000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
22,PT10M17.00S,2026-02-25T03:42:51.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,67.06636005256242,43.872549019607845,1610612747,5,2,2026-02-25T03:45:01Z,220000,False,-31.0,257.0,1,right,MISS L. James 25' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2026-02-25T03:42:54.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,5,2,2026-02-25T03:43:02Z,230000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT10M08.00S,2026-02-25T03:43:01.9Z,1,REGULAR,2pt,Jump Shot,[],1641783,24.490801576872528,47.549019607843135,1610612753,5,4,2026-02-25T03:43:06Z,240000,False,12.0,178.0,1,left,T. da Silva 17' pullup Jump Shot (2 PTS),[1641783],1610612753.0,ORL,pullup,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,17.81,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2026-02-25T03:43:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.57227332457293,40.68627450980392,1610612747,5,4,2026-02-25T03:43:30Z,250000,False,-47.0,111.0,1,right,MISS L. Dončić 12' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,12.07,Missed,,,,,,,,,,,,,,,,,,
26,PT09M41.00S,2026-02-25T03:43:28.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,5,4,2026-02-25T03:43:30Z,260000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,25.0,2.0,2.0,0.0,,,,,
27,PT09M33.00S,2026-02-25T03:43:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.8823915900131425,55.63725490196079,1610612753,5,6,2026-02-25T03:56:56Z,270000,False,-28.0,12.0,1,left,P. Banchero Layup (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.07,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M16.00S,2026-02-25T03:43:55.6Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612747,5,6,2026-02-25T03:44:09Z,290000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Ayton 2 FT),"[1631094, 1629028]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Ayton,1629028.0
31,PT09M16.00S,2026-02-25T03:44:22.7Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,6,6,2026-02-25T03:44:22Z,310000,False,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
