actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-06T03:11:24.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-06T03:11:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-06T03:11:28.2Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2026-02-06T03:11:28Z,40000,False,,,0,,Jump Ball J. Embiid vs. D. Ayton: Tip to T. Maxey,"[1630178, 203954, 1629028]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Embiid,203954.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-06T03:11:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.145203679369246,46.568627450980394,1610612755,0,2,2026-02-06T03:11:44Z,70000,False,17.0,15.0,1,left,T. Maxey driving reverse Layup (2 PTS) (V. Edgecombe 1 AST),"[1630178, 1642845]",1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,V. Edgecombe,1642845.0,1.0,,,,,,,,,,,,,,
8,PT11M25.00S,2026-02-06T03:11:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,84.67477003942182,41.666666666666664,1610612747,2,2,2026-02-06T03:12:20Z,80000,False,-42.0,92.0,1,right,L. Dončić 10' pullup Jump Shot (2 PTS) (L. James 1 AST),"[1629029, 2544]",1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,10.06,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
10,PT11M07.00S,2026-02-06T03:12:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612755,2,2,2026-02-06T03:12:57Z,100000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Embiid 2 FT),"[1631222, 203954]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Left Center,,,,,,,1626301.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
12,PT11M07.00S,2026-02-06T03:13:14.1Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,2,3,2026-02-06T03:13:14Z,120000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2026-02-06T03:13:35.3Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,2,4,2026-02-06T03:13:35Z,130000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2026-02-06T03:13:45.8Z,1,REGULAR,foul,personal,[],1630178,,,1610612747,2,4,2026-02-06T03:13:52Z,140000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 203935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,,,,1155.0,1.0,0.0,Smart,203935.0,,,,,,,,,
17,PT10M48.00S,2026-02-06T03:14:08.5Z,1,REGULAR,3pt,Jump Shot,[],203935,69.30026281208936,75.73529411764706,1610612747,2,4,2026-02-06T03:14:13Z,160000,False,129.0,236.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2026-02-06T03:14:12.5Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,2,4,2026-02-06T03:14:13Z,170000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
