actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
260,PT06M22.00S,2026-01-05T03:22:26.3Z,2,REGULAR,foul,personal,['1freethrow'],1629028,,,1610612763,38,52,2026-01-05T03:22:33Z,2570000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Small 1 FT),"[1629028, 1642914]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,,,,,,,,,1.0,0.0,Small,1642914.0
262,PT06M22.00S,2026-01-05T03:22:52.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1642914,,,1610612763,38,53,2026-01-05T03:22:52Z,2590000,False,,,0,,J. Small Free Throw 1 of 1 (3 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
263,PT06M07.00S,2026-01-05T03:23:08.1Z,2,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612747,38,53,2026-01-05T03:23:13Z,2600000,False,,,0,,J. Wells shooting personal FOUL (2 PF) (Dončić 2 FT),"[1642377, 1629029]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,,,,,,,,,2.0,0.0,Dončić,1629029.0
265,PT06M07.00S,2026-01-05T03:23:36.9Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,39,53,2026-01-05T03:23:36Z,2620000,False,,,0,,L. Dončić Free Throw 1 of 2 (16 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
266,PT06M07.00S,2026-01-05T03:23:37.9Z,2,REGULAR,substitution,out,[],2544,,,1610612747,39,53,2026-01-05T03:23:41Z,2630000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M07.00S,2026-01-05T03:23:37.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612747,39,53,2026-01-05T03:23:41Z,2640000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M07.00S,2026-01-05T03:23:58.0Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,40,53,2026-01-05T03:23:58Z,2650000,False,,,0,,L. Dončić Free Throw 2 of 2 (17 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
269,PT05M55.00S,2026-01-05T03:24:14.8Z,2,REGULAR,foul,offensive,[],1631132,,,1610612763,40,53,2026-01-05T03:24:21Z,2660000,False,,,0,,C. Koloko offensive FOUL (2 PF),"[1631132, 203935]",1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,1179.0,,,,,,,,,2.0,0.0,Smart,203935.0
271,PT05M55.00S,2026-01-05T03:24:14.8Z,2,REGULAR,turnover,offensive foul,[],1631132,,,1610612763,40,53,2026-01-05T03:24:14Z,2680000,False,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,1179.0,,,,,,1.0,,,,,,
272,PT05M43.00S,2026-01-05T03:24:47.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629020,88.2227332457293,99.01960784313725,1610612747,40,53,2026-01-05T03:24:51Z,2690000,False,245.0,58.0,1,right,MISS J. Vanderbilt 25' 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,25.19,Missed,,,,,,,,,,,,,,,,,,
273,PT05M40.00S,2026-01-05T03:24:50.5Z,2,REGULAR,rebound,defensive,[],1642914,,,1610612763,40,53,2026-01-05T03:24:51Z,2700000,False,,,0,,J. Small REBOUND (Off:1 Def:1),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Right Corner 3,24+ Right,,,,,,,272.0,,2.0,1.0,1.0,,,,,,,,,
274,PT05M27.00S,2026-01-05T03:25:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,8.327858081471746,52.450980392156865,1610612763,40,55,2026-01-05T03:25:07Z,2710000,False,-12.0,26.0,1,left,S. Aldama driving bank Jump Shot (7 PTS) (J. Small 2 AST),"[1630583, 1642914]",1610612763.0,MEM,driving bank,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.86,Made,7.0,J. Small,1642914.0,2.0,,,,,,,,,,,,,,
276,PT05M14.00S,2026-01-05T03:25:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642377,,,1610612747,40,55,2026-01-05T03:25:26Z,2730000,False,,,0,,J. Wells personal FOUL (3 PF) (Smart 2 FT),"[1642377, 203935]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,,,,,,1628172.0,,,,,,,,,3.0,0.0,Smart,203935.0
278,PT05M14.00S,2026-01-05T03:25:47.2Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612747,41,55,2026-01-05T03:25:47Z,2750000,False,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
279,PT05M14.00S,2026-01-05T03:25:48.2Z,2,REGULAR,substitution,out,[],1642377,,,1610612747,41,55,2026-01-05T03:25:54Z,2760000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M14.00S,2026-01-05T03:25:48.2Z,2,REGULAR,substitution,in,[],1642907,,,1610612747,41,55,2026-01-05T03:25:54Z,2770000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M14.00S,2026-01-05T03:26:09.1Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612747,42,55,2026-01-05T03:26:09Z,2780000,False,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
282,PT04M58.00S,2026-01-05T03:26:26.3Z,2,REGULAR,2pt,Jump Shot,[],1642907,7.145203679369246,71.56862745098039,1610612763,42,57,2026-01-05T03:26:29Z,2790000,False,-108.0,15.0,1,left,C. Coward 10' fadeaway Jump Shot (14 PTS),[1642907],1610612763.0,MEM,fadeaway,,,Coward,C. Coward,,,,,Mid-Range,8-16 Left,10.88,Made,14.0,,,,,,,,,,,,,,,,,
283,PT04M41.00S,2026-01-05T03:26:44.5Z,2,REGULAR,3pt,Jump Shot,[],203935,72.05978975032852,20.34313725490196,1610612747,42,57,2026-01-05T03:27:38Z,2800000,False,-148.0,210.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
284,PT04M40.00S,2026-01-05T03:26:45.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,42,57,2026-01-05T03:27:38Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,283.0,,,,,,,,,,,,,
285,PT04M40.00S,2026-01-05T03:26:49.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642907,,,1610612747,42,57,2026-01-05T03:26:55Z,2820000,False,,,0,,C. Coward loose ball personal FOUL (1 PF) (Vanderbilt 2 FT),"[1642907, 1629020]",1610612763.0,MEM,loose ball,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,,,,,,,,,1.0,0.0,Vanderbilt,1629020.0
287,PT04M40.00S,2026-01-05T03:27:12.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629020,,,1610612747,42,57,2026-01-05T03:27:12Z,2840000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
288,PT04M40.00S,2026-01-05T03:27:12.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,42,57,2026-01-05T03:27:12Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,
289,PT04M40.00S,2026-01-05T03:27:15.0Z,2,REGULAR,substitution,out,[],203935,,,1610612747,42,57,2026-01-05T03:27:17Z,2860000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M40.00S,2026-01-05T03:27:15.0Z,2,REGULAR,substitution,in,[],1642261,,,1610612747,42,57,2026-01-05T03:27:17Z,2870000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M40.00S,2026-01-05T03:27:30.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629020,,,1610612747,43,57,2026-01-05T03:27:30Z,2880000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (3 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
292,PT04M23.00S,2026-01-05T03:27:48.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,12.13863337713535,50.73529411764706,1610612763,43,59,2026-01-05T03:27:53Z,2890000,False,-4.0,62.0,1,left,C. Koloko 6' alley-oop DUNK (4 PTS) (J. Small 3 AST),"[1631132, 1642914]",1610612763.0,MEM,alley-oop,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,4.0,J. Small,1642914.0,3.0,,,,,,,,,,,,,,
294,PT03M59.00S,2026-01-05T03:28:11.3Z,2,REGULAR,3pt,Jump Shot,[],1631222,94.00459921156373,3.67647058823529,1610612747,46,59,2026-01-05T03:28:17Z,2910000,False,-232.0,4.0,1,right,J. LaRavia 3PT  (8 PTS) (L. Dončić 5 AST),"[1631222, 1629029]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,23.16,Made,8.0,L. Dončić,1629029.0,5.0,,,,,,,,,,,,,,
296,PT03M51.00S,2026-01-05T03:28:21.7Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612763,46,59,2026-01-05T03:28:30Z,2930000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Coward 2 FT),"[1629028, 1642907]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,,,,,,,,,2.0,0.0,Coward,1642907.0
298,PT03M51.00S,2026-01-05T03:28:51.3Z,2,REGULAR,freethrow,1 of 2,[],1642907,,,1610612763,46,60,2026-01-05T03:28:51Z,2950000,False,,,0,,C. Coward Free Throw 1 of 2 (15 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
299,PT03M51.00S,2026-01-05T03:28:57.9Z,2,REGULAR,substitution,out,[],1642914,,,1610612763,46,60,2026-01-05T03:29:03Z,2960000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M51.00S,2026-01-05T03:28:57.9Z,2,REGULAR,substitution,out,[],1631132,,,1610612763,46,60,2026-01-05T03:29:03Z,2970000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M51.00S,2026-01-05T03:28:57.9Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,46,60,2026-01-05T03:29:03Z,2980000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M51.00S,2026-01-05T03:28:57.9Z,2,REGULAR,substitution,in,[],1642285,,,1610612763,46,60,2026-01-05T03:29:03Z,2990000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M51.00S,2026-01-05T03:29:15.0Z,2,REGULAR,freethrow,2 of 2,[],1642907,,,1610612763,46,61,2026-01-05T03:29:15Z,3000000,False,,,0,,C. Coward Free Throw 2 of 2 (16 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
304,PT03M39.00S,2026-01-05T03:29:28.6Z,2,REGULAR,3pt,Jump Shot,[],1629020,89.01116951379764,98.52941176470588,1610612747,46,61,2026-01-05T03:29:37Z,3010000,False,243.0,51.0,1,right,MISS J. Vanderbilt 24' 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,24.79,Missed,,,,,,,,,,,,,,,,,,
305,PT03M37.00S,2026-01-05T03:29:30.6Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,46,61,2026-01-05T03:29:37Z,3020000,False,,,0,,C. Coward REBOUND (Off:2 Def:5),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,,,,,304.0,,7.0,5.0,2.0,,,,,,,,,
306,PT03M35.00S,2026-01-05T03:29:33.3Z,2,REGULAR,turnover,lost ball,[],1642907,,,1610612763,46,61,2026-01-05T03:29:40Z,3030000,False,,,0,,C. Coward lost ball TURNOVER (1 TO),"[1642907, 1642261]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Knecht,1642261.0,,,,
307,PT03M35.00S,2026-01-05T03:29:33.3Z,2,REGULAR,steal,,[],1642261,,,1610612747,46,61,2026-01-05T03:29:35Z,3040000,False,,,0,,D. Knecht STEAL (1 STL),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
308,PT03M31.00S,2026-01-05T03:29:36.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,82.9664914586071,3.9215686274509807,1610612747,46,61,2026-01-05T03:29:42Z,3050000,False,-230.0,108.0,1,right,MISS D. Knecht 25' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
309,PT03M30.00S,2026-01-05T03:29:38.4Z,2,REGULAR,rebound,offensive,[],1631222,,,1610612747,46,61,2026-01-05T03:29:38Z,3060000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,,,,,,308.0,,2.0,1.0,1.0,,,,,,,,,
310,PT03M28.00S,2026-01-05T03:29:39.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631222,74.81931668856767,91.91176470588235,1610612747,46,61,2026-01-05T03:30:34Z,3070000,False,210.0,184.0,1,right,MISS J. LaRavia 27' step back 3PT,[1631222],1610612747.0,LAL,step back,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,27.9,Missed,,,,,,,,,,,,,,,,,,
311,PT03M28.00S,2026-01-05T03:29:39.5Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,46,61,2026-01-05T03:29:52Z,3080000,False,,,0,,C. Coward REBOUND (Off:2 Def:6),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,,,,,310.0,,8.0,6.0,2.0,,,,,,,,,
312,PT03M14.00S,2026-01-05T03:29:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,9.904730617608408,52.94117647058824,1610612763,46,61,2026-01-05T03:29:57Z,3090000,False,-15.0,41.0,1,left,MISS J. Jackson Jr. Layup,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
313,PT03M11.00S,2026-01-05T03:29:56.3Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,46,61,2026-01-05T03:29:56Z,3100000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,312.0,,2.0,2.0,0.0,,,,,,,,,
314,PT03M03.00S,2026-01-05T03:30:04.1Z,2,REGULAR,3pt,Jump Shot,[],1629029,68.77463863337714,75.24509803921569,1610612747,46,61,2026-01-05T03:31:28Z,3110000,False,126.0,241.0,1,right,MISS L. Dončić 27' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
315,PT03M01.00S,2026-01-05T03:30:06.4Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612747,46,61,2026-01-05T03:30:06Z,3120000,False,,,0,,L. Dončić REBOUND (Off:1 Def:2),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,314.0,,3.0,2.0,1.0,,,,,,,,,
316,PT02M59.00S,2026-01-05T03:30:08.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,86.7772667542707,50.0,1610612747,48,61,2026-01-05T03:30:12Z,3130000,False,0.0,72.0,1,right,L. Dončić 7' driving floating Jump Shot (19 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,19.0,,,,,,,,,,,,,,,,,
317,PT02M59.00S,2026-01-05T03:30:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,48,61,2026-01-05T03:30:17Z,3140000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,out,[],1629020,,,1610612763,48,61,2026-01-05T03:33:12Z,3150000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,out,[],203484,,,1610612763,48,61,2026-01-05T03:33:12Z,3160000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,out,[],1642907,,,1610612763,48,61,2026-01-05T03:33:12Z,3170000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,in,[],2544,,,1610612763,48,61,2026-01-05T03:33:12Z,3180000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,in,[],1642914,,,1610612763,48,61,2026-01-05T03:33:12Z,3190000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M59.00S,2026-01-05T03:32:50.7Z,2,REGULAR,substitution,in,[],1629111,,,1610612763,48,61,2026-01-05T03:33:12Z,3200000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M43.00S,2026-01-05T03:33:30.8Z,2,REGULAR,turnover,bad pass,[],1642285,,,1610612763,48,61,2026-01-05T03:33:34Z,3210000,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 1629028]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Ayton,1629028.0,,,,
325,PT02M43.00S,2026-01-05T03:33:30.8Z,2,REGULAR,steal,,[],1629028,,,1610612747,48,61,2026-01-05T03:33:32Z,3220000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
326,PT02M35.00S,2026-01-05T03:33:37.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,80.99540078843627,51.96078431372549,1610612747,48,61,2026-01-05T03:33:42Z,3230000,False,10.0,126.0,1,right,MISS L. Dončić 12' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,12.65,Missed,,,,,,,,,,,,,,,,,,
327,PT02M32.00S,2026-01-05T03:33:40.9Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612763,48,61,2026-01-05T03:33:42Z,3240000,False,,,0,,J. Landale REBOUND (Off:3 Def:2),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,326.0,,5.0,2.0,3.0,,,,,,,,,
328,PT02M26.00S,2026-01-05T03:33:47.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642914,26.856110381077528,17.40196078431373,1610612763,48,61,2026-01-05T03:33:54Z,3250000,False,163.0,200.0,1,left,MISS J. Small 25' running 3PT,[1642914],1610612763.0,MEM,running,,,Small,J. Small,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
329,PT02M24.00S,2026-01-05T03:33:49.3Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,48,61,2026-01-05T03:33:54Z,3260000,False,,,0,,L. Dončić REBOUND (Off:1 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,328.0,,4.0,3.0,1.0,,,,,,,,,
330,PT02M02.00S,2026-01-05T03:34:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,90.45663600525624,47.79411764705882,1610612747,50,61,2026-01-05T03:34:13Z,3270000,False,-11.0,37.0,1,right,J. LaRavia Layup (10 PTS),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,3.88,Made,10.0,,,,,,,,,,,,,,,,,
331,PT01M48.00S,2026-01-05T03:34:25.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,7.7529566360052655,3.8985906862745026,1610612763,50,61,2026-01-05T03:34:29Z,3280000,False,231.0,20.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,,,,
332,PT01M45.00S,2026-01-05T03:34:28.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,50,61,2026-01-05T03:34:29Z,3290000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,331.0,,2.0,2.0,0.0,,,,,,,,,
333,PT01M38.00S,2026-01-05T03:34:39.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642285,,,1610612747,50,61,2026-01-05T03:34:48Z,3300000,False,,,0,,C. Spencer personal FOUL (2 PF) (James 2 FT),"[1642285, 2544]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1179.0,,,,,,,,,2.0,0.0,James,2544.0
335,PT01M38.00S,2026-01-05T03:35:04.9Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,51,61,2026-01-05T03:35:04Z,3320000,False,,,0,,L. James Free Throw 1 of 2 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
336,PT01M38.00S,2026-01-05T03:35:19.6Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,52,61,2026-01-05T03:35:19Z,3330000,False,,,0,,L. James Free Throw 2 of 2 (8 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
337,PT01M17.00S,2026-01-05T03:35:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,8.327858081471746,47.05882352941176,1610612763,52,63,2026-01-05T03:35:46Z,3340000,False,15.0,26.0,1,left,J. Jackson Jr. cutting Layup (7 PTS) (S. Aldama 5 AST),"[1628991, 1630583]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.97,Made,7.0,S. Aldama,1630583.0,5.0,,,,,,,,,,,,,,
339,PT01M05.00S,2026-01-05T03:35:58.7Z,2,REGULAR,violation,kicked ball,[],1629111,,,1610612747,52,63,2026-01-05T03:36:03Z,3360000,False,,,0,,J. Landale kicked ball VIOLATION,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,
340,PT00M50.50S,2026-01-05T03:36:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,87.69710906701708,47.05882352941176,1610612747,52,63,2026-01-05T03:36:23Z,3370000,False,-15.0,63.0,1,right,MISS J. LaRavia 6' turnaround Shot,[1631222],1610612747.0,LAL,turnaround,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
341,PT00M50.20S,2026-01-05T03:36:19.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,52,63,2026-01-05T03:36:23Z,3380000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,340.0,,,,,,,,,,,,,
