actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
183,PT11M51.00S,2026-03-08T20:22:03.9Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,31,25,2026-03-08T20:22:03Z,1770000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
184,PT11M41.00S,2026-03-08T20:22:19.9Z,2,REGULAR,foul,offensive,[],1631222,,,1610612747,31,25,2026-03-08T20:22:41Z,1780000,False,,,0,,J. LaRavia offensive FOUL (1 PF),"[1631222, 1630631]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,202027.0,1.0,0.0,Alvarado,1630631.0,,,,,,,,,,,,,,,
186,PT11M41.00S,2026-03-08T20:22:19.9Z,2,REGULAR,turnover,offensive foul,[],1631222,,,1610612747,31,25,2026-03-08T20:22:19Z,1800000,False,,,0,,J. LaRavia offensive foul TURNOVER (1 TO),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,202027.0,,,,,,,,,,,,,,,,,1.0,,
187,PT11M27.00S,2026-03-08T20:22:45.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626157,20.41721419185282,64.4607843137255,1610612752,31,27,2026-03-08T20:22:52Z,1810000,False,-72.0,139.0,1,left,K. Towns 15' turnaround fadeaway Jump Shot (6 PTS) (M. Bridges 2 AST),"[1626157, 1628969]",1610612752.0,NYK,turnaround fadeaway,,,Towns,K. Towns,,,,,Mid-Range,8-16 Center,,,,,,Made,6.0,,,,,15.7,M. Bridges,1628969.0,2.0,,,,,
189,PT11M01.00S,2026-03-08T20:23:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,90.98226018396846,50.98039215686275,1610612747,33,27,2026-03-08T20:23:15Z,1830000,False,5.0,32.0,1,right,J. LaRavia driving Layup (2 PTS) (L. Kennard 1 AST),"[1631222, 1628379]",1610612747.0,LAL,driving,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,3.27,L. Kennard,1628379.0,1.0,,,,,
191,PT10M46.00S,2026-03-08T20:23:25.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,24.227989487516425,7.843137254901961,1610612752,33,27,2026-03-08T20:23:29Z,1850000,False,211.0,175.0,1,left,MISS O. Anunoby 27' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.41,,,,,,,,
192,PT10M43.00S,2026-03-08T20:23:28.7Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612747,33,27,2026-03-08T20:23:28Z,1860000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,
193,PT10M28.00S,2026-03-08T20:23:43.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,81.25821287779237,50.245098039215684,1610612747,33,27,2026-03-08T20:23:47Z,1870000,False,1.0,124.0,1,right,MISS A. Reaves 12' turnaround fadeaway Shot,[1630559],1610612747.0,LAL,turnaround fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.37,,,,,,,,
194,PT10M24.00S,2026-03-08T20:23:47.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,33,27,2026-03-08T20:23:47Z,1880000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,193.0,5.0,5.0,0.0,,,,,,,,,
195,PT10M19.00S,2026-03-08T20:23:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,8.984888304862025,49.50980392156863,1610612752,33,29,2026-03-08T20:23:57Z,1890000,False,2.0,32.0,1,left,O. Anunoby driving Layup (4 PTS) (J. Alvarado 1 AST),"[1628384, 1630631]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,3.21,J. Alvarado,1630631.0,1.0,,,,,
197,PT10M00.00S,2026-03-08T20:24:12.0Z,2,REGULAR,turnover,lost ball,[],1628379,,,1610612747,33,29,2026-03-08T20:24:15Z,1910000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 1628384]",1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0
198,PT10M00.00S,2026-03-08T20:24:12.0Z,2,REGULAR,steal,,[],1628384,,,1610612752,33,29,2026-03-08T20:24:14Z,1920000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
199,PT09M55.00S,2026-03-08T20:24:17.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1626157,31.84954007884363,67.8921568627451,1610612752,33,29,2026-03-08T22:20:42Z,1930000,False,-89.0,247.0,1,left,MISS K. Towns 26' running 3PT,[1626157],1610612752.0,NYK,running,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.26,,,,,,,,
200,PT09M51.00S,2026-03-08T20:24:21.3Z,2,REGULAR,rebound,offensive,[],1628969,,,1610612752,33,29,2026-03-08T20:24:26Z,1940000,False,,,0,,M. Bridges REBOUND (Off:2 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,199.0,2.0,0.0,2.0,,,,,,,,,
201,PT09M49.00S,2026-03-08T20:24:22.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,30.14126149802891,23.284313725490193,1610612752,33,29,2026-03-08T20:24:29Z,1950000,False,134.0,231.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.67,,,,,,,,
202,PT09M46.00S,2026-03-08T20:24:25.6Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,33,29,2026-03-08T20:24:29Z,1960000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,201.0,2.0,2.0,0.0,,,,,,,,,
203,PT09M39.00S,2026-03-08T20:24:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,85.85742444152432,52.450980392156865,1610612747,35,29,2026-03-08T20:24:36Z,1970000,False,12.0,80.0,1,right,A. Reaves 8' pullup Jump Shot (7 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,,,,,8.13,,,,,,,,
204,PT09M24.00S,2026-03-08T20:24:49.1Z,2,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612752,35,29,2026-03-08T20:24:58Z,1980000,False,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Towns 2 FT),"[1631222, 1626157]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,202058.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
206,PT09M24.00S,2026-03-08T20:25:47.2Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,35,30,2026-03-08T20:25:47Z,2000000,False,,,0,,K. Towns Free Throw 1 of 2 (7 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
207,PT09M24.00S,2026-03-08T20:25:48.1Z,2,REGULAR,substitution,out,[],1628379,,,1610612752,35,30,2026-03-08T20:25:58Z,2010000,False,,,0,,SUB out: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M24.00S,2026-03-08T20:25:48.1Z,2,REGULAR,substitution,out,[],1631222,,,1610612752,35,30,2026-03-08T20:25:58Z,2020000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M24.00S,2026-03-08T20:25:48.1Z,2,REGULAR,substitution,in,[],1629060,,,1610612752,35,30,2026-03-08T20:25:58Z,2030000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M24.00S,2026-03-08T20:25:48.1Z,2,REGULAR,substitution,in,[],203935,,,1610612752,35,30,2026-03-08T20:25:58Z,2040000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M24.00S,2026-03-08T20:26:04.2Z,2,REGULAR,substitution,out,[],1642885,,,1610612752,35,30,2026-03-08T20:26:13Z,2050000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M24.00S,2026-03-08T20:26:04.2Z,2,REGULAR,substitution,in,[],1629013,,,1610612752,35,30,2026-03-08T20:26:13Z,2060000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M24.00S,2026-03-08T20:26:15.6Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,35,31,2026-03-08T20:26:15Z,2070000,False,,,0,,K. Towns Free Throw 2 of 2 (8 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
214,PT09M08.00S,2026-03-08T20:26:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,87.9599211563732,47.79411764705882,1610612747,37,31,2026-03-08T20:26:37Z,2080000,False,-11.0,61.0,1,right,A. Reaves 6' pullup Jump Shot (9 PTS) (J. Vanderbilt 1 AST),"[1630559, 1629020]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,,,,,6.17,J. Vanderbilt,1629020.0,1.0,,,,,
216,PT08M54.00S,2026-03-08T20:26:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,8.459264126149804,54.411764705882355,1610612752,37,31,2026-03-08T20:26:52Z,2100000,False,-22.0,27.0,1,left,MISS O. Anunoby driving Layup - blocked,"[1628384, 1630559]",1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.49,,,,Reaves,1630559.0,,,
217,PT08M54.00S,2026-03-08T20:26:47.6Z,2,REGULAR,block,,[],1630559,,,1610612752,37,31,2026-03-08T20:26:50Z,2110000,False,,,0,,A. Reaves BLOCK (1 BLK),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M54.00S,2026-03-08T20:26:47.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,37,31,2026-03-08T20:28:46Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,216.0,,,,,,,,,,,,
220,PT08M54.00S,2026-03-08T20:27:09.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,37,31,2026-03-08T20:28:46Z,2140000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M54.00S,2026-03-08T20:29:04.3Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,37,31,2026-03-08T20:30:47Z,2160000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M54.00S,2026-03-08T20:29:04.3Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,37,31,2026-03-08T20:30:47Z,2170000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M48.00S,2026-03-08T20:30:54.2Z,2,REGULAR,turnover,bad pass,[],1630631,,,1610612752,37,31,2026-03-08T20:30:59Z,2180000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1628467]",1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Kleber,1628467.0
225,PT08M48.00S,2026-03-08T20:30:54.2Z,2,REGULAR,steal,,[],1628467,,,1610612747,37,31,2026-03-08T20:30:56Z,2190000,False,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2026-03-08T20:31:05.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,68.24901445466492,37.99019607843137,1610612747,40,31,2026-03-08T20:31:11Z,2200000,False,-60.0,246.0,1,right,R. Hachimura 25' 3PT  (10 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,Made,10.0,,,,,25.32,A. Reaves,1630559.0,2.0,,,,,
228,PT08M12.00S,2026-03-08T20:31:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.8823915900131425,46.81372549019608,1610612752,40,31,2026-03-08T20:31:34Z,2220000,False,16.0,12.0,1,left,MISS M. Bridges cutting Layup,[1628969],1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.0,,,,,,,,
229,PT08M09.00S,2026-03-08T20:31:32.2Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,40,31,2026-03-08T20:31:34Z,2230000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,228.0,1.0,1.0,0.0,,,,,,,,,
230,PT08M06.00S,2026-03-08T20:31:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,93.47897503285151,51.96078431372549,1610612747,42,31,2026-03-08T20:31:41Z,2240000,False,10.0,9.0,1,right,A. Reaves running Layup (11 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,1.32,,,,,,,,
231,PT07M50.00S,2026-03-08T20:31:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,7.276609724047319,49.754901960784316,1610612752,42,31,2026-03-08T20:31:57Z,2250000,False,1.0,16.0,1,left,MISS J. Alvarado driving floating Shot,[1630631],1610612752.0,NYK,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,1.59,,,,,,,,
232,PT07M46.00S,2026-03-08T20:31:55.0Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,42,31,2026-03-08T20:31:55Z,2260000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,231.0,1.0,0.0,1.0,,,,,,,,,
233,PT07M46.00S,2026-03-08T20:31:55.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,42,33,2026-03-08T20:31:58Z,2270000,False,0.0,0.0,1,left,M. Robinson tip DUNK (4 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,0.0,,,,,,,,
234,PT07M32.00S,2026-03-08T20:32:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629020,86.90867279894876,1.9607843137254974,1610612747,45,33,2026-03-08T20:32:32Z,2280000,False,-240.0,71.0,1,right,J. Vanderbilt 25' 3PT  (3 PTS) (M. Smart 3 AST),"[1629020, 203935]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,25.04,M. Smart,203935.0,3.0,,,,,
236,PT07M03.00S,2026-03-08T20:32:41.0Z,2,REGULAR,turnover,traveling,[],1629013,,,1610612752,45,33,2026-03-08T20:32:46Z,2300000,False,,,0,,L. Shamet traveling TURNOVER (2 TO),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,202058.0,,,,,,,,,,,,,,,,,2.0,,
238,PT06M47.00S,2026-03-08T20:33:10.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,94.79303547963207,2.6960784313725554,1610612747,45,33,2026-03-08T20:33:15Z,2310000,False,-237.0,-4.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.65,,,,,,,,
239,PT06M44.00S,2026-03-08T20:33:13.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,45,33,2026-03-08T20:33:15Z,2320000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,238.0,2.0,1.0,1.0,,,,,,,,,
240,PT06M27.00S,2026-03-08T20:33:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630631,30.27266754270697,20.09803921568627,1610612752,45,33,2026-03-08T20:35:20Z,2330000,False,150.0,232.0,1,left,MISS J. Alvarado 27' pullup 3PT,[1630631],1610612752.0,NYK,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.61,,,,,,,,
241,PT06M22.00S,2026-03-08T20:33:36.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,45,33,2026-03-08T20:33:36Z,2340000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,,
242,PT06M17.00S,2026-03-08T20:33:40.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,89.93101182654402,51.470588235294116,1610612747,45,33,2026-03-08T20:33:48Z,2350000,False,7.0,42.0,1,right,MISS M. Smart running Layup - blocked,"[203935, 1628969]",1610612747.0,LAL,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,4.27,,,,Bridges,1628969.0,,,
243,PT06M17.00S,2026-03-08T20:33:40.4Z,2,REGULAR,block,,[],1628969,,,1610612747,45,33,2026-03-08T20:33:43Z,2360000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M14.00S,2026-03-08T20:33:43.4Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612747,45,33,2026-03-08T20:33:48Z,2370000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,242.0,2.0,1.0,1.0,,,,,,,,,
245,PT06M08.00S,2026-03-08T20:33:51.2Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612747,45,33,2026-03-08T20:33:59Z,2380000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Smart 2 FT),"[1628969, 203935]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,202058.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
247,PT06M08.00S,2026-03-08T20:34:21.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203935,,,1610612747,46,33,2026-03-08T20:34:52Z,2400000,False,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
503,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,46,33,2026-03-08T21:44:08Z,2445000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,out,[],1630631,,,1610612747,46,33,2026-03-08T21:44:08Z,2467500,False,,,0,,SUB out: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,out,[],1628969,,,1610612747,46,33,2026-03-08T21:44:08Z,2478750,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612747,46,33,2026-03-08T21:44:08Z,2484375,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612747,46,33,2026-03-08T21:44:08Z,2487187,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,in,[],1628384,,,1610612747,46,33,2026-03-08T21:44:08Z,2488593,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612747,46,33,2026-03-08T21:44:08Z,2489296,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT06M08.00S,2026-03-08T20:34:36.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612747,46,33,2026-03-08T21:44:08Z,2489648,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M08.00S,2026-03-08T20:34:21.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203935,,,1610612747,46,33,2026-03-08T20:34:52Z,2490000,False,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
257,PT06M06.00S,2026-03-08T20:34:23.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,46,33,2026-03-08T20:34:52Z,2500000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,256.0,4.0,3.0,1.0,,,,,,,,,
281,PT05M48.00S,2026-03-08T20:34:50.8Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612752,46,33,2026-03-08T20:41:22Z,2505000,False,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 203935]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
282,PT05M48.00S,2026-03-08T20:34:50.8Z,2,REGULAR,steal,,[],203935,,,1610612747,46,33,2026-03-08T20:40:44Z,2507500,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
283,PT05M45.00S,2026-03-08T20:35:03.6Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612747,46,33,2026-03-08T20:41:10Z,2508750,False,,,0,,M. Smart step out-of-bounds TURNOVER (1 TO),[203935],1610612747.0,LAL,step,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,202056.0,,,,,,,,,,,,,,,,,1.0,,
259,PT05M45.00S,2026-03-08T20:35:21.9Z,2,REGULAR,substitution,out,[],1628467,,,1610612752,46,33,2026-03-08T20:41:10Z,2520000,False,,,0,,SUB out: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M45.00S,2026-03-08T20:35:21.9Z,2,REGULAR,substitution,in,[],1629028,,,1610612752,46,33,2026-03-08T20:41:10Z,2530000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M35.00S,2026-03-08T20:38:25.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,29.48423127463863,19.117647058823522,1610612752,46,36,2026-03-08T20:41:10Z,2550000,False,154.0,225.0,1,left,J. Brunson 27' 3PT step back (9 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,,,,,27.26,,,,,,,,
263,PT05M16.00S,2026-03-08T20:38:44.2Z,2,REGULAR,2pt,Jump Shot,[],1629060,75.08212877792378,74.50980392156863,1610612747,46,36,2026-03-08T20:39:13Z,2560000,False,123.0,182.0,1,right,MISS R. Hachimura 21' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,21.91,,,,,,,,
264,PT05M16.00S,2026-03-08T20:38:44.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,46,36,2026-03-08T20:38:49Z,2570000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,263.0,,,,,,,,,,,,
