actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
21,PT10M33.00S,2026-02-21T03:18:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,8.984888304862025,51.96078431372549,1610612747,2,5,2026-02-21T03:18:12Z,210000,False,-10.0,32.0,1,left,A. Reaves driving finger roll Layup (2 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,,,,,2.0,,,,,,,,,
22,PT10M16.00S,2026-02-21T03:18:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,80.86399474375821,53.67647058823529,1610612746,2,7,2026-02-21T03:18:30Z,220000,False,18.0,127.0,1,right,B. Lopez 12' fadeaway Jump Shot (7 PTS),[201572],1610612746.0,LAC,fadeaway,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,12.87,Made,,,,,,,,,7.0,,,,,,,,,
23,PT10M03.00S,2026-02-21T03:18:41.4Z,1,REGULAR,foul,personal,[],1627884,,,1610612747,2,7,2026-02-21T03:18:52Z,230000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 2544]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202056.0,,,,,1.0,0.0,James,2544.0,,
25,PT09M56.00S,2026-02-21T03:19:05.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,10.381077529566369,5.859375,1610612747,5,7,2026-02-21T03:19:12Z,250000,False,221.0,45.0,1,left,A. Reaves 3PT  (5 PTS) (L. Dončić 1 AST),"[1630559, 1629029]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,22.53,Made,,,,,,,,,5.0,L. Dončić,1629029.0,1.0,,,,,,
27,PT09M30.00S,2026-02-21T03:19:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,90.45663600525624,54.411764705882355,1610612746,5,9,2026-02-21T03:19:36Z,270000,False,22.0,37.0,1,right,K. Dunn alley-oop Layup (2 PTS) (K. Leonard 2 AST),"[1627739, 202695]",1610612746.0,LAC,alley-oop,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,,,2.0,K. Leonard,202695.0,2.0,,,,,,
29,PT09M21.00S,2026-02-21T03:19:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.145203679369246,50.73529411764706,1610612747,7,9,2026-02-21T03:20:54Z,290000,False,-4.0,15.0,1,left,A. Reaves driving Layup (7 PTS) (L. Dončić 2 AST),"[1630559, 1629029]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,7.0,L. Dončić,1629029.0,2.0,,,,,,
31,PT08M57.00S,2026-02-21T03:20:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.61038107752957,52.450980392156865,1610612746,7,11,2026-02-21T03:20:07Z,310000,False,12.0,8.0,1,right,J. Collins DUNK (2 PTS) (K. Leonard 3 AST),"[1628381, 202695]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,2.0,K. Leonard,202695.0,3.0,,,,,,
33,PT08M35.00S,2026-02-21T03:20:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.686596583442835,46.81372549019608,1610612747,9,11,2026-02-21T03:20:30Z,330000,False,16.0,95.0,1,left,L. Dončić 9' pullup Jump Shot (2 PTS) (L. James 1 AST),"[1629029, 2544]",1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,9.63,Made,,,,,,,,,2.0,L. James,2544.0,1.0,,,,,,
35,PT08M15.00S,2026-02-21T03:20:47.2Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612746,9,11,2026-02-21T03:20:52Z,350000,False,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 203935]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
36,PT08M15.00S,2026-02-21T03:20:47.2Z,1,REGULAR,steal,,[],203935,,,1610612747,9,11,2026-02-21T03:20:49Z,360000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
37,PT08M10.00S,2026-02-21T03:20:52.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,6.4881734559789805,48.529411764705884,1610612747,11,11,2026-02-21T03:21:01Z,370000,False,7.0,8.0,1,left,L. James running Layup (2 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,2.0,,,,,,,,,
38,PT07M52.00S,2026-02-21T03:21:08.7Z,1,REGULAR,3pt,Jump Shot,[],201572,70.22010512483574,82.59803921568627,1610612746,11,11,2026-02-21T03:21:15Z,380000,False,163.0,227.0,1,right,MISS B. Lopez 27' step back 3PT,[201572],1610612746.0,LAC,step back,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
39,PT07M46.00S,2026-02-21T03:21:14.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,11,11,2026-02-21T03:21:15Z,390000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT07M23.00S,2026-02-21T03:21:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.292378449408673,63.970588235294116,1610612747,13,11,2026-02-21T03:21:54Z,410000,False,-70.0,91.0,1,left,L. James 11' fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Left,11.49,Made,,,,,,,,,4.0,,,,,,,,,
42,PT07M06.00S,2026-02-21T03:22:09.3Z,1,REGULAR,2pt,Jump Shot,[],1628381,91.90210249671485,27.205882352941174,1610612746,13,13,2026-02-21T03:22:13Z,420000,False,-114.0,24.0,1,right,J. Collins 11' turnaround Jump Shot (4 PTS) (K. Dunn 1 AST),"[1628381, 1627739]",1610612746.0,LAC,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,11.64,Made,,,,,,,,,4.0,K. Dunn,1627739.0,1.0,,,,,,
44,PT06M56.00S,2026-02-21T03:22:18.5Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,13,13,2026-02-21T03:22:23Z,440000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1628381]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,,
45,PT06M56.00S,2026-02-21T03:22:18.5Z,1,REGULAR,steal,,[],1628381,,,1610612746,13,13,2026-02-21T03:22:20Z,450000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
46,PT06M53.00S,2026-02-21T03:22:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,91.11366622864652,49.01960784313726,1610612746,13,15,2026-02-21T03:22:27Z,460000,False,-5.0,31.0,1,right,J. Collins running Layup (6 PTS),[1628381],1610612746.0,LAC,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,,,,,6.0,,,,,,,,,
47,PT06M45.00S,2026-02-21T03:22:29.7Z,1,REGULAR,3pt,Jump Shot,[],2544,30.929697766097235,76.7156862745098,1610612747,16,15,2026-02-21T03:22:35Z,470000,False,-134.0,238.0,1,left,L. James 27' 3PT  (7 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,27.31,Made,,,,,,,,,7.0,A. Reaves,1630559.0,1.0,,,,,,
49,PT06M28.00S,2026-02-21T03:22:46.7Z,1,REGULAR,3pt,Jump Shot,[],1628381,88.2227332457293,96.32352941176471,1610612746,16,15,2026-02-21T03:22:51Z,490000,False,232.0,58.0,1,right,MISS J. Collins 3PT,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
50,PT06M24.00S,2026-02-21T03:22:50.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,16,15,2026-02-21T03:22:51Z,500000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT06M18.00S,2026-02-21T03:22:57.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,9.379106438896187,47.30392156862745,1610612747,18,15,2026-02-21T03:23:01Z,510000,False,13.0,36.0,1,left,D. Ayton DUNK (2 PTS) (L. James 2 AST),"[1629028, 2544]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,,,,,2.0,L. James,2544.0,2.0,,,,,,
53,PT06M18.00S,2026-02-21T03:23:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,15,2026-02-21T03:23:02Z,530000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,out,[],2544,,,1610612746,18,15,2026-02-21T03:26:27Z,540000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,out,[],203935,,,1610612746,18,15,2026-02-21T03:26:27Z,550000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,out,[],1629028,,,1610612746,18,15,2026-02-21T03:26:27Z,560000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,in,[],1631222,,,1610612746,18,15,2026-02-21T03:26:27Z,570000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,in,[],1629060,,,1610612746,18,15,2026-02-21T03:26:27Z,580000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M18.00S,2026-02-21T03:26:16.3Z,1,REGULAR,substitution,in,[],1629637,,,1610612746,18,15,2026-02-21T03:26:27Z,590000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M10.00S,2026-02-21T03:26:54.1Z,1,REGULAR,foul,personal,[],1631222,,,1610612746,18,15,2026-02-21T03:27:00Z,600000,False,,,0,,J. LaRavia personal FOUL (1 PF),"[1631222, 202695]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,202056.0,,,,,1.0,0.0,Leonard,202695.0,,
62,PT05M56.00S,2026-02-21T03:27:19.2Z,1,REGULAR,2pt,Jump Shot,[],202695,77.71024967148489,59.068627450980394,1610612746,18,17,2026-02-21T03:28:31Z,620000,False,45.0,157.0,1,right,K. Leonard 16' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,16.34,Made,,,,,,,,,2.0,,,,,,,,,
63,PT05M30.00S,2026-02-21T03:27:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,26.856110381077528,82.1078431372549,1610612747,21,17,2026-02-21T03:28:22Z,630000,False,-161.0,200.0,1,left,L. Dončić 25' 3PT step back (5 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.64,Made,,,,,,,,,5.0,,,,,,,,,
64,PT05M04.00S,2026-02-21T03:28:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,90.71944809461235,50.73529411764706,1610612746,21,17,2026-02-21T03:28:14Z,640000,False,4.0,35.0,1,right,MISS J. Collins bank Shot,[1628381],1610612746.0,LAC,bank,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
65,PT05M02.00S,2026-02-21T03:28:12.9Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,21,17,2026-02-21T03:28:14Z,650000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT04M52.00S,2026-02-21T03:28:24.6Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612747,21,17,2026-02-21T03:28:39Z,660000,False,,,0,,L. Dončić bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612747.0,LAL,bad pass,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,1830.0,,,,,,,,,,
67,PT04M52.00S,2026-02-21T03:28:35.4Z,1,REGULAR,substitution,out,[],1630559,,,1610612746,21,17,2026-02-21T03:28:42Z,670000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M52.00S,2026-02-21T03:28:35.4Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,21,17,2026-02-21T03:28:42Z,680000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M52.00S,2026-02-21T03:28:35.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,21,17,2026-02-21T03:28:42Z,690000,False,,,0,,SUB in: L. Kennard,[1628379],1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M52.00S,2026-02-21T03:28:35.4Z,1,REGULAR,substitution,in,[],1631097,,,1610612746,21,17,2026-02-21T03:28:42Z,700000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M35.00S,2026-02-21T03:29:02.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,75.47634691195795,88.72549019607843,1610612746,21,17,2026-02-21T03:29:06Z,710000,False,194.0,178.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
72,PT04M31.00S,2026-02-21T03:29:06.1Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,21,17,2026-02-21T03:29:06Z,720000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT04M17.00S,2026-02-21T03:29:19.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,9.773324572930349,48.0392156862745,1610612747,23,17,2026-02-21T03:29:24Z,730000,False,10.0,39.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (L. Dončić 3 AST),"[1629637, 1629029]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,,,,,2.0,L. Dončić,1629029.0,3.0,,,,,,
75,PT03M51.00S,2026-02-21T03:29:45.7Z,1,REGULAR,3pt,Jump Shot,[],1627884,90.45663600525624,97.30392156862744,1610612746,23,17,2026-02-21T03:29:48Z,750000,False,237.0,37.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
76,PT03M50.00S,2026-02-21T03:29:46.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,23,17,2026-02-21T03:30:41Z,760000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT03M40.00S,2026-02-21T03:29:55.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,34.21484888304862,53.431372549019606,1610612747,26,17,2026-02-21T03:29:59Z,770000,False,-17.0,269.0,1,left,L. Dončić 26' 3PT step back (8 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,26.96,Made,,,,,,,,,8.0,,,,,,,,,
78,PT03M25.00S,2026-02-21T03:30:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,84.28055190538765,54.65686274509804,1610612746,26,17,2026-02-21T03:30:17Z,780000,False,23.0,95.0,1,right,MISS B. Mathurin 9' driving floating Shot,[1631097],1610612746.0,LAC,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,9.81,Missed,,,,,,,,,,,,,,,,,,
79,PT03M24.00S,2026-02-21T03:30:12.3Z,1,REGULAR,rebound,offensive,[],201572,,,1610612746,26,17,2026-02-21T03:31:24Z,790000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,
80,PT03M24.00S,2026-02-21T03:30:15.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612746,26,17,2026-02-21T03:31:32Z,800000,False,0.0,0.0,1,right,MISS B. Lopez tip Layup,[201572],1610612746.0,LAC,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
81,PT03M23.00S,2026-02-21T03:30:16.0Z,1,REGULAR,rebound,offensive,[],201572,,,1610612746,26,17,2026-02-21T03:31:32Z,810000,False,,,0,,B. Lopez REBOUND (Off:2 Def:0),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,80.0,2.0,0.0,2.0,,,,,,,,,,,,,,
82,PT03M23.00S,2026-02-21T03:30:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,92.42772667542707,50.245098039215684,1610612746,26,19,2026-02-21T03:31:35Z,820000,False,1.0,19.0,1,right,B. Lopez putback Layup (9 PTS),[201572],1610612746.0,LAC,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,9.0,,,,,,,,,
83,PT03M13.00S,2026-02-21T03:30:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,8.722076215505908,58.088235294117645,1610612747,26,19,2026-02-21T03:30:37Z,830000,False,-40.0,29.0,1,left,MISS J. Hayes Jump Shot - blocked,"[1629637, 201572]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
84,PT03M13.00S,2026-02-21T03:30:31.9Z,1,REGULAR,block,,[],201572,,,1610612747,26,19,2026-02-21T03:30:35Z,840000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT03M13.00S,2026-02-21T03:30:31.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,26,19,2026-02-21T03:30:37Z,850000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,83.0,,,,,,,,,,,,,,,,,
