actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M25.00S,2026-02-10T03:25:24.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,94.13600525624179,48.529411764705884,1610612760,16,17,2026-02-10T03:25:29Z,870000,False,-7.0,3.0,1,right,J. Williams running DUNK (2 PTS),[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,,,,2.0,,,,,,,,,,
88,PT04M25.00S,2026-02-10T03:25:30.1Z,1,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612760,16,17,2026-02-10T03:25:56Z,880000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Williams 1 FT),"[1630559, 1631114]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Williams,1631114.0
90,PT04M25.00S,2026-02-10T03:25:37.5Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,16,17,2026-02-10T03:25:40Z,900000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M25.00S,2026-02-10T03:25:37.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,17,2026-02-10T03:25:40Z,910000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M25.00S,2026-02-10T03:25:41.9Z,1,REGULAR,substitution,out,[],1629028,,,1610612760,16,17,2026-02-10T03:25:44Z,920000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2026-02-10T03:25:41.9Z,1,REGULAR,substitution,in,[],1629637,,,1610612760,16,17,2026-02-10T03:25:44Z,930000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M25.00S,2026-02-10T03:25:49.7Z,1,REGULAR,substitution,out,[],203935,,,1610612760,16,17,2026-02-10T03:25:53Z,940000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M25.00S,2026-02-10T03:25:49.7Z,1,REGULAR,substitution,in,[],1629020,,,1610612760,16,17,2026-02-10T03:25:53Z,950000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M25.00S,2026-02-10T03:26:00.0Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631114,,,1610612760,16,18,2026-02-10T03:26:00Z,960000,False,,,0,,J. Williams Free Throw 1 of 1 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
97,PT04M14.00S,2026-02-10T03:26:13.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.8823915900131425,52.450980392156865,1610612747,18,18,2026-02-10T03:26:19Z,970000,False,-12.0,12.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (A. Reaves 2 AST),"[1629637, 1630559]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,2.0,A. Reaves,1630559.0,2.0,,,,,,,
99,PT04M14.00S,2026-02-10T03:26:18.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,18,2026-02-10T03:26:18Z,990000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M14.00S,2026-02-10T03:29:23.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,18,18,2026-02-10T03:29:36Z,1000000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M14.00S,2026-02-10T03:29:23.4Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,18,18,2026-02-10T03:29:36Z,1010000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2026-02-10T03:30:00.7Z,1,REGULAR,3pt,Jump Shot,[],1630198,67.59198423127464,72.54901960784314,1610612760,18,21,2026-02-10T03:30:05Z,1020000,False,113.0,252.0,1,right,I. Joe 27' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1630198, 1630598]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,27.61,Made,,,,,3.0,A. Wiggins,1630598.0,1.0,,,,,,,
104,PT03M33.00S,2026-02-10T03:30:22.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,25.804862023653087,83.08823529411765,1610612747,21,21,2026-02-10T03:35:36Z,1040000,False,-165.0,190.0,1,left,L. Kennard 25' 3PT pullup (3 PTS) (A. Reaves 3 AST),"[1628379, 1630559]",1610612747.0,LAL,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,25.2,Made,,,,,3.0,A. Reaves,1630559.0,3.0,,,,,,,
106,PT03M15.00S,2026-02-10T03:30:41.0Z,1,REGULAR,2pt,Jump Shot,[],1629026,79.94415243101183,30.14705882352942,1610612760,21,21,2026-02-10T03:35:58Z,1060000,False,-99.0,136.0,1,right,MISS K. Williams 16' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,16-24 Left Center,,,,16.84,Missed,,,,,,,,,,,,,,,
107,PT03M13.00S,2026-02-10T03:30:43.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,21,21,2026-02-10T03:30:45Z,1070000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,
108,PT03M05.00S,2026-02-10T03:30:52.0Z,1,REGULAR,2pt,Jump Shot,[],1630559,17.789093298291732,66.66666666666667,1610612747,23,21,2026-02-10T03:30:59Z,1080000,False,-83.0,115.0,1,left,A. Reaves 14' pullup Jump Shot (4 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,14.18,Made,,,,,4.0,,,,,,,,,,
109,PT03M05.00S,2026-02-10T03:31:00.0Z,1,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612747,23,21,2026-02-10T03:31:12Z,1090000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Reaves 1 FT),"[1630598, 1630559]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Reaves,1630559.0
111,PT03M05.00S,2026-02-10T03:31:17.6Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,24,21,2026-02-10T03:31:17Z,1110000,False,,,0,,A. Reaves Free Throw 1 of 1 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
112,PT02M54.00S,2026-02-10T03:31:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,69.69448094612352,81.37254901960785,1610612760,24,24,2026-02-10T03:31:34Z,1120000,False,157.0,232.0,1,right,I. Joe 28' 3PT  (6 PTS) (J. Williams 1 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,28.04,Made,,,,,6.0,J. Williams,1631119.0,1.0,,,,,,,
114,PT02M39.00S,2026-02-10T03:31:47.6Z,1,REGULAR,foul,personal,[],1641717,,,1610612747,24,24,2026-02-10T03:32:03Z,1140000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1630559]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Reaves,1630559.0
116,PT02M30.00S,2026-02-10T03:32:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629020,11.350197109067011,5.14705882352942,1610612747,24,24,2026-02-10T03:32:26Z,1160000,False,224.0,54.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,23.08,Missed,,,,,,,,,,,,,,,
117,PT02M27.00S,2026-02-10T03:32:25.0Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,24,24,2026-02-10T03:32:26Z,1170000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,,
118,PT02M11.00S,2026-02-10T03:32:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612760,24,24,2026-02-10T03:32:59Z,1180000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Williams 2 FT),"[1628379, 1629026]",1610612747.0,LAL,shooting,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Williams,1629026.0
120,PT02M11.00S,2026-02-10T03:33:12.8Z,1,REGULAR,freethrow,1 of 2,[],1629026,,,1610612760,24,24,2026-02-10T03:33:46Z,1200000,False,,,0,,MISS K. Williams Free Throw 1 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
121,PT02M11.00S,2026-02-10T03:33:12.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,24,24,2026-02-10T03:33:46Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,
122,PT02M11.00S,2026-02-10T03:33:13.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612760,24,24,2026-02-10T03:33:22Z,1220000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M11.00S,2026-02-10T03:33:13.9Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,24,24,2026-02-10T03:33:22Z,1230000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M11.00S,2026-02-10T03:33:13.9Z,1,REGULAR,substitution,in,[],2544,,,1610612760,24,24,2026-02-10T03:33:22Z,1240000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2026-02-10T03:33:13.9Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,24,24,2026-02-10T03:33:22Z,1250000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M11.00S,2026-02-10T03:33:12.8Z,1,REGULAR,freethrow,2 of 2,[],1629026,,,1610612760,24,24,2026-02-10T03:33:46Z,1260000,False,,,0,,MISS K. Williams Free Throw 2 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
127,PT02M08.00S,2026-02-10T03:33:15.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,24,24,2026-02-10T03:33:46Z,1270000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
128,PT01M59.00S,2026-02-10T03:33:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,8.015768725361369,51.00337009803921,1610612747,26,24,2026-02-10T03:34:21Z,1280000,False,-5.0,23.0,1,left,A. Reaves driving finger roll Layup (7 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,2.33,Made,,,,,7.0,,,,,,,,,,
129,PT01M43.00S,2026-02-10T03:34:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,72.84822601839684,77.94117647058823,1610612760,26,27,2026-02-10T03:38:53Z,1290000,False,140.0,203.0,1,right,I. Joe 24' 3PT  (9 PTS) (J. Williams 2 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,24.62,Made,,,,,9.0,J. Williams,1631119.0,2.0,,,,,,,
131,PT01M27.00S,2026-02-10T03:34:25.5Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,26,27,2026-02-10T03:34:28Z,1310000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1629026]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,2.0,Williams,1629026.0,,,,,,,,,,,,,,,,,
132,PT01M27.00S,2026-02-10T03:34:25.5Z,1,REGULAR,steal,,[],1629026,,,1610612760,26,27,2026-02-10T03:34:27Z,1320000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
133,PT01M11.00S,2026-02-10T03:34:41.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627936,80.99540078843627,82.84313725490196,1610612760,26,29,2026-02-10T03:34:46Z,1330000,False,164.0,126.0,1,right,A. Caruso 20' pullup Jump Shot (2 PTS),[1627936],1610612760.0,OKC,pullup,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,20.7,Made,,,,,2.0,,,,,,,,,,
135,PT00M52.30S,2026-02-10T03:35:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,6.8823915900131425,48.774509803921575,1610612747,26,29,2026-02-10T03:35:25Z,1350000,False,6.0,12.0,1,left,MISS J. Hayes Layup,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,1.36,Missed,,,,,,,,,,,,,,,
136,PT00M48.90S,2026-02-10T03:35:24.9Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,26,29,2026-02-10T03:44:45Z,1360000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT00M33.90S,2026-02-10T03:35:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,94.79303547963207,46.32352941176471,1610612760,26,31,2026-02-10T03:35:45Z,1370000,False,-18.0,-4.0,1,right,A. Caruso driving Layup (4 PTS),[1627936],1610612760.0,OKC,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,1.87,Made,,,,,4.0,,,,,,,,,,
139,PT00M16.60S,2026-02-10T03:36:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629020,7.013797634691201,4.901960784313729,1610612747,26,31,2026-02-10T03:36:21Z,1390000,False,225.0,13.0,1,left,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,,,,22.59,Missed,,,,,,,,,,,,,,,
140,PT00M15.80S,2026-02-10T03:36:14.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,26,31,2026-02-10T03:44:54Z,1400000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Right Corner 3,24+ Right,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,
141,PT00M13.40S,2026-02-10T03:36:20.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,5.590000152587891,50.0,1610612747,28,31,2026-02-10T03:45:51Z,1410000,False,0.0,0.0,1,left,J. Hayes tip Layup (4 PTS),[1629637],1610612747.0,LAL,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,4.0,,,,,,,,,,
142,PT00M05.70S,2026-02-10T03:36:29.8Z,1,REGULAR,turnover,backcourt,[],1630598,,,1610612760,28,31,2026-02-10T03:36:36Z,1420000,False,,,0,,A. Wiggins backcourt TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,200833.0,,,,
143,PT00M00.20S,2026-02-10T03:36:53.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630559,6.8823915900131425,50.49019607843137,1610612747,30,31,2026-02-10T03:36:57Z,1430000,False,-2.0,12.0,1,left,A. Reaves driving DUNK (9 PTS) (J. Hayes 1 AST),"[1630559, 1629637]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,1.25,Made,,,,,9.0,J. Hayes,1629637.0,1.0,,,,,,,
147,PT00M00.00S,2026-02-10T03:37:06.1Z,1,REGULAR,period,end,[],0,,,1610612760,30,31,2026-02-10T03:37:06Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612760,30,31,2026-02-10T03:40:56Z,1480000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,out,['startperiod'],1630559,,,1610612760,30,31,2026-02-10T03:40:56Z,1490000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,30,31,2026-02-10T03:40:56Z,1500000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,30,31,2026-02-10T03:40:56Z,1510000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,30,31,2026-02-10T03:40:56Z,1520000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,in,['startperiod'],1628467,,,1610612760,30,31,2026-02-10T03:40:56Z,1530000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612760,30,31,2026-02-10T03:40:56Z,1540000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612760,30,31,2026-02-10T03:40:56Z,1550000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,30,31,2026-02-10T03:40:56Z,1560000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-02-10T03:40:32.1Z,2,REGULAR,substitution,in,['startperiod'],1642272,,,1610612760,30,31,2026-02-10T03:40:56Z,1570000,False,,,0,,SUB in: J. McCain,[1642272],1610612760.0,OKC,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-02-10T03:40:47.8Z,2,REGULAR,period,start,[],0,,,1610612760,30,31,2026-02-10T03:40:56Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M44.00S,2026-02-10T03:41:02.4Z,2,REGULAR,2pt,Jump Shot,[],1642272,85.06898817345598,32.1078431372549,1610612760,30,33,2026-02-10T03:41:07Z,1590000,False,-89.0,88.0,1,right,J. McCain 12' step back Jump Shot (2 PTS) (I. Hartenstein 2 AST),"[1642272, 1628392]",1610612760.0,OKC,step back,,,McCain,J. McCain,,,,,Mid-Range,8-16 Left,,,,12.54,Made,,,,,2.0,I. Hartenstein,1628392.0,2.0,,,,,,,
161,PT11M18.00S,2026-02-10T03:41:28.8Z,2,REGULAR,2pt,Jump Shot,[],2544,11.613009198423129,81.61764705882354,1610612747,32,33,2026-02-10T03:41:35Z,1610000,False,-158.0,57.0,1,left,L. James 16' fadeaway Jump Shot (4 PTS),[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Left,,,,16.8,Made,,,,,4.0,,,,,,,,,,
162,PT11M06.00S,2026-02-10T03:41:40.4Z,2,REGULAR,3pt,Jump Shot,[],1642272,65.09526938239159,48.0392156862745,1610612760,32,36,2026-02-10T03:41:46Z,1620000,False,-10.0,276.0,1,right,J. McCain 27' 3PT  (5 PTS) (I. Hartenstein 3 AST),"[1642272, 1628392]",1610612760.0,OKC,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Center,,,,27.58,Made,,,,,5.0,I. Hartenstein,1628392.0,3.0,,,,,,,
164,PT10M44.00S,2026-02-10T03:42:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.13863337713535,52.69607843137255,1610612747,34,36,2026-02-10T03:42:10Z,1640000,False,-13.0,62.0,1,left,M. Smart 6' pullup Jump Shot (5 PTS),[203935],1610612747.0,LAL,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,6.31,Made,,,,,5.0,,,,,,,,,,
165,PT10M44.00S,2026-02-10T03:42:09.4Z,2,REGULAR,foul,personal,['1freethrow'],1642272,,,1610612747,34,36,2026-02-10T03:42:14Z,1650000,False,,,0,,J. McCain shooting personal FOUL (1 PF) (Smart 1 FT),"[1642272, 203935]",1610612760.0,OKC,shooting,,,McCain,J. McCain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Smart,203935.0
167,PT10M44.00S,2026-02-10T03:42:34.5Z,2,REGULAR,freethrow,1 of 1,[],203935,,,1610612747,34,36,2026-02-10T03:42:37Z,1670000,False,,,0,,MISS M. Smart Free Throw 1 of 1,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
168,PT10M43.00S,2026-02-10T03:42:35.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,34,36,2026-02-10T03:42:37Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,
170,PT10M28.00S,2026-02-10T03:42:58.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,81.91524310118265,47.30392156862745,1610612760,34,36,2026-02-10T03:43:04Z,1700000,False,-13.0,117.0,1,right,MISS C. Holmgren 11' turnaround Shot,[1631096],1610612760.0,OKC,turnaround,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,11.83,Missed,,,,,,,,,,,,,,,
171,PT10M25.00S,2026-02-10T03:43:01.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,34,36,2026-02-10T03:43:04Z,1710000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,,,
172,PT10M12.00S,2026-02-10T03:43:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.4881734559789805,48.774509803921575,1610612747,36,36,2026-02-10T03:43:18Z,1720000,False,6.0,8.0,1,left,J. Vanderbilt reverse Layup (2 PTS) (L. James 3 AST),"[1629020, 2544]",1610612747.0,LAL,reverse,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,1.05,Made,,,,,2.0,L. James,2544.0,3.0,,,,,,,
174,PT10M02.00S,2026-02-10T03:43:26.1Z,2,REGULAR,foul,personal,[],1628379,,,1610612760,36,36,2026-02-10T03:43:31Z,1740000,False,,,0,,L. Kennard personal FOUL (2 PF),"[1628379, 1631096]",1610612747.0,LAL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Holmgren,1631096.0
176,PT09M53.00S,2026-02-10T03:43:54.1Z,2,REGULAR,3pt,Jump Shot,[],1627936,73.76806833114324,19.607843137254903,1610612760,36,36,2026-02-10T03:43:59Z,1760000,False,-152.0,194.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,24.65,Missed,,,,,,,,,,,,,,,
177,PT09M52.00S,2026-02-10T03:43:58.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612760,36,36,2026-02-10T03:43:58Z,1770000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,176.0,4.0,0.0,4.0,,,,,,,,,,,
