actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-06T02:11:36.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-06T02:11:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-06T02:11:39.2Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2025-02-06T02:11:39Z,40000,False,,,0,,Jump Ball Q. Post vs. W. Kessler: Tip to D. Green,"[203110, 1642366, 1631117]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Post,1642366.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-02-06T02:11:49.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,86.81011826544021,95.83333333333334,1610612744,0,0,2025-02-06T02:11:54Z,70000,False,229.0,71.0,1,right,MISS B. Hield 24' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,24.01,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-02-06T02:11:52.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,0,2025-02-06T02:11:54Z,80000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-02-06T02:12:13.9Z,1,REGULAR,3pt,Jump Shot,[],1642268,32.013797634691194,39.46078431372549,1610612762,0,0,2025-02-06T02:12:19Z,90000,False,53.0,248.0,1,left,MISS I. Collier 25' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2025-02-06T02:12:15.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,0,0,2025-02-06T02:12:19Z,100000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11,PT11M12.00S,2025-02-06T02:12:24.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,25.706307490144546,8.088235294117647,1610612762,3,0,2025-02-06T02:12:28Z,110000,False,210.0,189.0,1,left,J. Clarkson 28' 3PT pullup (3 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,28.23,Made,,,,,3.0,,,,,,,,,,,,,
12,PT10M56.00S,2025-02-06T02:12:40.6Z,1,REGULAR,2pt,Jump Shot,[],201939,88.25558475689881,68.38235294117648,1610612744,3,0,2025-02-06T02:12:49Z,120000,False,92.0,58.0,1,right,MISS S. Curry 10' driving floating bank Shot,[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,10.86,Missed,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2025-02-06T02:12:43.6Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,3,0,2025-02-06T02:12:49Z,130000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M49.00S,2025-02-06T02:12:47.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,12.565703022339028,1.715686274509804,1610612762,6,0,2025-02-06T02:12:55Z,140000,False,241.0,66.0,1,left,J. Clarkson 25' 3PT running (6 PTS) (I. Collier 1 AST),"[203903, 1642268]",1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,25.02,Made,,,,,6.0,I. Collier,1642268.0,1.0,,,,,,,,,,
16,PT10M34.00S,2025-02-06T02:13:00.7Z,1,REGULAR,3pt,Jump Shot,[],203110,92.9862023653088,94.6078431372549,1610612744,6,0,2025-02-06T02:13:05Z,160000,False,223.0,13.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,22.34,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2025-02-06T02:13:02.7Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,6,0,2025-02-06T02:13:05Z,170000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M28.00S,2025-02-06T02:13:07.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,31.882391590013142,34.55882352941176,1610612762,6,0,2025-02-06T02:13:43Z,180000,False,77.0,247.0,1,left,MISS J. Clarkson 25' running 3PT,[203903],1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
19,PT10M25.00S,2025-02-06T02:13:10.8Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,6,0,2025-02-06T02:13:16Z,190000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M18.00S,2025-02-06T02:13:18.3Z,1,REGULAR,3pt,Jump Shot,[],201939,64.20827858081472,52.69607843137255,1610612744,6,0,2025-02-06T02:13:57Z,200000,False,13.0,284.0,1,right,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,28.42,Missed,,,,,,,,,,,,,,,,,,
