actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-03T00:11:36.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-03T00:11:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-03T00:11:38.3Z,1,REGULAR,jumpball,recovered,[],1641764,,,1610612744,0,0,2024-11-03T00:11:38Z,40000,False,,,0,,Jump Ball T. Jackson-Davis vs. A. Sengun: Tip to B. Podziemski,"[1641764, 1631218, 1630578]",1610612744.0,GSW,startperiod,B. Podziemski,1641764.0,Podziemski,B. Podziemski,Jackson-Davis,1631218.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-03T00:11:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,93.24901445466492,96.32352941176471,1610612744,0,3,2024-11-03T00:11:55Z,70000,False,232.0,11.0,1,right,M. Moody 3PT  (3 PTS) (D. Green 1 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.19,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-11-03T00:12:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,26.62614980289093,20.098039215686274,1610612745,0,3,2024-11-03T00:12:19Z,90000,False,150.0,198.0,1,left,MISS J. Green 24' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-11-03T00:12:15.1Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,0,3,2024-11-03T00:12:19Z,100000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M18.00S,2024-11-03T00:12:17.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,27.151773981603156,85.7843137254902,1610612745,0,3,2024-11-03T00:12:24Z,110000,False,-179.0,203.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2024-11-03T00:12:17.7Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,3,2024-11-03T00:12:24Z,120000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M03.00S,2024-11-03T00:12:33.1Z,1,REGULAR,3pt,Jump Shot,[],203952,76.16622864651774,5.637254901960785,1610612744,0,6,2024-11-03T00:12:38Z,130000,False,-222.0,172.0,1,right,A. Wiggins 28' 3PT  (3 PTS) (T. Jackson-Davis 1 AST),"[203952, 1631218]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,28.04,Made,3.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
15,PT10M46.00S,2024-11-03T00:12:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,5.338370565045992,48.77450980392157,1610612745,2,6,2024-11-03T00:12:55Z,150000,False,6.0,-2.0,1,left,J. Smith Jr. driving Layup (2 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
17,PT10M37.00S,2024-11-03T00:12:58.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,67.23061760840999,45.34313725490196,1610612744,2,6,2024-11-03T00:14:04Z,170000,False,-23.0,256.0,1,right,MISS B. Podziemski 25' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,25.66,Missed,,,,,,,,,,,,,,,,,,
18,PT10M34.00S,2024-11-03T00:13:01.1Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,6,2024-11-03T00:13:02Z,180000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M22.00S,2024-11-03T00:13:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,16.90210249671485,41.17647058823529,1610612745,4,6,2024-11-03T00:13:22Z,190000,False,44.0,106.0,1,left,A. Sengun 11' turnaround Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1630578, 1627832]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.52,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
21,PT09M57.00S,2024-11-03T00:13:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,91.01511169513797,42.8921568627451,1610612744,4,8,2024-11-03T00:33:26Z,210000,False,-36.0,32.0,1,right,T. Jackson-Davis driving Layup (2 PTS),[1631218],1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M43.00S,2024-11-03T00:13:52.3Z,1,REGULAR,2pt,Jump Shot,[],1631095,25.443495400788436,56.372549019607845,1610612745,4,8,2024-11-03T00:13:58Z,230000,False,-32.0,187.0,1,left,MISS J. Smith Jr. 18' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,18.94,Missed,,,,,,,,,,,,,,,,,,
24,PT09M40.00S,2024-11-03T00:13:55.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,8,2024-11-03T00:13:58Z,240000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M30.00S,2024-11-03T00:14:05.4Z,1,REGULAR,3pt,Jump Shot,[],203110,70.64717477003943,22.30392156862745,1610612744,4,8,2024-11-03T00:14:14Z,250000,False,-138.0,223.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2024-11-03T00:14:07.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,8,2024-11-03T00:14:14Z,260000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M23.00S,2024-11-03T00:14:15.0Z,1,REGULAR,foul,personal,[],1641764,,,1610612745,4,8,2024-11-03T00:14:23Z,270000,False,,,0,,B. Podziemski personal FOUL (1 PF),"[1641764, 1627832]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200832.0,1.0,0.0,VanVleet,1627832.0,,,,,
29,PT09M13.00S,2024-11-03T00:14:45.4Z,1,REGULAR,3pt,Jump Shot,[],1630578,29.911300919842315,28.921568627450984,1610612745,4,8,2024-11-03T00:14:50Z,290000,False,105.0,229.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
30,PT09M10.00S,2024-11-03T00:14:48.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,8,2024-11-03T00:14:50Z,300000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M03.00S,2024-11-03T00:14:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,94.43166885676742,4.411764705882353,1610612744,4,11,2024-11-03T00:15:00Z,310000,False,-228.0,0.0,1,right,M. Moody 3PT  (6 PTS) (B. Podziemski 1 AST),"[1630541, 1641764]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.79,Made,6.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
33,PT08M47.00S,2024-11-03T00:15:12.2Z,1,REGULAR,3pt,Jump Shot,[],1631095,5.863994743758213,5.147058823529411,1610612745,4,11,2024-11-03T00:15:17Z,330000,False,224.0,3.0,1,left,MISS J. Smith Jr. 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
34,PT08M44.00S,2024-11-03T00:15:15.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,11,2024-11-03T00:15:17Z,340000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,
35,PT08M37.00S,2024-11-03T00:15:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,83.39356110381078,37.254901960784316,1610612744,4,13,2024-11-03T00:15:29Z,350000,False,-64.0,104.0,1,right,A. Wiggins 12' fadeaway Jump Shot (5 PTS),[203952],1610612744.0,GSW,fadeaway,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,12.16,Made,5.0,,,,,,,,,,,,,,,,,
36,PT08M36.00S,2024-11-03T00:15:26.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,4,13,2024-11-03T00:15:26Z,360000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M12.00S,2024-11-03T00:18:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.915243101182654,54.166666666666664,1610612745,6,13,2024-11-03T00:18:47Z,370000,False,-21.0,13.0,1,left,A. Sengun cutting Layup (4 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.43,Made,4.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
39,PT07M54.00S,2024-11-03T00:19:00.2Z,1,REGULAR,3pt,Jump Shot,[],203952,66.70499342969777,56.127450980392155,1610612744,6,16,2024-11-03T00:19:48Z,390000,False,31.0,260.0,1,right,A. Wiggins 26' 3PT pullup (8 PTS) (T. Jackson-Davis 2 AST),"[203952, 1631218]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.23,Made,8.0,T. Jackson-Davis,1631218.0,2.0,,,,,,,,,,,,,,
41,PT07M42.00S,2024-11-03T00:19:15.2Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612745,6,16,2024-11-03T00:19:23Z,410000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Green 2 FT),"[203110, 1630224]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1630886.0,1.0,0.0,Green,1630224.0,,,,,
