actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-22T01:36:29.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-22T01:36:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-22T01:36:31.0Z,1,REGULAR,jumpball,recovered,[],203937,,,1610612744,0,0,2024-12-22T01:36:31Z,40000,False,,,0,,Jump Ball T. Jackson-Davis vs. R. Gobert: Tip to K. Anderson,"[203937, 1631218, 203497]",1610612744.0,GSW,startperiod,K. Anderson,203937.0,Anderson,K. Anderson,Jackson-Davis,1631218.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-12-22T01:36:42.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631218,8.886333771353483,52.94117647058824,1610612744,0,2,2024-12-22T01:37:01Z,70000,False,-15.0,31.0,1,left,T. Jackson-Davis driving Hook (2 PTS) (A. Wiggins 1 AST),"[1631218, 203952]",1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2024-12-22T01:37:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,77.34888304862024,13.23529411764706,1610612750,0,2,2024-12-22T01:37:06Z,90000,False,-184.0,160.0,1,right,MISS J. McDaniels 24' step back 3PT,[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,24.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2024-12-22T01:37:02.5Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,2,2024-12-22T01:37:06Z,100000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M15.00S,2024-12-22T01:37:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.040078843626807,46.568627450980394,1610612744,0,2,2024-12-22T01:38:05Z,110000,False,17.0,61.0,1,left,MISS K. Anderson 6' driving floating Shot,[203937],1610612744.0,GSW,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2024-12-22T01:37:16.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,2,2024-12-22T01:37:19Z,120000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M58.00S,2024-12-22T01:37:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,88.64980289093299,55.63725490196079,1610612750,0,2,2024-12-22T01:37:36Z,130000,False,28.0,54.0,1,right,MISS J. Randle 6' pullup Shot,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2024-12-22T01:37:33.5Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,2,2024-12-22T01:37:36Z,140000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M37.00S,2024-12-22T01:37:51.5Z,1,REGULAR,3pt,Jump Shot,[],203952,33.065045992115635,44.85294117647059,1610612744,0,2,2024-12-22T01:37:57Z,150000,False,26.0,258.0,1,left,MISS A. Wiggins 25' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2024-12-22T01:37:54.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,2,2024-12-22T01:37:57Z,160000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M24.00S,2024-12-22T01:38:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,68.80749014454665,33.82352941176471,1610612750,0,2,2024-12-22T01:38:08Z,170000,False,-81.0,241.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2024-12-22T01:38:07.5Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,2,2024-12-22T01:38:08Z,180000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:3),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,3.0,3.0,0.0,,,,,,,,,,
19,PT10M07.00S,2024-12-22T01:38:21.1Z,1,REGULAR,2pt,Jump Shot,[],203471,7.046649145860711,18.137254901960784,1610612744,0,4,2024-12-22T01:39:40Z,190000,False,159.0,14.0,1,left,D. Schröder 15' Jump Shot (2 PTS) (T. Jackson-Davis 1 AST),"[203471, 1631218]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,15.99,Made,2.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
21,PT09M53.00S,2024-12-22T01:38:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,73.53810775295663,80.63725490196079,1610612750,0,4,2024-12-22T01:38:42Z,210000,False,153.0,196.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
22,PT09M51.00S,2024-12-22T01:38:36.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,0,4,2024-12-22T01:38:42Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,,,,,,,,,,,,,
24,PT09M37.00S,2024-12-22T01:38:58.6Z,1,REGULAR,3pt,Jump Shot,[],201939,27.020367936925098,16.911764705882355,1610612744,0,4,2024-12-22T01:39:02Z,240000,False,165.0,201.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
25,PT09M34.00S,2024-12-22T01:39:01.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,4,2024-12-22T01:39:02Z,250000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,
26,PT09M26.00S,2024-12-22T01:39:10.3Z,1,REGULAR,3pt,Jump Shot,[],201144,82.60512483574244,6.862745098039216,1610612750,0,4,2024-12-22T01:39:15Z,260000,False,-216.0,111.0,1,right,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.26,Missed,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2024-12-22T01:39:13.3Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,4,2024-12-22T01:39:15Z,270000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,26.0,4.0,4.0,0.0,,,,,,,,,,
28,PT09M16.00S,2024-12-22T01:39:20.4Z,1,REGULAR,3pt,Jump Shot,[],203471,30.962549277266753,61.274509803921575,1610612744,0,4,2024-12-22T01:41:01Z,280000,False,-56.0,239.0,1,left,MISS D. Schröder 24' step back 3PT,[203471],1610612744.0,GSW,step back,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,24.51,Missed,,,,,,,,,,,,,,,,,,
