actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-21T02:11:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-21T02:11:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-21T02:11:55.0Z,1,REGULAR,jumpball,recovered,[],1641764,,,1610612744,0,0,2025-03-21T02:11:55Z,40000,False,,,0,,Jump Ball D. Green vs. J. Poeltl: Tip to B. Podziemski,"[1641764, 203110, 1627751]",1610612744.0,GSW,startperiod,B. Podziemski,1641764.0,Podziemski,B. Podziemski,Green,203110.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-03-21T02:12:11.5Z,1,REGULAR,3pt,Jump Shot,[],203110,22.683968462549277,88.72549019607843,1610612744,3,0,2025-03-21T02:12:15Z,70000,False,-194.0,161.0,1,left,D. Green 25' 3PT  (3 PTS) (J. Butler III 1 AST),"[203110, 202710]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.16,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-03-21T02:12:29.6Z,1,REGULAR,3pt,Jump Shot,[],1630193,67.49342969776609,72.30392156862744,1610612761,3,0,2025-03-21T02:12:34Z,90000,False,112.0,253.0,1,right,MISS I. Quickley 27' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,27.66,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-03-21T02:12:31.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,0,2025-03-21T02:12:34Z,100000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M09.00S,2025-03-21T02:12:45.8Z,1,REGULAR,turnover,out-of-bounds,[],1630541,,,1610612744,3,0,2025-03-21T02:12:53Z,110000,False,,,0,,M. Moody step out-of-bounds TURNOVER (1 TO),[1630541],1610612744.0,GSW,step,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,,,,,,,,,200833.0,1.0,,,,,,,,
12,PT11M00.00S,2025-03-21T02:13:00.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,73.80091984231275,13.23529411764706,1610612761,3,0,2025-03-21T02:13:24Z,120000,False,-184.0,194.0,1,right,MISS S. Barnes 26' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2025-03-21T02:13:03.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,3,0,2025-03-21T02:13:05Z,130000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,
16,PT10M50.00S,2025-03-21T02:13:48.7Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612744,3,0,2025-03-21T02:14:25Z,160000,False,,,0,,J. Butler III bad pass TURNOVER (1 TO),"[202710, 1630193]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,
17,PT10M50.00S,2025-03-21T02:13:48.7Z,1,REGULAR,steal,,[],1630193,,,1610612761,3,0,2025-03-21T02:13:50Z,170000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2025-03-21T02:13:51.1Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612761,3,0,2025-03-21T02:14:21Z,180000,False,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612761.0,TOR,bad pass,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2004.0,1.0,,,,,,,,
19,PT10M42.00S,2025-03-21T02:13:58.7Z,1,REGULAR,foul,personal,[],1627751,,,1610612744,3,0,2025-03-21T02:14:21Z,190000,False,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 203110]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200833.0,,,,1.0,0.0,Green,203110.0,,
