actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
91,PT05M25.00S,2025-02-07T03:23:43.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629020,5.590000152587891,50.0,1610612747,22,11,2025-02-07T03:24:22Z,910000,False,0.0,0.0,1,left,J. Vanderbilt tip DUNK (2 PTS),[1629020],1610612747.0,LAL,tip,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,2.0,,,,,,,,,,,
92,PT05M06.00S,2025-02-07T03:23:56.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,69.30026281208936,30.882352941176478,1610612744,22,14,2025-02-07T03:24:00Z,920000,False,-96.0,236.0,1,right,B. Hield 25' 3PT  (6 PTS) (G. Payton II 1 AST),"[1627741, 1627780]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,25.47,Made,,,,6.0,,,,,,G. Payton II,1627780.0,1.0,,,
94,PT04M48.00S,2025-02-07T03:24:15.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,7.539421813403408,96.56862745098039,1610612747,25,14,2025-02-07T03:24:19Z,940000,False,-233.0,18.0,1,left,G. Vincent 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[1629216, 1629020]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,23.35,Made,,,,3.0,,,,,,J. Vanderbilt,1629020.0,1.0,,,
96,PT04M39.00S,2025-02-07T03:24:27.5Z,1,REGULAR,3pt,Jump Shot,[],1627780,78.23587385019711,8.333333333333343,1610612744,25,14,2025-02-07T03:26:58Z,960000,False,-208.0,152.0,1,right,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
97,PT04M36.00S,2025-02-07T03:24:30.5Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,25,14,2025-02-07T03:26:58Z,970000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,96.0,,,,,,,,,,2.0,1.0,1.0
98,PT04M27.00S,2025-02-07T03:24:35.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,33.820630749014455,75.73529411764706,1610612747,28,14,2025-02-07T03:27:44Z,980000,False,-129.0,265.0,1,left,G. Vincent 29' 3PT  (6 PTS) (D. Finney-Smith 2 AST),"[1629216, 1627827]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,29.5,Made,,,,6.0,,,,,,D. Finney-Smith,1627827.0,2.0,,,
100,PT04M11.00S,2025-02-07T03:24:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,86.64586070959264,46.32352941176471,1610612744,28,14,2025-02-07T03:28:06Z,1000000,False,-18.0,73.0,1,right,MISS B. Hield 7' driving floating Shot,[1627741],1610612744.0,GSW,driving floating,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,7.53,Missed,,,,,,,,,,,,,,,
101,PT04M10.00S,2025-02-07T03:24:52.2Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,28,14,2025-02-07T03:24:54Z,1010000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,100.0,,,,,,,,,,1.0,0.0,1.0
102,PT04M10.00S,2025-02-07T03:24:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,92.42772667542707,48.0392156862745,1610612744,28,16,2025-02-07T03:24:57Z,1020000,False,-10.0,19.0,1,right,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,2.11,Made,,,,2.0,,,,,,,,,,,
104,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612747,28,16,2025-02-07T03:25:33Z,1040000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,28,16,2025-02-07T03:25:33Z,1050000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,out,[],1627741,,,1610612747,28,16,2025-02-07T03:25:33Z,1060000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,out,[],203110,,,1610612747,28,16,2025-02-07T03:25:33Z,1070000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,in,[],1631132,,,1610612747,28,16,2025-02-07T03:25:33Z,1080000,False,,,0,,SUB in: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,in,[],1629003,,,1610612747,28,16,2025-02-07T03:25:33Z,1090000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,in,[],1630541,,,1610612747,28,16,2025-02-07T03:25:33Z,1100000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2025-02-07T03:25:18.3Z,1,REGULAR,substitution,in,[],1630311,,,1610612747,28,16,2025-02-07T03:25:33Z,1110000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2025-02-07T03:25:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,17.65768725361366,50.49019607843137,1610612747,28,16,2025-02-07T03:29:43Z,1120000,False,-2.0,113.0,1,left,MISS A. Reaves 11' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,11.35,Missed,,,,,,,,,,,,,,,
113,PT03M42.00S,2025-02-07T03:25:48.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,28,16,2025-02-07T03:29:43Z,1130000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,112.0,,,,,,,,,,2.0,1.0,1.0
114,PT03M32.00S,2025-02-07T03:25:56.9Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,28,16,2025-02-07T03:26:00Z,1140000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1629020]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,8-16 Right,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2025-02-07T03:25:56.9Z,1,REGULAR,steal,,[],1629020,,,1610612747,28,16,2025-02-07T03:25:58Z,1150000,False,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
116,PT03M27.00S,2025-02-07T03:26:02.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629003,9.247700394218143,56.86274509803921,1610612747,28,16,2025-02-07T03:31:13Z,1160000,False,-34.0,34.0,1,left,MISS S. Milton running Layup,[1629003],1610612747.0,LAL,running,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.86,Missed,,,,,,,,,,,,,,,
117,PT03M26.00S,2025-02-07T03:26:03.7Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,28,16,2025-02-07T03:31:13Z,1170000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,116.0,,,,,,,,,,3.0,1.0,2.0
118,PT03M26.00S,2025-02-07T03:26:06.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629020,5.590000152587891,50.0,1610612747,30,16,2025-02-07T03:31:20Z,1180000,False,0.0,0.0,1,left,J. Vanderbilt tip Layup (4 PTS),[1629020],1610612747.0,LAL,tip,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,4.0,,,,,,,,,,,
119,PT03M08.00S,2025-02-07T03:26:23.7Z,1,REGULAR,turnover,lost ball,[],1630541,,,1610612744,30,16,2025-02-07T03:32:48Z,1190000,False,,,0,,M. Moody lost ball TURNOVER (1 TO),"[1630541, 1630559]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,1.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
137,PT03M08.00S,2025-02-07T03:26:23.7Z,1,REGULAR,steal,,[],1630559,,,1610612747,30,16,2025-02-07T03:27:58Z,1200000,False,,,0,,A. Reaves STEAL (3 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2025-02-07T03:26:29.3Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612747,30,16,2025-02-07T03:29:35Z,1210000,False,,,0,,J. Vanderbilt step out-of-bounds TURNOVER (1 TO),[1629020],1610612747.0,LAL,step,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,,,,,
122,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,out,[],1630559,,,1610612744,30,16,2025-02-07T03:26:49Z,1220000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,30,16,2025-02-07T03:26:49Z,1240000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,in,[],2544,,,1610612744,30,16,2025-02-07T03:26:49Z,1250000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,30,16,2025-02-07T03:26:49Z,1260000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,in,[],1642366,,,1610612744,30,16,2025-02-07T03:26:49Z,1270000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M06.00S,2025-02-07T03:26:34.0Z,1,REGULAR,substitution,out,[],201939,,,1610612744,30,16,2025-02-07T03:26:59Z,1280000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M57.00S,2025-02-07T03:27:11.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641764,93.08475689881735,56.127450980392155,1610612744,30,16,2025-02-07T03:34:50Z,1290000,False,31.0,13.0,1,right,MISS B. Podziemski driving floating bank Shot,[1641764],1610612744.0,GSW,driving floating bank,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,3.31,Missed,,,,,,,,,,,,,,,
130,PT02M57.00S,2025-02-07T03:27:11.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,30,16,2025-02-07T03:28:37Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,129.0,,,,,,,,,,,,
131,PT02M57.00S,2025-02-07T03:27:22.6Z,1,REGULAR,foul,personal,[],1631132,,,1610612744,30,16,2025-02-07T03:27:31Z,1310000,False,,,0,,C. Koloko loose ball personal FOUL (1 PF),"[1631132, 1642366]",1610612747.0,LAL,loose ball,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Post,1642366.0,,,,,,
133,PT02M57.00S,2025-02-07T03:27:35.5Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,30,16,2025-02-07T03:27:41Z,1330000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M57.00S,2025-02-07T03:27:35.5Z,1,REGULAR,substitution,in,[],1642050,,,1610612744,30,16,2025-02-07T03:27:41Z,1340000,False,,,0,,SUB in: J. Rowe,[1642050],1610612744.0,GSW,,,,Rowe,J. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M52.00S,2025-02-07T03:27:48.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642366,71.00854139290408,24.509803921568633,1610612744,30,16,2025-02-07T03:35:36Z,1350000,False,-127.0,220.0,1,right,MISS Q. Post 25' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,,25.43,Missed,,,,,,,,,,,,,,,
136,PT02M49.00S,2025-02-07T03:27:51.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,30,16,2025-02-07T03:35:36Z,1360000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,135.0,,,,,,,,,,4.0,2.0,2.0
138,PT02M32.00S,2025-02-07T03:28:04.6Z,1,REGULAR,2pt,Jump Shot,[],2544,15.423784494086718,67.40196078431373,1610612747,30,16,2025-02-07T03:28:12Z,1370000,False,-87.0,92.0,1,left,MISS L. James 12' step back Shot,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,12.7,Missed,,,,,,,,,,,,,,,
139,PT02M32.00S,2025-02-07T03:28:04.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,30,16,2025-02-07T03:28:12Z,1380000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,138.0,,,,,,,,,,2.0,2.0,0.0
140,PT02M28.00S,2025-02-07T03:28:14.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,70.48291721419186,73.2843137254902,1610612744,30,16,2025-02-07T03:36:44Z,1390000,False,116.0,225.0,1,right,MISS M. Moody 25' running 3PT,[1630541],1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,25.33,Missed,,,,,,,,,,,,,,,
141,PT02M25.00S,2025-02-07T03:28:17.2Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612747,30,16,2025-02-07T03:39:58Z,1400000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,,140.0,,,,,,,,,,1.0,1.0,0.0
142,PT02M16.00S,2025-02-07T03:28:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629216,25.936268068331145,89.70588235294117,1610612747,30,16,2025-02-07T03:28:28Z,1410000,False,-199.0,191.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,27.57,Missed,,,,,,,,,,,,,,,
143,PT02M11.00S,2025-02-07T03:28:24.7Z,1,REGULAR,rebound,defensive,[],1642050,,,1610612744,30,16,2025-02-07T03:28:28Z,1420000,False,,,0,,J. Rowe REBOUND (Off:0 Def:1),[1642050],1610612744.0,GSW,,,,Rowe,J. Rowe,,,,,Above the Break 3,24+ Left Center,,,,,,,,142.0,,,,,,,,,,1.0,1.0,0.0
144,PT02M04.00S,2025-02-07T03:28:34.7Z,1,REGULAR,foul,personal,[],1629020,,,1610612744,30,16,2025-02-07T03:28:42Z,1430000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1641764]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101284.0,1.0,0.0,Podziemski,1641764.0,,,,,,
146,PT01M51.00S,2025-02-07T03:29:07.4Z,1,REGULAR,2pt,Jump Shot,[],1641764,95.97568988173455,22.549019607843135,1610612744,30,18,2025-02-07T03:29:15Z,1450000,False,-137.0,-15.0,1,right,B. Podziemski 13' pullup Jump Shot (2 PTS) (Q. Post 2 AST),"[1641764, 1642366]",1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,13.81,Made,,,,2.0,,,,,,Q. Post,1642366.0,2.0,,,
148,PT01M38.00S,2025-02-07T03:29:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,8.459264126149804,52.205882352941174,1610612747,32,18,2025-02-07T03:38:18Z,1470000,False,-11.0,27.0,1,left,C. Koloko DUNK (2 PTS) (J. Vanderbilt 2 AST),"[1631132, 1629020]",1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,2.92,Made,,,,2.0,,,,,,J. Vanderbilt,1629020.0,2.0,,,
150,PT01M16.00S,2025-02-07T03:29:42.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,69.03745072273324,29.411764705882348,1610612744,32,21,2025-02-07T03:29:46Z,1490000,False,-103.0,239.0,1,right,Q. Post 25' 3PT  (6 PTS) (M. Moody 1 AST),"[1642366, 1630541]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,,25.98,Made,,,,6.0,,,,,,M. Moody,1630541.0,1.0,,,
153,PT00M57.20S,2025-02-07T03:30:12.1Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,32,21,2025-02-07T03:30:15Z,1520000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M57.20S,2025-02-07T03:30:12.1Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,32,21,2025-02-07T03:30:15Z,1530000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M49.60S,2025-02-07T03:30:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,29.878449408672807,25.490196078431367,1610612747,32,21,2025-02-07T03:30:35Z,1540000,False,123.0,228.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,25.92,Missed,,,,,,,,,,,,,,,
156,PT00M46.80S,2025-02-07T03:30:32.9Z,1,REGULAR,rebound,defensive,[],1630311,,,1610612744,32,21,2025-02-07T03:30:32Z,1550000,False,,,0,,P. Spencer REBOUND (Off:0 Def:1),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,155.0,,,,,,,,,,1.0,1.0,0.0
157,PT00M30.00S,2025-02-07T03:30:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,89.53679369250986,45.58823529411765,1610612744,32,21,2025-02-07T03:41:25Z,1560000,False,-22.0,46.0,1,right,MISS B. Podziemski driving floating Shot - blocked,"[1641764, 1629003]",1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,5.09,Missed,Milton,1629003.0,,,,,,,,,,,,,
158,PT00M30.00S,2025-02-07T03:30:49.7Z,1,REGULAR,block,,[],1629003,,,1610612744,32,21,2025-02-07T03:30:52Z,1570000,False,,,0,,S. Milton BLOCK (1 BLK),[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M27.40S,2025-02-07T03:30:52.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612747,32,21,2025-02-07T03:30:53Z,1580000,False,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,157.0,,,,,,,,,,2.0,2.0,0.0
160,PT00M18.90S,2025-02-07T03:31:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,8.459264126149804,48.28431372549019,1610612747,34,21,2025-02-07T03:31:05Z,1590000,False,9.0,27.0,1,left,C. Koloko reverse Layup (4 PTS) (G. Vincent 1 AST),"[1631132, 1629216]",1610612747.0,LAL,reverse,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,2.83,Made,,,,4.0,,,,,,G. Vincent,1629216.0,1.0,,,
162,PT00M02.10S,2025-02-07T03:31:25.4Z,1,REGULAR,turnover,traveling,[],1641764,,,1610612744,34,21,2025-02-07T03:31:30Z,1610000,False,,,0,,B. Podziemski traveling TURNOVER (1 TO),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,101284.0,,,,,,,,,,
163,PT00M02.10S,2025-02-07T03:31:35.2Z,1,REGULAR,substitution,out,[],1642366,,,1610612747,34,21,2025-02-07T03:31:56Z,1620000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M02.10S,2025-02-07T03:31:35.2Z,1,REGULAR,substitution,out,[],1630311,,,1610612747,34,21,2025-02-07T03:31:56Z,1630000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M02.10S,2025-02-07T03:31:35.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612747,34,21,2025-02-07T03:31:56Z,1640000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M02.10S,2025-02-07T03:31:35.2Z,1,REGULAR,substitution,in,[],203110,,,1610612747,34,21,2025-02-07T03:31:56Z,1650000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M01.80S,2025-02-07T03:32:02.7Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,34,21,2025-02-07T03:33:29Z,1652500,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1642050]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,2.0,Rowe,1642050.0,,,,,,,,,,,,,,,,,
168,PT00M01.80S,2025-02-07T03:32:02.7Z,1,REGULAR,steal,,[],1642050,,,1610612744,34,21,2025-02-07T03:32:06Z,1653750,False,,,0,,J. Rowe STEAL (1 STL),[1642050],1610612744.0,GSW,,,,Rowe,J. Rowe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
169,PT00M00.30S,2025-02-07T03:32:08.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642050,62.20433639947437,77.67310049019608,1610612744,34,21,2025-02-07T03:43:48Z,1655000,False,138.0,303.0,1,right,MISS J. Rowe 33' pullup 3PT,[1642050],1610612744.0,GSW,pullup,,,Rowe,J. Rowe,,,,,Above the Break 3,24+ Right Center,,,,33.29,Missed,,,,,,,,,,,,,,,
170,PT00M00.10S,2025-02-07T03:32:08.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,34,21,2025-02-07T03:32:31Z,1657500,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,169.0,,,,,,,,,,,,
171,PT00M00.00S,2025-02-07T03:32:23.9Z,1,REGULAR,period,end,[],0,,,1610612744,34,21,2025-02-07T03:32:23Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-07T03:35:29.1Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612744,34,21,2025-02-07T03:35:43Z,1710000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-02-07T03:35:29.1Z,2,REGULAR,substitution,out,['startperiod'],1631132,,,1610612744,34,21,2025-02-07T03:35:43Z,1720000,False,,,0,,SUB out: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-02-07T03:35:29.1Z,2,REGULAR,substitution,out,['startperiod'],1642050,,,1610612744,34,21,2025-02-07T03:35:43Z,1730000,False,,,0,,SUB out: J. Rowe,[1642050],1610612744.0,GSW,,,,Rowe,J. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-02-07T03:35:29.1Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,34,21,2025-02-07T03:35:43Z,1740000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
