actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-13T03:16:14.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-13T03:16:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-13T03:16:16.6Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-11-13T03:16:16Z,40000,False,,,0,,Jump Ball D. Gafford vs. T. Jackson-Davis: Tip to L. Dončić,"[1629029, 1629655, 1631218]",1610612742.0,DAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Gafford,1629655.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-13T03:16:32.9Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612742,0,0,2024-11-13T03:16:41Z,70000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Thompson 2 FT),"[201939, 202691]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Mid-Range,8-16 Center,1627964.0,1.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2024-11-13T03:16:59.2Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612742,0,1,2024-11-13T03:16:59Z,90000,False,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M45.00S,2024-11-13T03:17:17.9Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612742,0,2,2024-11-13T03:17:17Z,100000,False,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
12,PT11M28.00S,2024-11-13T03:17:49.0Z,1,REGULAR,3pt,Jump Shot,[],201939,77.7431011826544,10.294117647058822,1610612744,3,2,2024-11-13T03:17:53Z,120000,False,-199.0,157.0,1,right,S. Curry 25' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.29,D. Green,203110.0,1.0,,,,,,,,,
14,PT11M10.00S,2024-11-13T03:18:07.3Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612742,3,2,2024-11-13T03:18:11Z,140000,False,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1631218]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,1.0,Jackson-Davis,1631218.0,,,,,,
15,PT11M10.00S,2024-11-13T03:18:07.3Z,1,REGULAR,steal,,[],1631218,,,1610612744,3,2,2024-11-13T03:18:09Z,150000,False,,,0,,T. Jackson-Davis STEAL (1 STL),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2024-11-13T03:18:12.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,91.5407358738502,50.98039215686274,1610612744,5,2,2024-11-13T03:18:20Z,160000,False,5.0,27.0,1,right,A. Wiggins running DUNK (2 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.74,S. Curry,201939.0,1.0,,,,,,,,,
18,PT10M53.00S,2024-11-13T03:18:23.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,4.944152431011826,70.83333333333334,1610612742,5,4,2024-11-13T03:18:29Z,180000,False,-104.0,-6.0,1,left,L. Dončić 10' fadeaway Jump Shot (2 PTS) (K. Irving 1 AST),"[1629029, 202681]",1610612742.0,DAL,fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,10.44,K. Irving,202681.0,1.0,,,,,,,,,
20,PT10M44.00S,2024-11-13T03:18:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,77.87450722733246,10.294117647058822,1610612744,5,4,2024-11-13T03:18:57Z,200000,False,-199.0,155.0,1,right,MISS D. Melton 25' pullup 3PT,[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.22,,,,,,,,,,,,
21,PT10M39.00S,2024-11-13T03:18:38.2Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,5,4,2024-11-13T03:18:40Z,210000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT10M30.00S,2024-11-13T03:18:48.2Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612742,5,4,2024-11-13T03:19:08Z,220000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Marshall 2 FT),"[203952, 1630230]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
24,PT10M30.00S,2024-11-13T03:19:29.1Z,1,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,5,5,2024-11-13T03:19:29Z,240000,False,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
25,PT10M30.00S,2024-11-13T03:19:32.0Z,1,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,5,6,2024-11-13T03:19:32Z,250000,False,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
26,PT10M20.00S,2024-11-13T03:19:43.5Z,1,REGULAR,turnover,bad pass,[],1631218,,,1610612744,5,6,2024-11-13T03:19:46Z,260000,False,,,0,,T. Jackson-Davis bad pass TURNOVER (1 TO),"[1631218, 1630230]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Marshall,1630230.0,,,,,,
27,PT10M20.00S,2024-11-13T03:19:43.5Z,1,REGULAR,steal,,[],1630230,,,1610612742,5,6,2024-11-13T03:19:45Z,270000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
28,PT10M15.00S,2024-11-13T03:19:51.3Z,1,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612742,5,6,2024-11-13T03:19:57Z,280000,False,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (1 TO),[1630230],1610612742.0,DAL,bad pass,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1627964.0,,,,,,,,,,,1.0,,,,,,,,
29,PT10M07.00S,2024-11-13T03:20:00.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,72.09264126149803,17.401960784313726,1610612744,5,6,2024-11-13T03:20:05Z,290000,False,-163.0,210.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.57,,,,,,,,,,,,
30,PT10M04.00S,2024-11-13T03:20:03.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,5,6,2024-11-13T03:20:05Z,300000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,29.0,2.0,2.0,0.0,,
31,PT09M59.00S,2024-11-13T03:20:08.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,29.38567674113009,7.598039215686274,1610612742,5,9,2024-11-13T03:21:15Z,310000,False,212.0,224.0,1,left,L. Dončić 30' 3PT running (5 PTS) (N. Marshall 1 AST),"[1629029, 1630230]",1610612742.0,DAL,running,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,30.82,N. Marshall,1630230.0,1.0,,,,,,,,,
33,PT09M43.00S,2024-11-13T03:20:25.1Z,1,REGULAR,3pt,Jump Shot,[],203110,91.27792378449409,97.79411764705883,1610612744,8,9,2024-11-13T03:20:29Z,330000,False,239.0,29.0,1,right,D. Green 24' 3PT  (3 PTS) (D. Melton 1 AST),"[203110, 1629001]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,24.08,D. Melton,1629001.0,1.0,,,,,,,,,
35,PT09M24.00S,2024-11-13T03:20:43.9Z,1,REGULAR,2pt,Jump Shot,[],1629029,9.937582128777924,29.65686274509804,1610612742,8,9,2024-11-13T03:22:09Z,350000,False,102.0,41.0,1,left,MISS L. Dončić 10' step back Shot,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,Missed,,10.96,,,,,,,,,,,,
36,PT09M21.00S,2024-11-13T03:20:46.9Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,8,9,2024-11-13T03:20:53Z,360000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,
37,PT09M14.00S,2024-11-13T03:20:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.85479632063075,43.13725490196079,1610612744,10,9,2024-11-13T03:21:01Z,370000,False,-34.0,15.0,1,right,S. Curry driving finger roll Layup (5 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,3.73,A. Wiggins,203952.0,1.0,,,,,,,,,
39,PT09M05.00S,2024-11-13T03:21:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.623521681997373,41.66666666666667,1610612742,10,9,2024-11-13T03:21:08Z,390000,False,42.0,29.0,1,left,MISS K. Thompson Layup - blocked,"[202691, 201939]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.06,,,,,,,,,,,Curry,201939.0
40,PT09M05.00S,2024-11-13T03:21:03.3Z,1,REGULAR,block,,[],201939,,,1610612742,10,9,2024-11-13T03:21:05Z,400000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M04.00S,2024-11-13T03:21:04.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,10,9,2024-11-13T03:22:46Z,410000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
42,PT09M00.00S,2024-11-13T03:21:08.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,69.20170827858082,85.7843137254902,1610612744,10,9,2024-11-13T03:21:14Z,420000,False,179.0,237.0,1,right,MISS S. Curry 29' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,29.69,,,,,,,,,,,,
43,PT08M59.00S,2024-11-13T03:21:11.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,10,9,2024-11-13T03:21:11Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,42.0,,,,,
44,PT08M48.00S,2024-11-13T03:21:27.4Z,1,REGULAR,3pt,Jump Shot,[],202691,25.443495400788436,87.00980392156863,1610612742,10,9,2024-11-13T03:21:34Z,440000,False,-185.0,187.0,1,left,MISS K. Thompson 26' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.28,,,,,,,,,,,,
45,PT08M45.00S,2024-11-13T03:21:30.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,9,2024-11-13T03:21:34Z,450000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,44.0,2.0,2.0,0.0,,
46,PT08M40.00S,2024-11-13T03:21:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629001,72.88107752956637,85.7843137254902,1610612744,10,9,2024-11-13T03:23:48Z,460000,False,179.0,202.0,1,right,MISS D. Melton 27' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.01,,,,,,,,,,,,
47,PT08M37.00S,2024-11-13T03:21:38.5Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,10,9,2024-11-13T03:21:38Z,470000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,46.0,1.0,0.0,1.0,,
48,PT08M35.00S,2024-11-13T03:21:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612744,10,9,2024-11-13T03:21:48Z,480000,False,,,0,,L. Dončić shooting personal FOUL (1 PF) (Jackson-Davis 2 FT),"[1629029, 1631218]",1610612742.0,DAL,shooting,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,1627964.0,1.0,0.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,
50,PT08M35.00S,2024-11-13T03:22:05.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631218,,,1610612744,11,9,2024-11-13T03:22:05Z,500000,False,,,0,,T. Jackson-Davis Free Throw 1 of 2 (1 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
51,PT08M35.00S,2024-11-13T03:22:17.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631218,,,1610612744,12,9,2024-11-13T03:22:17Z,510000,False,,,0,,T. Jackson-Davis Free Throw 2 of 2 (2 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
52,PT08M21.00S,2024-11-13T03:22:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630230,24.78646517739816,88.72549019607843,1610612742,12,9,2024-11-13T03:22:36Z,520000,False,-194.0,180.0,1,left,MISS N. Marshall 26' 3PT - blocked,"[1630230, 203110]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.47,,,,,,,,,,,Green,203110.0
53,PT08M21.00S,2024-11-13T03:22:32.2Z,1,REGULAR,block,,[],203110,,,1610612742,12,9,2024-11-13T03:22:35Z,530000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
54,PT08M18.00S,2024-11-13T03:22:35.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,9,2024-11-13T03:22:36Z,540000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,52.0,3.0,3.0,0.0,,
55,PT08M15.00S,2024-11-13T03:22:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,93.11760840998686,58.333333333333336,1610612744,14,9,2024-11-13T03:22:42Z,550000,False,42.0,12.0,1,right,D. Melton running Layup (2 PTS) (D. Green 2 AST),"[1629001, 203110]",1610612744.0,GSW,running,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.34,D. Green,203110.0,2.0,,,,,,,,,
57,PT08M15.00S,2024-11-13T03:22:44.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,9,2024-11-13T03:22:44Z,570000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M54.00S,2024-11-13T03:26:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.748357424441524,55.392156862745104,1610612742,14,11,2024-11-13T03:26:50Z,580000,False,-27.0,77.0,1,left,K. Irving 8' driving floating Jump Shot (2 PTS),[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,8.13,,,,,,,,,,,,
59,PT07M41.00S,2024-11-13T03:26:45.7Z,1,REGULAR,2pt,Jump Shot,[],203110,92.9862023653088,6.372549019607843,1610612744,16,11,2024-11-13T03:27:04Z,590000,False,-218.0,13.0,1,right,D. Green 21' Jump Shot (5 PTS) (T. Jackson-Davis 1 AST),"[203110, 1631218]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,24+ Left,,,,,,Made,5.0,21.85,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,
61,PT07M24.00S,2024-11-13T03:27:05.7Z,1,REGULAR,foul,personal,[],1631218,,,1610612742,16,11,2024-11-13T03:27:28Z,610000,False,,,0,,T. Jackson-Davis personal FOUL (1 PF),"[1631218, 202681]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,202053.0,1.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
63,PT07M24.00S,2024-11-13T03:27:18.4Z,1,REGULAR,substitution,out,[],1631218,,,1610612742,16,11,2024-11-13T03:27:20Z,630000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M24.00S,2024-11-13T03:27:18.4Z,1,REGULAR,substitution,in,[],1627780,,,1610612742,16,11,2024-11-13T03:27:20Z,640000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M24.00S,2024-11-13T03:27:25.6Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,16,11,2024-11-13T03:27:27Z,650000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M24.00S,2024-11-13T03:27:25.6Z,1,REGULAR,substitution,in,[],1641726,,,1610612742,16,11,2024-11-13T03:27:27Z,660000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M16.00S,2024-11-13T03:27:40.5Z,1,REGULAR,2pt,Jump Shot,[],202681,9.806176084099869,71.32352941176471,1610612742,16,13,2024-11-13T03:27:45Z,670000,False,-107.0,40.0,1,left,K. Irving 11' pullup bank Jump Shot (4 PTS) (K. Thompson 1 AST),"[202681, 202691]",1610612742.0,DAL,pullup bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,Made,4.0,11.38,K. Thompson,202691.0,1.0,,,,,,,,,
69,PT07M16.00S,2024-11-13T03:27:43.4Z,1,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612742,16,13,2024-11-13T03:27:49Z,690000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Irving 1 FT),"[1629001, 202681]",1610612744.0,GSW,shooting,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,1162.0,1.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,
71,PT07M16.00S,2024-11-13T03:28:21.1Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,16,13,2024-11-13T03:28:22Z,710000,False,,,0,,MISS K. Irving Free Throw 1 of 1,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
72,PT07M14.00S,2024-11-13T03:28:23.1Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,16,13,2024-11-13T03:28:22Z,720000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,
