actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
73,PT06M56.00S,2024-11-13T03:28:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,92.72339027595268,59.80392156862745,1610612744,16,13,2024-11-13T03:30:32Z,730000,False,49.0,16.0,1,right,MISS D. Melton driving Layup - blocked,"[1629001, 1641726]",1610612744.0,GSW,driving,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.15,,,,,,,,,,,Lively II,1641726.0
74,PT06M56.00S,2024-11-13T03:28:42.0Z,1,REGULAR,block,,[],1641726,,,1610612744,16,13,2024-11-13T03:28:45Z,740000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M55.00S,2024-11-13T03:28:43.0Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,16,13,2024-11-13T03:30:32Z,750000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,
76,PT06M52.00S,2024-11-13T03:29:24.8Z,1,REGULAR,turnover,lost ball,[],1641726,,,1610612742,16,13,2024-11-13T03:52:26Z,760000,False,,,0,,D. Lively II lost ball TURNOVER (1 TO),"[1641726, 1629001]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Melton,1629001.0,,,,,,
77,PT06M52.00S,2024-11-13T03:29:24.8Z,1,REGULAR,steal,,[],1629001,,,1610612744,16,13,2024-11-13T03:34:54Z,770000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT06M46.00S,2024-11-13T03:29:36.5Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612744,16,13,2024-11-13T03:29:43Z,780000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Wiggins 2 FT),"[202681, 203952]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
80,PT06M46.00S,2024-11-13T03:30:03.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203952,,,1610612744,16,13,2024-11-13T03:30:35Z,800000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
81,PT06M46.00S,2024-11-13T03:30:03.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,16,13,2024-11-13T03:30:35Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,
82,PT06M46.00S,2024-11-13T03:30:04.4Z,1,REGULAR,substitution,out,[],202691,,,1610612744,16,13,2024-11-13T03:30:10Z,820000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M46.00S,2024-11-13T03:30:04.4Z,1,REGULAR,substitution,in,[],1629656,,,1610612744,16,13,2024-11-13T03:30:10Z,830000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M46.00S,2024-11-13T03:30:03.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203952,,,1610612744,16,13,2024-11-13T03:30:35Z,840000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
85,PT06M44.00S,2024-11-13T03:30:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,16,13,2024-11-13T03:30:35Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,
87,PT06M31.00S,2024-11-13T03:30:55.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612742,16,13,2024-11-13T03:31:08Z,870000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Lively II 2 FT),"[1629001, 1641726]",1610612744.0,GSW,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Lively II,1641726.0,,,,,,,,,,,,,,,
89,PT06M31.00S,2024-11-13T03:31:16.3Z,1,REGULAR,freethrow,1 of 2,[],1641726,,,1610612742,16,14,2024-11-13T03:31:39Z,890000,False,,,0,,D. Lively II Free Throw 1 of 2 (1 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
