actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-06T03:10:44.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-06T03:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-06T03:10:46.1Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2024-12-06T03:10:46Z,40000,False,,,0,,Jump Ball A. Sengun vs. K. Looney: Tip to D. Brooks,"[1628415, 1630578, 1626172]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Sengun,1630578.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-12-06T03:11:05.0Z,1,REGULAR,2pt,Jump Shot,[],1631095,87.20433639947439,21.568627450980394,1610612745,0,0,2024-12-06T03:11:20Z,70000,False,-142.0,68.0,1,right,MISS J. Smith Jr. 15' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,15.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-12-06T03:11:09.0Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,0,0,2024-12-06T03:11:12Z,80000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-12-06T03:11:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,13.485545335085414,47.30392156862745,1610612744,2,0,2024-12-06T03:11:27Z,90000,False,13.0,74.0,1,left,J. Kuminga 7' fadeaway Jump Shot (2 PTS),[1630228],1610612744.0,GSW,fadeaway,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M00.00S,2024-12-06T03:11:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,85.75886990801577,56.372549019607845,1610612745,2,0,2024-12-06T03:11:51Z,100000,False,32.0,81.0,1,right,MISS D. Brooks 8' turnaround Shot,[1628415],1610612745.0,HOU,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,8.74,Missed,,,,,,,,,,,,,,,,,,
11,PT10M57.00S,2024-12-06T03:11:47.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,2,0,2024-12-06T03:11:51Z,110000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M43.00S,2024-12-06T03:12:01.3Z,1,REGULAR,foul,personal,['3freethrow'],1631095,,,1610612744,2,0,2024-12-06T03:12:09Z,120000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Wiggins 3 FT),"[1631095, 203952]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1626301.0,1.0,0.0,Wiggins,203952.0,,,,,,,,
14,PT10M43.00S,2024-12-06T03:12:37.6Z,1,REGULAR,freethrow,1 of 3,[],203952,,,1610612744,2,0,2024-12-06T03:12:37Z,140000,False,,,0,,MISS A. Wiggins Free Throw 1 of 3,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2024-12-06T03:12:37.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,2,0,2024-12-06T03:12:37Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
