actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-28T03:13:52.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T03:13:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-28T03:13:56.0Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2024-11-28T03:13:56Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. D. Green: Tip to S. Gilgeous-Alexander,"[1628983, 1628392, 203110]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Hartenstein,1628392.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2024-11-28T03:14:16.4Z,1,REGULAR,2pt,Jump Shot,[],1630198,7.5722733245729295,10.049019607843137,1610612760,0,2,2024-11-28T03:14:25Z,80000,False,200.0,19.0,1,left,I. Joe 20' Jump Shot (2 PTS) (J. Williams 1 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Right,20.07,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
10,PT11M35.00S,2024-11-28T03:14:32.0Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612744,0,2,2024-11-28T03:14:47Z,100000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1628392, 203952]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,202056.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
12,PT11M35.00S,2024-11-28T03:14:55.6Z,1,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,1,2,2024-11-28T03:14:55Z,120000,False,,,0,,A. Wiggins Free Throw 1 of 2 (1 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
13,PT11M35.00S,2024-11-28T03:15:10.9Z,1,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,2,2,2024-11-28T03:15:10Z,130000,False,,,0,,A. Wiggins Free Throw 2 of 2 (2 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT11M28.00S,2024-11-28T03:15:24.6Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612760,2,2,2024-11-28T03:15:33Z,150000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Williams 2 FT),"[203952, 1631114]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,0.0,Williams,1631114.0,,,,,,,,,
17,PT11M28.00S,2024-11-28T03:15:48.0Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,2,3,2024-11-28T03:15:48Z,170000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
18,PT11M28.00S,2024-11-28T03:16:02.4Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,2,4,2024-11-28T03:16:02Z,180000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
19,PT11M18.00S,2024-11-28T03:16:13.2Z,1,REGULAR,3pt,Jump Shot,[],203952,73.66951379763469,8.088235294117647,1610612744,5,4,2024-11-28T03:16:33Z,190000,False,-210.0,195.0,1,right,A. Wiggins 28' 3PT pullup (5 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,28.63,Made,5.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
21,PT11M04.00S,2024-11-28T03:16:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,15.325229960578188,45.588235294117645,1610612760,5,4,2024-11-28T03:17:10Z,210000,False,22.0,92.0,1,left,MISS I. Hartenstein 9' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,9.42,Missed,,,,,,,,,,,,,,,,,,
22,PT11M01.00S,2024-11-28T03:16:30.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,5,4,2024-11-28T03:16:46Z,220000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT10M51.00S,2024-11-28T03:16:39.5Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,5,4,2024-11-28T03:16:54Z,230000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1631114]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Williams,1631114.0,,
24,PT10M51.00S,2024-11-28T03:16:39.5Z,1,REGULAR,steal,,[],1631114,,,1610612760,5,4,2024-11-28T03:16:42Z,240000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
25,PT10M46.00S,2024-11-28T03:16:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,7.30946123521682,52.69607843137255,1610612760,5,6,2024-11-28T03:17:02Z,250000,False,-13.0,16.0,1,left,S. Gilgeous-Alexander running Layup (2 PTS) (J. Williams 2 AST),"[1628983, 1631114]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
27,PT10M29.00S,2024-11-28T03:17:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,80.23981603153744,47.549019607843135,1610612744,5,6,2024-11-28T03:18:00Z,270000,False,-12.0,133.0,1,right,MISS D. Green 13' floating Shot,[203110],1610612744.0,GSW,floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,13.38,Missed,,,,,,,,,,,,,,,,,,
28,PT10M25.00S,2024-11-28T03:17:05.5Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,5,6,2024-11-28T03:31:09Z,280000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,27.0,2.0,1.0,1.0,,,,,
29,PT10M25.00S,2024-11-28T03:17:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,81.553876478318,91.91176470588235,1610612744,8,6,2024-11-28T03:17:17Z,290000,False,210.0,121.0,1,right,A. Wiggins 24' 3PT  (8 PTS) (D. Green 2 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,24.2,Made,8.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
31,PT10M25.00S,2024-11-28T03:17:10.9Z,1,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612744,8,6,2024-11-28T03:17:21Z,310000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1629652, 203952]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,1626300.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
33,PT10M25.00S,2024-11-28T03:17:38.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203952,,,1610612744,9,6,2024-11-28T03:17:38Z,330000,False,,,0,,A. Wiggins Free Throw 1 of 1 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
