actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
87,PT04M51.00S,2025-03-18T02:27:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,93.64323258869908,47.30392156862745,1610612744,17,21,2025-03-18T02:27:30Z,860000,False,-13.0,7.0,1,right,D. Green running Layup (4 PTS) (J. Kuminga 1 AST),"[203110, 1630228]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,,,,4.0,,,J. Kuminga,1630228.0,1.0,,,
89,PT04M37.00S,2025-03-18T02:27:30.4Z,1,REGULAR,3pt,Jump Shot,[],203932,22.946780551905388,90.44117647058823,1610612743,17,21,2025-03-18T02:30:41Z,880000,False,-202.0,163.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2025-03-18T02:27:33.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,17,21,2025-03-18T02:27:38Z,890000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT04M17.00S,2025-03-18T02:27:50.1Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,17,21,2025-03-18T02:28:02Z,900000,False,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1641816]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Tyson,1641816.0
92,PT04M17.00S,2025-03-18T02:27:50.1Z,1,REGULAR,steal,,[],1641816,,,1610612743,17,21,2025-03-18T02:27:51Z,910000,False,,,0,,H. Tyson STEAL (1 STL),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
93,PT04M09.00S,2025-03-18T02:27:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,28.203022339027594,17.401960784313726,1610612743,17,21,2025-03-18T02:31:11Z,920000,False,163.0,213.0,1,left,MISS M. Porter Jr. 26' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
95,PT04M07.00S,2025-03-18T02:28:00.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,17,21,2025-03-18T02:28:00Z,930000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
96,PT04M04.00S,2025-03-18T02:28:03.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627741,92.59198423127464,50.49019607843137,1610612744,19,21,2025-03-18T02:31:26Z,940000,False,2.0,17.0,1,right,B. Hield running DUNK (2 PTS) (S. Curry 1 AST),"[1627741, 201939]",1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,,,2.0,,,S. Curry,201939.0,1.0,,,
98,PT04M04.00S,2025-03-18T02:28:08.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,19,21,2025-03-18T02:28:08Z,960000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,out,[],203110,,,1610612743,19,21,2025-03-18T02:31:28Z,970000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,out,[],201566,,,1610612743,19,21,2025-03-18T02:31:28Z,980000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,out,[],203932,,,1610612743,19,21,2025-03-18T02:31:28Z,990000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,in,[],1626172,,,1610612743,19,21,2025-03-18T02:31:28Z,1000000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,19,21,2025-03-18T02:31:28Z,1010000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,19,21,2025-03-18T02:31:28Z,1020000,False,,,0,,SUB in: V. Čančar,[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,out,[],1631212,,,1610612743,19,21,2025-03-18T02:31:50Z,1030000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M04.00S,2025-03-18T02:31:12.3Z,1,REGULAR,substitution,in,[],1629618,,,1610612743,19,21,2025-03-18T02:31:50Z,1040000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M40.00S,2025-03-18T02:32:02.8Z,1,REGULAR,3pt,Jump Shot,[],1641816,32.670827858081466,60.78431372549019,1610612743,19,21,2025-03-18T02:32:16Z,1050000,False,-54.0,255.0,1,left,MISS H. Tyson 26' pullup 3PT,[1641816],1610612743.0,DEN,pullup,,,Tyson,H. Tyson,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
109,PT03M40.00S,2025-03-18T02:32:02.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,19,21,2025-03-18T02:32:16Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,108.0,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2025-03-18T02:32:08.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612743,19,21,2025-03-18T02:32:15Z,1070000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,1627524.0,,,,,,,,,,,,,
111,PT03M29.00S,2025-03-18T02:32:33.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201939,90.75229960578186,15.196078431372548,1610612744,19,21,2025-03-18T02:32:42Z,1080000,False,-174.0,34.0,1,right,MISS S. Curry 17' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left,17.74,Missed,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2025-03-18T02:32:37.5Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,19,21,2025-03-18T02:32:42Z,1090000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Mid-Range,16-24 Left,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M21.00S,2025-03-18T02:32:41.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,24.52365308804205,10.53921568627451,1610612743,19,21,2025-03-18T03:29:03Z,1100000,False,197.0,178.0,1,left,MISS M. Porter Jr. 26' running 3PT,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2025-03-18T02:32:45.2Z,1,REGULAR,rebound,offensive,[],1628427,,,1610612743,19,21,2025-03-18T02:32:45Z,1110000,False,,,0,,V. Čančar REBOUND (Off:1 Def:0),[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,Above the Break 3,24+ Right Center,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,
115,PT03M16.00S,2025-03-18T02:32:47.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629008,12.171484888304862,39.21568627450981,1610612743,19,21,2025-03-18T03:29:23Z,1120000,False,54.0,62.0,1,left,MISS M. Porter Jr. 8' driving floating bank Shot,[1629008],1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.21,Missed,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2025-03-18T02:32:50.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,19,21,2025-03-18T02:32:52Z,1130000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Right,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M09.00S,2025-03-18T02:32:55.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626172,92.59198423127464,45.588235294117645,1610612744,21,21,2025-03-18T02:35:40Z,1140000,False,-22.0,17.0,1,right,K. Looney running reverse Layup (2 PTS) (J. Kuminga 2 AST),"[1626172, 1630228]",1610612744.0,GSW,running reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,,2.0,,,J. Kuminga,1630228.0,2.0,,,
119,PT03M09.00S,2025-03-18T02:32:57.8Z,1,REGULAR,foul,personal,['1freethrow'],1641816,,,1610612744,21,21,2025-03-18T02:33:06Z,1160000,False,,,0,,H. Tyson shooting personal FOUL (2 PF) (Looney 1 FT),"[1641816, 1626172]",1610612743.0,DEN,shooting,,,Tyson,H. Tyson,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,2.0,0.0,Looney,1626172.0,,,,,,,,,
121,PT03M09.00S,2025-03-18T02:33:09.2Z,1,REGULAR,substitution,out,[],201939,,,1610612744,21,21,2025-03-18T02:33:28Z,1180000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M09.00S,2025-03-18T02:33:09.2Z,1,REGULAR,substitution,out,[],1641816,,,1610612744,21,21,2025-03-18T02:33:28Z,1190000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M09.00S,2025-03-18T02:33:09.2Z,1,REGULAR,substitution,in,[],202710,,,1610612744,21,21,2025-03-18T02:33:28Z,1200000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2025-03-18T02:33:09.2Z,1,REGULAR,substitution,in,[],1631212,,,1610612744,21,21,2025-03-18T02:33:28Z,1210000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M09.00S,2025-03-18T02:33:27.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626172,,,1610612744,21,21,2025-03-18T02:33:30Z,1220000,False,,,0,,MISS K. Looney Free Throw 1 of 1,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
126,PT03M07.00S,2025-03-18T02:33:29.7Z,1,REGULAR,rebound,defensive,[],1628427,,,1610612743,21,21,2025-03-18T02:33:30Z,1230000,False,,,0,,V. Čančar REBOUND (Off:1 Def:1),[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,
127,PT02M53.00S,2025-03-18T02:33:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,15.456636005256241,45.83333333333333,1610612743,21,21,2025-03-18T02:33:50Z,1240000,False,21.0,93.0,1,left,MISS P. Watson 9' floating Shot - blocked,"[1631212, 1626172]",1610612743.0,DEN,floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,Looney,1626172.0,,,,,,
128,PT02M53.00S,2025-03-18T02:33:42.6Z,1,REGULAR,block,,[],1626172,,,1610612743,21,21,2025-03-18T02:33:45Z,1250000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M50.00S,2025-03-18T02:33:45.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,21,21,2025-03-18T02:33:50Z,1260000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT02M33.00S,2025-03-18T02:34:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612744,21,21,2025-03-18T02:34:33Z,1270000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Butler III 2 FT),"[1631212, 202710]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right,,,,,,,202037.0,1.0,0.0,Butler III,202710.0,,,,,,,,,
132,PT02M33.00S,2025-03-18T02:34:36.9Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,22,21,2025-03-18T02:34:36Z,1290000,False,,,0,,J. Butler III Free Throw 1 of 2 (3 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
133,PT02M33.00S,2025-03-18T02:34:36.9Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,22,21,2025-03-18T02:35:03Z,1300000,False,,,0,,MISS J. Butler III Free Throw 2 of 2,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M30.00S,2025-03-18T02:34:39.9Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,22,21,2025-03-18T02:35:03Z,1310000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M17.00S,2025-03-18T02:35:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,16.113666228646515,43.872549019607845,1610612743,22,21,2025-03-18T02:35:19Z,1320000,False,31.0,99.0,1,left,MISS J. Pickett 10' fadeaway Shot,[1629618],1610612743.0,DEN,fadeaway,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
136,PT02M15.00S,2025-03-18T02:35:16.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,22,21,2025-03-18T02:35:19Z,1330000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT02M08.00S,2025-03-18T02:35:26.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629618,,,1610612744,22,21,2025-03-18T02:35:36Z,1340000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629618, 1630228]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627524.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,
139,PT02M08.00S,2025-03-18T02:35:50.6Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,22,21,2025-03-18T02:36:14Z,1360000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M08.00S,2025-03-18T02:35:50.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,22,21,2025-03-18T02:36:14Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT02M08.00S,2025-03-18T02:35:50.6Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,22,21,2025-03-18T02:36:14Z,1380000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT02M07.00S,2025-03-18T02:35:51.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,22,21,2025-03-18T02:36:14Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
144,PT02M02.00S,2025-03-18T02:36:37.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629618,,,1610612744,22,21,2025-03-18T02:36:46Z,1410000,False,,,0,,J. Pickett shooting personal FOUL (2 PF) (Looney 2 FT),"[1629618, 1626172]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,2.0,0.0,Looney,1626172.0,,,,,,,,,
146,PT02M02.00S,2025-03-18T02:37:06.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,22,21,2025-03-18T02:37:06Z,1430000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT02M02.00S,2025-03-18T02:37:06.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,22,21,2025-03-18T02:37:06Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,
148,PT02M02.00S,2025-03-18T02:37:15.6Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,22,21,2025-03-18T02:37:19Z,1450000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M02.00S,2025-03-18T02:37:15.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,22,21,2025-03-18T02:37:19Z,1460000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M02.00S,2025-03-18T02:37:40.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,22,21,2025-03-18T02:37:40Z,1470000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT01M59.00S,2025-03-18T02:37:43.0Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,22,21,2025-03-18T02:37:43Z,1480000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,,,
152,PT01M50.00S,2025-03-18T02:37:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,5.995400788436268,44.36274509803921,1610612743,22,21,2025-03-18T02:37:56Z,1490000,False,28.0,4.0,1,left,MISS M. Porter Jr. driving Layup - blocked,"[1629008, 1630611]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,Santos,1630611.0,,,,,,
153,PT01M50.00S,2025-03-18T02:37:51.8Z,1,REGULAR,block,,[],1630611,,,1610612743,22,21,2025-03-18T02:37:54Z,1500000,False,,,0,,G. Santos BLOCK (1 BLK),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT01M47.00S,2025-03-18T02:37:54.8Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,22,21,2025-03-18T02:37:56Z,1510000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT01M46.00S,2025-03-18T02:37:56.2Z,1,REGULAR,turnover,bad pass,[],1630611,,,1610612744,22,21,2025-03-18T02:37:59Z,1520000,False,,,0,,G. Santos bad pass TURNOVER (2 TO),"[1630611, 1630192]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Nnaji,1630192.0
156,PT01M46.00S,2025-03-18T02:37:56.2Z,1,REGULAR,steal,,[],1630192,,,1610612743,22,21,2025-03-18T02:37:57Z,1530000,False,,,0,,Z. Nnaji STEAL (1 STL),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
157,PT01M38.00S,2025-03-18T02:38:04.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630192,27.151773981603156,81.61764705882352,1610612743,22,24,2025-03-18T02:38:11Z,1540000,False,-158.0,203.0,1,left,Z. Nnaji 25' 3PT  (3 PTS) (V. Čančar 1 AST),"[1630192, 1628427]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,25.71,Made,,,,,,,,,,3.0,,,V. Čančar,1628427.0,1.0,,,
159,PT01M13.00S,2025-03-18T02:38:30.9Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612744,22,24,2025-03-18T02:38:37Z,1560000,False,,,0,,J. Butler III bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612744.0,GSW,bad pass,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,,1.0,,
160,PT01M08.00S,2025-03-18T02:38:46.1Z,1,REGULAR,turnover,bad pass,[],1629618,,,1610612743,22,24,2025-03-18T02:38:56Z,1570000,False,,,0,,J. Pickett bad pass TURNOVER (1 TO),"[1629618, 1627780]",1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0
161,PT01M08.00S,2025-03-18T02:38:46.1Z,1,REGULAR,steal,,[],1627780,,,1610612744,22,24,2025-03-18T02:38:47Z,1580000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
162,PT01M02.00S,2025-03-18T02:38:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630611,89.04402102496715,4.901960784313726,1610612744,22,24,2025-03-18T02:38:59Z,1590000,False,-225.0,50.0,1,right,MISS G. Santos 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
163,PT01M00.00S,2025-03-18T02:38:55.2Z,1,REGULAR,rebound,defensive,[],1628427,,,1610612743,22,24,2025-03-18T02:38:55Z,1600000,False,,,0,,V. Čančar REBOUND (Off:1 Def:2),[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,Left Corner 3,24+ Left,,,162.0,3.0,2.0,1.0,,,,,,,,,,,,,,
164,PT00M44.70S,2025-03-18T02:39:10.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,28.465834428383708,77.69607843137256,1610612743,22,27,2025-03-18T02:39:15Z,1610000,False,-138.0,215.0,1,left,M. Porter Jr. 25' 3PT  (11 PTS) (J. Pickett 1 AST),"[1629008, 1629618]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.58,Made,,,,,,,,,,11.0,,,J. Pickett,1629618.0,1.0,,,
166,PT00M39.50S,2025-03-18T02:39:25.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612744,22,27,2025-03-18T02:39:25Z,1630000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M39.50S,2025-03-18T02:40:40.7Z,1,REGULAR,substitution,out,[],1630611,,,1610612744,22,27,2025-03-18T02:40:57Z,1640000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M39.50S,2025-03-18T02:40:40.7Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,22,27,2025-03-18T02:40:57Z,1650000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M29.30S,2025-03-18T02:41:20.7Z,1,REGULAR,3pt,Jump Shot,[],202710,92.46057818659659,95.09803921568627,1610612744,22,27,2025-03-18T02:41:28Z,1660000,False,225.0,18.0,1,right,MISS J. Butler III 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Right Corner 3,24+ Right,22.62,Missed,,,,,,,,,,,,,,,,,,
170,PT00M26.20S,2025-03-18T02:41:23.8Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,22,27,2025-03-18T02:41:28Z,1670000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,169.0,3.0,2.0,1.0,,,,,,,,,,,,,,
172,PT00M24.40S,2025-03-18T02:41:25.6Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,22,27,2025-03-18T02:41:30Z,1690000,False,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 1629618]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Pickett,1629618.0
