actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
432,PT02M38.00S,2025-03-16T02:17:11.9Z,3,REGULAR,substitution,in,[],1628384,,,1610612752,75,69,2025-03-16T02:17:41Z,4240000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
433,PT02M36.00S,2025-03-16T02:18:06.3Z,3,REGULAR,3pt,Jump Shot,[],1630540,66.90620893561103,80.36917892156862,1610612752,75,69,2025-03-16T02:18:38Z,4250000,False,152.0,259.0,1,right,MISS M. McBride 29' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,29.99,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
434,PT02M33.00S,2025-03-16T02:18:09.3Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,75,69,2025-03-16T02:18:38Z,4260000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,,,,Anunoby,O. Anunoby,433.0,4.0,2.0,2.0,,,,,,,,,,,,,,
435,PT02M32.00S,2025-03-16T02:18:11.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628384,92.77266754270697,44.95251225490197,1610612752,75,69,2025-03-16T02:19:35Z,4270000,False,-25.0,15.0,1,right,MISS O. Anunoby putback DUNK - blocked,"[1628384, 1642366]",1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,2.95,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,Post,1642366.0,,,,
439,PT02M32.00S,2025-03-16T02:18:11.4Z,3,REGULAR,block,,[],1642366,,,1610612752,75,69,2025-03-16T02:18:34Z,4275000,False,,,0,,Q. Post BLOCK (1 BLK),[1642366],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,
436,PT02M31.00S,2025-03-16T02:18:12.4Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,75,69,2025-03-16T02:19:35Z,4280000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,435.0,3.0,1.0,2.0,,,,,,,,,,,,,,
437,PT02M30.00S,2025-03-16T02:18:15.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,91.19579500657031,49.609375,1610612752,75,69,2025-03-16T02:19:56Z,4290000,False,-2.0,30.0,1,right,MISS M. Robinson putback DUNK,[1629011],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,3.04,Missed,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
438,PT02M29.00S,2025-03-16T02:18:16.4Z,3,REGULAR,rebound,defensive,[],1642366,,,1610612744,75,69,2025-03-16T02:19:56Z,4300000,False,,,0,,Q. Post REBOUND (Off:2 Def:3),[1642366],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Post,Q. Post,437.0,5.0,3.0,2.0,,,,,,,,,,,,,,
440,PT02M09.00S,2025-03-16T02:18:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,7.703679369250986,60.78431372549019,1610612744,75,69,2025-03-16T02:21:13Z,4310000,False,-54.0,20.0,1,left,MISS J. Kuminga pullup bank Shot - blocked,"[1630228, 1629011]",1610612744.0,GSW,pullup bank,,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,Robinson,1629011.0,,,,
505,PT02M09.00S,2025-03-16T02:18:34.5Z,3,REGULAR,block,,[],1629011,,,1610612744,75,69,2025-03-16T02:33:32Z,4315000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
441,PT02M06.00S,2025-03-16T02:18:37.5Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,75,69,2025-03-16T02:21:13Z,4320000,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Robinson,M. Robinson,440.0,4.0,2.0,2.0,,,,,,,,,,,,,,
442,PT01M55.00S,2025-03-16T02:18:47.0Z,3,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612752,75,69,2025-03-16T02:21:54Z,4330000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1642366, 1628384]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Post,Q. Post,,,,,,,,1626300.0,2.0,0.0,Anunoby,1628384.0,,,,,,
444,PT01M55.00S,2025-03-16T02:19:18.6Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,75,70,2025-03-16T02:19:18Z,4350000,False,,,0,,O. Anunoby Free Throw 1 of 2 (16 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,16.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
445,PT01M55.00S,2025-03-16T02:19:18.6Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,75,70,2025-03-16T02:19:38Z,4360000,False,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612752.0,NYK,,,,,,,,,,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
446,PT01M54.00S,2025-03-16T02:19:19.6Z,3,REGULAR,rebound,defensive,[],1642366,,,1610612744,75,70,2025-03-16T02:22:05Z,4370000,False,,,0,,Q. Post REBOUND (Off:2 Def:4),[1642366],1610612744.0,GSW,,,,,,,,,,,,Post,Q. Post,445.0,6.0,4.0,2.0,,,,,,,,,,,,,,
447,PT01M37.00S,2025-03-16T02:19:55.5Z,3,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612744,75,70,2025-03-16T02:22:22Z,4380000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612744.0,GSW,bad pass,,,,,,Above the Break 3,24+ Right Center,,,,Hield,B. Hield,,,,,,,,1626300.0,,,,,,,1.0,,,
448,PT01M21.00S,2025-03-16T02:20:21.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628384,88.43626806833115,35.27113970588235,1610612752,75,70,2025-03-16T02:23:10Z,4390000,False,-74.0,56.0,1,right,MISS O. Anunoby 9' pullup Shot,[1628384],1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),8-16 Left,9.26,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
449,PT01M19.00S,2025-03-16T02:20:23.6Z,3,REGULAR,rebound,defensive,[],202710,,,1610612744,75,70,2025-03-16T02:22:50Z,4400000,False,,,0,,J. Butler III REBOUND (Off:2 Def:2),[202710],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Butler III,J. Butler III,448.0,4.0,2.0,2.0,,,,,,,,,,,,,,
450,PT01M08.00S,2025-03-16T02:20:34.2Z,3,REGULAR,3pt,Jump Shot,[],1627741,27.858081471747695,84.29074754901961,1610612744,75,70,2025-03-16T02:24:13Z,4410000,False,-171.0,209.0,1,left,MISS B. Hield 27' 3PT,[1627741],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.07,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
451,PT01M04.00S,2025-03-16T02:20:38.2Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,75,70,2025-03-16T02:46:53Z,4420000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:3),[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Anunoby,O. Anunoby,450.0,5.0,3.0,2.0,,,,,,,,,,,,,,
452,PT00M57.00S,2025-03-16T02:20:46.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,91.72141918528253,51.20251225490196,1610612752,75,70,2025-03-16T02:25:13Z,4430000,False,6.0,25.0,1,right,MISS M. Robinson alley-oop Layup,[1629011],1610612752.0,NYK,alley-oop,,,,,,Restricted Area,0-8 Center,2.6,Missed,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
453,PT00M56.10S,2025-03-16T02:20:47.3Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,75,70,2025-03-16T02:25:13Z,4440000,False,,,0,,M. Robinson REBOUND (Off:3 Def:2),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,452.0,5.0,2.0,3.0,,,,,,,,,,,,,,
454,PT00M55.50S,2025-03-16T02:20:49.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.08672798948751,46.42310049019608,1610612752,75,72,2025-03-16T02:25:18Z,4450000,False,-18.0,3.0,1,right,M. Robinson tip Layup (2 PTS),[1629011],1610612752.0,NYK,tip,,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
455,PT00M41.20S,2025-03-16T02:21:04.3Z,3,REGULAR,3pt,Jump Shot,[],1627741,4.812746386333772,96.07843137254902,1610612744,75,72,2025-03-16T02:25:37Z,4460000,False,-230.0,-7.0,1,left,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,23.05,Missed,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
456,PT00M39.10S,2025-03-16T02:21:06.4Z,3,REGULAR,rebound,offensive,[],202710,,,1610612744,75,72,2025-03-16T02:25:37Z,4470000,False,,,0,,J. Butler III REBOUND (Off:3 Def:2),[202710],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Butler III,J. Butler III,455.0,5.0,2.0,3.0,,,,,,,,,,,,,,
457,PT00M37.90S,2025-03-16T02:21:08.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202710,12.329582785808142,56.533394607843135,1610612744,75,72,2025-03-16T02:25:54Z,4480000,False,-33.0,63.0,1,left,MISS J. Butler III 7' turnaround Hook,[202710],1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
458,PT00M36.50S,2025-03-16T02:21:09.7Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,75,72,2025-03-16T02:25:54Z,4490000,False,,,0,,M. McBride REBOUND (Off:1 Def:4),[1630540],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McBride,M. McBride,457.0,5.0,4.0,1.0,,,,,,,,,,,,,,
459,PT00M29.10S,2025-03-16T02:21:16.5Z,3,REGULAR,2pt,Jump Shot,[],1630540,91.98423127463863,31.10447303921569,1610612752,75,72,2025-03-16T02:26:18Z,4500000,False,-94.0,23.0,1,right,MISS M. McBride 9' fadeaway Shot,[1630540],1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Left,9.72,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
460,PT00M27.20S,2025-03-16T02:21:18.4Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612744,75,72,2025-03-16T02:26:18Z,4510000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Hield,B. Hield,459.0,2.0,2.0,0.0,,,,,,,,,,,,,,
461,PT00M05.10S,2025-03-16T02:21:40.5Z,3,REGULAR,2pt,Jump Shot,[],202710,14.169267411300922,72.3077512254902,1610612744,75,72,2025-03-16T02:26:50Z,4520000,False,-112.0,81.0,1,left,MISS J. Butler III 13' pullup Shot,[202710],1610612744.0,GSW,pullup,,,,,,Mid-Range,8-16 Left,13.76,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
462,PT00M01.60S,2025-03-16T02:21:44.0Z,3,REGULAR,rebound,defensive,[],1629013,,,1610612752,75,72,2025-03-16T02:26:50Z,4530000,False,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Shamet,L. Shamet,461.0,3.0,3.0,0.0,,,,,,,,,,,,,,
463,PT00M00.00S,2025-03-16T02:21:46.7Z,3,REGULAR,period,end,[],0,,,1610612752,75,72,2025-03-16T02:21:46Z,4540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,out,['startperiod'],1630228,,,1610612752,75,72,2025-03-16T02:25:05Z,4550000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,out,['startperiod'],1627741,,,1610612752,75,72,2025-03-16T02:25:05Z,4560000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,75,72,2025-03-16T02:25:05Z,4570000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,,,,,,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,out,['startperiod'],1628969,,,1610612752,75,72,2025-03-16T02:25:05Z,4580000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,in,['startperiod'],1630541,,,1610612752,75,72,2025-03-16T02:25:05Z,4590000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,in,['startperiod'],203110,,,1610612752,75,72,2025-03-16T02:25:05Z,4600000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,in,['startperiod'],1626166,,,1610612752,75,72,2025-03-16T02:25:05Z,4610000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2025-03-16T02:24:18.9Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612752,75,72,2025-03-16T02:25:05Z,4620000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2025-03-16T02:25:35.9Z,4,REGULAR,period,start,[],0,,,1610612752,75,72,2025-03-16T02:25:35Z,4630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT11M41.00S,2025-03-16T02:25:55.4Z,4,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,75,72,2025-03-16T02:26:04Z,4640000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (2 TO),[1628404],1610612752.0,NYK,bad pass,,,,,,Above the Break 3,24+ Right Center,,,,Hart,J. Hart,,,,,,,,2002.0,,,,,,,2.0,,,
474,PT11M24.00S,2025-03-16T02:26:20.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642366,9.72404730617609,42.37898284313726,1610612744,77,72,2025-03-16T02:27:38Z,4650000,False,38.0,39.0,1,left,Q. Post cutting Layup (5 PTS) (J. Butler III 6 AST),"[1642366, 202710]",1610612744.0,GSW,cutting,,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,5.0,Post,Q. Post,,,,,J. Butler III,202710.0,6.0,,,,,,,,,,,
477,PT11M11.00S,2025-03-16T02:26:35.2Z,4,REGULAR,substitution,out,[],1629011,,,1610612752,77,72,2025-03-16T02:26:38Z,4680000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
478,PT11M11.00S,2025-03-16T02:26:35.2Z,4,REGULAR,substitution,in,[],1626157,,,1610612752,77,72,2025-03-16T02:26:38Z,4690000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
479,PT10M58.00S,2025-03-16T02:27:10.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,94.56307490144546,95.83333333333334,1610612752,77,75,2025-03-16T02:27:15Z,4700000,False,229.0,-1.0,1,right,O. Anunoby 3PT step back (19 PTS),[1628384],1610612752.0,NYK,step back,,,,,,Right Corner 3,24+ Right,22.92,Made,19.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
480,PT10M30.00S,2025-03-16T02:27:39.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,12.8777923784494,44.33976715686274,1610612744,79,75,2025-03-16T02:28:13Z,4710000,False,28.0,69.0,1,left,M. Moody 7' turnaround fadeaway Jump Shot (13 PTS),[1630541],1610612744.0,GSW,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.42,Made,13.0,Moody,M. Moody,,,,,,,,,,,,,,,,,,
481,PT10M16.00S,2025-03-16T02:27:55.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,89.22470433639947,59.53201593137255,1610612752,79,75,2025-03-16T02:28:37Z,4720000,False,48.0,49.0,1,right,MISS J. Hart 6' driving Layup,[1628404],1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
482,PT10M13.00S,2025-03-16T02:27:58.8Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,79,75,2025-03-16T02:28:37Z,4730000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,D. Green,481.0,2.0,2.0,0.0,,,,,,,,,,,,,,
483,PT09M57.00S,2025-03-16T02:28:15.8Z,4,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612744,79,75,2025-03-16T02:29:08Z,4740000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Butler III 2 FT),"[1626166, 202710]",1610612752.0,NYK,shooting,,,,,,Mid-Range,8-16 Left,,,,Payne,C. Payne,,,,,,,,1626300.0,1.0,0.0,Butler III,202710.0,,,,,,
485,PT09M57.00S,2025-03-16T02:28:46.6Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,80,75,2025-03-16T02:28:46Z,4760000,False,,,0,,J. Butler III Free Throw 1 of 2 (10 PTS),[202710],1610612744.0,GSW,,,,,,,,,,Made,10.0,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
486,PT09M57.00S,2025-03-16T02:29:00.4Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,81,75,2025-03-16T02:29:00Z,4770000,False,,,0,,J. Butler III Free Throw 2 of 2 (11 PTS),[202710],1610612744.0,GSW,,,,,,,,,,Made,11.0,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
487,PT09M49.00S,2025-03-16T02:29:11.9Z,4,REGULAR,2pt,Hook,[],1626157,90.01314060446781,69.83762254901961,1610612752,81,75,2025-03-16T02:29:53Z,4780000,False,99.0,41.0,1,right,MISS K. Towns 10' Hook,[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,10.75,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
488,PT09M47.00S,2025-03-16T02:29:13.9Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,81,75,2025-03-16T02:29:53Z,4790000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Payton II,G. Payton II,487.0,2.0,2.0,0.0,,,,,,,,,,,,,,
489,PT09M32.00S,2025-03-16T02:29:26.7Z,4,REGULAR,3pt,Jump Shot,[],1630541,10.118265440210251,95.56525735294117,1610612744,84,75,2025-03-16T02:30:11Z,4800000,False,-228.0,43.0,1,left,M. Moody 3PT  (16 PTS) (J. Butler III 7 AST),"[1630541, 202710]",1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,23.17,Made,16.0,Moody,M. Moody,,,,,J. Butler III,202710.0,7.0,,,,,,,,,,,
491,PT09M21.00S,2025-03-16T02:29:40.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,87.64783180026281,55.62959558823529,1610612752,84,75,2025-03-16T02:30:43Z,4820000,False,28.0,64.0,1,right,MISS O. Anunoby 6' driving Layup,[1628384],1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
492,PT09M18.00S,2025-03-16T02:29:43.8Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,84,75,2025-03-16T02:30:39Z,4830000,False,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Payton II,G. Payton II,491.0,3.0,3.0,0.0,,,,,,,,,,,,,,
493,PT09M10.00S,2025-03-16T02:29:50.2Z,4,REGULAR,3pt,Jump Shot,[],1642366,4.812746386333772,96.32352941176471,1610612744,84,75,2025-03-16T02:31:44Z,4840000,False,-232.0,-7.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,23.17,Missed,,Post,Q. Post,,,,,,,,,,,,,,,,,,
494,PT09M08.00S,2025-03-16T02:29:52.2Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612752,84,75,2025-03-16T02:31:44Z,4850000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:4),[1628384],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,,Anunoby,O. Anunoby,493.0,6.0,4.0,2.0,,,,,,,,,,,,,,
495,PT08M57.00S,2025-03-16T02:30:03.9Z,4,REGULAR,3pt,Jump Shot,[],1626166,64.80371222076215,50.87699142156863,1610612752,84,75,2025-03-16T02:32:06Z,4860000,False,4.0,278.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,27.83,Missed,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
496,PT08M54.00S,2025-03-16T02:30:06.9Z,4,REGULAR,rebound,defensive,[],202710,,,1610612744,84,75,2025-03-16T02:32:00Z,4870000,False,,,0,,J. Butler III REBOUND (Off:3 Def:3),[202710],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Butler III,J. Butler III,495.0,6.0,3.0,3.0,,,,,,,,,,,,,,
497,PT08M45.00S,2025-03-16T02:30:15.1Z,4,REGULAR,2pt,Jump Shot,[],202710,6.701708278580824,15.173100490196077,1610612744,84,75,2025-03-16T02:32:18Z,4880000,False,174.0,10.0,1,left,MISS J. Butler III 17' pullup Shot,[202710],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right,17.44,Missed,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
498,PT08M43.00S,2025-03-16T02:30:17.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,84,75,2025-03-16T02:32:18Z,4890000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right,,,,,,497.0,,,,,,,,,,,,,,,,,
500,PT08M34.00S,2025-03-16T02:30:42.2Z,4,REGULAR,3pt,Jump Shot,[],1626166,74.63863337713535,90.17310049019608,1610612752,84,75,2025-03-16T02:32:34Z,4910000,False,201.0,186.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
501,PT08M32.00S,2025-03-16T02:30:44.2Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,84,75,2025-03-16T02:32:34Z,4920000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Green,D. Green,500.0,3.0,3.0,0.0,,,,,,,,,,,,,,
502,PT08M13.00S,2025-03-16T02:31:07.1Z,4,REGULAR,foul,personal,[],1628384,,,1610612744,84,75,2025-03-16T02:32:50Z,4930000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 203110]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anunoby,O. Anunoby,,,,,,,,2002.0,3.0,1.0,Green,203110.0,,,,,,
504,PT08M13.00S,2025-03-16T02:31:21.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,84,75,2025-03-16T02:31:21Z,4950000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,84,75,2025-03-16T02:34:09Z,4960000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
507,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,out,[],1642366,,,1610612744,84,75,2025-03-16T02:34:09Z,4970000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,,,,,,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,
508,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,out,[],1626166,,,1610612744,84,75,2025-03-16T02:34:09Z,4980000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,,,,,,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,
509,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,out,[],1629013,,,1610612744,84,75,2025-03-16T02:34:09Z,4990000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
510,PT08M13.00S,2025-03-16T02:33:49.1Z,4,REGULAR,substitution,in,[],201939,,,1610612744,84,75,2025-03-16T02:34:09Z,5000000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
