actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M57.00S,2025-04-12T02:15:14.9Z,1,REGULAR,3pt,Jump Shot,[],203110,73.53810775295663,14.950980392156863,1610612744,0,2,2025-04-12T02:15:19Z,200000,False,-175.0,196.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
21,PT10M54.00S,2025-04-12T02:15:17.9Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612757,0,2,2025-04-12T02:15:19Z,210000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M48.00S,2025-04-12T02:15:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,10.726018396846255,41.42156862745098,1610612757,0,2,2025-04-12T02:15:27Z,220000,False,43.0,48.0,1,left,MISS D. Banton 6' driving Layup,[1630625],1610612757.0,POR,driving,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
23,PT10M46.00S,2025-04-12T02:15:26.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,2,2025-04-12T02:15:27Z,230000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M29.00S,2025-04-12T02:15:43.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,69.85873850197109,78.18627450980392,1610612744,0,2,2025-04-12T02:15:47Z,240000,False,141.0,231.0,1,right,MISS B. Podziemski 27' 3PT - blocked,"[1641764, 1629680]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,Thybulle,1629680.0,,,,,,,,,,,
25,PT10M29.00S,2025-04-12T02:15:43.1Z,1,REGULAR,block,,[],1629680,,,1610612744,0,2,2025-04-12T02:15:46Z,250000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
26,PT10M25.00S,2025-04-12T02:15:47.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,2,2025-04-12T02:15:47Z,260000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M17.00S,2025-04-12T02:15:55.1Z,1,REGULAR,2pt,Jump Shot,[],1642270,29.77989487516426,44.85294117647059,1610612757,2,2,2025-04-12T02:16:14Z,270000,False,26.0,227.0,1,left,D. Clingan 22' bank Jump Shot (2 PTS) (T. Camara 1 AST),"[1642270, 1641739]",1610612757.0,POR,bank,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Center,22.88,Made,,,,,2.0,,,T. Camara,1641739.0,1.0,,,,,,,,
29,PT10M05.00S,2025-04-12T02:16:06.9Z,1,REGULAR,turnover,bad pass,[],1630541,,,1610612744,2,2,2025-04-12T02:25:15Z,290000,False,,,0,,M. Moody bad pass TURNOVER (1 TO),"[1630541, 1629680]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,
30,PT10M05.00S,2025-04-12T02:16:06.9Z,1,REGULAR,steal,,[],1629680,,,1610612757,2,2,2025-04-12T02:16:08Z,300000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
31,PT09M58.00S,2025-04-12T02:16:14.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642270,6.652431011826544,49.50980392156863,1610612757,4,2,2025-04-12T02:17:47Z,310000,False,2.0,10.0,1,left,D. Clingan cutting DUNK (4 PTS) (K. Murray 1 AST),"[1642270, 1631200]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,1.03,Made,,,,,4.0,,,K. Murray,1631200.0,1.0,,,,,,,,
33,PT09M34.00S,2025-04-12T02:16:38.0Z,1,REGULAR,3pt,Jump Shot,[],1641764,88.78120893561103,94.6078431372549,1610612744,4,2,2025-04-12T02:16:41Z,330000,False,223.0,53.0,1,right,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
34,PT09M31.00S,2025-04-12T02:16:41.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,4,2,2025-04-12T02:16:41Z,340000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Right Corner 3,24+ Right,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT09M18.00S,2025-04-12T02:16:56.5Z,1,REGULAR,foul,personal,[],1630541,,,1610612757,4,2,2025-04-12T02:17:04Z,350000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1642270]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Clingan,1642270.0
37,PT09M10.00S,2025-04-12T02:17:31.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,8.229303547963205,50.0,1610612757,6,2,2025-04-12T02:18:30Z,370000,False,0.0,25.0,1,left,D. Clingan cutting DUNK (6 PTS) (D. Banton 1 AST),"[1642270, 1630625]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,6.0,,,D. Banton,1630625.0,1.0,,,,,,,,
39,PT08M53.00S,2025-04-12T02:17:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,82.47371879106439,39.46078431372549,1610612744,6,2,2025-04-12T02:17:52Z,390000,False,-53.0,112.0,1,right,MISS B. Podziemski 12' driving floating Shot,[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,12.4,Missed,,,,,,,,,,,,,,,,,,
40,PT08M50.00S,2025-04-12T02:17:51.1Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,6,2,2025-04-12T02:17:52Z,400000,False,,,0,,D. Clingan REBOUND (Off:0 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT08M42.00S,2025-04-12T02:17:59.1Z,1,REGULAR,3pt,Jump Shot,[],1642270,32.013797634691194,53.18627450980392,1610612757,6,2,2025-04-12T02:18:03Z,410000,False,-16.0,248.0,1,left,MISS D. Clingan 24' 3PT,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,24.89,Missed,,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2025-04-12T02:18:02.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,6,2,2025-04-12T02:18:03Z,420000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M33.00S,2025-04-12T02:18:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.9862023653088,46.568627450980394,1610612744,6,4,2025-04-12T02:18:17Z,430000,False,-17.0,13.0,1,right,S. Curry reverse Layup (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,2.0,,,D. Green,203110.0,1.0,,,,,,,,
45,PT08M18.00S,2025-04-12T02:18:22.6Z,1,REGULAR,turnover,bad pass,[],1630625,,,1610612757,6,4,2025-04-12T02:18:26Z,450000,False,,,0,,D. Banton bad pass TURNOVER (1 TO),"[1630625, 203110]",1610612757.0,POR,,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Green,203110.0,,,,,
46,PT08M18.00S,2025-04-12T02:18:22.6Z,1,REGULAR,steal,,[],203110,,,1610612744,6,4,2025-04-12T02:18:24Z,460000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M14.00S,2025-04-12T02:18:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,93.64323258869908,50.98039215686274,1610612744,6,6,2025-04-12T02:18:33Z,470000,False,5.0,7.0,1,right,J. Butler III running Layup (2 PTS) (B. Podziemski 1 AST),"[202710, 1641764]",1610612744.0,GSW,running,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,2.0,,,B. Podziemski,1641764.0,1.0,,,,,,,,
49,PT08M04.00S,2025-04-12T02:18:37.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,30.699737187910642,67.8921568627451,1610612757,6,6,2025-04-12T02:18:43Z,490000,False,-89.0,236.0,1,left,MISS T. Camara 25' step back 3PT,[1641739],1610612757.0,POR,step back,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
50,PT08M01.00S,2025-04-12T02:18:40.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,6,2025-04-12T02:18:43Z,500000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT07M57.00S,2025-04-12T02:18:44.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,65.65374507227332,13.725490196078432,1610612744,6,6,2025-04-12T02:18:51Z,510000,False,-181.0,270.0,1,right,MISS S. Curry 32' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,32.56,Missed,,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2025-04-12T02:18:47.8Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,6,6,2025-04-12T02:18:51Z,520000,False,,,0,,D. Clingan REBOUND (Off:0 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,51.0,4.0,4.0,0.0,,,,,,,,,,,,,,
53,PT07M31.00S,2025-04-12T02:19:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,7.440867279894875,50.49019607843137,1610612757,8,6,2025-04-12T02:19:14Z,530000,False,-2.0,17.0,1,left,T. Camara driving finger roll Layup (2 PTS),[1641739],1610612757.0,POR,driving finger roll,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M16.00S,2025-04-12T02:19:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.80354796320631,54.90196078431373,1610612744,8,6,2025-04-12T02:19:28Z,540000,False,25.0,25.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2025-04-12T02:19:26.7Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612757,8,6,2025-04-12T02:19:28Z,550000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M11.00S,2025-04-12T02:19:31.9Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612757,8,6,2025-04-12T02:19:51Z,560000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Thybulle 2 FT),"[203110, 1629680]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Thybulle,1629680.0
58,PT07M11.00S,2025-04-12T02:19:57.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629680,,,1610612757,9,6,2025-04-12T02:20:53Z,580000,False,,,0,,M. Thybulle Free Throw 1 of 2 (1 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
59,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,9,6,2025-04-12T02:20:13Z,590000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,out,[],202710,,,1610612757,9,6,2025-04-12T02:20:13Z,600000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,out,[],1641764,,,1610612757,9,6,2025-04-12T02:20:13Z,610000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,9,6,2025-04-12T02:20:13Z,620000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612757,9,6,2025-04-12T02:20:13Z,630000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M11.00S,2025-04-12T02:19:57.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612757,9,6,2025-04-12T02:20:13Z,640000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2025-04-12T02:19:57.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629680,,,1610612757,10,6,2025-04-12T02:20:53Z,650000,False,,,0,,M. Thybulle Free Throw 2 of 2 (2 PTS),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
66,PT07M00.00S,2025-04-12T02:20:33.9Z,1,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612744,10,6,2025-04-12T02:20:40Z,660000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1631200, 1630228]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Kuminga,1630228.0
68,PT07M00.00S,2025-04-12T02:21:02.5Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,10,6,2025-04-12T02:21:02Z,680000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
69,PT07M00.00S,2025-04-12T02:21:02.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,10,6,2025-04-12T02:21:02Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,
70,PT07M00.00S,2025-04-12T02:21:22.5Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,10,7,2025-04-12T02:21:22Z,700000,False,,,0,,J. Kuminga Free Throw 2 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
71,PT06M49.00S,2025-04-12T02:21:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,7.966491458607096,53.92156862745098,1610612757,12,7,2025-04-12T02:21:39Z,710000,False,-20.0,22.0,1,left,M. Thybulle driving Layup (4 PTS) (D. Banton 2 AST),"[1629680, 1630625]",1610612757.0,POR,driving,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,4.0,,,D. Banton,1630625.0,2.0,,,,,,,,
73,PT06M32.00S,2025-04-12T02:21:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630541,70.25295663600527,72.30392156862744,1610612744,12,10,2025-04-12T02:21:54Z,730000,False,112.0,227.0,1,right,M. Moody 25' 3PT  (3 PTS) (D. Green 2 AST),"[1630541, 203110]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.3,Made,,,,,3.0,,,D. Green,203110.0,2.0,,,,,,,,
75,PT06M17.00S,2025-04-12T02:22:05.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,33.196452036793694,48.28431372549019,1610612757,12,10,2025-04-12T02:22:10Z,750000,False,9.0,260.0,1,left,MISS T. Camara 25' pullup 3PT,[1641739],1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
76,PT06M14.00S,2025-04-12T02:22:08.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,12,10,2025-04-12T02:22:10Z,760000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT06M10.00S,2025-04-12T02:22:12.1Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,12,10,2025-04-12T02:22:17Z,770000,False,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1629680]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Thybulle,1629680.0,,,,,
78,PT06M10.00S,2025-04-12T02:22:12.1Z,1,REGULAR,steal,,[],1629680,,,1610612757,12,10,2025-04-12T02:22:14Z,780000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
79,PT06M07.00S,2025-04-12T02:22:15.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631200,8.09789750328515,50.73529411764706,1610612757,14,10,2025-04-12T02:23:01Z,790000,False,-4.0,24.0,1,left,K. Murray running DUNK (2 PTS) (T. Camara 2 AST),"[1631200, 1641739]",1610612757.0,POR,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,2.0,,,T. Camara,1641739.0,2.0,,,,,,,,
81,PT05M50.00S,2025-04-12T02:22:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,88.12417871222075,48.03921568627451,1610612744,14,10,2025-04-12T02:22:38Z,810000,False,-10.0,59.0,1,right,MISS J. Kuminga driving floating Shot,[1630228],1610612744.0,GSW,driving floating,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2025-04-12T02:22:33.9Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,14,10,2025-04-12T02:22:33Z,820000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT05M47.00S,2025-04-12T02:22:35.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,81.553876478318,4.6568627450980395,1610612744,14,10,2025-04-12T02:22:40Z,830000,False,-227.0,121.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2025-04-12T02:22:35.7Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,14,10,2025-04-12T02:22:40Z,840000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
