actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M47.00S,2025-03-04T00:11:41.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,26.62614980289093,82.35294117647058,1610612766,0,2,2025-03-04T00:12:28Z,160000,False,-162.0,198.0,1,left,MISS L. Ball 25' floating 3PT,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-03-04T00:11:44.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,2,2025-03-04T00:11:45Z,170000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M39.00S,2025-03-04T00:11:49.6Z,1,REGULAR,2pt,Jump Shot,[],1630541,92.59198423127464,68.13725490196079,1610612744,0,4,2025-03-04T00:13:13Z,180000,False,91.0,17.0,1,right,M. Moody 9' driving floating Jump Shot (2 PTS) (S. Curry 2 AST),"[1630541, 201939]",1610612744.0,GSW,driving floating,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,9.23,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
20,PT10M25.00S,2025-03-04T00:12:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,7.178055190538765,48.77450980392157,1610612766,2,4,2025-03-04T00:13:45Z,200000,False,6.0,15.0,1,left,M. Williams cutting finger roll Layup (2 PTS) (L. Ball 1 AST),"[1631109, 1630163]",1610612766.0,CHA,cutting finger roll,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.62,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
22,PT10M11.00S,2025-03-04T00:12:16.7Z,1,REGULAR,3pt,Jump Shot,[],203110,73.01248357424441,17.892156862745097,1610612744,2,4,2025-03-04T00:12:21Z,220000,False,-161.0,201.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2025-03-04T00:12:19.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,4,2025-03-04T00:12:21Z,230000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M54.00S,2025-03-04T00:12:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,11.12023653088042,36.76470588235294,1610612766,2,4,2025-03-04T00:15:48Z,240000,False,66.0,52.0,1,left,MISS M. Bridges 8' driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,8.42,Missed,,,,,,,,,,,,,,,,,,
25,PT09M52.00S,2025-03-04T00:12:35.9Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,2,4,2025-03-04T00:12:38Z,250000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M42.00S,2025-03-04T00:12:46.5Z,1,REGULAR,3pt,Jump Shot,[],203110,66.5735873850197,42.64705882352941,1610612744,2,4,2025-03-04T00:12:52Z,260000,False,-37.0,262.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2025-03-04T00:12:50.5Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,2,4,2025-03-04T00:12:52Z,270000,False,,,0,,J. Butler III REBOUND (Off:1 Def:0),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,,,,,26.0,1.0,0.0,1.0,,,,,,,,,,
28,PT09M36.00S,2025-03-04T00:12:52.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630541,86.81011826544021,46.568627450980394,1610612744,2,4,2025-03-04T00:16:28Z,280000,False,-17.0,71.0,1,right,MISS M. Moody 7' driving floating Shot,[1630541],1610612744.0,GSW,driving floating,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
29,PT09M33.00S,2025-03-04T00:12:55.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,2,4,2025-03-04T00:12:56Z,290000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M27.00S,2025-03-04T00:13:00.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641733,6.258212877792378,49.26470588235294,1610612766,4,4,2025-03-04T00:13:08Z,300000,False,4.0,6.0,1,left,N. Smith Jr. running Layup (2 PTS),[1641733],1610612766.0,CHA,running,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2025-03-04T00:13:20.8Z,1,REGULAR,3pt,Jump Shot,[],202710,92.9862023653088,94.6078431372549,1610612744,4,4,2025-03-04T00:13:27Z,310000,False,223.0,13.0,1,right,MISS J. Butler III 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Right Corner 3,24+ Right,22.34,Missed,,,,,,,,,,,,,,,,,,
32,PT09M04.00S,2025-03-04T00:13:23.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,4,4,2025-03-04T00:13:27Z,320000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Right Corner 3,24+ Right,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
33,PT09M03.00S,2025-03-04T00:13:29.2Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,4,4,2025-03-04T00:24:26Z,330000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,1.0,,,,,,
34,PT08M43.00S,2025-03-04T00:13:56.7Z,1,REGULAR,turnover,bad pass,[],1630541,,,1610612744,4,4,2025-03-04T00:19:06Z,340000,False,,,0,,M. Moody bad pass TURNOVER (1 TO),"[1630541, 1641733]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Smith Jr.,1641733.0,,,,
35,PT08M43.00S,2025-03-04T00:13:56.7Z,1,REGULAR,steal,,[],1641733,,,1610612766,4,4,2025-03-04T00:13:58Z,350000,False,,,0,,N. Smith Jr. STEAL (1 STL),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M37.00S,2025-03-04T00:14:03.0Z,1,REGULAR,turnover,lost ball,[],1641733,,,1610612766,4,4,2025-03-04T00:14:07Z,360000,False,,,0,,N. Smith Jr. lost ball TURNOVER (1 TO),"[1641733, 1630541]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Moody,1630541.0,,,,
37,PT08M37.00S,2025-03-04T00:14:03.0Z,1,REGULAR,steal,,[],1630541,,,1610612744,4,4,2025-03-04T00:14:04Z,370000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
38,PT08M33.00S,2025-03-04T00:14:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,92.85479632063075,54.65686274509803,1610612744,4,4,2025-03-04T00:14:11Z,380000,False,23.0,15.0,1,right,MISS M. Moody running Layup - blocked,"[1630541, 1630163]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,Ball,1630163.0,,,,,,,,
39,PT08M33.00S,2025-03-04T00:14:06.7Z,1,REGULAR,block,,[],1630163,,,1610612744,4,4,2025-03-04T00:14:09Z,390000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M29.00S,2025-03-04T00:14:10.7Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,4,4,2025-03-04T00:14:11Z,400000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,38.0,2.0,1.0,1.0,,,,,,,,,,
41,PT08M21.00S,2025-03-04T00:14:22.3Z,1,REGULAR,foul,personal,['3freethrow'],1641733,,,1610612744,4,4,2025-03-04T00:14:47Z,410000,False,,,0,,N. Smith Jr. shooting personal FOUL (1 PF) (Moody 3 FT),"[1641733, 1630541]",1610612766.0,CHA,shooting,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Moody,1630541.0
43,PT08M21.00S,2025-03-04T00:14:48.9Z,1,REGULAR,freethrow,1 of 3,"['fromturnover', '2ndchance']",1630541,,,1610612744,4,5,2025-03-04T00:14:48Z,430000,False,,,0,,M. Moody Free Throw 1 of 3 (3 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2025-03-04T00:15:05.9Z,1,REGULAR,freethrow,2 of 3,"['fromturnover', '2ndchance']",1630541,,,1610612744,4,6,2025-03-04T00:15:05Z,440000,False,,,0,,M. Moody Free Throw 2 of 3 (4 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2025-03-04T00:15:20.8Z,1,REGULAR,freethrow,3 of 3,"['fromturnover', '2ndchance']",1630541,,,1610612744,4,7,2025-03-04T00:15:20Z,450000,False,,,0,,M. Moody Free Throw 3 of 3 (5 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
46,PT08M10.00S,2025-03-04T00:15:32.4Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,4,7,2025-03-04T00:15:41Z,460000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 203110]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,Green,203110.0,,,,
47,PT08M10.00S,2025-03-04T00:15:32.4Z,1,REGULAR,steal,,[],203110,,,1610612744,4,7,2025-03-04T00:15:34Z,470000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2025-03-04T00:15:46.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,70.12155059132719,75.0,1610612744,4,7,2025-03-04T00:15:51Z,480000,False,125.0,228.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
49,PT07M53.00S,2025-03-04T00:15:50.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,4,7,2025-03-04T00:15:51Z,490000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,
50,PT07M47.00S,2025-03-04T00:15:56.6Z,1,REGULAR,turnover,bad pass,[],1641733,,,1610612766,4,7,2025-03-04T00:16:03Z,500000,False,,,0,,N. Smith Jr. bad pass TURNOVER (2 TO),"[1641733, 202710]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,Butler III,202710.0,,,,
51,PT07M47.00S,2025-03-04T00:15:56.6Z,1,REGULAR,steal,,[],202710,,,1610612744,4,7,2025-03-04T00:15:58Z,510000,False,,,0,,J. Butler III STEAL (1 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
52,PT07M42.00S,2025-03-04T00:16:00.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641764,72.48685939553219,16.42156862745098,1610612744,4,10,2025-03-04T00:16:09Z,520000,False,-168.0,206.0,1,right,B. Podziemski 26' 3PT running (3 PTS) (J. Butler III 1 AST),"[1641764, 202710]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,26.58,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
54,PT07M41.00S,2025-03-04T00:16:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,4,10,2025-03-04T00:16:09Z,540000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2025-03-04T00:19:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,6.389618922470433,61.51960784313726,1610612766,4,10,2025-03-04T00:19:31Z,550000,False,-58.0,8.0,1,left,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,,
56,PT07M24.00S,2025-03-04T00:19:28.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,10,2025-03-04T00:19:31Z,560000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
58,PT07M16.00S,2025-03-04T00:19:42.9Z,1,REGULAR,substitution,out,[],202710,,,1610612744,4,10,2025-03-04T00:19:52Z,580000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M16.00S,2025-03-04T00:19:42.9Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,4,10,2025-03-04T00:19:52Z,590000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M16.00S,2025-03-04T00:19:42.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,4,10,2025-03-04T00:19:52Z,600000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M16.00S,2025-03-04T00:19:42.9Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,4,10,2025-03-04T00:19:52Z,610000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M12.00S,2025-03-04T00:20:08.2Z,1,REGULAR,2pt,Jump Shot,[],201939,78.53153745072274,24.264705882352942,1610612744,4,12,2025-03-04T00:23:33Z,620000,False,-129.0,149.0,1,right,S. Curry 19' Jump Shot (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,19.71,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
64,PT07M02.00S,2025-03-04T00:20:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.30946123521682,43.13725490196079,1610612766,4,12,2025-03-04T00:20:22Z,640000,False,34.0,16.0,1,left,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2025-03-04T00:20:22.1Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,4,12,2025-03-04T00:20:22Z,650000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,,
66,PT06M58.00S,2025-03-04T00:20:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,5.590000152587891,50.0,1610612766,6,12,2025-03-04T00:20:21Z,660000,False,0.0,0.0,1,left,M. Williams tip Layup (4 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
70,PT06M39.00S,2025-03-04T00:20:59.7Z,1,REGULAR,3pt,Jump Shot,[],201939,68.54467805519053,67.8921568627451,1610612744,6,15,2025-03-04T00:30:48Z,700000,False,89.0,243.0,1,right,S. Curry 25' 3PT  (5 PTS) (B. Hield 1 AST),"[201939, 1627741]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.91,Made,5.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,
72,PT06M29.00S,2025-03-04T00:21:11.5Z,1,REGULAR,foul,personal,['3freethrow'],201939,,,1610612766,6,15,2025-03-04T00:21:37Z,720000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Green 3 FT),"[201939, 1630182]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Green,1630182.0
75,PT06M29.00S,2025-03-04T00:21:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,6,15,2025-03-04T00:21:51Z,750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M29.00S,2025-03-04T00:24:00.0Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,6,15,2025-03-04T00:26:30Z,755000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M29.00S,2025-03-04T00:24:00.0Z,1,REGULAR,substitution,out,[],1641733,,,1610612766,6,15,2025-03-04T00:26:30Z,757500,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M29.00S,2025-03-04T00:24:00.0Z,1,REGULAR,substitution,in,[],1641878,,,1610612766,6,15,2025-03-04T00:26:30Z,758750,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M29.00S,2025-03-04T00:24:00.0Z,1,REGULAR,substitution,in,[],203552,,,1610612766,6,15,2025-03-04T00:26:30Z,759375,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M29.00S,2025-03-04T00:24:45.7Z,1,REGULAR,freethrow,1 of 3,[],1630182,,,1610612766,6,15,2025-03-04T00:24:45Z,760000,False,,,0,,MISS J. Green Free Throw 1 of 3,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT06M29.00S,2025-03-04T00:24:45.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,6,15,2025-03-04T00:24:45Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,
78,PT06M29.00S,2025-03-04T00:24:58.8Z,1,REGULAR,freethrow,2 of 3,[],1630182,,,1610612766,7,15,2025-03-04T00:24:58Z,780000,False,,,0,,J. Green Free Throw 2 of 3 (1 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
79,PT06M29.00S,2025-03-04T00:25:12.1Z,1,REGULAR,freethrow,3 of 3,[],1630182,,,1610612766,8,15,2025-03-04T00:25:12Z,790000,False,,,0,,J. Green Free Throw 3 of 3 (2 PTS),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
80,PT06M14.00S,2025-03-04T00:25:28.2Z,1,REGULAR,3pt,Jump Shot,[],201939,66.44218134034165,52.20588235294118,1610612744,8,15,2025-03-04T00:25:33Z,800000,False,11.0,263.0,1,right,MISS S. Curry 26' pullup 3PT - blocked,"[201939, 1631109]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,Williams,1631109.0,,,,,,,,
81,PT06M14.00S,2025-03-04T00:25:28.2Z,1,REGULAR,block,,[],1631109,,,1610612744,8,15,2025-03-04T00:25:31Z,810000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
82,PT06M13.00S,2025-03-04T00:25:29.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,8,15,2025-03-04T00:32:24Z,820000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,80.0,3.0,3.0,0.0,,,,,,,,,,
