actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-26T01:07:56.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-26T01:07:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-26T01:07:57.9Z,1,REGULAR,jumpball,recovered,[],1631108,,,1610612747,0,0,2024-12-26T01:07:57Z,40000,False,,,0,,Jump Ball A. Davis vs. T. Jackson-Davis: Tip to M. Christie,"[1631108, 203076, 1631218]",1610612747.0,LAL,startperiod,M. Christie,1631108.0,Christie,M. Christie,Davis,203076.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-12-26T01:08:14.9Z,1,REGULAR,2pt,Jump Shot,[],2544,5.075558475689881,18.872549019607842,1610612747,0,0,2024-12-26T01:08:39Z,70000,False,156.0,-5.0,1,left,MISS L. James 15' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Mid-Range,8-16 Right,15.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-12-26T01:08:18.9Z,1,REGULAR,rebound,defensive,[],203471,,,1610612744,0,0,2024-12-26T01:08:22Z,80000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-12-26T01:08:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.11760840998686,53.431372549019606,1610612744,2,0,2024-12-26T01:08:34Z,90000,False,17.0,12.0,1,right,S. Curry cutting Layup (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,,,
11,PT11M04.00S,2024-12-26T01:08:50.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],2544,11.645860709592641,50.245098039215684,1610612747,2,2,2024-12-26T01:08:55Z,110000,False,-1.0,57.0,1,left,L. James Hook (2 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,,,,,2.0,,,,,,,,,,,,,
12,PT10M45.00S,2024-12-26T01:09:09.6Z,1,REGULAR,3pt,Jump Shot,[],203952,80.1084099868594,92.40196078431373,1610612744,2,2,2024-12-26T01:09:40Z,120000,False,212.0,134.0,1,right,MISS A. Wiggins 25' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
13,PT10M42.00S,2024-12-26T01:09:12.6Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,2,2,2024-12-26T01:09:17Z,130000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M34.00S,2024-12-26T01:09:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.440867279894875,43.627450980392155,1610612747,2,4,2024-12-26T01:09:27Z,140000,False,32.0,17.0,1,left,L. James cutting Layup (4 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,4.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
16,PT10M24.00S,2024-12-26T01:09:30.4Z,1,REGULAR,3pt,Jump Shot,[],203110,91.01511169513797,2.941176470588235,1610612744,2,4,2024-12-26T01:09:36Z,160000,False,-235.0,32.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
17,PT10M22.00S,2024-12-26T01:09:32.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,2,4,2024-12-26T01:09:36Z,170000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M09.00S,2024-12-26T01:09:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,13.748357424441524,46.07843137254902,1610612747,2,4,2024-12-26T01:11:09Z,180000,False,20.0,77.0,1,left,MISS A. Davis 7' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
19,PT10M05.00S,2024-12-26T01:09:51.1Z,1,REGULAR,rebound,defensive,[],203471,,,1610612744,2,4,2024-12-26T01:09:53Z,190000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT09M49.00S,2024-12-26T01:10:06.7Z,1,REGULAR,3pt,Jump Shot,[],203471,86.67871222076215,96.56862745098039,1610612744,5,4,2024-12-26T01:10:13Z,200000,False,233.0,73.0,1,right,D. Schröder 24' 3PT  (3 PTS) (T. Jackson-Davis 1 AST),"[203471, 1631218]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,24.39,Made,,,,,3.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,
