actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-04T03:06:22.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-04T03:06:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-04T03:06:24.9Z,1,REGULAR,jumpball,recovered,[],1630228,,,1610612744,0,0,2024-12-04T03:06:24Z,40000,False,,,0,,Jump Ball K. Looney vs. N. Jokić: Tip to J. Kuminga,"[1630228, 1626172, 203999]",1610612744.0,GSW,startperiod,J. Kuminga,1630228.0,Kuminga,J. Kuminga,Looney,1626172.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-12-04T03:06:34.4Z,1,REGULAR,3pt,Jump Shot,[],203952,72.35545335085413,19.852941176470587,1610612744,0,0,2024-12-04T03:07:02Z,70000,False,-151.0,207.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-12-04T03:06:37.4Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,0,2024-12-04T03:07:02Z,80000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-12-04T03:06:43.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626172,86.15308804204993,14.705882352941178,1610612744,0,0,2024-12-04T03:06:48Z,90000,False,-176.0,78.0,1,right,MISS K. Looney 19' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Left,19.28,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-12-04T03:06:46.2Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2024-12-04T03:06:48Z,100000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2024-12-04T03:06:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,7.966491458607096,39.46078431372549,1610612743,2,0,2024-12-04T03:07:35Z,110000,False,53.0,22.0,1,left,M. Porter Jr. driving floating bank Jump Shot (2 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,driving floating bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,
13,PT11M00.00S,2024-12-04T03:07:21.7Z,1,REGULAR,2pt,Jump Shot,[],1630228,77.34888304862024,28.921568627450984,1610612744,2,0,2024-12-04T03:15:42Z,130000,False,-105.0,160.0,1,right,MISS J. Kuminga 19' pullup Shot - blocked,"[1630228, 1627750]",1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Left Center,19.19,Missed,,,,,,,,,Murray,1627750.0,,,,,,,,
14,PT11M00.00S,2024-12-04T03:07:21.7Z,1,REGULAR,block,,[],1627750,,,1610612744,2,0,2024-12-04T03:07:24Z,140000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2024-12-04T03:07:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,2,0,2024-12-04T03:15:42Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Left Center,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2024-12-04T03:07:28.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,2,0,2024-12-04T03:07:34Z,160000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203593.0,,,,,,,
17,PT10M48.00S,2024-12-04T03:07:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,7.5722733245729295,51.470588235294116,1610612743,4,0,2024-12-04T03:07:54Z,170000,False,-7.0,19.0,1,left,J. Murray driving finger roll Layup (2 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M48.00S,2024-12-04T03:07:54.3Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612743,4,0,2024-12-04T03:08:10Z,180000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Murray 1 FT),"[203952, 1627750]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203593.0,1.0,0.0,Murray,1627750.0,,,
20,PT10M48.00S,2024-12-04T03:08:18.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627750,,,1610612743,5,0,2024-12-04T03:08:18Z,200000,False,,,0,,J. Murray Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
21,PT10M30.00S,2024-12-04T03:08:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,91.5407358738502,44.6078431372549,1610612744,5,2,2024-12-04T03:08:42Z,210000,False,-27.0,27.0,1,right,B. Podziemski driving Layup (2 PTS) (S. Curry 1 AST),"[1641764, 201939]",1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,,,,
23,PT10M20.00S,2024-12-04T03:08:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.178055190538765,47.549019607843135,1610612743,5,2,2024-12-04T03:10:17Z,230000,False,12.0,15.0,1,left,MISS J. Murray driving reverse Layup,[1627750],1610612743.0,DEN,driving reverse,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2024-12-04T03:08:53.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,5,2,2024-12-04T03:10:17Z,240000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,,,
