actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-26T03:12:34.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-26T03:12:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-26T03:12:37.1Z,1,REGULAR,jumpball,recovered,[],1641733,,,1610612766,0,0,2025-02-26T03:12:37Z,40000,False,,,0,,Jump Ball M. Williams vs. D. Green: Tip to N. Smith Jr.,"[1641733, 1631109, 203110]",1610612766.0,CHA,startperiod,N. Smith Jr.,1641733.0,Smith Jr.,N. Smith Jr.,Williams,1631109.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-26T03:12:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,87.07293035479631,52.20588235294118,1610612766,0,2,2025-02-26T03:13:19Z,70000,False,11.0,69.0,1,right,M. Williams 6' cutting Layup (2 PTS) (J. Green 1 AST),"[1631109, 1630182]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.99,Made,2.0,J. Green,1630182.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-02-26T03:13:05.5Z,1,REGULAR,2pt,Jump Shot,[],203110,26.49474375821288,40.931372549019606,1610612744,2,2,2025-02-26T03:13:12Z,90000,False,45.0,197.0,1,left,D. Green 20' Jump Shot (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,20.18,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2025-02-26T03:13:22.7Z,1,REGULAR,2pt,Jump Shot,[],1642354,84.31340341655716,66.42156862745098,1610612766,2,2,2025-02-26T03:14:14Z,110000,False,82.0,95.0,1,right,MISS K. Simpson 12' driving floating bank Shot,[1642354],1610612766.0,CHA,driving floating bank,,,Simpson,K. Simpson,,,,,Mid-Range,8-16 Right,12.56,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2025-02-26T03:13:25.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,2,2,2025-02-26T03:13:28Z,120000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Right,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M05.00S,2025-02-26T03:13:28.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,33.722076215505915,31.372549019607842,1610612744,2,2,2025-02-26T03:15:49Z,130000,False,93.0,264.0,1,left,MISS B. Podziemski 28' running 3PT,[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,28.04,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2025-02-26T03:13:31.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,2,2,2025-02-26T03:13:39Z,140000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M52.00S,2025-02-26T03:13:41.6Z,1,REGULAR,turnover,lost ball,[],1641733,,,1610612766,2,2,2025-02-26T03:13:52Z,150000,False,,,0,,N. Smith Jr. lost ball TURNOVER (1 TO),"[1641733, 203110]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Green,203110.0,,,,,,,
16,PT10M52.00S,2025-02-26T03:13:41.6Z,1,REGULAR,steal,,[],203110,,,1610612744,2,2,2025-02-26T03:13:43Z,160000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2025-02-26T03:13:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203110,32.276609724047304,49.754901960784316,1610612744,5,2,2025-02-26T03:14:00Z,170000,False,1.0,251.0,1,left,D. Green 25' 3PT  (5 PTS) (J. Butler III 1 AST),"[203110, 202710]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.09,Made,5.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
19,PT10M19.00S,2025-02-26T03:14:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,89.04402102496715,56.86274509803921,1610612766,5,4,2025-02-26T03:16:56Z,190000,False,34.0,50.0,1,right,M. Williams 6' turnaround Hook (4 PTS) (K. Simpson 1 AST),"[1631109, 1642354]",1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,4.0,K. Simpson,1642354.0,1.0,,,,,,,,,,,,,,
21,PT10M07.00S,2025-02-26T03:14:26.5Z,1,REGULAR,3pt,Jump Shot,[],202710,27.283180026281208,18.627450980392158,1610612744,5,4,2025-02-26T03:15:04Z,210000,False,157.0,204.0,1,left,MISS J. Butler III 25' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2025-02-26T03:14:26.5Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,5,4,2025-02-26T03:15:04Z,220000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,
23,PT10M03.00S,2025-02-26T03:14:30.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203110,32.933639947437584,54.41176470588235,1610612744,5,4,2025-02-26T03:15:06Z,230000,False,-22.0,257.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
24,PT09M59.00S,2025-02-26T03:14:34.7Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,5,4,2025-02-26T03:15:06Z,240000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M51.00S,2025-02-26T03:14:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,92.46057818659659,62.254901960784316,1610612766,5,6,2025-02-26T03:17:41Z,250000,False,61.0,18.0,1,right,N. Smith Jr. 6' driving floating bank Jump Shot (2 PTS),[1641733],1610612766.0,CHA,driving floating bank,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,2.0,,,,,,,,,,,,,,,,,
