actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
173,PT00M06.90S,2025-01-19T02:07:21.3Z,1,REGULAR,substitution,in,[],1642259,,,1610612744,25,29,2025-01-19T02:07:37Z,1660000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M01.50S,2025-01-19T02:07:43.4Z,1,REGULAR,3pt,Jump Shot,[],203952,68.28186596583443,12.745098039215685,1610612744,25,29,2025-01-19T02:07:49Z,1670000,False,-186.0,246.0,1,right,MISS A. Wiggins 30' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,30.83,Missed,,,,,,,,,,,,,,,,,,
175,PT00M01.50S,2025-01-19T02:07:43.4Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,25,29,2025-01-19T02:07:49Z,1680000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,174.0,7.0,4.0,3.0,,,,,,,,,,,,,
176,PT00M00.00S,2025-01-19T02:07:49.9Z,1,REGULAR,period,end,[],0,,,1610612744,25,29,2025-01-19T02:07:49Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,25,29,2025-01-19T02:10:25Z,1700000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,25,29,2025-01-19T02:10:25Z,1710000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1631218,,,1610612744,25,29,2025-01-19T02:10:25Z,1720000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],203471,,,1610612744,25,29,2025-01-19T02:10:25Z,1730000,False,,,0,,SUB out: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1641731,,,1610612744,25,29,2025-01-19T02:10:25Z,1740000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,out,['startperiod'],1642259,,,1610612744,25,29,2025-01-19T02:10:25Z,1750000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,25,29,2025-01-19T02:10:25Z,1760000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,25,29,2025-01-19T02:10:25Z,1770000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1630322,,,1610612744,25,29,2025-01-19T02:10:25Z,1780000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,25,29,2025-01-19T02:10:25Z,1790000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612744,25,29,2025-01-19T02:10:25Z,1800000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-01-19T02:10:00.4Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612744,25,29,2025-01-19T02:10:25Z,1810000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-01-19T02:10:37.9Z,2,REGULAR,period,start,[],0,,,1610612764,25,29,2025-01-19T02:10:37Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT11M44.00S,2025-01-19T02:10:53.1Z,2,REGULAR,3pt,Jump Shot,[],1642273,33.89044021024967,69.140625,1610612764,25,32,2025-01-19T02:11:03Z,1830000,False,-96.0,266.0,1,left,K. George 28' 3PT  (6 PTS) (C. Carrington 1 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,28.28,Made,6.0,,,,,C. Carrington,1642267.0,1.0,,,,,,,,,,
192,PT11M27.00S,2025-01-19T02:11:09.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,75.1149802890933,85.04901960784314,1610612744,25,32,2025-01-19T02:11:14Z,1850000,False,175.0,181.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
193,PT11M24.00S,2025-01-19T02:11:12.5Z,2,REGULAR,rebound,defensive,[],1642267,,,1610612764,25,32,2025-01-19T02:11:14Z,1860000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Right Center,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,
194,PT11M20.00S,2025-01-19T02:11:18.8Z,2,REGULAR,foul,personal,[],1630541,,,1610612764,25,32,2025-01-19T02:11:25Z,1870000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1642267]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1627524.0,,1.0,0.0,Carrington,1642267.0,,,,
196,PT11M16.00S,2025-01-19T02:11:37.9Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612764,25,32,2025-01-19T02:11:45Z,1890000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1626172, 1628398]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,,1.0,0.0,Kuzma,1628398.0,,,,
198,PT11M16.00S,2025-01-19T02:12:07.2Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,25,33,2025-01-19T02:12:07Z,1910000,False,,,0,,K. Kuzma Free Throw 1 of 2 (1 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
199,PT11M16.00S,2025-01-19T02:12:25.4Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,25,34,2025-01-19T02:12:25Z,1920000,False,,,0,,K. Kuzma Free Throw 2 of 2 (2 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
200,PT11M05.00S,2025-01-19T02:12:41.8Z,2,REGULAR,foul,personal,[],1642273,,,1610612744,25,34,2025-01-19T02:12:49Z,1930000,False,,,0,,K. George personal FOUL (1 PF),"[1642273, 201939]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627962.0,,1.0,0.0,Curry,201939.0,,,,
202,PT10M58.00S,2025-01-19T02:13:03.2Z,2,REGULAR,3pt,Jump Shot,[],201939,63.40752299605782,39.545036764705884,1610612744,28,34,2025-01-19T02:13:21Z,1950000,False,-52.0,291.0,1,right,S. Curry 29' 3PT  (6 PTS) (M. Moody 1 AST),"[201939, 1630541]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,29.62,Made,6.0,,,,,M. Moody,1630541.0,1.0,,,,,,,,,,
205,PT10M32.00S,2025-01-19T02:13:51.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,12.040078843626807,47.549019607843135,1610612764,28,34,2025-01-19T02:13:56Z,1980000,False,12.0,61.0,1,left,MISS J. Valančiūnas 6' turnaround Hook,[202685],1610612764.0,WAS,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
206,PT10M29.00S,2025-01-19T02:13:54.6Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,28,34,2025-01-19T02:13:56Z,1990000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,205.0,3.0,2.0,1.0,,,,,,,,,,,,,
207,PT10M19.00S,2025-01-19T02:14:04.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,96.00854139290408,95.34313725490196,1610612744,28,34,2025-01-19T02:14:10Z,2000000,False,227.0,-15.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,22.72,Missed,,,,,,,,,,,,,,,,,,
208,PT10M16.00S,2025-01-19T02:14:07.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,28,34,2025-01-19T02:14:10Z,2010000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Right Corner 3,24+ Right,,,,207.0,,,,,,,,,,,,,,,,
210,PT10M06.00S,2025-01-19T02:14:29.9Z,2,REGULAR,turnover,bad pass,[],1642267,,,1610612764,28,34,2025-01-19T02:14:33Z,2030000,False,,,0,,C. Carrington bad pass TURNOVER (2 TO),"[1642267, 201939]",1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,Curry,201939.0,,
211,PT10M06.00S,2025-01-19T02:14:29.9Z,2,REGULAR,steal,,[],201939,,,1610612744,28,34,2025-01-19T02:14:32Z,2040000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
212,PT10M01.00S,2025-01-19T02:14:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201939,93.11760840998686,58.333333333333336,1610612744,30,34,2025-01-19T02:14:40Z,2050000,False,42.0,12.0,1,right,S. Curry running Layup (8 PTS),[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,8.0,,,,,,,,,,,,,,,,,
213,PT09M40.00S,2025-01-19T02:14:56.4Z,2,REGULAR,2pt,Jump Shot,[],202685,21.369908015768726,21.568627450980394,1610612764,30,34,2025-01-19T02:15:02Z,2060000,False,142.0,148.0,1,left,MISS J. Valančiūnas 20' Jump Shot,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Right Center,20.55,Missed,,,,,,,,,,,,,,,,,,
214,PT09M39.00S,2025-01-19T02:14:57.4Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,30,34,2025-01-19T02:15:17Z,2070000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,213.0,2.0,1.0,1.0,,,,,,,,,,,,,
215,PT09M39.00S,2025-01-19T02:15:02.9Z,2,REGULAR,foul,offensive,[],1628398,,,1610612764,30,34,2025-01-19T02:15:21Z,2080000,False,,,0,,K. Kuzma offensive FOUL (2 PF),"[1628398, 1627780]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,,2.0,0.0,Payton II,1627780.0,,,,
217,PT09M39.00S,2025-01-19T02:15:02.9Z,2,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,30,34,2025-01-19T02:15:02Z,2100000,False,,,0,,K. Kuzma offensive foul TURNOVER (2 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,2.0,,,,,,,,
218,PT09M21.00S,2025-01-19T02:15:35.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626172,89.17542706964521,57.107843137254896,1610612744,30,34,2025-01-19T02:16:15Z,2110000,False,36.0,49.0,1,right,MISS K. Looney 6' driving floating bank Shot,[1626172],1610612744.0,GSW,driving floating bank,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
219,PT09M17.00S,2025-01-19T02:15:39.1Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,30,34,2025-01-19T02:16:15Z,2120000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,
220,PT09M10.00S,2025-01-19T02:15:49.3Z,2,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,30,34,2025-01-19T02:15:57Z,2130000,False,,,0,,K. Kuzma lost ball out-of-bounds TURNOVER (3 TO),[1628398],1610612764.0,WAS,lost ball,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,3.0,,,,,,,,
221,PT08M56.00S,2025-01-19T02:16:07.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627780,91.80354796320631,2.941176470588235,1610612744,33,34,2025-01-19T02:16:10Z,2140000,False,-235.0,25.0,1,right,G. Payton II 3PT  (3 PTS) (S. Curry 2 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Left Corner 3,24+ Left,23.66,Made,3.0,,,,,S. Curry,201939.0,2.0,,,,,,,,,,
223,PT08M52.00S,2025-01-19T02:16:14.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,33,34,2025-01-19T02:16:16Z,2160000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,out,[],1626172,,,1610612764,33,34,2025-01-19T02:19:06Z,2170000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,out,[],201939,,,1610612764,33,34,2025-01-19T02:19:06Z,2180000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,out,[],1627780,,,1610612764,33,34,2025-01-19T02:19:06Z,2190000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,out,[],1642267,,,1610612764,33,34,2025-01-19T02:19:06Z,2200000,False,,,0,,SUB out: C. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,in,[],1631218,,,1610612764,33,34,2025-01-19T02:19:06Z,2210000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,in,[],203952,,,1610612764,33,34,2025-01-19T02:19:06Z,2220000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,in,[],203471,,,1610612764,33,34,2025-01-19T02:19:06Z,2230000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M52.00S,2025-01-19T02:18:32.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,33,34,2025-01-19T02:19:06Z,2240000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M39.00S,2025-01-19T02:19:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,28.33442838370565,79.65686274509804,1610612764,33,34,2025-01-19T02:19:46Z,2250000,False,-148.0,214.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
233,PT08M36.00S,2025-01-19T02:19:27.0Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,33,34,2025-01-19T02:19:46Z,2260000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,232.0,3.0,2.0,1.0,,,,,,,,,,,,,
234,PT08M20.00S,2025-01-19T02:19:43.9Z,2,REGULAR,3pt,Jump Shot,[],203952,65.78515111695138,50.73529411764706,1610612744,33,34,2025-01-19T02:19:48Z,2270000,False,4.0,269.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
235,PT08M16.00S,2025-01-19T02:19:47.9Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,33,34,2025-01-19T02:19:48Z,2280000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,,,
236,PT08M04.00S,2025-01-19T02:19:59.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,9.806176084099869,48.77450980392157,1610612764,33,36,2025-01-19T02:20:05Z,2290000,False,6.0,40.0,1,left,J. Valančiūnas turnaround Hook (2 PTS),[202685],1610612764.0,WAS,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,4.02,Made,2.0,,,,,,,,,,,,,,,,,
237,PT07M48.00S,2025-01-19T02:20:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.48948751642575,40.44117647058824,1610612744,35,36,2025-01-19T02:20:50Z,2300000,False,-48.0,37.0,1,right,A. Wiggins 6' driving Layup (8 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,8.0,,,,,,,,,,,,,,,,,
238,PT07M38.00S,2025-01-19T02:20:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,12.040078843626807,41.17647058823529,1610612764,35,36,2025-01-19T02:21:18Z,2310000,False,44.0,61.0,1,left,MISS J. Poole 7' driving floating Shot,[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
239,PT07M35.00S,2025-01-19T02:20:28.9Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,35,36,2025-01-19T02:21:18Z,2320000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:5),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,238.0,8.0,5.0,3.0,,,,,,,,,,,,,
240,PT07M33.00S,2025-01-19T02:20:37.1Z,2,REGULAR,foul,personal,[],202685,,,1610612744,35,36,2025-01-19T02:20:39Z,2330000,False,,,0,,J. Valančiūnas personal FOUL (1 PF),"[202685, 1630322]",1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201639.0,,1.0,0.0,Waters III,1630322.0,,,,
242,PT07M33.00S,2025-01-19T02:20:41.8Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,35,36,2025-01-19T02:20:51Z,2350000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M33.00S,2025-01-19T02:20:41.8Z,2,REGULAR,substitution,out,[],1628398,,,1610612744,35,36,2025-01-19T02:20:51Z,2360000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M33.00S,2025-01-19T02:20:41.8Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,35,36,2025-01-19T02:20:51Z,2370000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M33.00S,2025-01-19T02:20:41.8Z,2,REGULAR,substitution,in,[],1641731,,,1610612744,35,36,2025-01-19T02:20:51Z,2380000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M26.00S,2025-01-19T02:21:07.0Z,2,REGULAR,3pt,Jump Shot,[],1630322,91.14651773981603,4.901960784313726,1610612744,35,36,2025-01-19T02:21:20Z,2390000,False,-225.0,31.0,1,right,MISS L. Waters III 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Left Corner 3,24+ Left,22.76,Missed,,,,,,,,,,,,,,,,,,
247,PT07M22.00S,2025-01-19T02:21:09.9Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,35,36,2025-01-19T02:21:09Z,2400000,False,,,0,,T. Jackson-Davis REBOUND (Off:4 Def:5),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Left Corner 3,24+ Left,,,,246.0,9.0,5.0,4.0,,,,,,,,,,,,,
248,PT07M20.00S,2025-01-19T02:21:11.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,86.28449408672799,96.32352941176471,1610612744,38,36,2025-01-19T02:21:47Z,2410000,False,232.0,76.0,1,right,B. Hield 24' 3PT step back (5 PTS) (T. Jackson-Davis 1 AST),"[1627741, 1631218]",1610612744.0,GSW,step back,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,24.39,Made,5.0,,,,,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,
250,PT07M05.00S,2025-01-19T02:21:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,8.492115637319317,43.38235294117647,1610612764,38,38,2025-01-19T02:21:33Z,2430000,False,33.0,27.0,1,left,C. Kispert driving finger roll Layup (8 PTS) (J. Poole 2 AST),"[1630557, 1629673]",1610612764.0,WAS,driving finger roll,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,4.29,Made,8.0,,,,,J. Poole,1629673.0,2.0,,,,,,,,,,
252,PT06M54.00S,2025-01-19T02:21:38.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,91.5407358738502,51.470588235294116,1610612744,40,38,2025-01-19T02:23:06Z,2450000,False,7.0,27.0,1,right,T. Jackson-Davis cutting DUNK (3 PTS) (D. Schröder 2 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.8,Made,3.0,,,,,D. Schröder,203471.0,2.0,,,,,,,,,,
254,PT06M38.00S,2025-01-19T02:21:53.9Z,2,REGULAR,3pt,Jump Shot,[],1629673,28.728646517739815,79.41176470588235,1610612764,40,41,2025-01-19T02:22:01Z,2470000,False,-147.0,218.0,1,left,J. Poole 26' 3PT  (11 PTS) (J. Valančiūnas 1 AST),"[1629673, 202685]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.26,Made,11.0,,,,,J. Valančiūnas,202685.0,1.0,,,,,,,,,,
256,PT06M16.00S,2025-01-19T02:22:16.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,91.5407358738502,58.333333333333336,1610612744,40,41,2025-01-19T02:22:20Z,2490000,False,42.0,27.0,1,right,MISS A. Wiggins Layup,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
257,PT06M16.00S,2025-01-19T02:22:16.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,40,41,2025-01-19T02:24:45Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,256.0,,,,,,,,,,,,,,,,
259,PT06M16.00S,2025-01-19T02:22:22.2Z,2,REGULAR,substitution,out,[],202685,,,1610612744,40,41,2025-01-19T02:24:45Z,2520000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
