actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M43.00S,2025-03-19T02:11:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202710,77.4802890932983,91.42156862745098,1610612744,6,0,2025-03-19T02:12:02Z,180000,False,207.0,159.0,1,right,J. Butler III 26' 3PT  (3 PTS) (M. Moody 2 AST),"[202710, 1630541]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,,,3.0,M. Moody,1630541.0,2.0,,,,,,,,
20,PT10M28.00S,2025-03-19T02:12:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,21.632720105124836,5.88235294117647,1610612749,6,3,2025-03-19T02:12:17Z,200000,False,221.0,151.0,1,left,K. Kuzma 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1628398, 203507]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,
22,PT10M15.00S,2025-03-19T02:12:25.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642366,93.24901445466492,45.83333333333333,1610612744,8,3,2025-03-19T02:12:30Z,220000,False,-21.0,11.0,1,right,Q. Post cutting DUNK (5 PTS) (J. Butler III 1 AST),"[1642366, 202710]",1610612744.0,GSW,cutting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,5.0,J. Butler III,202710.0,1.0,,,,,,,,
24,PT10M03.00S,2025-03-19T02:12:37.1Z,1,REGULAR,3pt,Jump Shot,[],203081,26.49474375821288,8.823529411764707,1610612749,8,3,2025-03-19T02:12:52Z,240000,False,206.0,197.0,1,left,MISS D. Lillard 28' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,28.47,Missed,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2025-03-19T02:12:38.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,3,2025-03-19T02:12:52Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,24.0,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2025-03-19T02:13:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612744,8,3,2025-03-19T02:13:14Z,270000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Green 2 FT),"[1627752, 203110]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Green,203110.0,,,
29,PT09M49.00S,2025-03-19T02:13:24.1Z,1,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,8,3,2025-03-19T02:13:24Z,290000,False,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M49.00S,2025-03-19T02:13:24.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,8,3,2025-03-19T02:13:24Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2025-03-19T02:13:43.4Z,1,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,9,3,2025-03-19T02:13:43Z,310000,False,,,0,,D. Green Free Throw 2 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
32,PT09M37.00S,2025-03-19T02:13:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,43.38235294117647,1610612749,9,3,2025-03-19T02:14:10Z,320000,False,33.0,19.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 203110]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.8,Missed,,,,,Green,203110.0,,,,,,,,,,,,
33,PT09M37.00S,2025-03-19T02:13:57.5Z,1,REGULAR,block,,[],203110,,,1610612749,9,3,2025-03-19T02:14:39Z,330000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M36.00S,2025-03-19T02:13:58.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,9,3,2025-03-19T02:14:26Z,340000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M29.00S,2025-03-19T02:14:04.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,71.43561103810775,80.14705882352942,1610612744,12,3,2025-03-19T02:16:06Z,350000,False,151.0,216.0,1,right,M. Moody 26' 3PT running (3 PTS) (Q. Post 1 AST),"[1630541, 1642366]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,26.34,Made,,,,,,,3.0,Q. Post,1642366.0,1.0,,,,,,,,
37,PT09M28.00S,2025-03-19T02:14:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,12,3,2025-03-19T02:14:10Z,370000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2025-03-19T02:17:27.2Z,1,REGULAR,3pt,Jump Shot,[],1628398,22.421156373193167,87.25490196078431,1610612749,12,3,2025-03-19T02:17:32Z,380000,False,-186.0,158.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
39,PT09M09.00S,2025-03-19T02:17:30.2Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,12,3,2025-03-19T02:17:32Z,390000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M59.00S,2025-03-19T02:17:41.1Z,1,REGULAR,3pt,Jump Shot,[],1642366,67.7562417871222,31.127450980392158,1610612744,12,3,2025-03-19T02:17:46Z,400000,False,-94.0,251.0,1,right,MISS Q. Post 26' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2025-03-19T02:17:44.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,12,3,2025-03-19T02:17:46Z,410000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M45.00S,2025-03-19T02:17:54.7Z,1,REGULAR,3pt,Jump Shot,[],203081,25.18068331143233,10.784313725490197,1610612749,12,6,2025-03-19T02:17:58Z,420000,False,196.0,184.0,1,left,D. Lillard 26' 3PT  (3 PTS) (T. Prince 1 AST),"[203081, 1627752]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,26.9,Made,,,,,,,3.0,T. Prince,1627752.0,1.0,,,,,,,,
44,PT08M23.00S,2025-03-19T02:18:15.7Z,1,REGULAR,3pt,Jump Shot,[],1641764,72.22404730617609,16.176470588235293,1610612744,15,6,2025-03-19T02:18:19Z,440000,False,-169.0,209.0,1,right,B. Podziemski 26' 3PT  (3 PTS) (J. Butler III 2 AST),"[1641764, 202710]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,26.85,Made,,,,,,,3.0,J. Butler III,202710.0,2.0,,,,,,,,
46,PT08M05.00S,2025-03-19T02:18:37.3Z,1,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612749,15,6,2025-03-19T02:18:48Z,460000,False,,,0,,T. Prince bad pass out-of-bounds TURNOVER (1 TO),[1627752],1610612749.0,MIL,bad pass,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201638.0,,,,,1.0,,
47,PT07M51.00S,2025-03-19T02:18:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203110,84.70762155059133,96.56862745098039,1610612744,15,6,2025-03-19T02:19:01Z,470000,False,233.0,91.0,1,right,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right,25.0,Missed,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2025-03-19T02:19:00.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,15,6,2025-03-19T02:19:01Z,480000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
49,PT07M29.00S,2025-03-19T02:19:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,11.251642575558476,50.98039215686274,1610612749,15,6,2025-03-19T02:19:47Z,490000,False,-5.0,53.0,1,left,MISS T. Prince driving finger roll Layup - blocked,"[1627752, 203110]",1610612749.0,MIL,driving finger roll,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,5.35,Missed,,,,,Green,203110.0,,,,,,,,,,,,
50,PT07M29.00S,2025-03-19T02:19:19.2Z,1,REGULAR,block,,[],203110,,,1610612749,15,6,2025-03-19T02:19:21Z,500000,False,,,0,,D. Green BLOCK (3 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M27.00S,2025-03-19T02:19:21.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,15,6,2025-03-19T02:19:23Z,510000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M20.00S,2025-03-19T02:19:32.7Z,1,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612744,15,6,2025-03-19T02:19:50Z,520000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Moody 2 FT),"[1628398, 1630541]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Moody,1630541.0,,,
54,PT07M20.00S,2025-03-19T02:20:01.6Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,16,6,2025-03-19T02:20:01Z,540000,False,,,0,,M. Moody Free Throw 1 of 2 (4 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
55,PT07M20.00S,2025-03-19T02:20:02.5Z,1,REGULAR,substitution,out,[],1642366,,,1610612744,16,6,2025-03-19T02:20:07Z,550000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M20.00S,2025-03-19T02:20:02.5Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,16,6,2025-03-19T02:20:07Z,560000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M20.00S,2025-03-19T02:20:25.4Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,17,6,2025-03-19T02:20:25Z,570000,False,,,0,,M. Moody Free Throw 2 of 2 (5 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
58,PT07M10.00S,2025-03-19T02:20:43.8Z,1,REGULAR,foul,personal,[],1630541,,,1610612749,17,6,2025-03-19T02:20:52Z,580000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 203081]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201638.0,1.0,0.0,Lillard,203081.0,,,
60,PT07M10.00S,2025-03-19T02:20:49.9Z,1,REGULAR,substitution,out,[],202710,,,1610612749,17,6,2025-03-19T02:20:52Z,600000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2025-03-19T02:20:49.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612749,17,6,2025-03-19T02:20:52Z,610000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2025-03-19T02:21:08.4Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612749,17,6,2025-03-19T02:21:16Z,620000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630611, 1628398]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,1.0,0.0,Kuzma,1628398.0,,,
64,PT07M07.00S,2025-03-19T02:21:38.0Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612749,17,7,2025-03-19T02:21:38Z,640000,False,,,0,,K. Kuzma Free Throw 1 of 2 (4 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
65,PT07M07.00S,2025-03-19T02:22:06.3Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612749,17,8,2025-03-19T02:22:06Z,650000,False,,,0,,K. Kuzma Free Throw 2 of 2 (5 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
66,PT06M57.00S,2025-03-19T02:22:17.8Z,1,REGULAR,3pt,Jump Shot,[],1630541,72.35545335085413,80.14705882352942,1610612744,17,8,2025-03-19T02:22:24Z,660000,False,151.0,207.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2025-03-19T02:22:20.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,17,8,2025-03-19T02:22:24Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,66.0,,,,,,,,,,,,,,,,,
69,PT06M44.00S,2025-03-19T02:22:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.017739816031538,43.13725490196079,1610612749,17,8,2025-03-19T02:22:44Z,690000,False,34.0,32.0,1,left,MISS K. Kuzma driving finger roll Layup,[1628398],1610612749.0,MIL,driving finger roll,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2025-03-19T02:22:37.5Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,17,8,2025-03-19T02:22:40Z,700000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M29.00S,2025-03-19T02:22:49.5Z,1,REGULAR,3pt,Jump Shot,[],1641764,68.9388961892247,21.813725490196077,1610612744,20,8,2025-03-19T02:23:02Z,710000,False,-141.0,239.0,1,right,B. Podziemski 27' 3PT pullup (6 PTS) (J. Kuminga 1 AST),"[1641764, 1630228]",1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,27.79,Made,,,,,,,6.0,J. Kuminga,1630228.0,1.0,,,,,,,,
73,PT06M12.00S,2025-03-19T02:23:06.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201572,7.5722733245729295,50.73529411764706,1610612749,20,10,2025-03-19T02:23:12Z,730000,False,-4.0,19.0,1,left,B. Lopez driving DUNK (2 PTS),[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,2.0,,,,,,,,,,,
74,PT06M04.00S,2025-03-19T02:23:19.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,20,10,2025-03-19T02:23:19Z,740000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,20,10,2025-03-19T02:26:36Z,750000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,out,[],203081,,,1610612744,20,10,2025-03-19T02:26:36Z,760000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,out,[],201572,,,1610612744,20,10,2025-03-19T02:26:36Z,770000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,20,10,2025-03-19T02:26:36Z,780000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,in,[],1629645,,,1610612744,20,10,2025-03-19T02:26:36Z,790000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M04.00S,2025-03-19T02:25:49.7Z,1,REGULAR,substitution,in,[],1629018,,,1610612744,20,10,2025-03-19T02:26:36Z,800000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M04.00S,2025-03-19T02:26:37.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,20,10,2025-03-19T02:26:53Z,810000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,
82,PT05M51.00S,2025-03-19T02:27:03.0Z,1,REGULAR,turnover,bad pass,[],1630611,,,1610612744,20,10,2025-03-19T02:27:08Z,820000,False,,,0,,G. Santos bad pass TURNOVER (1 TO),"[1630611, 203507]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0
83,PT05M51.00S,2025-03-19T02:27:03.0Z,1,REGULAR,steal,,[],203507,,,1610612749,20,10,2025-03-19T02:27:04Z,830000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M45.00S,2025-03-19T02:27:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612749,20,10,2025-03-19T02:27:22Z,840000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630228, 203507]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Antetokounmpo,203507.0,,,
86,PT05M45.00S,2025-03-19T02:27:48.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203507,,,1610612749,20,11,2025-03-19T02:27:48Z,860000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
87,PT05M45.00S,2025-03-19T02:28:12.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203507,,,1610612749,20,12,2025-03-19T02:28:12Z,870000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
