actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
180,PT10M05.00S,2024-11-09T01:12:50.1Z,2,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612739,41,24,2024-11-09T01:13:13Z,1700000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Mobley 2 FT),"[1626172, 1630596]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
182,PT10M05.00S,2024-11-09T01:13:15.1Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,41,24,2024-11-09T01:13:15Z,1720000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
183,PT10M05.00S,2024-11-09T01:13:15.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,41,24,2024-11-09T01:13:15Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,
184,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,41,24,2024-11-09T01:13:28Z,1740000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,41,24,2024-11-09T01:13:28Z,1750000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,out,[],1641764,,,1610612739,41,24,2024-11-09T01:13:28Z,1760000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,in,[],1629660,,,1610612739,41,24,2024-11-09T01:13:28Z,1770000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,41,24,2024-11-09T01:13:28Z,1780000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M05.00S,2024-11-09T01:13:16.1Z,2,REGULAR,substitution,in,[],1630541,,,1610612739,41,24,2024-11-09T01:13:28Z,1790000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M05.00S,2024-11-09T01:13:39.6Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,42,24,2024-11-09T01:13:39Z,1800000,False,,,0,,E. Mobley Free Throw 2 of 2 (9 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
191,PT09M49.00S,2024-11-09T01:14:01.4Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,42,24,2024-11-09T01:14:29Z,1810000,False,,,0,,J. Kuminga offensive FOUL (1 PF),"[1630228, 1630171]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Right,202049.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
193,PT09M49.00S,2024-11-09T01:14:01.4Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,42,24,2024-11-09T01:14:01Z,1830000,False,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Right,202049.0,,,,,,,,,,,1.0,,,,,,,,
194,PT09M35.00S,2024-11-09T01:14:20.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,7.703679369250986,4.901960784313726,1610612739,45,24,2024-11-09T01:14:24Z,1840000,False,225.0,20.0,1,left,I. Okoro 3PT  (8 PTS) (E. Mobley 2 AST),"[1630171, 1630596]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,22.64,E. Mobley,1630596.0,2.0,,,,,,,,,
196,PT09M21.00S,2024-11-09T01:14:33.4Z,2,REGULAR,2pt,Hook,[],1629001,88.12417871222075,32.84313725490196,1610612744,45,24,2024-11-09T01:14:38Z,1860000,False,-86.0,59.0,1,right,MISS D. Melton 10' turnaround Hook,[1629001],1610612744.0,GSW,turnaround,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,Missed,,10.42,,,,,,,,,,,,
197,PT09M18.00S,2024-11-09T01:14:35.7Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,45,24,2024-11-09T01:14:35Z,1870000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,196.0,4.0,4.0,0.0,,,,
198,PT09M14.00S,2024-11-09T01:14:40.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,4.418528252299605,4.6568627450980395,1610612739,48,24,2024-11-09T01:14:46Z,1880000,False,227.0,-11.0,1,left,D. Wade 3PT running (3 PTS) (D. Mitchell 3 AST),"[1629731, 1628378]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.7,D. Mitchell,1628378.0,3.0,,,,,,,,,
200,PT09M14.00S,2024-11-09T01:14:50.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,48,24,2024-11-09T01:14:50Z,1900000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M14.00S,2024-11-09T01:15:05.4Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,48,24,2024-11-09T01:17:14Z,1910000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M14.00S,2024-11-09T01:15:05.4Z,2,REGULAR,substitution,in,[],1631218,,,1610612744,48,24,2024-11-09T01:17:14Z,1920000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M06.00S,2024-11-09T01:18:01.6Z,2,REGULAR,foul,offensive,[],1631218,,,1610612744,48,24,2024-11-09T01:18:21Z,1940000,False,,,0,,T. Jackson-Davis offensive FOUL (2 PF),"[1631218, 1630171]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1179.0,2.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,
206,PT09M06.00S,2024-11-09T01:18:01.6Z,2,REGULAR,turnover,offensive foul,[],1631218,,,1610612744,48,24,2024-11-09T01:18:21Z,1960000,False,,,0,,T. Jackson-Davis offensive foul TURNOVER (1 TO),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,1.0,,,,,,,,
207,PT08M53.00S,2024-11-09T01:18:13.1Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612739,48,24,2024-11-09T01:18:21Z,1970000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Mobley 2 FT),"[203937, 1630596]",1610612744.0,GSW,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,202049.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
209,PT08M53.00S,2024-11-09T01:18:34.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,49,24,2024-11-09T01:18:34Z,1990000,False,,,0,,E. Mobley Free Throw 1 of 2 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
210,PT08M53.00S,2024-11-09T01:18:35.8Z,2,REGULAR,substitution,out,[],1629001,,,1610612739,49,24,2024-11-09T01:18:44Z,2000000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M53.00S,2024-11-09T01:18:35.8Z,2,REGULAR,substitution,in,[],1641764,,,1610612739,49,24,2024-11-09T01:18:44Z,2010000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M53.00S,2024-11-09T01:18:52.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,50,24,2024-11-09T01:18:52Z,2020000,False,,,0,,E. Mobley Free Throw 2 of 2 (11 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
213,PT08M46.00S,2024-11-09T01:19:03.1Z,2,REGULAR,3pt,Jump Shot,[],1641764,67.09921156373193,57.35294117647059,1610612744,50,24,2024-11-09T01:19:32Z,2030000,False,37.0,257.0,1,right,MISS B. Podziemski 25' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.94,,,,,,,,,,,,
214,PT08M44.00S,2024-11-09T01:19:05.1Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,50,24,2024-11-09T01:19:32Z,2040000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,213.0,2.0,2.0,0.0,,,,
215,PT08M24.00S,2024-11-09T01:19:22.6Z,2,REGULAR,2pt,Jump Shot,[],1628378,29.25427069645204,53.67647058823529,1610612739,52,24,2024-11-09T01:19:34Z,2050000,False,-18.0,222.0,1,left,D. Mitchell 22' step back Jump Shot (7 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,Made,7.0,22.33,,,,,,,,,,,,
216,PT08M07.00S,2024-11-09T01:19:38.9Z,2,REGULAR,3pt,Jump Shot,[],1630228,73.01248357424441,82.59803921568627,1610612744,52,27,2024-11-09T01:19:43Z,2060000,False,163.0,201.0,1,right,J. Kuminga 25' 3PT  (12 PTS) (T. Jackson-Davis 2 AST),"[1630228, 1631218]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,Made,12.0,25.89,T. Jackson-Davis,1631218.0,2.0,,,,,,,,,
218,PT07M53.00S,2024-11-09T01:19:54.0Z,2,REGULAR,3pt,Jump Shot,[],1630171,6.1268068331143235,97.05882352941177,1610612739,55,27,2024-11-09T01:19:58Z,2080000,False,-235.0,5.0,1,left,I. Okoro 3PT  (11 PTS) (T. Jerome 1 AST),"[1630171, 1629660]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,,,,,,Made,11.0,23.54,T. Jerome,1629660.0,1.0,,,,,,,,,
220,PT07M41.00S,2024-11-09T01:20:09.0Z,2,REGULAR,3pt,Jump Shot,[],1630541,68.80749014454665,32.35294117647059,1610612744,55,30,2024-11-09T01:20:42Z,2100000,False,-88.0,241.0,1,right,M. Moody 25' 3PT pullup (3 PTS) (T. Jackson-Davis 3 AST),"[1630541, 1631218]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.64,T. Jackson-Davis,1631218.0,3.0,,,,,,,,,
222,PT07M19.00S,2024-11-09T01:20:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,7.046649145860711,48.529411764705884,1610612739,57,30,2024-11-09T01:20:31Z,2120000,False,7.0,14.0,1,left,T. Jerome driving Layup (2 PTS),[1629660],1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.56,,,,,,,,,,,,
224,PT07M11.00S,2024-11-09T01:20:41.0Z,2,REGULAR,foul,offensive,[],1630541,,,1610612744,57,30,2024-11-09T01:20:51Z,2140000,False,,,0,,M. Moody offensive FOUL (1 PF),"[1630541, 1628378]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,1179.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
226,PT07M11.00S,2024-11-09T01:20:41.0Z,2,REGULAR,turnover,offensive foul,[],1630541,,,1610612744,57,30,2024-11-09T01:20:41Z,2160000,False,,,0,,M. Moody offensive foul TURNOVER (1 TO),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,1179.0,,,,,,,,,,,1.0,,,,,,,,
227,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,57,30,2024-11-09T01:21:07Z,2170000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,57,30,2024-11-09T01:21:07Z,2180000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612739,57,30,2024-11-09T01:21:07Z,2190000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,out,[],1631218,,,1610612739,57,30,2024-11-09T01:21:07Z,2200000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,57,30,2024-11-09T01:21:07Z,2210000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,57,30,2024-11-09T01:21:07Z,2220000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,in,[],203110,,,1610612739,57,30,2024-11-09T01:21:07Z,2230000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M11.00S,2024-11-09T01:20:50.6Z,2,REGULAR,substitution,in,[],201939,,,1610612739,57,30,2024-11-09T01:21:07Z,2240000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M54.00S,2024-11-09T01:21:26.3Z,2,REGULAR,violation,kicked ball,[],203110,,,1610612739,57,30,2024-11-09T01:21:31Z,2250000,False,,,0,,D. Green kicked ball VIOLATION,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2024-11-09T01:22:03.1Z,2,REGULAR,turnover,lost ball,[],1629660,,,1610612739,57,30,2024-11-09T01:22:08Z,2260000,False,,,0,,T. Jerome lost ball TURNOVER (1 TO),"[1629660, 1641764]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,,,Podziemski,1641764.0
237,PT06M43.00S,2024-11-09T01:22:03.1Z,2,REGULAR,steal,,[],1641764,,,1610612744,57,30,2024-11-09T01:22:05Z,2270000,False,,,0,,B. Podziemski STEAL (2 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
238,PT06M43.00S,2024-11-09T01:22:06.4Z,2,REGULAR,foul,personal,[],1629660,,,1610612744,57,30,2024-11-09T01:22:15Z,2280000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1641764]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,,,,,,,,
240,PT06M32.00S,2024-11-09T01:22:29.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630541,93.38042049934296,51.71568627450981,1610612744,57,30,2024-11-09T01:23:16Z,2300000,False,9.0,10.0,1,right,MISS M. Moody cutting Layup - blocked,"[1630541, 1629731]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.3,,,,,,,,,Wade,1629731.0,,
241,PT06M32.00S,2024-11-09T01:22:29.5Z,2,REGULAR,block,,[],1629731,,,1610612744,57,30,2024-11-09T01:22:33Z,2310000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M30.00S,2024-11-09T01:22:31.5Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,57,30,2024-11-09T01:23:16Z,2320000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,240.0,3.0,3.0,0.0,,,,
243,PT06M16.00S,2024-11-09T01:22:43.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,5.206964520367937,96.32352941176471,1610612739,60,30,2024-11-09T01:22:48Z,2330000,False,-232.0,-4.0,1,left,T. Jerome 3PT  (5 PTS) (I. Okoro 3 AST),"[1629660, 1630171]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,23.16,I. Okoro,1630171.0,3.0,,,,,,,,,
245,PT06M02.00S,2024-11-09T01:22:56.8Z,2,REGULAR,3pt,Jump Shot,[],201939,80.1084099868594,93.87254901960785,1610612744,60,33,2024-11-09T01:23:03Z,2350000,False,219.0,134.0,1,right,S. Curry 25' 3PT  (5 PTS) (K. Anderson 1 AST),"[201939, 203937]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,25.73,K. Anderson,203937.0,1.0,,,,,,,,,
247,PT05M44.00S,2024-11-09T01:23:15.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,28.728646517739815,76.22549019607843,1610612739,63,33,2024-11-09T01:23:19Z,2370000,False,-131.0,218.0,1,left,T. Jerome 25' 3PT  (8 PTS) (D. Wade 1 AST),"[1629660, 1629731]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,25.4,D. Wade,1629731.0,1.0,,,,,,,,,
249,PT05M40.00S,2024-11-09T01:23:25.0Z,2,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612744,63,33,2024-11-09T01:27:20Z,2390000,False,,,0,,T. Jerome shooting personal FOUL (2 PF) (Podziemski 2 FT),"[1629660, 1641764]",1610612739.0,CLE,shooting,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,1627519.0,2.0,0.0,Podziemski,1641764.0,,,,,,,,,,,,,,,
251,PT05M40.00S,2024-11-09T01:23:55.9Z,2,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,63,34,2024-11-09T01:26:47Z,2410000,False,,,0,,B. Podziemski Free Throw 1 of 2 (3 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
266,PT05M40.00S,2024-11-09T01:24:12.6Z,2,REGULAR,substitution,out,[],1629731,,,1610612744,63,34,2024-11-09T01:27:15Z,2412500,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M40.00S,2024-11-09T01:24:12.6Z,2,REGULAR,substitution,out,[],203937,,,1610612744,63,34,2024-11-09T01:27:15Z,2413750,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M40.00S,2024-11-09T01:24:12.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612744,63,34,2024-11-09T01:27:15Z,2414375,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M40.00S,2024-11-09T01:24:12.6Z,2,REGULAR,substitution,in,[],203952,,,1610612744,63,34,2024-11-09T01:27:15Z,2414687,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M40.00S,2024-11-09T01:23:55.9Z,2,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,63,34,2024-11-09T01:26:47Z,2415000,False,,,0,,MISS B. Podziemski Free Throw 2 of 2,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
265,PT05M40.00S,2024-11-09T01:23:55.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,63,34,2024-11-09T01:26:50Z,2417500,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,264.0,1.0,1.0,0.0,,,,
256,PT05M25.00S,2024-11-09T01:24:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,4.28712220762155,49.26470588235294,1610612739,65,34,2024-11-09T01:24:35Z,2460000,False,4.0,-12.0,1,left,J. Allen cutting Layup (4 PTS) (I. Okoro 4 AST),"[1628386, 1630171]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.27,I. Okoro,1630171.0,4.0,,,,,,,,,
258,PT05M17.00S,2024-11-09T01:24:41.3Z,2,REGULAR,3pt,Jump Shot,[],201939,71.96123521681997,16.911764705882355,1610612744,65,34,2024-11-09T01:25:33Z,2480000,False,-165.0,211.0,1,right,MISS S. Curry 26' step back 3PT - blocked,"[201939, 1630171]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.82,,,,,,,,,Okoro,1630171.0,,
259,PT05M17.00S,2024-11-09T01:24:41.3Z,2,REGULAR,block,,[],1630171,,,1610612744,65,34,2024-11-09T01:24:44Z,2490000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
260,PT05M15.00S,2024-11-09T01:24:43.3Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,65,34,2024-11-09T01:25:33Z,2500000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,258.0,2.0,2.0,0.0,,,,
261,PT05M09.00S,2024-11-09T01:24:55.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,26.49474375821288,82.59803921568627,1610612739,68,34,2024-11-09T01:25:45Z,2510000,False,-163.0,197.0,1,left,T. Jerome 25' 3PT running pullup (11 PTS) (C. LeVert 1 AST),"[1629660, 1627747]",1610612739.0,CLE,running pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,25.54,C. LeVert,1627747.0,1.0,,,,,,,,,
263,PT05M09.00S,2024-11-09T01:25:09.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,68,34,2024-11-09T01:25:09Z,2530000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M09.00S,2024-11-09T01:26:18.1Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,68,34,2024-11-09T01:27:34Z,2540000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M09.00S,2024-11-09T01:26:18.1Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,68,34,2024-11-09T01:27:34Z,2550000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M09.00S,2024-11-09T01:26:18.1Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,68,34,2024-11-09T01:27:34Z,2560000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M09.00S,2024-11-09T01:26:18.1Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,68,34,2024-11-09T01:27:34Z,2570000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M58.00S,2024-11-09T01:27:53.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,94.03745072273325,51.225490196078425,1610612744,68,36,2024-11-09T01:27:59Z,2580000,False,6.0,4.0,1,right,J. Kuminga cutting DUNK (14 PTS) (D. Green 2 AST),"[1630228, 203110]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,0.7,D. Green,203110.0,2.0,,,,,,,,,
