actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT04M55.00S,2025-03-29T00:23:39.7Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612740,16,8,2025-03-29T00:24:11Z,850000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Brown 2 FT),"[1630228, 1628971]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628485.0,,,,,,,1.0,0.0,Brown,1628971.0,,
87,PT04M55.00S,2025-03-29T00:24:04.6Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612740,17,8,2025-03-29T00:24:04Z,870000,False,,,0,,B. Brown Free Throw 1 of 2 (9 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
88,PT04M55.00S,2025-03-29T00:24:05.5Z,1,REGULAR,substitution,out,[],1641722,,,1610612740,17,8,2025-03-29T00:24:09Z,880000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M55.00S,2025-03-29T00:24:05.5Z,1,REGULAR,substitution,in,[],1641810,,,1610612740,17,8,2025-03-29T00:24:09Z,890000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M55.00S,2025-03-29T00:24:25.3Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612740,18,8,2025-03-29T00:24:25Z,900000,False,,,0,,B. Brown Free Throw 2 of 2 (10 PTS),[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
91,PT04M46.00S,2025-03-29T00:24:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,90.67017082785809,41.97303921568627,1610612744,18,10,2025-03-29T00:24:51Z,910000,False,-40.0,35.0,1,right,J. Kuminga cutting Layup (2 PTS) (S. Curry 4 AST),"[1630228, 201939]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,,,,,2.0,,,S. Curry,201939.0,4.0,,,,,,,,
93,PT04M25.00S,2025-03-29T00:24:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203901,7.7529566360052655,44.385723039215684,1610612740,18,10,2025-03-29T00:25:39Z,930000,False,28.0,20.0,1,left,MISS E. Payton cutting Layup,[203901],1610612740.0,NOP,cutting,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2025-03-29T00:24:59.2Z,1,REGULAR,rebound,offensive,[],203901,,,1610612740,18,10,2025-03-29T00:25:39Z,940000,False,,,0,,E. Payton REBOUND (Off:1 Def:1),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,
95,PT04M22.00S,2025-03-29T00:25:00.6Z,1,REGULAR,turnover,bad pass,[],203901,,,1610612740,18,10,2025-03-29T00:26:11Z,950000,False,,,0,,E. Payton bad pass TURNOVER (1 TO),"[203901, 201939]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Curry,201939.0,,,,,,
96,PT04M22.00S,2025-03-29T00:25:00.6Z,1,REGULAR,steal,,[],201939,,,1610612744,18,10,2025-03-29T00:25:02Z,960000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M16.00S,2025-03-29T00:25:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612744,18,10,2025-03-29T00:26:05Z,970000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Santos 2 FT),"[1630526, 1630611]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,1628485.0,,,,,,,1.0,0.0,Santos,1630611.0,,
99,PT04M16.00S,2025-03-29T00:25:44.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630611,,,1610612744,18,10,2025-03-29T00:26:30Z,990000,False,,,0,,MISS G. Santos Free Throw 1 of 2,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2025-03-29T00:25:44.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,18,10,2025-03-29T00:26:30Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
101,PT04M16.00S,2025-03-29T00:25:44.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630611,,,1610612744,18,11,2025-03-29T00:26:30Z,1010000,False,,,0,,G. Santos Free Throw 2 of 2 (3 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
102,PT04M07.00S,2025-03-29T00:26:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630526,18.528252299605782,46.85585171568627,1610612740,18,11,2025-03-29T00:26:51Z,1020000,False,16.0,122.0,1,left,MISS J. Robinson-Earl 12' pullup Shot,[1630526],1610612740.0,NOP,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,12.27,Missed,,,,,,,,,,,,,,,,,,
103,PT04M05.00S,2025-03-29T00:26:14.8Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,18,11,2025-03-29T00:26:47Z,1030000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M58.00S,2025-03-29T00:26:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642366,91.72141918528253,52.02205882352941,1610612744,18,13,2025-03-29T00:27:04Z,1040000,False,10.0,25.0,1,right,Q. Post cutting DUNK (2 PTS) (J. Kuminga 1 AST),"[1642366, 1630228]",1610612744.0,GSW,cutting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,2.0,,,J. Kuminga,1630228.0,1.0,,,,,,,,
106,PT03M46.00S,2025-03-29T00:26:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,3.6793692509855447,43.359375,1610612740,20,13,2025-03-29T00:27:56Z,1060000,False,33.0,-18.0,1,left,J. Robinson-Earl cutting Layup (2 PTS) (E. Payton 1 AST),"[1630526, 203901]",1610612740.0,NOP,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,3.77,Made,,,,,2.0,,,E. Payton,203901.0,1.0,,,,,,,,
108,PT03M27.00S,2025-03-29T00:26:52.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,94.87516425755585,4.143688725490193,1610612744,20,13,2025-03-29T00:27:43Z,1080000,False,-229.0,-4.0,1,right,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2025-03-29T00:26:54.8Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,20,13,2025-03-29T00:27:43Z,1090000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT03M19.00S,2025-03-29T00:27:01.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628971,29.303547963206313,22.03584558823529,1610612740,20,13,2025-03-29T00:29:20Z,1100000,False,140.0,223.0,1,left,MISS B. Brown 26' step back 3PT,[1628971],1610612740.0,NOP,step back,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2025-03-29T00:27:05.4Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612740,20,13,2025-03-29T00:29:20Z,1110000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,110.0,1.0,0.0,1.0,,,,,,,,,,,,,,
112,PT03M14.00S,2025-03-29T00:27:05.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630526,7.621550591327193,46.1014093137255,1610612740,22,13,2025-03-29T00:29:31Z,1120000,False,19.0,19.0,1,left,J. Robinson-Earl putback Layup (4 PTS),[1630526],1610612740.0,NOP,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,4.0,,,,,,,,,,,,,
113,PT03M06.00S,2025-03-29T00:27:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630228,75.68988173455979,10.516237745098039,1610612744,22,13,2025-03-29T00:29:54Z,1130000,False,-197.0,176.0,1,right,MISS J. Kuminga 26' pullup 3PT,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
114,PT03M03.00S,2025-03-29T00:27:17.1Z,1,REGULAR,rebound,offensive,[],1642366,,,1610612744,22,13,2025-03-29T00:29:54Z,1140000,False,,,0,,Q. Post REBOUND (Off:1 Def:0),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,,
115,PT02M59.00S,2025-03-29T00:27:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,78.84362680683311,92.13388480392157,1610612744,22,16,2025-03-29T00:30:06Z,1150000,False,211.0,146.0,1,right,S. Curry 25' 3PT  (3 PTS) (Q. Post 1 AST),"[201939, 1642366]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,3.0,,,Q. Post,1642366.0,1.0,,,,,,,,
117,PT02M48.00S,2025-03-29T00:27:31.1Z,1,REGULAR,turnover,bad pass,[],1641810,,,1610612740,22,16,2025-03-29T00:30:19Z,1170000,False,,,0,,A. Reeves bad pass TURNOVER (1 TO),"[1641810, 1627741]",1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,Right Corner 3,24+ Right,,,,,,,,,1.0,,,,Hield,1627741.0,,,,,,
118,PT02M48.00S,2025-03-29T00:27:31.1Z,1,REGULAR,steal,,[],1627741,,,1610612744,22,16,2025-03-29T00:27:32Z,1180000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
119,PT02M42.00S,2025-03-29T00:27:36.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,92.90407358738501,34.11075367647058,1610612744,22,18,2025-03-29T00:30:29Z,1190000,False,-79.0,14.0,1,right,B. Hield 8' running Layup (2 PTS),[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,8.07,Made,,,,,2.0,,,,,,,,,,,,,
120,PT02M42.00S,2025-03-29T00:27:40.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,22,18,2025-03-29T00:27:40Z,1200000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,out,[],1628971,,,1610612740,22,18,2025-03-29T00:30:40Z,1210000,False,,,0,,SUB out: B. Brown,[1628971],1610612740.0,NOP,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,out,[],1630611,,,1610612740,22,18,2025-03-29T00:30:40Z,1220000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,out,[],201939,,,1610612740,22,18,2025-03-29T00:30:40Z,1230000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,in,[],203482,,,1610612740,22,18,2025-03-29T00:30:40Z,1240000,False,,,0,,SUB in: K. Olynyk,[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,in,[],1641764,,,1610612740,22,18,2025-03-29T00:30:40Z,1250000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M42.00S,2025-03-29T00:30:20.5Z,1,REGULAR,substitution,in,[],202710,,,1610612740,22,18,2025-03-29T00:30:40Z,1260000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2025-03-29T00:30:54.6Z,1,REGULAR,2pt,Jump Shot,[],1630526,10.77529566360053,85.02604166666667,1610612740,24,18,2025-03-29T00:31:12Z,1270000,False,-175.0,49.0,1,left,J. Robinson-Earl 18' pullup Jump Shot (6 PTS) (A. Reeves 1 AST),"[1630526, 1641810]",1610612740.0,NOP,pullup,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,16-24 Left,18.18,Made,,,,,6.0,,,A. Reeves,1641810.0,1.0,,,,,,,,
129,PT02M03.00S,2025-03-29T00:31:18.5Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612744,24,18,2025-03-29T00:31:40Z,1290000,False,,,0,,J. Butler III bad pass TURNOVER (2 TO),"[202710, 1631255]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,Matković,1631255.0,,,,,,
130,PT02M03.00S,2025-03-29T00:31:18.5Z,1,REGULAR,steal,,[],1631255,,,1610612740,24,18,2025-03-29T00:31:20Z,1300000,False,,,0,,K. Matković STEAL (1 STL),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M57.00S,2025-03-29T00:31:25.2Z,1,REGULAR,turnover,out-of-bounds,[],1630526,,,1610612740,24,18,2025-03-29T00:31:55Z,1310000,False,,,0,,J. Robinson-Earl step out-of-bounds TURNOVER (1 TO),[1630526],1610612740.0,NOP,step,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628485.0,1.0,,,,,,,,,,,
132,PT01M41.00S,2025-03-29T00:31:49.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,68.62064717477004,24.731924019607845,1610612744,24,18,2025-03-29T00:32:22Z,1320000,False,-126.0,242.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
133,PT01M37.00S,2025-03-29T00:31:53.2Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,24,18,2025-03-29T00:32:22Z,1330000,False,,,0,,K. Matković REBOUND (Off:0 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
172,PT01M32.00S,2025-03-29T00:31:54.9Z,1,REGULAR,turnover,bad pass,[],1631255,,,1610612740,24,18,2025-03-29T00:48:05Z,1337500,False,,,0,,K. Matković bad pass TURNOVER (1 TO),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,,,,,,,,,,,
140,PT01M32.00S,2025-03-29T00:32:00.6Z,1,REGULAR,foul,personal,[],203482,,,1610612744,24,18,2025-03-29T00:48:47Z,1345000,False,,,0,,K. Olynyk loose ball personal FOUL (1 PF),"[203482, 1627741]",1610612740.0,NOP,loose ball,,,Olynyk,K. Olynyk,,,,,Mid-Range,0-8 Center,,,,,,,,2003.0,,,,,,,1.0,0.0,Hield,1627741.0,,
138,PT01M32.00S,2025-03-29T00:32:26.6Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612744,24,18,2025-03-29T00:34:27Z,1380000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M21.00S,2025-03-29T00:34:43.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630526,,,1610612744,24,18,2025-03-29T00:36:54Z,1400000,False,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Podziemski 2 FT),"[1630526, 1641764]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,,,,,2003.0,,,,,,,2.0,0.0,Podziemski,1641764.0,,
145,PT01M21.00S,2025-03-29T00:35:08.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641764,,,1610612744,24,19,2025-03-29T00:37:06Z,1420000,False,,,0,,B. Podziemski Free Throw 1 of 2 (3 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
146,PT01M21.00S,2025-03-29T00:35:08.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641764,,,1610612744,24,19,2025-03-29T00:37:06Z,1430000,False,,,0,,MISS B. Podziemski Free Throw 2 of 2,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT01M20.00S,2025-03-29T00:35:09.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612740,24,19,2025-03-29T00:37:06Z,1440000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,
148,PT01M10.00S,2025-03-29T00:35:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203901,8.54139290407359,52.51225490196079,1610612740,26,19,2025-03-29T00:37:18Z,1450000,False,-13.0,28.0,1,left,E. Payton cutting Layup (2 PTS) (K. Matković 1 AST),"[203901, 1631255]",1610612740.0,NOP,cutting,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,3.05,Made,,,,,2.0,,,K. Matković,1631255.0,1.0,,,,,,,,
150,PT01M01.00S,2025-03-29T00:35:45.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,79.10643889618922,92.37898284313725,1610612744,26,19,2025-03-29T00:37:43Z,1470000,False,212.0,144.0,1,right,MISS Q. Post 25' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
151,PT00M58.60S,2025-03-29T00:35:48.2Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,26,19,2025-03-29T00:37:43Z,1480000,False,,,0,,E. Payton REBOUND (Off:1 Def:2),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Above the Break 3,24+ Right Center,,,150.0,3.0,2.0,1.0,,,,,,,,,,,,,,
152,PT00M50.10S,2025-03-29T00:35:56.8Z,1,REGULAR,3pt,Jump Shot,[],1631255,4.418528252299605,94.85294117647058,1610612740,26,19,2025-03-29T00:38:03Z,1490000,False,-224.0,-11.0,1,left,MISS K. Matković 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
153,PT00M47.70S,2025-03-29T00:35:59.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,26,19,2025-03-29T00:49:19Z,1500000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,,,152.0,2.0,2.0,0.0,,,,,,,,,,,,,,
154,PT00M30.50S,2025-03-29T00:36:17.0Z,1,REGULAR,3pt,Jump Shot,[],1641764,72.0659494086728,81.10447303921569,1610612744,26,19,2025-03-29T00:39:56Z,1510000,False,156.0,210.0,1,right,MISS B. Podziemski 26' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
155,PT00M28.30S,2025-03-29T00:36:19.2Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,26,19,2025-03-29T00:39:56Z,1520000,False,,,0,,J. Butler III REBOUND (Off:2 Def:0),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,154.0,2.0,0.0,2.0,,,,,,,,,,,,,,
156,PT00M26.90S,2025-03-29T00:36:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.38042049934296,47.05882352941176,1610612744,26,21,2025-03-29T01:53:02Z,1530000,False,-15.0,10.0,1,right,J. Butler III tip Layup (2 PTS),[202710],1610612744.0,GSW,tip,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,,,,,,,,,,,,,
157,PT00M22.50S,2025-03-29T00:36:25.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631255,11.672552562417877,55.981924019607845,1610612740,28,21,2025-03-29T00:40:16Z,1540000,False,-30.0,57.0,1,left,K. Matković 6' alley-oop DUNK (2 PTS) (E. Payton 2 AST),"[1631255, 203901]",1610612740.0,NOP,alley-oop,,,Matković,K. Matković,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,,,,,2.0,,,E. Payton,203901.0,2.0,,,,,,,,
159,PT00M19.60S,2025-03-29T00:36:31.4Z,1,REGULAR,turnover,lost ball,[],1627741,,,1610612744,28,21,2025-03-29T00:41:07Z,1560000,False,,,0,,B. Hield lost ball TURNOVER (1 TO),"[1627741, 203482]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,,,,Olynyk,203482.0,,,,,,
160,PT00M19.60S,2025-03-29T00:36:31.4Z,1,REGULAR,steal,,[],203482,,,1610612740,28,21,2025-03-29T00:36:35Z,1570000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
161,PT00M05.00S,2025-03-29T00:36:46.0Z,1,REGULAR,foul,personal,[],1641764,,,1610612740,28,21,2025-03-29T00:41:18Z,1580000,False,,,0,,B. Podziemski take personal FOUL (1 PF),"[1641764, 203901]",1610612744.0,GSW,take,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,2003.0,,,,,,,1.0,0.0,Payton,203901.0,,
163,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,out,[],1630526,,,1610612740,28,21,2025-03-29T00:37:16Z,1600000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,out,[],1627741,,,1610612740,28,21,2025-03-29T00:37:16Z,1610000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,out,[],1642366,,,1610612740,28,21,2025-03-29T00:37:16Z,1620000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,28,21,2025-03-29T00:37:16Z,1630000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,in,[],1630541,,,1610612740,28,21,2025-03-29T00:37:16Z,1640000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M05.00S,2025-03-29T00:37:00.3Z,1,REGULAR,substitution,in,[],203110,,,1610612740,28,21,2025-03-29T00:37:16Z,1650000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.10S,2025-03-29T00:37:22.9Z,1,REGULAR,turnover,bad pass,[],203901,,,1610612740,28,21,2025-03-29T00:42:14Z,1660000,False,,,0,,E. Payton bad pass TURNOVER (2 TO),"[203901, 203110]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,Green,203110.0,,,,,,
170,PT00M03.10S,2025-03-29T00:37:22.9Z,1,REGULAR,steal,,[],203110,,,1610612744,28,21,2025-03-29T00:49:23Z,1670000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2025-03-29T00:37:27.3Z,1,REGULAR,period,end,[],0,,,1610612744,28,21,2025-03-29T00:37:27Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-03-29T00:39:51.4Z,2,REGULAR,substitution,out,['startperiod'],203901,,,1610612744,28,21,2025-03-29T00:40:08Z,1690000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
