actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M19.00S,2024-12-28T03:12:25.0Z,1,REGULAR,rebound,offensive,[],203937,,,1610612744,2,2,2024-12-28T03:12:25Z,160000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT10M19.00S,2024-12-28T03:12:23.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,5.590000152587891,50.0,1610612744,2,4,2024-12-28T03:12:28Z,170000,False,0.0,0.0,1,left,K. Anderson putback Layup (2 PTS),[203937],1610612744.0,GSW,putback,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M12.00S,2024-12-28T03:12:31.2Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.33311432325887,77.94117647058823,1610612746,2,4,2024-12-28T03:12:36Z,180000,False,140.0,236.0,1,right,MISS K. Dunn 27' pullup 3PT,[1627739],1610612746.0,LAC,pullup,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,,,,,,,,,,,,,,,,,
19,PT10M10.00S,2024-12-28T03:12:33.2Z,1,REGULAR,rebound,defensive,[],203937,,,1610612744,2,4,2024-12-28T03:12:36Z,190000,False,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,
21,PT09M57.00S,2024-12-28T03:13:07.2Z,1,REGULAR,2pt,Jump Shot,[],203471,24.917871222076215,61.76470588235294,1610612744,2,4,2024-12-28T03:15:13Z,210000,False,-59.0,182.0,1,left,MISS D. Schröder 19' pullup Shot,[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Center,19.1,Missed,,,,,,,,,,,,,,,,,,
22,PT09M53.00S,2024-12-28T03:13:11.2Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,2,4,2024-12-28T03:13:13Z,220000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,16-24 Center,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,
23,PT09M46.00S,2024-12-28T03:13:17.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,26.49474375821288,83.33333333333334,1610612744,2,4,2024-12-28T03:13:24Z,230000,False,-167.0,197.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
24,PT09M41.00S,2024-12-28T03:13:22.7Z,1,REGULAR,rebound,offensive,[],203937,,,1610612744,2,4,2024-12-28T03:13:24Z,240000,False,,,0,,K. Anderson REBOUND (Off:2 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,23.0,3.0,1.0,2.0,,,,,,,,,,
25,PT09M40.00S,2024-12-28T03:13:24.1Z,1,REGULAR,turnover,lost ball,[],203937,,,1610612744,2,4,2024-12-28T03:13:27Z,250000,False,,,0,,K. Anderson lost ball TURNOVER (1 TO),"[203937, 1626181]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,
26,PT09M40.00S,2024-12-28T03:13:24.1Z,1,REGULAR,steal,,[],1626181,,,1610612746,2,4,2024-12-28T03:13:25Z,260000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
27,PT09M26.00S,2024-12-28T03:13:38.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201935,85.3646517739816,31.127450980392158,1610612746,2,4,2024-12-28T03:13:42Z,270000,False,-94.0,85.0,1,right,MISS J. Harden 12' turnaround Shot,[201935],1610612746.0,LAC,turnaround,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,12.71,Missed,,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2024-12-28T03:13:41.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,2,4,2024-12-28T03:13:42Z,280000,False,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,
30,PT09M07.00S,2024-12-28T03:14:12.4Z,1,REGULAR,3pt,Jump Shot,[],203952,11.777266754270697,94.11764705882352,1610612744,2,4,2024-12-28T03:14:18Z,300000,False,-221.0,58.0,1,left,MISS A. Wiggins 3PT - blocked,"[203952, 1626181]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,Powell,1626181.0,,,,
31,PT09M07.00S,2024-12-28T03:14:12.4Z,1,REGULAR,block,,[],1626181,,,1610612744,2,4,2024-12-28T03:14:16Z,310000,False,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
32,PT09M01.00S,2024-12-28T03:14:18.4Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,2,4,2024-12-28T03:14:18Z,320000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
33,PT08M57.00S,2024-12-28T03:14:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,89.56964520367937,60.29411764705882,1610612746,4,4,2024-12-28T03:43:48Z,330000,False,51.0,46.0,1,right,K. Dunn 6' driving floating bank Jump Shot (2 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,driving floating bank,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.87,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
35,PT08M35.00S,2024-12-28T03:14:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,11.383048620236531,46.07843137254902,1610612744,4,4,2024-12-28T03:44:40Z,350000,False,20.0,55.0,1,left,MISS T. Jackson-Davis driving Layup,[1631218],1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
36,PT08M32.00S,2024-12-28T03:14:47.7Z,1,REGULAR,rebound,offensive,[],1631218,,,1610612744,4,4,2024-12-28T03:44:40Z,360000,False,,,0,,T. Jackson-Davis REBOUND (Off:2 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,35.0,2.0,0.0,2.0,,,,,,,,,,
37,PT08M29.00S,2024-12-28T03:14:50.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203937,6.258212877792378,63.48039215686274,1610612744,4,4,2024-12-28T03:14:57Z,370000,False,-67.0,6.0,1,left,MISS K. Anderson 6' floating Shot,[203937],1610612744.0,GSW,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.77,Missed,,,,,,,,,,,,,,,,,,
38,PT08M29.00S,2024-12-28T03:14:50.0Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,4,4,2024-12-28T03:14:57Z,380000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,
39,PT08M14.00S,2024-12-28T03:15:04.4Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,4,4,2024-12-28T03:15:07Z,390000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 203937]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Anderson,203937.0,,,,,,
40,PT08M14.00S,2024-12-28T03:15:04.4Z,1,REGULAR,steal,,[],203937,,,1610612744,4,4,2024-12-28T03:15:06Z,400000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
41,PT08M12.00S,2024-12-28T03:15:07.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,4.5499342969776615,50.73529411764706,1610612744,4,6,2024-12-28T03:15:15Z,410000,False,-4.0,-10.0,1,left,B. Hield running Layup (2 PTS) (D. Schröder 2 AST),"[1627741, 203471]",1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,D. Schröder,203471.0,2.0,,,,,,,,,,,,,,
43,PT07M53.00S,2024-12-28T03:15:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,87.86136662286465,45.34313725490196,1610612746,6,6,2024-12-28T03:15:32Z,430000,False,-23.0,62.0,1,right,D. Jones Jr. 6' driving bank Jump Shot (2 PTS),[1627884],1610612746.0,LAC,driving bank,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M41.00S,2024-12-28T03:15:38.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,8.492115637319317,95.34313725490196,1610612744,6,6,2024-12-28T03:20:18Z,440000,False,-227.0,27.0,1,left,MISS B. Hield pullup 3PT,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2024-12-28T03:15:40.7Z,1,REGULAR,rebound,offensive,[],203937,,,1610612744,6,6,2024-12-28T03:15:40Z,450000,False,,,0,,K. Anderson REBOUND (Off:3 Def:1),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,,,,,44.0,4.0,1.0,3.0,,,,,,,,,,
46,PT07M36.00S,2024-12-28T03:15:42.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,32.802233902759525,33.088235294117645,1610612744,6,9,2024-12-28T03:15:47Z,460000,False,85.0,256.0,1,left,A. Wiggins 26' 3PT  (3 PTS) (K. Anderson 1 AST),"[203952, 203937]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,26.94,Made,3.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,
48,PT07M24.00S,2024-12-28T03:15:54.9Z,1,REGULAR,3pt,Jump Shot,[],1627739,88.12417871222075,2.2058823529411766,1610612746,9,9,2024-12-28T03:16:01Z,480000,False,-239.0,59.0,1,right,K. Dunn 24' 3PT  (5 PTS) (J. Harden 2 AST),"[1627739, 201935]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,24.62,Made,5.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
49,PT07M06.00S,2024-12-28T03:16:13.0Z,1,REGULAR,turnover,bad pass,[],203952,,,1610612744,9,9,2024-12-28T03:16:18Z,490000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1627884]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Jones Jr.,1627884.0,,,,,,
50,PT07M06.00S,2024-12-28T03:16:13.0Z,1,REGULAR,steal,,[],1627884,,,1610612746,9,9,2024-12-28T03:16:16Z,500000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
51,PT06M59.00S,2024-12-28T03:16:19.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,89.17542706964521,57.107843137254896,1610612746,11,9,2024-12-28T03:16:31Z,510000,False,36.0,49.0,1,right,N. Powell 6' driving bank Jump Shot (2 PTS),[1626181],1610612746.0,LAC,driving bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,2.0,,,,,,,,,,,,,,,,,
52,PT06M46.00S,2024-12-28T03:16:34.2Z,1,REGULAR,3pt,Jump Shot,[],203471,28.728646517739815,75.49019607843137,1610612744,11,9,2024-12-28T03:16:42Z,520000,False,-127.0,218.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
53,PT06M40.00S,2024-12-28T03:16:40.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,11,9,2024-12-28T03:16:42Z,530000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:3),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,
54,PT06M21.00S,2024-12-28T03:16:57.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,84.97043363994744,53.18627450980392,1610612746,13,9,2024-12-28T03:23:06Z,540000,False,16.0,89.0,1,right,I. Zubac 9' Hook (4 PTS) (K. Dunn 1 AST),"[1627826, 1627739]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,9.02,Made,4.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,,,
56,PT06M10.00S,2024-12-28T03:17:09.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,7.703679369250986,2.450980392156863,1610612744,13,9,2024-12-28T03:17:17Z,560000,False,238.0,20.0,1,left,MISS B. Hield 3PT - blocked,"[1627741, 201935]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,Harden,201935.0,,,,
57,PT06M10.00S,2024-12-28T03:17:09.7Z,1,REGULAR,block,,[],201935,,,1610612744,13,9,2024-12-28T03:17:14Z,570000,False,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
58,PT06M09.00S,2024-12-28T03:17:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,13,9,2024-12-28T03:17:17Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,56.0,,,,,,,,,,,,,
60,PT06M09.00S,2024-12-28T03:17:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,13,9,2024-12-28T03:17:19Z,600000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M09.00S,2024-12-28T03:19:43.7Z,1,REGULAR,substitution,out,[],203937,,,1610612744,13,9,2024-12-28T03:20:04Z,610000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M09.00S,2024-12-28T03:19:43.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,13,9,2024-12-28T03:20:04Z,620000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M07.00S,2024-12-28T03:20:14.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,21.76412614980289,6.61764705882353,1610612744,13,9,2024-12-28T03:20:21Z,630000,False,217.0,152.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2024-12-28T03:20:19.5Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,13,9,2024-12-28T03:20:19Z,640000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,63.0,1.0,0.0,1.0,,,,,,,,,,
65,PT05M56.00S,2024-12-28T03:20:25.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630228,22.683968462549277,87.5,1610612744,13,9,2024-12-28T03:20:43Z,650000,False,-188.0,161.0,1,left,MISS J. Kuminga 24' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
66,PT05M56.00S,2024-12-28T03:20:25.9Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612744,13,9,2024-12-28T03:20:43Z,660000,False,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,65.0,4.0,3.0,1.0,,,,,,,,,,
68,PT05M47.00S,2024-12-28T03:20:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,9.017739816031538,55.14705882352941,1610612744,13,9,2024-12-28T03:21:04Z,680000,False,-26.0,32.0,1,left,MISS T. Jackson-Davis driving Layup,[1631218],1610612744.0,GSW,driving,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,4.13,Missed,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2024-12-28T03:21:01.5Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,13,9,2024-12-28T03:21:04Z,690000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,
70,PT05M42.00S,2024-12-28T03:21:04.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,66.96780551905388,66.42156862745098,1610612746,13,9,2024-12-28T03:21:11Z,700000,False,82.0,258.0,1,right,MISS N. Powell 27' running pullup 3PT,[1626181],1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
71,PT05M38.00S,2024-12-28T03:21:08.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,13,9,2024-12-28T03:21:11Z,710000,False,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,70.0,5.0,4.0,1.0,,,,,,,,,,
72,PT05M17.00S,2024-12-28T03:21:31.8Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612744,13,9,2024-12-28T03:35:01Z,720000,False,,,0,,D. Schröder lost ball out-of-bounds TURNOVER (1 TO),[203471],1610612744.0,GSW,lost ball,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,,,,,,,,
73,PT05M17.00S,2024-12-28T03:21:37.8Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,13,9,2024-12-28T03:21:46Z,730000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M17.00S,2024-12-28T03:21:37.8Z,1,REGULAR,substitution,in,[],201587,,,1610612746,13,9,2024-12-28T03:21:46Z,740000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M17.00S,2024-12-28T03:21:37.8Z,1,REGULAR,substitution,out,[],1631218,,,1610612746,13,9,2024-12-28T03:23:19Z,745000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M17.00S,2024-12-28T03:21:37.8Z,1,REGULAR,substitution,in,[],1626172,,,1610612746,13,9,2024-12-28T03:23:19Z,747500,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M02.00S,2024-12-28T03:22:07.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,86.41590013140605,50.49019607843137,1610612746,15,9,2024-12-28T03:24:46Z,750000,False,2.0,75.0,1,right,I. Zubac 7' turnaround Hook (6 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,6.0,,,,,,,,,,,,,,,,,
77,PT05M02.00S,2024-12-28T03:22:14.3Z,1,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612746,15,9,2024-12-28T03:23:29Z,760000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Zubac 1 FT),"[1626172, 1627826]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,,,,,,1.0,0.0,Zubac,1627826.0
81,PT05M02.00S,2024-12-28T03:22:47.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,9,2024-12-28T03:23:06Z,800000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
