actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-14T00:42:36.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-14T00:42:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-01-14T00:42:39.4Z,1,REGULAR,jumpball,recovered,[],1627741,,,1610612744,0,0,2025-01-14T00:42:39Z,40000,False,,,0,,Jump Ball T. Jackson-Davis vs. J. Poeltl: Tip to B. Hield,"[1627741, 1631218, 1627751]",1610612744.0,GSW,startperiod,B. Hield,1627741.0,Hield,B. Hield,Jackson-Davis,1631218.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-14T00:42:50.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,94.03745072273325,50.98039215686274,1610612744,0,0,2025-01-14T00:42:55Z,70000,False,5.0,4.0,1,right,MISS T. Jackson-Davis cutting DUNK,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-01-14T00:42:52.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2025-01-14T00:43:34Z,80000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2025-01-14T00:43:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.046649145860711,42.8921568627451,1610612761,2,0,2025-01-14T00:43:15Z,90000,False,36.0,14.0,1,left,R. Barrett cutting Layup (2 PTS) (S. Barnes 1 AST),"[1629628, 1630567]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.81,Made,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,
11,PT11M11.00S,2025-01-14T00:43:24.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,92.85479632063075,41.66666666666667,1610612744,2,2,2025-01-14T00:44:23Z,110000,False,-42.0,15.0,1,right,T. Jackson-Davis cutting Layup (2 PTS) (D. Schröder 1 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,,,,,2.0,D. Schröder,203471.0,1.0,,,,,,,,,,
13,PT10M54.00S,2025-01-14T00:43:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,2,2,2025-01-14T00:43:50Z,130000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,bad pass,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2534.0,1.0,,,,,,,,
14,PT10M33.00S,2025-01-14T00:44:10.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,80.23981603153744,7.598039215686274,1610612744,2,5,2025-01-14T00:44:15Z,140000,False,-212.0,133.0,1,right,A. Wiggins 25' 3PT  (3 PTS) (B. Hield 1 AST),"[203952, 1627741]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.04,Made,,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,,
16,PT10M21.00S,2025-01-14T00:44:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630567,7.046649145860711,76.9607843137255,1610612761,4,5,2025-01-14T00:44:25Z,160000,False,-135.0,14.0,1,left,S. Barnes 13' turnaround fadeaway Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,13.55,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M10.00S,2025-01-14T00:44:33.8Z,1,REGULAR,2pt,Jump Shot,[],203471,78.13731931668858,76.7156862745098,1610612744,4,7,2025-01-14T00:44:37Z,170000,False,134.0,153.0,1,right,D. Schröder 20' pullup Jump Shot (2 PTS),[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,20.31,Made,,,,,2.0,,,,,,,,,,,,,
