actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-19T03:40:33.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-19T03:40:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT12M00.00S,2024-11-19T03:40:34.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,0,0,0,2024-11-19T03:41:34Z,25000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT12M00.00S,2024-11-19T03:40:34.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,0,0,0,2024-11-19T03:41:40Z,27500,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-11-19T03:40:34.9Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2024-11-19T03:40:34Z,40000,False,,,0,,Jump Ball I. Zubac vs. T. Jackson-Davis: Tip to J. Harden,"[201935, 1627826, 1631218]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2024-11-19T03:40:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.39356110381078,51.470588235294116,1610612746,0,0,2024-11-19T03:41:04Z,70000,False,7.0,104.0,1,right,MISS J. Harden 10' floating Shot,[201935],1610612746.0,LAC,floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,10.39,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2024-11-19T03:40:57.8Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,0,2024-11-19T03:40:57Z,80000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-11-19T03:41:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630322,32.670827858081466,59.80392156862745,1610612744,0,3,2024-11-19T03:41:14Z,90000,False,-49.0,255.0,1,left,L. Waters III 25' 3PT  (3 PTS) (D. Green 1 AST),"[1630322, 203110]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,25.93,Made,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,,,
12,PT10M56.00S,2024-11-19T03:41:36.2Z,1,REGULAR,3pt,Jump Shot,[],201935,70.90998685939553,17.15686274509804,1610612746,0,3,2024-11-19T03:43:05Z,102500,False,-164.0,221.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2024-11-19T03:41:37.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,0,3,2024-11-19T03:42:43Z,103750,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,12.0,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2024-11-19T03:41:45.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,0,3,2024-11-19T03:42:38Z,105000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202037.0,,,,,,,,,
16,PT10M44.00S,2024-11-19T03:42:03.9Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,0,3,2024-11-19T03:42:08Z,140000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628159.0,1.0,,,,,,,,
17,PT10M23.00S,2024-11-19T03:42:30.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,89.30683311432325,45.588235294117645,1610612746,2,3,2024-11-19T03:42:34Z,150000,False,-22.0,48.0,1,right,I. Zubac Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,,,
19,PT10M11.00S,2024-11-19T03:42:41.5Z,1,REGULAR,3pt,Jump Shot,[],203952,29.38567674113009,28.186274509803923,1610612744,2,3,2024-11-19T03:42:46Z,170000,False,109.0,224.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2024-11-19T03:42:43.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,2,3,2024-11-19T03:42:46Z,180000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M06.00S,2024-11-19T03:42:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1627739,92.9862023653088,53.92156862745098,1610612746,4,3,2024-11-19T03:43:07Z,190000,False,20.0,13.0,1,right,K. Dunn running Layup (2 PTS),[1627739],1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M06.00S,2024-11-19T03:42:59.3Z,1,REGULAR,violation,defensive goaltending,[],203952,,,1610612746,4,3,2024-11-19T03:43:07Z,200000,False,,,0,,A. Wiggins defensive goaltending VIOLATION,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,1628159.0,,,,,,,,,
23,PT09M58.00S,2024-11-19T03:43:13.4Z,1,REGULAR,turnover,out-of-bounds,[],1631218,,,1610612744,4,3,2024-11-19T03:43:20Z,210000,False,,,0,,T. Jackson-Davis bad pass out-of-bounds TURNOVER (1 TO),[1631218],1610612744.0,GSW,bad pass,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1830.0,1.0,,,,,,,,
24,PT09M45.00S,2024-11-19T03:43:33.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,66.96780551905388,62.00980392156863,1610612746,7,3,2024-11-19T03:43:38Z,220000,False,60.0,258.0,1,right,J. Harden 26' 3PT step back (3 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.49,Made,,,,,3.0,I. Zubac,1627826.0,1.0,,,,,,,,,,
26,PT09M34.00S,2024-11-19T03:43:43.8Z,1,REGULAR,3pt,Jump Shot,[],201939,27.94021024967148,85.04901960784314,1610612744,7,6,2024-11-19T03:43:49Z,240000,False,-175.0,210.0,1,left,S. Curry 27' 3PT  (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,27.36,Made,,,,,3.0,,,,,,,,,,,,,
27,PT09M15.00S,2024-11-19T03:44:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.85479632063075,44.6078431372549,1610612746,7,6,2024-11-19T03:44:07Z,250000,False,-27.0,15.0,1,right,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2024-11-19T03:44:02.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,7,6,2024-11-19T03:44:07Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,27.0,,,,,,,,,,,,,,,,,
30,PT09M00.00S,2024-11-19T03:44:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,15.062417871222076,34.31372549019608,1610612744,7,6,2024-11-19T03:44:28Z,280000,False,78.0,89.0,1,left,MISS D. Green 11' floating Shot,[203110],1610612744.0,GSW,floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Right,11.87,Missed,,,,,,,,,,,,,,,,,,
31,PT08M57.00S,2024-11-19T03:44:27.3Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,7,6,2024-11-19T03:44:28Z,290000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
