actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
23,PT10M58.00S,2025-03-07T00:44:10.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203110,88.91261498028909,55.63725490196079,1610612744,1,0,2025-03-07T00:44:36Z,230000,False,28.0,52.0,1,right,MISS D. Green floating Shot,[203110],1610612744.0,GSW,floating,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,5.89,Missed,,,,,,,,,,,,,,,
24,PT10M58.00S,2025-03-07T00:44:10.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,1,0,2025-03-07T00:44:15Z,240000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,23.0,3.0,3.0,0.0,,,,,,,,,,,
25,PT10M44.00S,2025-03-07T00:44:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,18.2161629434954,49.01960784313725,1610612751,3,0,2025-03-07T00:45:28Z,250000,False,5.0,119.0,1,left,D. Russell 11' driving floating Jump Shot (2 PTS) (C. Thomas 1 AST),"[1626156, 1630560]",1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,11.88,Made,,,,,,,,,,2.0,C. Thomas,1630560.0,1.0,,
28,PT10M33.00S,2025-03-07T00:44:37.3Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612744,3,0,2025-03-07T00:44:49Z,270000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612744.0,GSW,bad pass,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,1662.0,,,,,,,,,,
29,PT10M24.00S,2025-03-07T00:44:57.7Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,3,0,2025-03-07T00:45:01Z,280000,False,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 202710]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,1.0,Butler III,202710.0,,,,,,,,,,,,,,,,,
30,PT10M24.00S,2025-03-07T00:44:57.7Z,1,REGULAR,steal,,[],202710,,,1610612744,3,0,2025-03-07T00:45:00Z,290000,False,,,0,,J. Butler III STEAL (2 STL),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT10M10.00S,2025-03-07T00:45:12.3Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,3,0,2025-03-07T00:45:16Z,300000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630553]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,1.0,Johnson,1630553.0,,,,,,,,,,,,,,,,,
32,PT10M10.00S,2025-03-07T00:45:12.3Z,1,REGULAR,steal,,[],1630553,,,1610612751,3,0,2025-03-07T00:45:15Z,310000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
33,PT10M06.00S,2025-03-07T00:45:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630553,6.258212877792378,57.107843137254896,1610612751,5,0,2025-03-07T00:45:21Z,320000,False,-36.0,6.0,1,left,K. Johnson running Layup (2 PTS),[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,3.61,Made,,,,,,,,,,2.0,,,,,
34,PT10M06.00S,2025-03-07T00:45:21.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,5,0,2025-03-07T00:45:21Z,330000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M51.00S,2025-03-07T00:48:31.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,94.69448094612353,3.1862745098039214,1610612744,5,0,2025-03-07T00:48:37Z,340000,False,-234.0,-3.0,1,right,MISS B. Hield 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,23.41,Missed,,,,,,,,,,,,,,,
36,PT09M46.00S,2025-03-07T00:48:36.9Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,5,0,2025-03-07T00:48:37Z,350000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT09M44.00S,2025-03-07T00:48:41.1Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612751,5,0,2025-03-07T00:48:45Z,360000,False,,,0,,D. Russell bad pass out-of-bounds TURNOVER (2 TO),[1626156],1610612751.0,BKN,bad pass,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,1662.0,,,,,,,,,,
38,PT09M30.00S,2025-03-07T00:48:56.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,91.01511169513797,95.09803921568627,1610612744,5,0,2025-03-07T00:49:01Z,370000,False,225.0,32.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,22.78,Missed,,,,,,,,,,,,,,,
39,PT09M25.00S,2025-03-07T00:49:01.2Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,5,0,2025-03-07T00:49:01Z,380000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT09M18.00S,2025-03-07T00:49:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,32.933639947437584,41.66666666666667,1610612751,8,0,2025-03-07T00:49:40Z,400000,False,42.0,257.0,1,left,C. Johnson 26' 3PT  (3 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,26.05,Made,,,,,,,,,,3.0,N. Claxton,1629651.0,1.0,,
43,PT08M57.00S,2025-03-07T00:49:43.0Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,8,0,2025-03-07T00:49:47Z,420000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,1628172.0,,,,,,,,,,
44,PT08M40.00S,2025-03-07T00:50:00.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,3.3672798948751645,95.58823529411765,1610612751,8,0,2025-03-07T00:50:04Z,430000,False,-228.0,-21.0,1,left,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,22.88,Missed,,,,,,,,,,,,,,,
45,PT08M36.00S,2025-03-07T00:50:04.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,8,0,2025-03-07T00:50:04Z,440000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT08M32.00S,2025-03-07T00:50:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630541,93.51182654402102,55.14705882352941,1610612744,8,2,2025-03-07T00:50:13Z,450000,False,26.0,8.0,1,right,M. Moody running Layup (2 PTS) (S. Curry 1 AST),"[1630541, 201939]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,2.71,Made,,,,,,,,,,2.0,S. Curry,201939.0,1.0,,
48,PT08M13.00S,2025-03-07T00:50:26.9Z,1,REGULAR,2pt,Jump Shot,[],1629661,22.026938239159,58.57843137254902,1610612751,10,2,2025-03-07T00:50:33Z,470000,False,-43.0,155.0,1,left,C. Johnson 16' pullup Jump Shot (5 PTS) (N. Claxton 2 AST),"[1629661, 1629651]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,16.04,Made,,,,,,,,,,5.0,N. Claxton,1629651.0,2.0,,
50,PT07M52.00S,2025-03-07T00:50:47.8Z,1,REGULAR,3pt,Jump Shot,[],201939,70.77858081471747,22.058823529411764,1610612744,10,5,2025-03-07T00:51:17Z,490000,False,-140.0,222.0,1,right,S. Curry 26' 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,26.25,Made,,,,,,,,,,3.0,D. Green,203110.0,1.0,,
52,PT07M41.00S,2025-03-07T00:51:02.6Z,1,REGULAR,foul,personal,[],1630541,,,1610612751,10,5,2025-03-07T00:51:08Z,510000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1626156]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628172.0,1.0,0.0,Russell,1626156.0,,,,,,
54,PT07M33.00S,2025-03-07T00:51:27.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,26.231931668856767,83.08823529411765,1610612751,13,5,2025-03-07T00:51:31Z,530000,False,-165.0,194.0,1,left,D. Russell 25' 3PT  (5 PTS) (C. Johnson 1 AST),"[1626156, 1629661]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,25.5,Made,,,,,,,,,,5.0,C. Johnson,1629661.0,1.0,,
57,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,out,[],1626156,,,1610612744,13,5,2025-03-07T00:52:07Z,560000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,out,[],1630560,,,1610612744,13,5,2025-03-07T00:52:07Z,570000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,out,[],202710,,,1610612744,13,5,2025-03-07T00:52:07Z,580000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,in,[],1630592,,,1610612744,13,5,2025-03-07T00:52:07Z,590000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,in,[],1631213,,,1610612744,13,5,2025-03-07T00:52:07Z,600000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2025-03-07T00:51:43.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,13,5,2025-03-07T00:52:07Z,610000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2025-03-07T00:52:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,93.64323258869908,43.13725490196079,1610612744,13,5,2025-03-07T00:52:35Z,620000,False,-34.0,7.0,1,right,MISS G. Payton II driving Layup - blocked,"[1627780, 1629651]",1610612744.0,GSW,driving,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,3.51,Missed,,,,,,,,,,,,,,Claxton,1629651.0
64,PT07M07.00S,2025-03-07T00:52:30.1Z,1,REGULAR,block,,[],1629651,,,1610612744,13,5,2025-03-07T00:52:33Z,630000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M07.00S,2025-03-07T00:52:30.1Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,13,5,2025-03-07T00:52:35Z,640000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,63.0,2.0,1.0,1.0,,,,,,,,,,,
66,PT07M07.00S,2025-03-07T00:52:34.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,13,5,2025-03-07T00:52:40Z,650000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1204.0,,,,,,,,,,
67,PT06M47.00S,2025-03-07T00:53:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631213,6.1268068331143235,47.794117647058826,1610612751,15,5,2025-03-07T00:53:12Z,660000,False,11.0,5.0,1,left,T. Martin cutting Layup (2 PTS) (N. Claxton 3 AST),"[1631213, 1629651]",1610612751.0,BKN,cutting,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,1.21,Made,,,,,,,,,,2.0,N. Claxton,1629651.0,3.0,,
69,PT06M28.00S,2025-03-07T00:53:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,86.15308804204993,42.15686274509804,1610612744,15,5,2025-03-07T00:53:30Z,680000,False,-39.0,78.0,1,right,MISS D. Green 8' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,8.7,Missed,,,,,,,,,,,,,,,
70,PT06M25.00S,2025-03-07T00:53:28.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,15,5,2025-03-07T00:53:30Z,690000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,
71,PT06M17.00S,2025-03-07T00:53:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,27.808804204993432,77.45098039215686,1610612751,18,5,2025-03-07T00:53:40Z,700000,False,-137.0,209.0,1,left,C. Johnson 25' 3PT  (8 PTS) (N. Claxton 4 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,25.0,Made,,,,,,,,,,8.0,N. Claxton,1629651.0,4.0,,
73,PT06M02.00S,2025-03-07T00:53:51.4Z,1,REGULAR,3pt,Jump Shot,[],201939,69.07030223390277,23.774509803921568,1610612744,18,5,2025-03-07T00:53:56Z,720000,False,-131.0,238.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,27.19,Missed,,,,,,,,,,,,,,,
74,PT06M00.00S,2025-03-07T00:53:53.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,18,5,2025-03-07T00:53:56Z,730000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,73.0,,,,,,,,,,,,,,
76,PT06M00.00S,2025-03-07T00:53:58.6Z,1,REGULAR,substitution,out,[],1630541,,,1610612751,18,5,2025-03-07T00:54:03Z,750000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2025-03-07T00:53:58.6Z,1,REGULAR,substitution,in,[],1630611,,,1610612751,18,5,2025-03-07T00:54:03Z,760000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2025-03-07T00:54:33.1Z,1,REGULAR,3pt,Jump Shot,[],1631213,4.812746386333772,97.30392156862744,1610612751,21,5,2025-03-07T00:54:37Z,770000,False,-237.0,-7.0,1,left,T. Martin 3PT  (5 PTS) (C. Johnson 2 AST),"[1631213, 1629661]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,,,,23.66,Made,,,,,,,,,,5.0,C. Johnson,1629661.0,2.0,,
80,PT05M33.00S,2025-03-07T00:54:48.6Z,1,REGULAR,foul,offensive,[],201939,,,1610612744,21,5,2025-03-07T00:55:45Z,790000,False,,,0,,S. Curry charge offensive FOUL (1 PF),"[201939, 1630553]",1610612744.0,GSW,charge,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1662.0,1.0,0.0,Johnson,1630553.0,,,,,,
82,PT05M33.00S,2025-03-07T00:54:48.6Z,1,REGULAR,turnover,offensive foul,[],201939,,,1610612744,21,5,2025-03-07T00:54:48Z,810000,False,,,0,,S. Curry offensive foul TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,1662.0,,,,,,,,,,
83,PT05M33.00S,2025-03-07T00:55:00.3Z,1,REGULAR,foul,technical,['1freethrow'],204005,,,1610612751,21,5,2025-03-07T00:55:27Z,820000,False,,,0,,TEAM foul technical,[204005],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
84,PT05M33.00S,2025-03-07T00:55:47.9Z,1,REGULAR,freethrow,1 of 1,[],1629661,,,1610612751,22,5,2025-03-07T00:55:47Z,830000,False,,,0,,C. Johnson technical Free Throw 1 of 1 (9 PTS),[1629661],1610612751.0,BKN,technical,,,Johnson,C. Johnson,,,,,,,,,,,Made,,,,,,,,,,9.0,,,,,
85,PT05M33.00S,2025-03-07T00:55:48.7Z,1,REGULAR,substitution,out,[],1630553,,,1610612751,22,5,2025-03-07T00:55:53Z,840000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M33.00S,2025-03-07T00:55:48.7Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,22,5,2025-03-07T00:55:53Z,850000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2025-03-07T00:56:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,31.35676741130092,68.38235294117648,1610612751,25,5,2025-03-07T00:56:19Z,860000,False,-92.0,242.0,1,left,Z. Williams 25' 3PT  (3 PTS) (N. Claxton 5 AST),"[1630533, 1629651]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,25.91,Made,,,,,,,,,,3.0,N. Claxton,1629651.0,5.0,,
89,PT05M25.00S,2025-03-07T00:56:20.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,25,5,2025-03-07T00:56:20Z,880000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M25.00S,2025-03-07T00:56:21.9Z,1,REGULAR,substitution,out,[],1630611,,,1610612744,25,5,2025-03-07T00:59:03Z,900000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2025-03-07T00:56:21.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,25,5,2025-03-07T00:59:03Z,910000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
