actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
18,PT10M28.00S,2025-04-13T19:46:26.8Z,1,REGULAR,foul,personal,[],203110,,,1610612746,4,6,2025-04-13T19:46:32Z,180000,False,,,0,,D. Green personal FOUL (1 PF),"[203110, 1626181]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,202041.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,
20,PT10M21.00S,2025-04-13T19:46:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,87.86136662286465,52.20588235294118,1610612746,4,8,2025-04-13T19:47:41Z,200000,False,11.0,62.0,1,right,K. Leonard 6' driving floating Jump Shot (2 PTS) (J. Harden 1 AST),"[202695, 201935]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,6.26,J. Harden,201935.0,1.0,,,,,,,,,
22,PT10M08.00S,2025-04-13T19:47:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,43.13725490196079,1610612744,4,8,2025-04-13T19:47:08Z,220000,False,34.0,16.0,1,left,MISS J. Butler III driving Layup,[202710],1610612744.0,GSW,driving,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.79,,,,,,,,,,,,
23,PT10M06.00S,2025-04-13T19:47:07.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,8,2025-04-13T19:47:08Z,230000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M02.00S,2025-04-13T19:47:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202695,90.09526938239159,49.26470588235294,1610612746,4,10,2025-04-13T19:47:17Z,240000,False,-4.0,41.0,1,right,K. Leonard running finger roll Layup (4 PTS),[202695],1610612746.0,LAC,running finger roll,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,4.08,,,,,,,,,,,,
25,PT09M46.00S,2025-04-13T19:47:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612744,4,10,2025-04-13T19:47:35Z,250000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Curry 2 FT),"[1627739, 201939]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,
27,PT09M46.00S,2025-04-13T19:47:53.8Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,5,10,2025-04-13T19:47:53Z,270000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
28,PT09M46.00S,2025-04-13T19:48:10.1Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,6,10,2025-04-13T19:48:10Z,280000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
29,PT09M32.00S,2025-04-13T19:48:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.27792378449409,41.17647058823529,1610612746,6,10,2025-04-13T19:49:20Z,290000,False,-44.0,29.0,1,right,MISS I. Zubac cutting Layup - blocked,"[1627826, 203110]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.31,,,,,,,,,,,Green,203110.0
53,PT09M32.00S,2025-04-13T19:48:27.2Z,1,REGULAR,block,,[],203110,,,1610612746,6,10,2025-04-13T19:54:51Z,295000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2025-04-13T19:48:29.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,6,10,2025-04-13T19:48:32Z,300000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,
31,PT09M13.00S,2025-04-13T19:48:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630541,9.806176084099869,3.9215686274509802,1610612744,6,10,2025-04-13T19:48:51Z,310000,False,230.0,40.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.38,,,,,,,,,,,,
32,PT09M09.00S,2025-04-13T19:48:50.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,10,2025-04-13T19:48:51Z,320000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,31.0,2.0,2.0,0.0,,
33,PT08M59.00S,2025-04-13T19:49:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,86.28449408672799,45.34313725490196,1610612746,6,12,2025-04-13T19:49:06Z,330000,False,-23.0,76.0,1,right,J. Harden 7' driving floating Jump Shot (5 PTS),[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,7.99,,,,,,,,,,,,
34,PT08M58.00S,2025-04-13T19:49:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,6,12,2025-04-13T19:49:06Z,340000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2025-04-13T19:52:43.8Z,1,REGULAR,3pt,Jump Shot,[],201939,24.917871222076215,85.04901960784314,1610612744,9,12,2025-04-13T19:52:47Z,350000,False,-175.0,182.0,1,left,S. Curry 25' 3PT  (5 PTS) (J. Butler III 1 AST),"[201939, 202710]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,25.24,J. Butler III,202710.0,1.0,,,,,,,,,
37,PT08M28.00S,2025-04-13T19:53:01.1Z,1,REGULAR,2pt,Jump Shot,[],202695,82.21090670170827,75.49019607843137,1610612746,9,12,2025-04-13T19:53:04Z,370000,False,127.0,115.0,1,right,MISS K. Leonard 17' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,17.15,,,,,,,,,,,,
38,PT08M26.00S,2025-04-13T19:53:03.1Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,9,12,2025-04-13T19:53:04Z,380000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
39,PT08M12.00S,2025-04-13T19:53:17.2Z,1,REGULAR,3pt,Jump Shot,[],202710,20.581471747700395,6.61764705882353,1610612744,9,12,2025-04-13T19:53:20Z,390000,False,217.0,141.0,1,left,MISS J. Butler III 25' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.87,,,,,,,,,,,,
40,PT08M09.00S,2025-04-13T19:53:20.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,9,12,2025-04-13T19:53:42Z,400000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,
41,PT08M02.00S,2025-04-13T19:53:27.3Z,1,REGULAR,3pt,Jump Shot,[],201935,67.86711563731932,47.79028799019608,1610612746,9,12,2025-04-13T19:53:35Z,410000,False,-11.0,250.0,1,right,MISS J. Harden 24' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,Missed,,24.97,,,,,,,,,,,,
42,PT07M58.00S,2025-04-13T19:53:31.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,9,12,2025-04-13T19:53:35Z,420000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,
43,PT07M45.00S,2025-04-13T19:53:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.178055190538765,44.6078431372549,1610612744,11,12,2025-04-13T19:53:47Z,430000,False,27.0,15.0,1,left,D. Green cutting Layup (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.09,S. Curry,201939.0,1.0,,,,,,,,,
45,PT07M27.00S,2025-04-13T19:54:02.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,11,12,2025-04-13T19:54:07Z,450000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1630541]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Moody,1630541.0,,,,,,
46,PT07M27.00S,2025-04-13T19:54:02.4Z,1,REGULAR,steal,,[],1630541,,,1610612744,11,12,2025-04-13T19:54:03Z,460000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
47,PT07M23.00S,2025-04-13T19:54:05.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630541,8.492115637319317,50.73529411764706,1610612744,13,12,2025-04-13T19:55:38Z,470000,False,-4.0,27.0,1,left,M. Moody driving DUNK (2 PTS),[1630541],1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.75,,,,,,,,,,,,
48,PT07M06.00S,2025-04-13T19:54:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.46057818659659,42.8921568627451,1610612746,13,12,2025-04-13T19:56:45Z,480000,False,-36.0,18.0,1,right,MISS I. Zubac cutting Layup - blocked,"[1627826, 1641764]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.0,,,,,,,,,,,Podziemski,1641764.0
49,PT07M06.00S,2025-04-13T19:54:26.0Z,1,REGULAR,block,,[],1641764,,,1610612746,13,12,2025-04-13T19:54:28Z,490000,False,,,0,,B. Podziemski BLOCK (1 BLK),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M06.00S,2025-04-13T19:54:26.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,13,12,2025-04-13T19:54:29Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,48.0,,,,,
52,PT06M54.00S,2025-04-13T19:54:46.6Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,13,12,2025-04-13T19:54:51Z,520000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,1627962.0,,,,,,,,,,,2.0,,,,,,,,
54,PT06M54.00S,2025-04-13T19:54:59.0Z,1,REGULAR,substitution,out,[],1641764,,,1610612746,13,12,2025-04-13T19:55:01Z,530000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2025-04-13T19:54:59.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612746,13,12,2025-04-13T19:55:01Z,540000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M41.00S,2025-04-13T19:55:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,74.06373193166885,16.911764705882355,1610612746,13,12,2025-04-13T19:55:38Z,550000,False,-165.0,191.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.29,,,,,,,,,,,,
57,PT06M38.00S,2025-04-13T19:55:37.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,13,12,2025-04-13T19:55:38Z,560000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,56.0,2.0,2.0,0.0,,
58,PT06M33.00S,2025-04-13T19:55:41.5Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,13,12,2025-04-13T19:55:44Z,570000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 202695]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,Leonard,202695.0,,,,,,
59,PT06M33.00S,2025-04-13T19:55:41.5Z,1,REGULAR,steal,,[],202695,,,1610612746,13,12,2025-04-13T19:55:43Z,580000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
61,PT06M22.00S,2025-04-13T19:55:56.0Z,1,REGULAR,foul,personal,[],1627741,,,1610612746,13,12,2025-04-13T19:56:01Z,600000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1626181]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,1628951.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,
63,PT06M22.00S,2025-04-13T19:56:01.2Z,1,REGULAR,substitution,out,[],203110,,,1610612746,13,12,2025-04-13T19:56:03Z,620000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M22.00S,2025-04-13T19:56:01.2Z,1,REGULAR,substitution,in,[],1626172,,,1610612746,13,12,2025-04-13T19:56:03Z,630000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M11.00S,2025-04-13T19:56:28.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201935,87.72996057818659,69.6078431372549,1610612746,13,14,2025-04-13T19:56:32Z,640000,False,98.0,63.0,1,right,J. Harden 11' pullup Jump Shot (7 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,Made,7.0,11.64,,,,,,,,,,,,
66,PT05M54.00S,2025-04-13T19:56:46.3Z,1,REGULAR,2pt,Jump Shot,[],201939,12.040078843626807,66.91176470588235,1610612744,13,14,2025-04-13T19:58:39Z,650000,False,-85.0,61.0,1,left,MISS S. Curry 10' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,Missed,,10.41,,,,,,,,,,,,
67,PT05M52.00S,2025-04-13T19:56:48.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,13,14,2025-04-13T19:56:50Z,660000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,66.0,3.0,3.0,0.0,,
68,PT05M46.00S,2025-04-13T19:56:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,83.52496714848883,50.49019607843137,1610612746,13,14,2025-04-13T19:56:58Z,670000,False,2.0,102.0,1,right,MISS J. Harden 10' driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.24,,,,,,,,,,,,
69,PT05M43.00S,2025-04-13T19:56:57.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,13,14,2025-04-13T19:56:58Z,680000,False,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,68.0,4.0,3.0,1.0,,
70,PT05M43.00S,2025-04-13T19:56:57.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,13,16,2025-04-13T19:56:57Z,690000,False,0.0,0.0,1,right,I. Zubac tip Layup (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,0.0,,,,,,,,,,,,
71,PT05M30.00S,2025-04-13T19:57:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,17.16491458607096,44.11764705882353,1610612744,15,16,2025-04-13T19:57:14Z,700000,False,29.0,109.0,1,left,J. Butler III 11' pullup Jump Shot (2 PTS),[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,11.28,,,,,,,,,,,,
72,PT05M16.00S,2025-04-13T19:57:26.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,84.97043363994744,50.98039215686274,1610612746,15,18,2025-04-13T19:57:31Z,710000,False,5.0,89.0,1,right,K. Leonard 8' driving Hook (6 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,8.89,,,,,,,,,,,,
73,PT05M16.00S,2025-04-13T19:57:28.5Z,1,REGULAR,foul,personal,['1freethrow'],201939,,,1610612746,15,18,2025-04-13T19:57:35Z,720000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Leonard 1 FT),"[201939, 202695]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,202041.0,1.0,0.0,Leonard,202695.0,,,,,,,,,,,,,,,
75,PT05M16.00S,2025-04-13T19:57:36.0Z,1,REGULAR,substitution,out,[],202710,,,1610612746,15,18,2025-04-13T19:58:39Z,740000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M16.00S,2025-04-13T19:57:36.0Z,1,REGULAR,substitution,in,[],1627780,,,1610612746,15,18,2025-04-13T19:58:39Z,750000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2025-04-13T19:58:01.0Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,15,19,2025-04-13T19:58:01Z,760000,False,,,0,,K. Leonard Free Throw 1 of 1 (7 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
78,PT04M56.00S,2025-04-13T19:58:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,13.87976346911958,47.05882352941176,1610612744,17,19,2025-04-13T19:58:26Z,770000,False,15.0,78.0,1,left,K. Looney 7' floating Jump Shot (2 PTS) (M. Moody 1 AST),"[1626172, 1630541]",1610612744.0,GSW,floating,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.94,M. Moody,1630541.0,1.0,,,,,,,,,
80,PT04M30.00S,2025-04-13T19:58:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,91.93495400788436,53.431372549019606,1610612746,17,21,2025-04-13T19:59:39Z,790000,False,17.0,23.0,1,right,I. Zubac cutting Layup (4 PTS) (K. Dunn 1 AST),"[1627826, 1627739]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.9,K. Dunn,1627739.0,1.0,,,,,,,,,
82,PT04M18.00S,2025-04-13T19:59:00.0Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,17,21,2025-04-13T19:59:05Z,810000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1626181]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,
83,PT04M18.00S,2025-04-13T19:59:00.0Z,1,REGULAR,steal,,[],1626181,,,1610612746,17,21,2025-04-13T19:59:01Z,820000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT04M13.00S,2025-04-13T19:59:07.9Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612746,17,21,2025-04-13T19:59:18Z,830000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Harden 2 FT),"[201939, 201935]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
86,PT04M13.00S,2025-04-13T19:59:54.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201935,,,1610612746,17,21,2025-04-13T19:59:54Z,850000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
