actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-31T03:11:40.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-31T03:11:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-31T03:11:41.9Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-12-31T03:11:41Z,40000,False,,,0,,Jump Ball J. Allen vs. T. Jackson-Davis: Tip to E. Mobley,"[1630596, 1628386, 1631218]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-31T03:11:56.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,86.28449408672799,69.36274509803921,1610612739,0,0,2024-12-31T03:12:38Z,70000,False,97.0,76.0,1,right,MISS D. Garland 12' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,12.33,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-12-31T03:11:59.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2024-12-31T03:12:38Z,80000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2024-12-31T03:12:00.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.21813403416557,47.158394607843135,1610612739,0,0,2024-12-31T03:12:57Z,90000,False,-14.0,2.0,1,right,MISS J. Allen putback Layup - blocked,"[1628386, 1631218]",1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,Jackson-Davis,1631218.0,,,,,,,,,,,,
10,PT11M41.00S,2024-12-31T03:12:00.4Z,1,REGULAR,block,,[],1631218,,,1610612739,0,0,2024-12-31T03:12:01Z,100000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M40.00S,2024-12-31T03:12:01.4Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,0,2024-12-31T03:12:57Z,110000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M31.00S,2024-12-31T03:12:09.7Z,1,REGULAR,3pt,Jump Shot,[],201939,32.933639947437584,44.6078431372549,1610612744,0,0,2024-12-31T03:13:34Z,120000,False,27.0,257.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
13,PT11M29.00S,2024-12-31T03:12:11.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2024-12-31T03:13:34Z,130000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M09.00S,2024-12-31T03:12:31.7Z,1,REGULAR,3pt,Jump Shot,[],1629731,84.36268068331144,4.633884803921575,1610612739,0,0,2024-12-31T03:13:49Z,140000,False,-227.0,94.0,1,right,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left,24.57,Missed,,,,,,,,,,,,,,,,,,
