actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-14T01:10:55.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-14T01:10:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-14T01:10:58.5Z,1,REGULAR,jumpball,recovered,[],1630578,,,1610612745,0,0,2025-02-14T01:10:58Z,40000,False,,,0,,Jump Ball A. Thompson vs. D. Green: Tip to A. Sengun,"[1630578, 1641708, 203110]",1610612745.0,HOU,startperiod,A. Sengun,1630578.0,Sengun,A. Sengun,Thompson,1641708.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-14T01:11:08.2Z,1,REGULAR,2pt,Jump Shot,[],1630578,14.668199737187912,11.27450980392157,1610612745,0,0,2025-02-14T01:11:14Z,70000,False,194.0,85.0,1,left,MISS A. Sengun 21' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right,21.16,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-02-14T01:11:11.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,0,0,2025-02-14T01:11:14Z,80000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-02-14T01:11:34.3Z,1,REGULAR,3pt,Jump Shot,[],203110,66.70499342969777,48.28431372549019,1610612744,0,0,2025-02-14T01:11:43Z,90000,False,-9.0,260.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2025-02-14T01:11:35.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,0,0,2025-02-14T01:11:43Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,9.0,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2025-02-14T01:12:11.4Z,1,REGULAR,3pt,Jump Shot,[],1628988,31.09395532194481,69.36274509803921,1610612745,0,0,2025-02-14T01:12:19Z,120000,False,-97.0,240.0,1,left,MISS A. Holiday 25' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2025-02-14T01:12:16.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,0,0,2025-02-14T01:12:16Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,12.0,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2025-02-14T01:12:41.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,3.7614980289093296,17.892156862745097,1610612745,0,0,2025-02-14T01:12:46Z,150000,False,161.0,-17.0,1,left,MISS D. Brooks 16' fadeaway Shot,[1628415],1610612745.0,HOU,fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,16.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2025-02-14T01:12:43.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,0,0,2025-02-14T01:12:46Z,160000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M22.00S,2025-02-14T01:12:59.3Z,1,REGULAR,3pt,Jump Shot,[],201939,74.19513797634691,16.666666666666664,1610612744,0,3,2025-02-14T01:13:57Z,170000,False,-167.0,190.0,1,right,S. Curry 25' 3PT pullup (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.28,Made,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,,,
19,PT10M02.00S,2025-02-14T01:13:19.2Z,1,REGULAR,2pt,Jump Shot,[],1628988,22.552562417871222,53.18627450980392,1610612745,2,3,2025-02-14T01:13:24Z,190000,False,-16.0,159.0,1,left,A. Holiday 16' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[1628988, 1630578]",1610612745.0,HOU,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Center,16.03,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
21,PT09M42.00S,2025-02-14T01:13:42.5Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612744,2,3,2025-02-14T01:13:58Z,210000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Moody 2 FT),"[1630224, 1630541]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202026.0,1.0,0.0,Moody,1630541.0,,,,,
23,PT09M42.00S,2025-02-14T01:14:08.8Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,2,4,2025-02-14T01:14:29Z,230000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
24,PT09M42.00S,2025-02-14T01:14:08.8Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,2,4,2025-02-14T01:14:29Z,240000,False,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2025-02-14T01:14:09.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,4,2025-02-14T01:14:29Z,250000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M26.00S,2025-02-14T01:14:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,13.61695137976347,50.49019607843137,1610612745,2,4,2025-02-14T01:14:47Z,260000,False,-2.0,75.0,1,left,MISS J. Green 7' driving Layup - blocked,"[1630224, 1641764]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.55,Missed,,,,,,,,,,,,,,Podziemski,1641764.0,,,
27,PT09M26.00S,2025-02-14T01:14:39.5Z,1,REGULAR,block,,[],1641764,,,1610612745,2,4,2025-02-14T01:15:40Z,270000,False,,,0,,B. Podziemski BLOCK (1 BLK),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M25.00S,2025-02-14T01:14:40.5Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,2,4,2025-02-14T01:15:04Z,280000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M22.00S,2025-02-14T01:14:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,78.9257555847569,91.42156862745098,1610612744,2,4,2025-02-14T01:15:12Z,290000,False,207.0,146.0,1,right,MISS S. Curry 25' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
30,PT09M22.00S,2025-02-14T01:14:43.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,2,4,2025-02-14T01:14:56Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,29.0,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2025-02-14T01:14:54.6Z,1,REGULAR,foul,personal,[],1641708,,,1610612744,2,4,2025-02-14T01:15:06Z,310000,False,,,0,,A. Thompson loose ball personal FOUL (1 PF),"[1641708, 203110]",1610612745.0,HOU,loose ball,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202026.0,1.0,0.0,Green,203110.0,,,,,
34,PT09M06.00S,2025-02-14T01:15:46.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203110,74.72076215505913,63.970588235294116,1610612744,2,6,2025-02-14T01:15:53Z,340000,False,70.0,185.0,1,right,D. Green 19' Jump Shot (2 PTS) (M. Moody 1 AST),"[203110, 1630541]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,19.79,Made,,,,,2.0,M. Moody,1630541.0,1.0,,,,,,,,,,
36,PT08M52.00S,2025-02-14T01:16:00.2Z,1,REGULAR,2pt,Jump Shot,[],1641708,16.90210249671485,76.22549019607843,1610612745,2,6,2025-02-14T01:16:07Z,360000,False,-131.0,106.0,1,left,MISS A. Thompson 16' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,16.88,Missed,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2025-02-14T01:16:05.2Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,2,6,2025-02-14T01:16:07Z,370000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left Center,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT08M47.00S,2025-02-14T01:16:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,4,6,2025-02-14T01:16:05Z,380000,False,0.0,0.0,1,left,A. Sengun tip Layup (2 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
39,PT08M36.00S,2025-02-14T01:16:16.5Z,1,REGULAR,3pt,Jump Shot,[],1641764,67.09921156373193,49.50980392156863,1610612744,4,6,2025-02-14T01:16:23Z,390000,False,-2.0,257.0,1,right,MISS B. Podziemski 25' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2025-02-14T01:16:18.5Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,4,6,2025-02-14T01:16:23Z,400000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M24.00S,2025-02-14T01:16:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,5.732588699080158,49.01960784313725,1610612745,6,6,2025-02-14T01:16:34Z,410000,False,5.0,1.0,1,left,A. Holiday driving finger roll Layup (4 PTS),[1628988],1610612745.0,HOU,driving finger roll,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,4.0,,,,,,,,,,,,,
42,PT08M14.00S,2025-02-14T01:16:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,81.15965834428384,42.15686274509804,1610612744,6,8,2025-02-14T01:16:44Z,420000,False,-39.0,125.0,1,right,D. Green 13' driving floating Jump Shot (4 PTS),[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,13.06,Made,,,,,4.0,,,,,,,,,,,,,
