actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-09T01:40:49.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-09T01:40:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-09T01:40:51.6Z,1,REGULAR,jumpball,recovered,[],201939,,,1610612744,0,0,2025-03-09T01:40:51Z,40000,False,,,0,,Jump Ball Q. Post vs. J. Duren: Tip to S. Curry,"[201939, 1642366, 1631105]",1610612744.0,GSW,startperiod,S. Curry,201939.0,Curry,S. Curry,Post,1642366.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-03-09T01:41:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642366,87.91064388961892,42.83854166666667,1610612744,2,0,2025-03-09T01:41:12Z,70000,False,-36.0,61.0,1,right,Q. Post 7' floating Jump Shot (2 PTS) (S. Curry 1 AST),"[1642366, 201939]",1610612744.0,GSW,floating,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2025-03-09T01:41:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,16.376478318002626,43.38235294117647,1610612765,2,0,2025-03-09T01:41:23Z,90000,False,33.0,101.0,1,left,MISS C. Cunningham 10' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,10.67,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-03-09T01:41:21.5Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,2,0,2025-03-09T01:41:23Z,100000,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2025-03-09T01:41:37.7Z,1,REGULAR,3pt,Jump Shot,[],201939,71.43561103810775,83.08823529411765,1610612744,2,0,2025-03-09T01:41:41Z,110000,False,165.0,216.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2025-03-09T01:41:40.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2025-03-09T01:41:41Z,120000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2025-03-09T01:41:51.5Z,1,REGULAR,foul,offensive,[],1641709,,,1610612765,2,0,2025-03-09T01:41:56Z,130000,False,,,0,,A. Thompson charge offensive FOUL (1 PF),"[1641709, 203110]",1610612765.0,DET,charge,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,1.0,0.0,Green,203110.0,,,,,
15,PT11M00.00S,2025-03-09T01:41:51.5Z,1,REGULAR,turnover,offensive foul,[],1641709,,,1610612765,2,0,2025-03-09T01:41:51Z,150000,False,,,0,,A. Thompson offensive foul TURNOVER (1 TO),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,,,1.0,,,,
16,PT10M39.00S,2025-03-09T01:42:30.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202710,75.64060446780552,49.01960784313725,1610612744,4,0,2025-03-09T01:42:36Z,160000,False,-5.0,176.0,1,right,J. Butler III 17' turnaround fadeaway Jump Shot (2 PTS),[202710],1610612744.0,GSW,turnaround fadeaway,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Center,17.66,Made,2.0,,,,,,,,,,,,,,,,,
