actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
35,PT08M58.00S,2025-04-07T00:44:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,10.726018396846255,56.127450980392155,1610612744,3,6,2025-04-07T00:44:30Z,350000,False,-31.0,48.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,,
36,PT08M56.00S,2025-04-07T00:44:28.5Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,3,6,2025-04-07T00:44:28Z,360000,False,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT08M55.00S,2025-04-07T00:44:29.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,22.815374507227332,88.72549019607843,1610612744,3,6,2025-04-07T00:44:32Z,370000,False,-194.0,162.0,1,left,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2025-04-07T00:44:32.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,3,6,2025-04-07T00:44:32Z,380000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M45.00S,2025-04-07T00:44:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.19776609724047,44.6078431372549,1610612745,3,6,2025-04-07T00:44:45Z,390000,False,-27.0,21.0,1,right,MISS A. Sengun reverse Layup,[1630578],1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2025-04-07T00:44:42.9Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,3,6,2025-04-07T00:44:45Z,400000,False,,,0,,M. Moody REBOUND (Off:1 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,,
41,PT08M38.00S,2025-04-07T00:44:46.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641764,32.284822601839686,19.140625,1610612744,6,6,2025-04-07T00:46:51Z,410000,False,154.0,251.0,1,left,B. Podziemski 29' 3PT running pullup (6 PTS),[1641764],1610612744.0,GSW,running pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,29.46,Made,,,,,,,,,,,,6.0,,,,,,
43,PT08M22.00S,2025-04-07T00:45:01.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641708,90.75229960578186,58.57843137254902,1610612745,6,6,2025-04-07T00:48:35Z,430000,False,43.0,34.0,1,right,MISS A. Thompson driving bank Hook,[1641708],1610612745.0,HOU,driving bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2025-04-07T00:45:03.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612744,6,6,2025-04-07T00:45:05Z,440000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M14.00S,2025-04-07T00:45:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,7.178055190538765,43.627450980392155,1610612744,6,6,2025-04-07T00:48:49Z,450000,False,32.0,15.0,1,left,MISS M. Moody reverse Layup - blocked,"[1630541, 1641708]",1610612744.0,GSW,reverse,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,Thompson,1641708.0,,,,,,,
46,PT08M14.00S,2025-04-07T00:45:10.3Z,1,REGULAR,block,,[],1641708,,,1610612744,6,6,2025-04-07T00:45:12Z,460000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M10.00S,2025-04-07T00:45:14.3Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,6,6,2025-04-07T00:45:15Z,470000,False,,,0,,J. Butler III REBOUND (Off:1 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT08M10.00S,2025-04-07T00:45:14.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,5.590000152587891,50.0,1610612744,8,6,2025-04-07T00:45:14Z,480000,False,0.0,0.0,1,left,J. Butler III putback Layup (2 PTS),[202710],1610612744.0,GSW,putback,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,2.0,,,,,,
49,PT07M49.00S,2025-04-07T00:45:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.32917214191852,43.872549019607845,1610612745,8,6,2025-04-07T00:45:40Z,490000,False,-31.0,20.0,1,right,MISS A. Thompson Layup,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
50,PT07M44.00S,2025-04-07T00:45:40.7Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,6,2025-04-07T01:19:25Z,500000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M38.00S,2025-04-07T00:45:46.4Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,8,6,2025-04-07T00:45:49Z,510000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1627832]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,
52,PT07M38.00S,2025-04-07T00:45:46.4Z,1,REGULAR,steal,,[],1627832,,,1610612745,8,6,2025-04-07T00:45:48Z,520000,False,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M33.00S,2025-04-07T00:45:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641708,92.32917214191852,43.872549019607845,1610612745,8,6,2025-04-07T00:45:55Z,530000,False,-31.0,20.0,1,right,MISS A. Thompson running Layup,[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2025-04-07T00:45:53.4Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,6,2025-04-07T00:45:55Z,550000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
56,PT07M26.00S,2025-04-07T00:45:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.783837056504599,41.42156862745098,1610612744,8,6,2025-04-07T00:51:27Z,560000,False,43.0,11.0,1,left,MISS J. Butler III cutting Layup - blocked,"[202710, 1630224]",1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,Green,1630224.0,,,,,,,
57,PT07M26.00S,2025-04-07T00:45:59.4Z,1,REGULAR,block,,[],1630224,,,1610612744,8,6,2025-04-07T00:46:03Z,570000,False,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2025-04-07T00:46:04.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,8,6,2025-04-07T00:46:05Z,580000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT07M17.00S,2025-04-07T00:46:07.2Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,8,6,2025-04-07T01:06:34Z,590000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630541]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Moody,1630541.0,,,
60,PT07M17.00S,2025-04-07T00:46:07.2Z,1,REGULAR,steal,,[],1630541,,,1610612744,8,6,2025-04-07T00:46:08Z,600000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2025-04-07T00:46:14.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,10.200394218134035,95.58823529411765,1610612744,8,6,2025-04-07T00:52:09Z,610000,False,-228.0,43.0,1,left,MISS S. Curry pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2025-04-07T00:46:17.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,8,6,2025-04-07T00:46:28Z,620000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,61.0,3.0,3.0,0.0,,,,,,,,,,,,,,
63,PT06M43.00S,2025-04-07T00:46:41.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,78.18659658344284,56.786151960784316,1610612745,8,8,2025-04-07T00:47:54Z,630000,False,34.0,153.0,1,right,D. Brooks 15' turnaround fadeaway Jump Shot (4 PTS),[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,15.62,Made,,,,,,,,,,,,4.0,,,,,,
64,PT06M41.00S,2025-04-07T00:46:47.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,8,8,2025-04-07T00:46:47Z,640000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,out,[],202710,,,1610612744,8,8,2025-04-07T00:49:53Z,650000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,8,8,2025-04-07T00:49:53Z,660000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612744,8,8,2025-04-07T00:49:53Z,670000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,8,8,2025-04-07T00:49:53Z,680000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,8,8,2025-04-07T00:49:53Z,690000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M41.00S,2025-04-07T00:49:16.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612744,8,8,2025-04-07T00:49:53Z,700000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M21.00S,2025-04-07T00:50:19.1Z,1,REGULAR,foul,personal,[],1631106,,,1610612744,8,8,2025-04-07T00:50:30Z,710000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 201939]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,1628159.0,1.0,0.0,Curry,201939.0,,,,,,,,,
74,PT06M08.00S,2025-04-07T00:50:53.5Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,8,8,2025-04-07T00:50:56Z,730000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1627832]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,
75,PT06M08.00S,2025-04-07T00:50:53.5Z,1,REGULAR,steal,,[],1627832,,,1610612745,8,8,2025-04-07T00:50:55Z,740000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2025-04-07T00:50:59.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628415,89.96386333771353,49.754901960784316,1610612745,8,10,2025-04-07T00:53:36Z,750000,False,-1.0,42.0,1,right,D. Brooks driving floating Jump Shot (6 PTS),[1628415],1610612745.0,HOU,driving floating,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,,,,,,6.0,,,,,,
77,PT05M51.00S,2025-04-07T00:51:11.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,7.703679369250986,4.166666666666666,1610612744,11,10,2025-04-07T00:51:14Z,760000,False,229.0,20.0,1,left,B. Hield 3PT  (3 PTS) (D. Green 2 AST),"[1627741, 203110]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.01,Made,,,,,,,,,,,,3.0,,,,D. Green,203110.0,2.0
79,PT05M36.00S,2025-04-07T00:51:26.1Z,1,REGULAR,3pt,Jump Shot,[],1631106,73.9323258869908,87.99019607843137,1610612745,11,10,2025-04-07T00:51:29Z,780000,False,190.0,193.0,1,right,MISS T. Eason 27' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
80,PT05M33.00S,2025-04-07T00:51:29.1Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,11,10,2025-04-07T00:51:29Z,790000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
