actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
28,PT10M42.00S,2025-03-02T01:42:28.3Z,1,REGULAR,block,,[],1642366,,,1610612755,4,0,2025-03-02T01:43:16Z,187500,False,,,0,,Q. Post BLOCK (1 BLK),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT10M42.00S,2025-03-02T01:42:28.3Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,4,0,2025-03-02T01:43:16Z,188750,False,,,0,,Q. Post REBOUND (Off:0 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M35.00S,2025-03-02T01:42:31.6Z,1,REGULAR,3pt,Jump Shot,[],1642366,69.1688567674113,80.14705882352942,1610612744,4,0,2025-03-02T01:43:16Z,190000,False,151.0,237.0,1,right,MISS Q. Post 28' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,28.11,Missed,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2025-03-02T01:42:36.4Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,4,0,2025-03-02T01:42:36Z,200000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M30.00S,2025-03-02T01:42:37.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,66.27792378449408,48.28431372549019,1610612744,4,3,2025-03-02T01:43:16Z,210000,False,-9.0,264.0,1,right,S. Curry 26' 3PT  (3 PTS) (B. Podziemski 1 AST),"[201939, 1641764]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,26.46,Made,,,,,3.0,,,,,,B. Podziemski,1641764.0,1.0,,,,,
23,PT10M24.00S,2025-03-02T01:42:55.7Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612755,4,3,2025-03-02T01:43:02Z,230000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Drummond 2 FT),"[203110, 203083]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Drummond,203083.0
25,PT10M24.00S,2025-03-02T01:43:14.8Z,1,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,4,3,2025-03-02T01:43:14Z,250000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT10M24.00S,2025-03-02T01:43:14.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,4,3,2025-03-02T01:43:14Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
30,PT10M24.00S,2025-03-02T01:43:33.9Z,1,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,5,3,2025-03-02T01:43:33Z,270000,False,,,0,,A. Drummond Free Throw 2 of 2 (3 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
31,PT10M06.00S,2025-03-02T01:43:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,93.47897503285151,52.450980392156865,1610612744,5,3,2025-03-02T01:43:56Z,280000,False,12.0,9.0,1,right,MISS M. Moody driving Layup - blocked,"[1630541, 202331]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,George,202331.0,,,,,,,,
32,PT10M06.00S,2025-03-02T01:43:52.2Z,1,REGULAR,block,,[],202331,,,1610612744,5,3,2025-03-02T01:46:13Z,290000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT10M06.00S,2025-03-02T01:43:52.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,5,3,2025-03-02T01:46:13Z,300000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M58.00S,2025-03-02T01:44:01.1Z,1,REGULAR,3pt,Jump Shot,[],203083,33.55781865965835,46.32352941176471,1610612755,5,3,2025-03-02T01:44:05Z,310000,False,18.0,263.0,1,left,MISS A. Drummond 26' 3PT,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
35,PT09M54.00S,2025-03-02T01:44:05.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,5,3,2025-03-02T01:44:05Z,320000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M38.00S,2025-03-02T01:44:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,84.4119579500657,96.32352941176471,1610612744,5,3,2025-03-02T01:44:41Z,340000,False,232.0,94.0,1,right,MISS M. Moody 24' pullup 3PT,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right,24.99,Missed,,,,,,,,,,,,,,,,,,
38,PT09M34.00S,2025-03-02T01:44:39.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,5,3,2025-03-02T01:44:41Z,350000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Right,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,
39,PT09M28.00S,2025-03-02T01:44:45.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,5.305519053876466,97.05882352941177,1610612755,5,3,2025-03-02T01:44:50Z,360000,False,-235.0,-3.0,1,left,MISS K. Oubre Jr. running 3PT,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
40,PT09M25.00S,2025-03-02T01:44:48.2Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,5,3,2025-03-02T01:44:50Z,370000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT09M05.00S,2025-03-02T01:45:10.3Z,1,REGULAR,foul,personal,[],202331,,,1610612744,5,3,2025-03-02T01:45:21Z,380000,False,,,0,,P. George personal FOUL (1 PF),"[202331, 201939]",1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Curry,201939.0
43,PT09M02.00S,2025-03-02T01:45:37.6Z,1,REGULAR,3pt,Jump Shot,[],201939,67.59198423127464,39.21568627450981,1610612744,5,3,2025-03-02T01:45:42Z,400000,False,-54.0,252.0,1,right,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
44,PT08M58.00S,2025-03-02T01:45:41.6Z,1,REGULAR,rebound,offensive,[],1642366,,,1610612744,5,3,2025-03-02T01:45:42Z,410000,False,,,0,,Q. Post REBOUND (Off:1 Def:1),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT08M58.00S,2025-03-02T01:45:41.8Z,1,REGULAR,turnover,lost ball,[],1642366,,,1610612744,5,3,2025-03-02T01:45:46Z,420000,False,,,0,,Q. Post lost ball TURNOVER (1 TO),"[1642366, 1629656]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Grimes,1629656.0,,,,,,,,,,
46,PT08M58.00S,2025-03-02T01:45:41.8Z,1,REGULAR,steal,,[],1629656,,,1610612755,5,3,2025-03-02T01:45:43Z,430000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
47,PT08M53.00S,2025-03-02T01:45:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,7.276609724047319,54.411764705882355,1610612755,5,3,2025-03-02T01:45:54Z,440000,False,-22.0,16.0,1,left,MISS P. George running Layup - blocked,"[202331, 1630541]",1610612755.0,PHI,running,,,George,P. George,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,Moody,1630541.0,,,,,,,,
48,PT08M53.00S,2025-03-02T01:45:46.5Z,1,REGULAR,block,,[],1630541,,,1610612755,5,3,2025-03-02T01:45:49Z,450000,False,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M48.00S,2025-03-02T01:45:51.5Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,5,3,2025-03-02T01:45:51Z,460000,False,,,0,,Q. Post REBOUND (Off:1 Def:2),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,47.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT08M43.00S,2025-03-02T01:45:56.1Z,1,REGULAR,3pt,Jump Shot,[],1641764,94.26741130091985,96.56862745098039,1610612744,5,3,2025-03-02T01:46:09Z,470000,False,233.0,1.0,1,right,MISS B. Podziemski 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
51,PT08M40.00S,2025-03-02T01:45:59.1Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,5,3,2025-03-02T01:46:09Z,480000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT08M30.00S,2025-03-02T01:46:08.9Z,1,REGULAR,3pt,Jump Shot,[],202331,28.038764783180028,82.84313725490196,1610612755,8,3,2025-03-02T01:48:10Z,490000,False,-164.0,211.0,1,left,P. George 26' 3PT pullup (3 PTS),[202331],1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.74,Made,,,,,3.0,,,,,,,,,,,,,
53,PT08M12.00S,2025-03-02T01:46:28.0Z,1,REGULAR,2pt,Jump Shot,[],201939,93.2161629434954,30.392156862745097,1610612744,8,3,2025-03-02T01:46:31Z,500000,False,-98.0,11.0,1,right,MISS S. Curry 9' fadeaway Shot,[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,9.86,Missed,,,,,,,,,,,,,,,,,,
54,PT08M10.00S,2025-03-02T01:46:30.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,8,3,2025-03-02T01:46:31Z,510000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT08M03.00S,2025-03-02T01:46:36.9Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612755,8,3,2025-03-02T01:46:40Z,520000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1642366]",1610612755.0,PHI,,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Post,1642366.0,,,,,,,,,,
56,PT08M03.00S,2025-03-02T01:46:36.9Z,1,REGULAR,steal,,[],1642366,,,1610612744,8,3,2025-03-02T02:11:49Z,530000,False,,,0,,Q. Post STEAL (1 STL),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M53.00S,2025-03-02T01:46:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642366,94.26741130091985,53.18627450980392,1610612744,8,5,2025-03-02T01:46:57Z,540000,False,16.0,1.0,1,right,Q. Post driving Layup (2 PTS) (S. Curry 1 AST),"[1642366, 201939]",1610612744.0,GSW,driving,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,2.0,,,,,,S. Curry,201939.0,1.0,,,,,
59,PT07M39.00S,2025-03-02T01:47:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,30.929697766097235,82.84313725490196,1610612755,8,5,2025-03-02T01:47:04Z,560000,False,-164.0,238.0,1,left,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.93,Missed,,,,,,,,,,,,,,,,,,
60,PT07M36.00S,2025-03-02T01:47:03.2Z,1,REGULAR,rebound,defensive,[],1642366,,,1610612744,8,5,2025-03-02T01:47:04Z,570000,False,,,0,,Q. Post REBOUND (Off:1 Def:3),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Left Center,,,59.0,4.0,3.0,1.0,,,,,,,,,,,,,,
61,PT07M34.00S,2025-03-02T01:47:09.5Z,1,REGULAR,foul,personal,[],202331,,,1610612744,8,5,2025-03-02T01:47:20Z,580000,False,,,0,,P. George personal FOUL (2 PF),"[202331, 1630541]",1610612755.0,PHI,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Moody,1630541.0
63,PT07M34.00S,2025-03-02T01:47:23.4Z,1,REGULAR,foul,technical,['1freethrow'],202331,,,1610612744,8,5,2025-03-02T01:47:30Z,600000,False,,,0,,P. George technical FOUL (1 Tech),[202331],1610612755.0,PHI,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,1.0,,
64,PT07M34.00S,2025-03-02T01:47:35.9Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,8,6,2025-03-02T01:47:35Z,610000,False,,,0,,S. Curry technical Free Throw 1 of 1 (4 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
65,PT07M28.00S,2025-03-02T01:47:56.6Z,1,REGULAR,3pt,Jump Shot,[],1642366,89.93101182654402,4.411764705882348,1610612744,8,6,2025-03-02T01:48:01Z,620000,False,-228.0,42.0,1,right,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
66,PT07M23.00S,2025-03-02T01:48:01.6Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,8,6,2025-03-02T01:48:01Z,630000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,
67,PT07M15.00S,2025-03-02T01:48:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,8.590670170827863,52.69607843137255,1610612755,10,6,2025-03-02T01:48:14Z,640000,False,-13.0,28.0,1,left,Q. Grimes driving finger roll Layup (4 PTS),[1629656],1610612755.0,PHI,driving finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,4.0,,,,,,,,,,,,,
68,PT07M03.00S,2025-03-02T01:48:20.2Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,10,6,2025-03-02T01:48:25Z,650000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1630178]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Maxey,1630178.0,,,,,,,,,,
69,PT07M03.00S,2025-03-02T01:48:20.2Z,1,REGULAR,steal,,[],1630178,,,1610612755,10,6,2025-03-02T01:48:22Z,660000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
70,PT07M00.00S,2025-03-02T01:48:24.1Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612755,10,6,2025-03-02T01:48:27Z,670000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 201939]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Curry,201939.0,,,,,,,,,,
71,PT07M00.00S,2025-03-02T01:48:24.1Z,1,REGULAR,steal,,[],201939,,,1610612744,10,6,2025-03-02T01:48:26Z,680000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2025-03-02T01:48:31.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,94.26741130091985,49.26470588235294,1610612744,10,8,2025-03-02T01:48:36Z,690000,False,-4.0,1.0,1,right,M. Moody running reverse Layup (2 PTS),[1630541],1610612744.0,GSW,running reverse,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.4,Made,,,,,2.0,,,,,,,,,,,,,
74,PT06M55.00S,2025-03-02T01:48:34.2Z,1,REGULAR,foul,personal,['1freethrow'],203083,,,1610612744,10,8,2025-03-02T01:48:43Z,710000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Moody 1 FT),"[203083, 1630541]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Moody,1630541.0
76,PT06M55.00S,2025-03-02T01:48:47.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,8,2025-03-02T01:48:47Z,730000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M55.00S,2025-03-02T01:51:49.6Z,1,REGULAR,substitution,out,[],202331,,,1610612744,10,8,2025-03-02T01:52:01Z,740000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M55.00S,2025-03-02T01:51:49.6Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,10,8,2025-03-02T01:52:01Z,750000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M55.00S,2025-03-02T01:51:49.6Z,1,REGULAR,substitution,in,[],1642348,,,1610612744,10,8,2025-03-02T01:52:01Z,760000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M55.00S,2025-03-02T01:51:49.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,10,8,2025-03-02T01:52:01Z,770000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M55.00S,2025-03-02T01:52:23.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630541,,,1610612744,10,9,2025-03-02T01:52:23Z,780000,False,,,0,,M. Moody Free Throw 1 of 1 (3 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
82,PT06M40.00S,2025-03-02T01:52:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,15.818002628120894,48.529411764705884,1610612755,12,9,2025-03-02T01:52:44Z,790000,False,7.0,96.0,1,left,K. Oubre Jr. 9' driving finger roll Layup (2 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,driving finger roll,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.65,Made,,,,,2.0,,,,,,T. Maxey,1630178.0,1.0,,,,,
