actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT06M22.00S,2025-03-02T01:52:57.7Z,1,REGULAR,3pt,Jump Shot,[],1642366,94.3988173455979,4.166666666666657,1610612744,12,12,2025-03-02T01:53:02Z,810000,False,-229.0,0.0,1,right,Q. Post 3PT  (5 PTS) (D. Green 1 AST),"[1642366, 203110]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,5.0,,,,,,D. Green,203110.0,1.0,,,,,
86,PT06M03.00S,2025-03-02T01:53:16.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,14.241130091984232,51.22549019607843,1610612755,12,12,2025-03-02T01:53:20Z,830000,False,-6.0,81.0,1,left,MISS K. Oubre Jr. 8' pullup Shot,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.16,Missed,,,,,,,,,,,,,,,,,,
87,PT06M01.00S,2025-03-02T01:53:18.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,12,12,2025-03-02T01:53:20Z,840000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT05M49.00S,2025-03-02T01:53:36.2Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,12,12,2025-03-02T01:53:42Z,860000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M49.00S,2025-03-02T01:53:36.2Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,12,12,2025-03-02T01:53:42Z,870000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M48.00S,2025-03-02T01:53:56.7Z,1,REGULAR,foul,personal,[],1630178,,,1610612744,12,12,2025-03-02T01:54:02Z,880000,False,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 201939]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Curry,201939.0
93,PT05M42.00S,2025-03-02T01:54:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.87319316688567,51.96078431372549,1610612744,12,14,2025-03-02T01:54:45Z,900000,False,10.0,5.0,1,right,S. Curry cutting Layup (6 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,6.0,,,,,,D. Green,203110.0,2.0,,,,,
95,PT05M24.00S,2025-03-02T01:54:37.8Z,1,REGULAR,2pt,Jump Shot,[],1630178,6.356767411300922,70.83333333333333,1610612755,12,14,2025-03-02T01:54:43Z,920000,False,-104.0,7.0,1,left,MISS T. Maxey 10' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,10.45,Missed,,,,,,,,,,,,,,,,,,
96,PT05M22.00S,2025-03-02T01:54:39.8Z,1,REGULAR,rebound,offensive,[],203083,,,1610612755,12,14,2025-03-02T01:54:43Z,930000,False,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,95.0,3.0,1.0,2.0,,,,,,,,,,,,,,
97,PT05M20.00S,2025-03-02T01:54:42.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,35.528909329829176,59.31372549019608,1610612755,15,14,2025-03-02T01:54:46Z,940000,False,-47.0,281.0,1,left,Q. Grimes 28' 3PT  (7 PTS) (A. Drummond 1 AST),"[1629656, 203083]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,28.53,Made,,,,,7.0,,,,,,A. Drummond,203083.0,1.0,,,,,
99,PT04M56.00S,2025-03-02T01:55:05.8Z,1,REGULAR,3pt,Jump Shot,[],201939,74.55650459921156,15.686274509803923,1610612744,15,17,2025-03-02T01:55:30Z,960000,False,-172.0,187.0,1,right,S. Curry 25' 3PT  (9 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.36,Made,,,,,9.0,,,,,,D. Green,203110.0,3.0,,,,,
101,PT04M44.00S,2025-03-02T01:55:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642348,8.984888304862025,49.50980392156863,1610612755,17,17,2025-03-02T01:55:21Z,980000,False,2.0,32.0,1,left,J. Edwards driving Layup (2 PTS),[1642348],1610612755.0,PHI,driving,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,2.0,,,,,,,,,,,,,
102,PT04M38.00S,2025-03-02T01:55:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,94.53022339027595,53.18627450980392,1610612744,17,19,2025-03-02T02:52:52Z,990000,False,16.0,-1.0,1,right,G. Payton II cutting Layup (2 PTS) (B. Hield 1 AST),"[1627780, 1627741]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,B. Hield,1627741.0,1.0,,,,,
104,PT04M27.00S,2025-03-02T01:55:36.7Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612755,17,19,2025-03-02T01:55:49Z,1010000,False,,,0,,D. Green shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[203110, 1626162]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Oubre Jr.,1626162.0
106,PT04M27.00S,2025-03-02T01:56:10.7Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612755,18,19,2025-03-02T01:56:10Z,1030000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (3 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
107,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,out,[],203083,,,1610612755,18,19,2025-03-02T01:56:25Z,1040000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,out,[],1642366,,,1610612755,18,19,2025-03-02T01:56:25Z,1050000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,out,[],203110,,,1610612755,18,19,2025-03-02T01:56:25Z,1060000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,18,19,2025-03-02T01:56:25Z,1070000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,in,[],1626172,,,1610612755,18,19,2025-03-02T01:56:25Z,1080000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M27.00S,2025-03-02T01:56:12.1Z,1,REGULAR,substitution,in,[],1630611,,,1610612755,18,19,2025-03-02T01:56:25Z,1090000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M27.00S,2025-03-02T01:56:33.6Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612755,19,19,2025-03-02T01:56:33Z,1100000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
114,PT04M03.00S,2025-03-02T01:56:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,95.58147174770039,37.745098039215684,1610612744,19,21,2025-03-02T01:57:01Z,1110000,False,-61.0,-11.0,1,right,K. Looney 6' pullup Jump Shot (2 PTS) (G. Santos 1 AST),"[1626172, 1630611]",1610612744.0,GSW,pullup,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,,,,,2.0,,,,,,G. Santos,1630611.0,1.0,,,,,
116,PT03M49.00S,2025-03-02T01:57:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,15.029566360052556,53.67647058823529,1610612755,19,21,2025-03-02T01:57:13Z,1130000,False,-18.0,89.0,1,left,MISS T. Maxey 9' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,9.07,Missed,,,,,,,,,,,,,,,,,,
117,PT03M47.00S,2025-03-02T01:57:12.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,19,21,2025-03-02T01:57:12Z,1140000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT03M44.00S,2025-03-02T01:57:15.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,63.91261498028909,72.30392156862744,1610612744,19,24,2025-03-02T01:57:22Z,1150000,False,112.0,287.0,1,right,S. Curry 30' 3PT running pullup (12 PTS),[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,30.76,Made,,,,,12.0,,,,,,,,,,,,,
119,PT03M33.00S,2025-03-02T01:57:26.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,33.295006570302235,38.48039215686274,1610612755,22,24,2025-03-02T01:57:30Z,1160000,False,58.0,260.0,1,left,Q. Grimes 26' 3PT pullup (10 PTS),[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,26.68,Made,,,,,10.0,,,,,,,,,,,,,
120,PT03M19.00S,2025-03-02T01:57:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,94.79303547963207,54.411764705882355,1610612744,22,26,2025-03-02T01:57:46Z,1170000,False,22.0,-4.0,1,right,G. Payton II Layup (4 PTS) (S. Curry 2 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,4.0,,,,,,S. Curry,201939.0,2.0,,,,,
122,PT03M19.00S,2025-03-02T01:57:45.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642348,,,1610612744,22,26,2025-03-02T01:58:01Z,1190000,False,,,0,,J. Edwards shooting personal FOUL (1 PF) (Payton II 1 FT),"[1642348, 1627780]",1610612755.0,PHI,shooting,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Payton II,1627780.0
124,PT03M19.00S,2025-03-02T01:58:06.4Z,1,REGULAR,freethrow,1 of 1,[],1627780,,,1610612744,22,27,2025-03-02T01:58:06Z,1210000,False,,,0,,G. Payton II Free Throw 1 of 1 (5 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
125,PT03M05.00S,2025-03-02T01:58:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,5.962549277266746,43.38235294117647,1610612755,22,27,2025-03-02T01:59:14Z,1220000,False,33.0,4.0,1,left,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1626172]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,Looney,1626172.0,,,,,,,,
137,PT03M05.00S,2025-03-02T01:58:21.4Z,1,REGULAR,block,,[],1626172,,,1610612755,22,27,2025-03-02T01:59:26Z,1225000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT03M02.00S,2025-03-02T01:58:24.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,22,27,2025-03-02T01:58:24Z,1230000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT03M00.00S,2025-03-02T01:58:25.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,63.12417871222076,55.63725490196079,1610612744,22,27,2025-03-02T01:58:32Z,1240000,False,28.0,294.0,1,right,MISS S. Curry 29' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,29.54,Missed,,,,,,,,,,,,,,,,,,
128,PT02M55.00S,2025-03-02T01:58:30.7Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612755,22,27,2025-03-02T02:00:20Z,1250000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,127.0,3.0,3.0,0.0,,,,,,,,,,,,,,
131,PT02M51.00S,2025-03-02T01:58:34.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629656,16.212220762155056,82.1078431372549,1610612755,24,27,2025-03-02T01:58:48Z,1280000,False,-161.0,100.0,1,left,Q. Grimes 18' running pullup Jump Shot (12 PTS),[1629656],1610612755.0,PHI,running pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left,18.91,Made,,,,,12.0,,,,,,,,,,,,,
132,PT02M39.00S,2025-03-02T01:58:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630611,95.71287779237845,97.05882352941177,1610612744,24,30,2025-03-02T01:58:51Z,1290000,False,235.0,-12.0,1,right,G. Santos 3PT  (3 PTS) (S. Curry 3 AST),"[1630611, 201939]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Right Corner 3,24+ Right,23.56,Made,,,,,3.0,,,,,,S. Curry,201939.0,3.0,,,,,
134,PT02M23.00S,2025-03-02T01:59:02.3Z,1,REGULAR,2pt,Jump Shot,[],1630178,8.196452036793687,82.84313725490196,1610612755,24,30,2025-03-02T01:59:06Z,1310000,False,-164.0,25.0,1,left,MISS T. Maxey 16' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,16.6,Missed,,,,,,,,,,,,,,,,,,
135,PT02M21.00S,2025-03-02T01:59:04.3Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,24,30,2025-03-02T01:59:06Z,1320000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Left,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT02M07.00S,2025-03-02T01:59:22.3Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612744,24,30,2025-03-02T01:59:31Z,1330000,False,,,0,,B. Hield bad pass out-of-bounds TURNOVER (1 TO),[1627741],1610612744.0,GSW,bad pass,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,202007.0,,,,
138,PT02M07.00S,2025-03-02T01:59:33.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,24,30,2025-03-02T01:59:34Z,1340000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M07.00S,2025-03-02T02:01:51.3Z,1,REGULAR,substitution,out,[],1627780,,,1610612755,24,30,2025-03-02T02:02:11Z,1350000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2025-03-02T02:01:51.3Z,1,REGULAR,substitution,out,[],201939,,,1610612755,24,30,2025-03-02T02:02:11Z,1360000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M07.00S,2025-03-02T02:01:51.3Z,1,REGULAR,substitution,in,[],1641764,,,1610612755,24,30,2025-03-02T02:02:11Z,1370000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M07.00S,2025-03-02T02:01:51.3Z,1,REGULAR,substitution,in,[],1628995,,,1610612755,24,30,2025-03-02T02:02:11Z,1380000,False,,,0,,SUB in: K. Knox II,[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M50.00S,2025-03-02T02:03:08.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627824,29.48423127463863,5.392156862745097,1610612755,24,30,2025-03-02T02:03:17Z,1390000,False,223.0,225.0,1,left,MISS G. Yabusele 31' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,31.66,Missed,,,,,,,,,,,,,,,,,,
144,PT01M46.00S,2025-03-02T02:03:12.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,24,30,2025-03-02T02:56:22Z,1400000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,,,
145,PT01M35.00S,2025-03-02T02:03:22.5Z,1,REGULAR,foul,offensive,[],1626172,,,1610612744,24,30,2025-03-02T02:03:54Z,1410000,False,,,0,,K. Looney offensive FOUL (1 PF),"[1626172, 1630178]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Maxey,1630178.0
147,PT01M35.00S,2025-03-02T02:03:22.5Z,1,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,24,30,2025-03-02T02:03:22Z,1430000,False,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,202007.0,,,,
149,PT01M27.00S,2025-03-02T02:03:59.1Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,24,30,2025-03-02T02:04:05Z,1450000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M27.00S,2025-03-02T02:03:59.1Z,1,REGULAR,substitution,in,[],202331,,,1610612755,24,30,2025-03-02T02:04:05Z,1460000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M17.00S,2025-03-02T02:04:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612755,24,30,2025-03-02T02:04:32Z,1470000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Yabusele 2 FT),"[1630611, 1627824]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Yabusele,1627824.0
153,PT01M17.00S,2025-03-02T02:04:53.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627824,,,1610612755,25,30,2025-03-02T02:04:53Z,1490000,False,,,0,,G. Yabusele Free Throw 1 of 2 (1 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
154,PT01M17.00S,2025-03-02T02:05:11.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627824,,,1610612755,26,30,2025-03-02T02:05:11Z,1500000,False,,,0,,G. Yabusele Free Throw 2 of 2 (2 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
155,PT01M03.00S,2025-03-02T02:05:26.5Z,1,REGULAR,3pt,Jump Shot,[],1628995,92.95335085413929,4.656862745098039,1610612744,26,30,2025-03-02T02:05:30Z,1510000,False,-227.0,14.0,1,right,MISS K. Knox II 3PT,[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
156,PT01M01.00S,2025-03-02T02:05:28.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,26,30,2025-03-02T02:05:30Z,1520000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,155.0,4.0,4.0,0.0,,,,,,,,,,,,,,
157,PT00M51.20S,2025-03-02T02:05:39.8Z,1,REGULAR,3pt,Jump Shot,[],1627824,32.11235216819975,27.205882352941174,1610612755,29,30,2025-03-02T02:05:43Z,1530000,False,114.0,249.0,1,left,G. Yabusele 27' 3PT  (5 PTS) (Q. Grimes 1 AST),"[1627824, 1629656]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Right Center,27.42,Made,,,,,5.0,,,,,,Q. Grimes,1629656.0,1.0,,,,,
159,PT00M31.30S,2025-03-02T02:06:01.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,64.70105124835743,71.81372549019608,1610612744,29,30,2025-03-02T02:06:06Z,1550000,False,109.0,279.0,1,right,MISS B. Hield 29' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,29.99,Missed,,,,,,,,,,,,,,,,,,
160,PT00M28.70S,2025-03-02T02:06:04.5Z,1,REGULAR,rebound,offensive,[],1628995,,,1610612744,29,30,2025-03-02T02:06:06Z,1560000,False,,,0,,K. Knox II REBOUND (Off:1 Def:0),[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,159.0,1.0,0.0,1.0,,,,,,,,,,,,,,
161,PT00M26.60S,2025-03-02T02:06:06.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628995,91.11366622864652,72.05882352941177,1610612744,29,30,2025-03-02T02:06:15Z,1570000,False,110.0,31.0,1,right,MISS K. Knox II 11' driving floating bank Shot,[1628995],1610612744.0,GSW,driving floating bank,,,Knox II,K. Knox II,,,,,Mid-Range,8-16 Right,11.46,Missed,,,,,,,,,,,,,,,,,,
162,PT00M25.40S,2025-03-02T02:06:07.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,29,30,2025-03-02T02:06:15Z,1580000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Right,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M25.40S,2025-03-02T02:06:12.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612755,29,30,2025-03-02T02:06:26Z,1590000,False,,,0,,K. Looney loose ball personal FOUL (2 PF) (Yabusele 2 FT),"[1626172, 1627824]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Yabusele,1627824.0
165,PT00M25.40S,2025-03-02T02:06:54.3Z,1,REGULAR,freethrow,1 of 2,[],1627824,,,1610612755,29,30,2025-03-02T02:06:54Z,1610000,False,,,0,,MISS G. Yabusele Free Throw 1 of 2,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
166,PT00M25.40S,2025-03-02T02:06:54.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,29,30,2025-03-02T02:06:54Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M25.40S,2025-03-02T02:06:55.3Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,29,30,2025-03-02T02:07:01Z,1630000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M25.40S,2025-03-02T02:06:55.3Z,1,REGULAR,substitution,out,[],202331,,,1610612755,29,30,2025-03-02T02:07:01Z,1640000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M25.40S,2025-03-02T02:06:55.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612755,29,30,2025-03-02T02:07:01Z,1650000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M25.40S,2025-03-02T02:06:55.3Z,1,REGULAR,substitution,in,[],1629022,,,1610612755,29,30,2025-03-02T02:07:01Z,1660000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612755.0,PHI,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M25.40S,2025-03-02T02:07:15.7Z,1,REGULAR,freethrow,2 of 2,[],1627824,,,1610612755,30,30,2025-03-02T02:07:15Z,1670000,False,,,0,,G. Yabusele Free Throw 2 of 2 (6 PTS),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
172,PT00M02.00S,2025-03-02T02:07:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630611,86.90867279894876,46.81372549019608,1610612744,30,30,2025-03-02T02:07:53Z,1680000,False,-16.0,71.0,1,right,MISS G. Santos 7' driving floating Shot,[1630611],1610612744.0,GSW,driving floating,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
