actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-28T23:10:56.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-28T23:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-28T23:10:59.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2025-03-28T23:10:59Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Duren: Tip to E. Mobley,"[1630596, 1628386, 1631105]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-28T23:11:12.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,75.64060446780552,12.254901960784313,1610612739,0,0,2025-03-28T23:11:16Z,70000,False,-189.0,176.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-03-28T23:11:15.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2025-03-28T23:11:16Z,80000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-03-28T23:11:19.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627736,12.959921156373195,76.7156862745098,1610612765,0,0,2025-03-28T23:11:46Z,90000,False,-134.0,69.0,1,left,MISS M. Beasley 15' running pullup Shot,[1627736],1610612765.0,DET,running pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,15.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2025-03-28T23:11:21.2Z,1,REGULAR,rebound,offensive,[],1627736,,,1610612765,0,0,2025-03-28T23:11:46Z,100000,False,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M31.00S,2025-03-28T23:11:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,9.937582128777924,41.17647058823529,1610612765,2,0,2025-03-28T23:11:31Z,110000,False,44.0,41.0,1,left,T. Hardaway Jr. 6' driving Layup (2 PTS) (M. Beasley 1 AST),"[203501, 1627736]",1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,,,,,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,
13,PT11M11.00S,2025-03-28T23:11:47.5Z,1,REGULAR,foul,personal,[],203471,,,1610612739,2,0,2025-03-28T23:11:57Z,130000,False,,,0,,D. Schröder personal FOUL (1 PF),"[203471, 1628386]",1610612765.0,DET,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627519.0,1.0,0.0,Allen,1628386.0,,,,,
15,PT11M01.00S,2025-03-28T23:12:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,87.59855453350855,61.274509803921575,1610612739,2,2,2025-03-28T23:12:23Z,150000,False,56.0,64.0,1,right,D. Mitchell 8' turnaround fadeaway Jump Shot (2 PTS),[1628378],1610612739.0,CLE,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,8.54,Made,,,,,2.0,,,,,,,,,,,,,
16,PT10M44.00S,2025-03-28T23:12:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,10.726018396846255,40.19607843137255,1610612765,2,2,2025-03-28T23:12:42Z,160000,False,49.0,48.0,1,left,MISS A. Thompson 6' driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2025-03-28T23:12:42.3Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,2,2,2025-03-28T23:12:42Z,170000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M38.00S,2025-03-28T23:12:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,5.590000152587891,50.0,1610612765,4,2,2025-03-28T23:12:42Z,180000,False,0.0,0.0,1,left,A. Thompson tip Layup (2 PTS),[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M28.00S,2025-03-28T23:12:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,73.27529566360053,19.362745098039216,1610612739,4,2,2025-03-28T23:12:57Z,190000,False,-153.0,199.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.09,Missed,,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2025-03-28T23:12:55.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,4,2,2025-03-28T23:12:57Z,200000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M15.00S,2025-03-28T23:13:08.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.674770039421814,47.794117647058826,1610612765,4,2,2025-03-28T23:14:19Z,210000,False,11.0,38.0,1,left,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
