actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
23,PT10M21.00S,2025-04-07T23:13:25.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,5,2025-04-07T23:13:30Z,230000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M07.00S,2025-04-07T23:13:39.6Z,1,REGULAR,2pt,Jump Shot,[],1630595,5.831143232588701,27.696078431372555,1610612765,8,5,2025-04-07T23:13:45Z,240000,False,112.0,2.0,1,left,C. Cunningham 11' Jump Shot (6 PTS) (J. Duren 3 AST),"[1630595, 1631105]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,11.15,Made,6.0,J. Duren,1631105.0,3.0,,,,,,,,,,,,,,
26,PT09M54.00S,2025-04-07T23:13:52.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,89.93101182654402,48.0392156862745,1610612758,8,7,2025-04-07T23:14:02Z,260000,False,-10.0,42.0,1,right,Z. LaVine cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[203897, 1627734]",1610612758.0,SAC,cutting,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,4.32,Made,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
28,PT09M43.00S,2025-04-07T23:14:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,5.174113009198422,41.666666666666664,1610612765,10,7,2025-04-07T23:15:06Z,280000,False,42.0,-4.0,1,left,A. Thompson driving floating bank Jump Shot (4 PTS),[1641709],1610612765.0,DET,driving floating bank,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.19,Made,4.0,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2025-04-07T23:14:21.5Z,1,REGULAR,2pt,Jump Shot,[],203897,77.18462549277267,59.31372549019608,1610612758,10,7,2025-04-07T23:14:31Z,290000,False,47.0,162.0,1,right,MISS Z. LaVine 16' step back Shot,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,16.86,Missed,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2025-04-07T23:14:22.5Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612758,10,7,2025-04-07T23:14:31Z,300000,False,,,0,,K. Ellis REBOUND (Off:1 Def:0),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,29.0,1.0,0.0,1.0,,
31,PT09M21.00S,2025-04-07T23:14:27.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203897,76.7904073587385,6.862745098039213,1610612758,10,10,2025-04-07T23:14:39Z,310000,False,-216.0,166.0,1,right,Z. LaVine 27' 3PT step back (5 PTS),[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.2,Made,5.0,,,,,,,,,,,,,,,,,
32,PT09M02.00S,2025-04-07T23:14:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,12.00722733245729,51.22549019607843,1610612765,12,10,2025-04-07T23:14:56Z,320000,False,-6.0,60.0,1,left,J. Duren 6' floating Jump Shot (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
34,PT08M46.00S,2025-04-07T23:15:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.61038107752957,40.931372549019606,1610612758,12,12,2025-04-07T23:15:06Z,340000,False,-45.0,8.0,1,right,D. Sabonis driving Layup (2 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,2.0,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2025-04-07T23:15:08.9Z,1,REGULAR,3pt,Jump Shot,[],203501,17.394875164257556,97.05882352941177,1610612765,15,12,2025-04-07T23:15:14Z,350000,False,-235.0,111.0,1,left,T. Hardaway Jr. 26' 3PT  (3 PTS) (A. Thompson 1 AST),"[203501, 1641709]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.02,Made,3.0,A. Thompson,1641709.0,1.0,,,,,,,,,,,,,,
37,PT08M17.00S,2025-04-07T23:15:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,93.47897503285151,57.35294117647059,1610612758,15,14,2025-04-07T23:15:34Z,370000,False,37.0,9.0,1,right,D. DeRozan driving Layup (4 PTS) (D. Sabonis 2 AST),"[201942, 1627734]",1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.78,Made,4.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,
39,PT08M12.00S,2025-04-07T23:15:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.750985545335084,46.568627450980394,1610612765,15,14,2025-04-07T23:15:49Z,390000,False,17.0,11.0,1,left,MISS C. Cunningham Layup - blocked,"[1630595, 1627734]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.04,Missed,,,,,,,,,,,,,,,,,Sabonis,1627734.0
40,PT08M12.00S,2025-04-07T23:15:37.4Z,1,REGULAR,block,,[],1627734,,,1610612765,15,14,2025-04-07T23:15:40Z,400000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M11.00S,2025-04-07T23:15:38.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,15,14,2025-04-07T23:15:49Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,39.0,,,,,
43,PT08M11.00S,2025-04-07T23:15:46.1Z,1,REGULAR,substitution,out,[],201942,,,1610612765,15,14,2025-04-07T23:15:58Z,430000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M11.00S,2025-04-07T23:15:46.1Z,1,REGULAR,substitution,in,[],1628370,,,1610612765,15,14,2025-04-07T23:15:58Z,440000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2025-04-07T23:16:17.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,27.250328515111704,20.09803921568627,1610612765,15,14,2025-04-07T23:16:22Z,450000,False,150.0,204.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2025-04-07T23:16:20.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,15,14,2025-04-07T23:16:22Z,460000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,45.0,2.0,1.0,1.0,,
47,PT08M00.00S,2025-04-07T23:16:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,6.356767411300922,46.568627450980394,1610612765,17,14,2025-04-07T23:16:27Z,470000,False,17.0,7.0,1,left,J. Duren reverse Layup (4 PTS),[1631105],1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.87,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M45.00S,2025-04-07T23:16:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.08475689881735,43.38235294117647,1610612758,17,16,2025-04-07T23:17:21Z,480000,False,-33.0,13.0,1,right,D. Sabonis driving Layup (4 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.54,Made,4.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
50,PT07M32.00S,2025-04-07T23:16:54.0Z,1,REGULAR,foul,personal,[],1631165,,,1610612765,17,16,2025-04-07T23:17:36Z,500000,False,,,0,,K. Ellis personal FOUL (1 PF),"[1631165, 1641709]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,Thompson,1641709.0,,,,,,
52,PT07M26.00S,2025-04-07T23:17:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,16.606438896189218,41.666666666666664,1610612765,19,16,2025-04-07T23:17:48Z,520000,False,42.0,104.0,1,left,T. Hardaway Jr. 11' driving floating Jump Shot (5 PTS) (C. Cunningham 2 AST),"[203501, 1630595]",1610612765.0,DET,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.17,Made,5.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
54,PT07M26.00S,2025-04-07T23:17:44.0Z,1,REGULAR,foul,personal,['1freethrow'],1628370,,,1610612765,19,16,2025-04-07T23:17:54Z,540000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1628370, 203501]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2534.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
57,PT07M26.00S,2025-04-07T23:19:39.5Z,1,REGULAR,freethrow,1 of 1,[],203501,,,1610612765,20,16,2025-04-07T23:19:39Z,570000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (6 PTS),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2025-04-07T23:19:58.5Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,20,16,2025-04-07T23:20:05Z,580000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1630595]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Cunningham,1630595.0,,,,,,,,,,,
59,PT07M08.00S,2025-04-07T23:19:58.5Z,1,REGULAR,steal,,[],1630595,,,1610612765,20,16,2025-04-07T23:20:00Z,590000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
60,PT06M49.00S,2025-04-07T23:20:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203501,5.962549277266746,43.627450980392155,1610612765,22,16,2025-04-07T23:20:22Z,600000,False,32.0,4.0,1,left,T. Hardaway Jr. cutting Layup (8 PTS) (J. Duren 4 AST),"[203501, 1631105]",1610612765.0,DET,cutting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,8.0,J. Duren,1631105.0,4.0,,,,,,,,,,,,,,
62,PT06M37.00S,2025-04-07T23:20:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.08475689881735,40.68627450980392,1610612758,22,16,2025-04-07T23:20:36Z,620000,False,-47.0,13.0,1,right,MISS D. Sabonis Layup - blocked,"[1627734, 1631105]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,,,,Duren,1631105.0
63,PT06M37.00S,2025-04-07T23:20:28.3Z,1,REGULAR,block,,[],1631105,,,1610612758,22,16,2025-04-07T23:20:30Z,630000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2025-04-07T23:20:29.3Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,22,16,2025-04-07T23:20:36Z,640000,False,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,62.0,1.0,0.0,1.0,,
65,PT06M36.00S,2025-04-07T23:20:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,92.95335085413929,44.607843137254896,1610612758,22,18,2025-04-07T23:21:50Z,650000,False,-27.0,14.0,1,right,T. Lyles putback Layup (5 PTS),[1626168],1610612758.0,SAC,putback,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,3.03,Made,5.0,,,,,,,,,,,,,,,,,
66,PT06M27.00S,2025-04-07T23:20:38.5Z,1,REGULAR,3pt,Jump Shot,[],203501,22.913929040735866,12.25490196078431,1610612765,25,18,2025-04-07T23:20:44Z,660000,False,189.0,163.0,1,left,T. Hardaway Jr. 24' 3PT  (11 PTS) (D. Schröder 1 AST),"[203501, 203471]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,24.93,Made,11.0,D. Schröder,203471.0,1.0,,,,,,,,,,,,,,
68,PT06M13.00S,2025-04-07T23:20:55.7Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,25,18,2025-04-07T23:21:04Z,680000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,1628172.0,,,,,,,,,,
69,PT06M13.00S,2025-04-07T23:21:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,25,18,2025-04-07T23:21:03Z,690000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2025-04-07T23:21:04.1Z,1,REGULAR,substitution,out,[],203471,,,1610612765,25,18,2025-04-07T23:23:40Z,700000,False,,,0,,SUB out: D. Schröder,[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2025-04-07T23:21:04.1Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,25,18,2025-04-07T23:23:40Z,710000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M55.00S,2025-04-07T23:24:05.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641709,10.167542706964511,49.26470588235294,1610612765,27,18,2025-04-07T23:24:19Z,720000,False,4.0,43.0,1,left,A. Thompson floating Jump Shot (6 PTS) (T. Hardaway Jr. 1 AST),"[1641709, 203501]",1610612765.0,DET,floating,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.33,Made,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,
74,PT05M40.00S,2025-04-07T23:24:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.87319316688567,57.84313725490196,1610612758,27,18,2025-04-07T23:37:27Z,740000,False,39.0,5.0,1,right,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2025-04-07T23:24:23.7Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,27,18,2025-04-07T23:29:05Z,750000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,
76,PT05M35.00S,2025-04-07T23:24:36.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,29.61563731931669,24.264705882352942,1610612765,27,18,2025-04-07T23:37:12Z,760000,False,129.0,226.0,1,left,MISS C. Cunningham 26' running 3PT,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
77,PT05M33.00S,2025-04-07T23:24:38.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,27,18,2025-04-07T23:29:43Z,770000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,
78,PT05M23.00S,2025-04-07T23:24:43.1Z,1,REGULAR,3pt,Jump Shot,[],203897,75.87056504599212,93.13725490196079,1610612758,27,21,2025-04-07T23:30:29Z,780000,False,216.0,174.0,1,right,Z. LaVine 27' 3PT  (8 PTS) (D. Sabonis 3 AST),"[203897, 1627734]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,27.73,Made,8.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,
79,PT05M06.00S,2025-04-07T23:24:56.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,29.878449408672807,26.470588235294116,1610612765,27,21,2025-04-07T23:30:59Z,790000,False,118.0,228.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
80,PT05M04.00S,2025-04-07T23:24:58.0Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612758,27,21,2025-04-07T23:30:59Z,800000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,79.0,2.0,1.0,1.0,,
81,PT04M53.00S,2025-04-07T23:25:08.7Z,1,REGULAR,2pt,Jump Shot,[],203897,77.00394218134034,82.8201593137255,1610612758,27,21,2025-04-07T23:35:28Z,810000,False,164.0,164.0,1,right,MISS Z. LaVine 23' step back Shot,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,23.18,Missed,,,,,,,,,,,,,,,,,,
82,PT04M50.00S,2025-04-07T23:25:11.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,27,21,2025-04-07T23:25:14Z,820000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,81.0,3.0,2.0,1.0,,
83,PT04M39.00S,2025-04-07T23:25:21.5Z,1,REGULAR,2pt,Jump Shot,[],1630595,7.933639947437584,80.14705882352942,1610612765,29,21,2025-04-07T23:25:27Z,830000,False,-151.0,22.0,1,left,C. Cunningham 15' pullup Jump Shot (8 PTS) (J. Duren 5 AST),"[1630595, 1631105]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,15.23,Made,8.0,J. Duren,1631105.0,5.0,,,,,,,,,,,,,,
84,PT04M18.00S,2025-04-07T23:25:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,85.5946123521682,54.65686274509804,1610612758,29,23,2025-04-07T23:36:46Z,840000,False,23.0,83.0,1,right,M. Monk 8' pullup Jump Shot (2 PTS) (D. Sabonis 4 AST),"[1628370, 1627734]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,8.61,Made,2.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,,
86,PT04M11.00S,2025-04-07T23:25:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,9.247700394218143,41.42156862745098,1610612765,29,23,2025-04-07T23:37:46Z,860000,False,43.0,34.0,1,left,MISS A. Thompson driving floating Shot,[1641709],1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
