actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-05T00:10:39.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-05T00:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-05T00:10:42.3Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2025-01-05T00:10:42Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Duren: Tip to A. Edwards,"[1630162, 203497, 1631105]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-05T00:10:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.32917214191852,56.127450980392155,1610612750,0,0,2025-01-05T00:10:59Z,70000,False,31.0,20.0,1,right,MISS R. Gobert Layup,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-01-05T00:10:59.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2025-01-05T00:10:59Z,80000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-01-05T00:11:01.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630595,5.995400788436268,49.01960784313725,1610612765,2,0,2025-01-05T00:11:08Z,90000,False,5.0,4.0,1,left,C. Cunningham running DUNK (2 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M18.00S,2025-01-05T00:11:20.3Z,1,REGULAR,2pt,Jump Shot,[],1630183,88.12417871222075,24.509803921568626,1610612750,2,2,2025-01-05T00:11:24Z,100000,False,-127.0,59.0,1,right,J. McDaniels 14' pullup Jump Shot (2 PTS) (J. Randle 1 AST),"[1630183, 203944]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,14.05,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,,,,
12,PT10M57.00S,2025-01-05T00:11:47.1Z,1,REGULAR,foul,personal,[],203497,,,1610612765,2,2,2025-01-05T00:11:58Z,120000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1641709]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202026.0,1.0,0.0,Thompson,1641709.0,,,,,
14,PT10M52.00S,2025-01-05T00:12:05.4Z,1,REGULAR,3pt,Jump Shot,[],1630595,30.436925098554536,67.40196078431373,1610612765,5,2,2025-01-05T00:14:42Z,140000,False,-87.0,234.0,1,left,C. Cunningham 24' 3PT pullup (5 PTS) (T. Hardaway Jr. 1 AST),"[1630595, 203501]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,24.93,Made,,,,,5.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
15,PT10M38.00S,2025-01-05T00:12:18.7Z,1,REGULAR,3pt,Jump Shot,[],201144,68.15045992115637,35.049019607843135,1610612750,5,2,2025-01-05T00:15:27Z,150000,False,-75.0,247.0,1,right,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
16,PT10M36.00S,2025-01-05T00:12:20.7Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,5,2,2025-01-05T00:12:22Z,160000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
