actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
453,PT06M19.00S,2024-11-26T01:40:35.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,4.02431011826544,95.58823529411765,1610612761,62,61,2024-11-26T01:40:43Z,4310000,False,-228.0,-15.0,1,left,MISS D. Mitchell 3PT,[1630558],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Mitchell,D. Mitchell,,,22.84,Missed,,,,,,,,,,,,,,,,
454,PT06M18.00S,2024-11-26T01:40:36.1Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,62,61,2024-11-26T02:03:34Z,4320000,False,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Boucher,C. Boucher,,,,,,,,,453.0,6.0,3.0,3.0,,,,,,,,
455,PT06M18.00S,2024-11-26T01:40:41.8Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,62,63,2024-11-26T02:03:43Z,4330000,False,0.0,0.0,1,left,C. Boucher tip DUNK (4 PTS),[1628449],1610612761.0,TOR,tip,,,,,,Restricted Area,0-8 Center,,Boucher,C. Boucher,,,0.0,Made,4.0,,,,,,,,,,,,,,,
456,PT05M53.00S,2024-11-26T01:41:00.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,86.5473061760841,50.0,1610612765,62,63,2024-11-26T01:41:12Z,4340000,False,0.0,74.0,1,right,MISS A. Thompson 7' driving floating Shot - blocked,"[1641709, 1628449]",1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Thompson,A. Thompson,,,7.4,Missed,,,,,,,,,,,,,,Boucher,1628449.0,
457,PT05M53.00S,2024-11-26T01:41:00.3Z,3,REGULAR,block,,[],1628449,,,1610612765,62,63,2024-11-26T01:41:03Z,4350000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,
458,PT05M53.00S,2024-11-26T01:41:00.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,62,63,2024-11-26T02:04:29Z,4360000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,456.0,,,,,,,,,,,
459,PT05M53.00S,2024-11-26T01:41:06.9Z,3,REGULAR,foul,personal,[],1641709,,,1610612761,62,63,2024-11-26T02:04:22Z,4370000,False,,,0,,A. Thompson loose ball personal FOUL (4 PF),"[1641709, 1628449]",1610612765.0,DET,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,Thompson,A. Thompson,,,,,,,,,,,,,1628485.0,4.0,0.0,Boucher,1628449.0,,,
462,PT05M29.00S,2024-11-26T01:41:43.4Z,3,REGULAR,2pt,Jump Shot,[],1642419,9.543363994743759,27.941176470588236,1610612761,62,65,2024-11-26T02:03:58Z,4390000,False,110.0,37.0,1,left,J. Battle 11' driving floating Jump Shot (4 PTS),[1642419],1610612761.0,TOR,driving floating,,,,,,Mid-Range,8-16 Right,,Battle,J. Battle,,,11.64,Made,4.0,,,,,,,,,,,,,,,
463,PT05M13.00S,2024-11-26T01:41:59.3Z,3,REGULAR,3pt,Jump Shot,[],1641709,95.6143232588699,96.32352941176471,1610612765,65,65,2024-11-26T01:42:05Z,4400000,False,232.0,-11.0,1,right,A. Thompson 3PT  (3 PTS) (J. Ivey 6 AST),"[1641709, 1631093]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,Thompson,A. Thompson,,,23.19,Made,3.0,J. Ivey,1631093.0,6.0,,,,,,,,,,,,
465,PT05M01.00S,2024-11-26T01:42:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.389618922470433,57.35294117647059,1610612761,65,65,2024-11-26T01:42:16Z,4420000,False,-37.0,8.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,Barnes,S. Barnes,,,3.76,Missed,,,,,,,,,,,,,,,,
466,PT04M57.00S,2024-11-26T01:42:15.4Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,65,65,2024-11-26T01:42:16Z,4430000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Thompson,A. Thompson,,,,,,,,,465.0,3.0,3.0,0.0,,,,,,,,
467,PT04M54.00S,2024-11-26T01:42:19.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,91.14651773981603,52.94117647058824,1610612765,67,65,2024-11-26T01:42:27Z,4440000,False,15.0,31.0,1,right,J. Duren running alley-oop DUNK (12 PTS) (A. Thompson 4 AST),"[1631105, 1641709]",1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,,Duren,J. Duren,,,3.4,Made,12.0,A. Thompson,1641709.0,4.0,,,,,,,,,,,,
469,PT04M54.00S,2024-11-26T01:42:28.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,67,65,2024-11-26T01:42:28Z,4460000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,out,[],1641709,,,1610612761,67,65,2024-11-26T01:45:26Z,4470000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
471,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,out,[],1631093,,,1610612761,67,65,2024-11-26T01:45:26Z,4480000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
472,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,67,65,2024-11-26T01:45:26Z,4490000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,,,,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,
473,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,out,[],1630558,,,1610612761,67,65,2024-11-26T01:45:26Z,4500000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,
474,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,in,[],1631204,,,1610612761,67,65,2024-11-26T01:45:26Z,4510000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,
475,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,in,[],1627736,,,1610612761,67,65,2024-11-26T01:45:26Z,4520000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
476,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,67,65,2024-11-26T01:45:26Z,4530000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,
477,PT04M54.00S,2024-11-26T01:44:07.6Z,3,REGULAR,substitution,in,[],1628981,,,1610612761,67,65,2024-11-26T01:45:26Z,4540000,False,,,0,,SUB in: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,
479,PT04M42.00S,2024-11-26T01:45:57.4Z,3,REGULAR,3pt,Jump Shot,[],1628449,6.1268068331143235,97.79411764705883,1610612761,67,65,2024-11-26T01:46:03Z,4560000,False,-239.0,5.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Boucher,C. Boucher,,,23.91,Missed,,,,,,,,,,,,,,,,
480,PT04M39.00S,2024-11-26T01:46:01.4Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,67,65,2024-11-26T01:46:01Z,4570000,False,,,0,,S. Barnes REBOUND (Off:4 Def:5),[1630567],1610612761.0,TOR,,,,,,,Left Corner 3,24+ Left,,Barnes,S. Barnes,,,,,,,,,479.0,9.0,5.0,4.0,,,,,,,,
481,PT04M29.00S,2024-11-26T01:46:10.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642347,11.645860709592641,65.44117647058823,1610612761,67,65,2024-11-26T01:46:17Z,4580000,False,-77.0,57.0,1,left,MISS J. Shead 9' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,,Shead,J. Shead,,,9.6,Missed,,,,,,,,,,,,,,,,
482,PT04M23.00S,2024-11-26T01:46:16.2Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,67,65,2024-11-26T01:46:17Z,4590000,False,,,0,,J. Duren REBOUND (Off:2 Def:10),[1631105],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,,Duren,J. Duren,,,,,,,,,481.0,12.0,10.0,2.0,,,,,,,,
483,PT04M23.00S,2024-11-26T01:46:17.3Z,3,REGULAR,turnover,bad pass,[],1631105,,,1610612765,67,65,2024-11-26T01:46:26Z,4600000,False,,,0,,J. Duren bad pass TURNOVER (2 TO),"[1631105, 1642419]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,2.0,Duren,J. Duren,Battle,1642419.0,,,,,,,,,,,,,,,,,,
484,PT04M23.00S,2024-11-26T01:46:17.3Z,3,REGULAR,steal,,[],1642419,,,1610612761,67,65,2024-11-26T01:46:18Z,4610000,False,,,0,,J. Battle STEAL (1 STL),[1642419],1610612761.0,TOR,,,,,,,Mid-Range,16-24 Left Center,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,
485,PT04M20.00S,2024-11-26T01:46:24.3Z,3,REGULAR,foul,personal,[],1631204,,,1610612761,67,65,2024-11-26T01:46:42Z,4620000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 1628981]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,Sasser,M. Sasser,,,,,,,,,,,,,1830.0,1.0,0.0,Fernando,1628981.0,,,
487,PT04M14.00S,2024-11-26T01:46:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628981,6.258212877792378,54.65686274509803,1610612761,67,65,2024-11-26T01:46:54Z,4640000,False,-23.0,6.0,1,left,MISS B. Fernando alley-oop Layup,[1628981],1610612761.0,TOR,alley-oop,,,,,,Restricted Area,0-8 Center,,Fernando,B. Fernando,,,2.41,Missed,,,,,,,,,,,,,,,,
488,PT04M08.00S,2024-11-26T01:46:53.5Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,67,65,2024-11-26T01:46:53Z,4650000,False,,,0,,C. Boucher REBOUND (Off:4 Def:3),[1628449],1610612761.0,TOR,,,,,,,Restricted Area,0-8 Center,,Boucher,C. Boucher,,,,,,,,,487.0,7.0,3.0,4.0,,,,,,,,
489,PT04M08.00S,2024-11-26T01:46:53.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,67,67,2024-11-26T01:46:53Z,4660000,False,0.0,0.0,1,left,C. Boucher tip Layup (6 PTS),[1628449],1610612761.0,TOR,tip,,,,,,Mid-Range,8-16 Left,,Boucher,C. Boucher,,,0.0,Made,6.0,,,,,,,,,,,,,,,
490,PT03M46.00S,2024-11-26T01:47:15.1Z,3,REGULAR,3pt,Jump Shot,[],1627736,66.70499342969777,50.49019607843137,1610612765,67,67,2024-11-26T01:47:20Z,4670000,False,2.0,260.0,1,right,MISS M. Beasley 26' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,,Beasley,M. Beasley,,,26.05,Missed,,,,,,,,,,,,,,,,
491,PT03M44.00S,2024-11-26T01:47:18.2Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,67,67,2024-11-26T01:47:18Z,4680000,False,,,0,,S. Barnes REBOUND (Off:4 Def:6),[1630567],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Center,,Barnes,S. Barnes,,,,,,,,,490.0,10.0,6.0,4.0,,,,,,,,
492,PT03M32.00S,2024-11-26T01:47:30.2Z,3,REGULAR,3pt,Jump Shot,[],1642419,32.013797634691194,52.69607843137255,1610612761,67,70,2024-11-26T02:04:08Z,4690000,False,-13.0,248.0,1,left,J. Battle 24' 3PT pullup (7 PTS) (S. Barnes 6 AST),"[1642419, 1630567]",1610612761.0,TOR,pullup,,,,,,Above the Break 3,24+ Center,,Battle,J. Battle,,,24.88,Made,7.0,S. Barnes,1630567.0,6.0,,,,,,,,,,,,
494,PT03M08.00S,2024-11-26T01:47:56.4Z,3,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612765,67,70,2024-11-26T01:48:19Z,4710000,False,,,0,,B. Fernando shooting personal FOUL (3 PF) (Harris 2 FT),"[1628981, 202699]",1610612761.0,TOR,shooting,,,,,,Restricted Area,0-8 Center,,Fernando,B. Fernando,,,,,,,,,,,,,1830.0,3.0,0.0,Harris,202699.0,,,
496,PT03M08.00S,2024-11-26T01:48:23.8Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,68,70,2024-11-26T01:49:00Z,4730000,False,,,0,,T. Harris Free Throw 1 of 2 (12 PTS),[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,Made,12.0,,,,,,,,,,,,,,,
497,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,68,70,2024-11-26T01:48:53Z,4740000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,
498,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,out,[],203501,,,1610612765,68,70,2024-11-26T01:48:53Z,4750000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,
499,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,out,[],1630567,,,1610612765,68,70,2024-11-26T01:48:53Z,4760000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,,,,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,
500,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,in,[],1631323,,,1610612765,68,70,2024-11-26T01:48:53Z,4770000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,
501,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,in,[],1630191,,,1610612765,68,70,2024-11-26T01:48:53Z,4780000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,
502,PT03M08.00S,2024-11-26T01:48:24.7Z,3,REGULAR,substitution,in,[],1629628,,,1610612765,68,70,2024-11-26T01:48:53Z,4790000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,
503,PT03M08.00S,2024-11-26T01:48:23.8Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,68,70,2024-11-26T01:49:00Z,4800000,False,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,Missed,,,,,,,,,,,,,,,,
504,PT03M06.00S,2024-11-26T01:48:25.8Z,3,REGULAR,rebound,defensive,[],1642347,,,1610612761,68,70,2024-11-26T01:55:22Z,4810000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,,,,,,,Shead,J. Shead,,,,,,,,,503.0,1.0,1.0,0.0,,,,,,,,
505,PT02M54.00S,2024-11-26T01:48:59.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.09789750328515,53.67647058823529,1610612761,68,72,2024-11-26T01:49:05Z,4820000,False,-18.0,24.0,1,left,R. Barrett driving Layup (10 PTS) (B. Fernando 4 AST),"[1629628, 1628981]",1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,Barrett,R. Barrett,,,2.99,Made,10.0,B. Fernando,1628981.0,4.0,,,,,,,,,,,,
506,PT02M39.00S,2024-11-26T01:49:14.7Z,3,REGULAR,3pt,Jump Shot,[],1631204,71.04139290407359,20.833333333333336,1610612765,71,72,2024-11-26T01:49:21Z,4830000,False,-146.0,220.0,1,right,M. Sasser 26' 3PT step back (9 PTS) (M. Beasley 3 AST),"[1631204, 1627736]",1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,,Sasser,M. Sasser,,,26.37,Made,9.0,M. Beasley,1627736.0,3.0,,,,,,,,,,,,
508,PT02M18.00S,2024-11-26T01:49:36.1Z,3,REGULAR,turnover,lost ball,[],1629628,,,1610612761,71,72,2024-11-26T01:49:42Z,4850000,False,,,0,,R. Barrett lost ball TURNOVER (3 TO),"[1629628, 202699]",1610612761.0,TOR,,,,,,,Mid-Range,8-16 Right,3.0,Barrett,R. Barrett,Harris,202699.0,,,,,,,,,,,,,,,,,,
509,PT02M18.00S,2024-11-26T01:49:36.1Z,3,REGULAR,steal,,[],202699,,,1610612765,71,72,2024-11-26T01:49:38Z,4860000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,
510,PT02M13.00S,2024-11-26T01:49:43.7Z,3,REGULAR,turnover,bad pass,[],1631204,,,1610612765,71,72,2024-11-26T01:56:21Z,4870000,False,,,0,,M. Sasser bad pass TURNOVER (3 TO),"[1631204, 1628449]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,3.0,Sasser,M. Sasser,Boucher,1628449.0,,,,,,,,,,,,,,,,,,
511,PT02M13.00S,2024-11-26T01:49:43.7Z,3,REGULAR,steal,,[],1628449,,,1610612761,71,72,2024-11-26T01:49:45Z,4880000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,
512,PT01M58.00S,2024-11-26T01:49:58.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,30.305519053876477,68.38235294117648,1610612761,71,72,2024-11-26T01:56:37Z,4890000,False,-92.0,232.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,Barrett,R. Barrett,,,24.99,Missed,,,,,,,,,,,,,,,,
513,PT01M56.00S,2024-11-26T01:50:00.0Z,3,REGULAR,rebound,offensive,[],1642419,,,1610612761,71,72,2024-11-26T01:56:37Z,4900000,False,,,0,,J. Battle REBOUND (Off:1 Def:1),[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,Battle,J. Battle,,,,,,,,,512.0,2.0,1.0,1.0,,,,,,,,
514,PT01M51.00S,2024-11-26T01:50:02.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642347,32.14520367936925,27.941176470588236,1610612761,71,75,2024-11-26T01:50:06Z,4910000,False,110.0,250.0,1,left,J. Shead 27' 3PT  (5 PTS) (J. Battle 1 AST),"[1642347, 1642419]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Shead,J. Shead,,,27.3,Made,5.0,J. Battle,1642419.0,1.0,,,,,,,,,,,,
518,PT01M33.00S,2024-11-26T01:50:22.7Z,3,REGULAR,3pt,Jump Shot,[],1627736,68.41327201051249,69.6078431372549,1610612765,71,75,2024-11-26T01:57:00Z,4930000,False,98.0,244.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,Beasley,M. Beasley,,,26.33,Missed,,,,,,,,,,,,,,,,
519,PT01M31.00S,2024-11-26T01:50:24.7Z,3,REGULAR,rebound,defensive,[],1628981,,,1610612761,71,75,2024-11-26T01:57:00Z,4940000,False,,,0,,B. Fernando REBOUND (Off:3 Def:1),[1628981],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Fernando,B. Fernando,,,,,,,,,518.0,4.0,1.0,3.0,,,,,,,,
520,PT01M15.00S,2024-11-26T01:50:38.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642419,11.12023653088042,43.872549019607845,1610612761,71,77,2024-11-26T01:50:44Z,4950000,False,31.0,52.0,1,left,J. Battle 6' driving floating Jump Shot (9 PTS) (B. Fernando 5 AST),"[1642419, 1628981]",1610612761.0,TOR,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Battle,J. Battle,,,6.03,Made,9.0,B. Fernando,1628981.0,5.0,,,,,,,,,,,,
522,PT01M12.00S,2024-11-26T01:50:46.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,71,77,2024-11-26T01:50:46Z,4970000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT01M12.00S,2024-11-26T01:50:56.4Z,3,REGULAR,substitution,out,[],202699,,,1610612765,71,77,2024-11-26T01:52:14Z,4980000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,
526,PT01M12.00S,2024-11-26T01:50:56.4Z,3,REGULAR,substitution,in,[],1631093,,,1610612765,71,77,2024-11-26T01:52:14Z,4990000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,
527,PT00M50.70S,2024-11-26T01:52:32.2Z,3,REGULAR,3pt,Jump Shot,[],1630191,70.77858081471747,22.794117647058822,1610612765,71,77,2024-11-26T01:52:36Z,5000000,False,-136.0,222.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,Stewart,I. Stewart,,,26.05,Missed,,,,,,,,,,,,,,,,
528,PT00M48.60S,2024-11-26T01:52:34.3Z,3,REGULAR,rebound,defensive,[],1642419,,,1610612761,71,77,2024-11-26T01:52:36Z,5010000,False,,,0,,J. Battle REBOUND (Off:1 Def:2),[1642419],1610612761.0,TOR,,,,,,,Above the Break 3,24+ Left Center,,Battle,J. Battle,,,,,,,,,527.0,3.0,2.0,1.0,,,,,,,,
529,PT00M33.60S,2024-11-26T01:52:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,9.411957950065702,46.81372549019608,1610612761,71,77,2024-11-26T01:52:56Z,5020000,False,16.0,36.0,1,left,MISS J. Shead driving Layup,[1642347],1610612761.0,TOR,driving,,,,,,Restricted Area,0-8 Center,,Shead,J. Shead,,,3.94,Missed,,,,,,,,,,,,,,,,
530,PT00M29.50S,2024-11-26T01:52:54.2Z,3,REGULAR,rebound,defensive,[],1631204,,,1610612765,71,77,2024-11-26T01:52:56Z,5030000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,Sasser,M. Sasser,,,,,,,,,529.0,1.0,1.0,0.0,,,,,,,,
531,PT00M23.40S,2024-11-26T01:53:02.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612765,71,77,2024-11-26T01:53:11Z,5040000,False,,,0,,J. Shead shooting personal FOUL (3 PF) (Fontecchio 2 FT),"[1642347, 1631323]",1610612761.0,TOR,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,Shead,J. Shead,,,,,,,,,,,,,1628485.0,3.0,0.0,Fontecchio,1631323.0,,,
533,PT00M23.40S,2024-11-26T01:53:28.8Z,3,REGULAR,freethrow,1 of 2,[],1631323,,,1610612765,71,77,2024-11-26T01:53:28Z,5060000,False,,,0,,MISS S. Fontecchio Free Throw 1 of 2,[1631323],1610612765.0,DET,,,,,,,,,,Fontecchio,S. Fontecchio,,,,Missed,,,,,,,,,,,,,,,,
534,PT00M23.40S,2024-11-26T01:53:28.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,71,77,2024-11-26T01:53:28Z,5070000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,,,,
535,PT00M23.40S,2024-11-26T01:53:29.7Z,3,REGULAR,substitution,out,[],1627736,,,1610612765,71,77,2024-11-26T01:53:35Z,5080000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,
536,PT00M23.40S,2024-11-26T01:53:29.7Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,71,77,2024-11-26T01:53:35Z,5090000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,
537,PT00M23.40S,2024-11-26T01:53:51.1Z,3,REGULAR,freethrow,2 of 2,[],1631323,,,1610612765,72,77,2024-11-26T01:53:51Z,5100000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (1 PTS),[1631323],1610612765.0,DET,,,,,,,,,,Fontecchio,S. Fontecchio,,,,Made,1.0,,,,,,,,,,,,,,,
538,PT00M04.30S,2024-11-26T01:54:12.1Z,3,REGULAR,3pt,Jump Shot,[],1642347,31.488173455978973,29.65686274509804,1610612761,72,80,2024-11-26T01:54:17Z,5110000,False,102.0,243.0,1,left,J. Shead 26' 3PT  (8 PTS) (R. Barrett 2 AST),"[1642347, 1629628]",1610612761.0,TOR,,,,,,,Above the Break 3,24+ Right Center,,Shead,J. Shead,,,26.39,Made,8.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
540,PT00M00.00S,2024-11-26T01:54:19.1Z,3,REGULAR,3pt,Jump Shot,[],1641709,56.718134034165566,19.11764705882353,1610612765,72,80,2024-11-26T01:58:23Z,5130000,False,-154.0,354.0,1,right,MISS A. Thompson 38' pullup 3PT,[1641709],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Left Center,,Thompson,A. Thompson,,,38.65,Missed,,,,,,,,,,,,,,,,
