actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-01T00:11:04.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-01T00:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-01T00:11:07.2Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2025-03-01T00:11:07Z,40000,False,,,0,,Jump Ball N. Jokić vs. J. Duren: Tip to J. Murray,"[1627750, 203999, 1631105]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokić,203999.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-03-01T00:11:36.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,32.53942181340342,66.17647058823529,1610612743,0,0,2025-03-01T00:12:04Z,80000,False,-81.0,253.0,1,left,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2025-03-01T00:11:38.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2025-03-01T00:11:41Z,90000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M34.00S,2025-03-01T00:11:43.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,92.46057818659659,51.9607843137255,1610612765,0,0,2025-03-01T00:12:39Z,100000,False,10.0,18.0,1,right,MISS C. Cunningham running Layup - blocked,"[1630595, 1627750]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,Murray,1627750.0,,,,,,,,,,,,
71,PT11M34.00S,2025-03-01T00:11:43.9Z,1,REGULAR,block,,[],1627750,,,1610612765,0,0,2025-03-01T00:21:51Z,105000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M33.00S,2025-03-01T00:11:44.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,0,2025-03-01T00:12:05Z,110000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M26.00S,2025-03-01T00:11:52.3Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,0,0,2025-03-01T00:11:58Z,120000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1641709]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Thompson,1641709.0,,,,,,,,,
13,PT11M26.00S,2025-03-01T00:11:52.3Z,1,REGULAR,steal,,[],1641709,,,1610612765,0,0,2025-03-01T00:11:56Z,130000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M22.00S,2025-03-01T00:11:57.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,93.38042049934296,49.01960784313725,1610612765,2,0,2025-03-01T00:13:37Z,140000,False,-5.0,10.0,1,right,A. Thompson running DUNK (2 PTS),[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,,,,,,2.0,,,,,,,,
15,PT11M11.00S,2025-03-01T00:12:14.6Z,1,REGULAR,foul,technical,['1freethrow'],2610,,,1610612743,2,0,2025-03-01T00:12:26Z,150000,False,,,0,,TEAM foul technical,[2610],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,1627541.0,,,,,,,
16,PT11M11.00S,2025-03-01T00:12:40.5Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612743,3,0,2025-03-01T00:12:40Z,160000,False,,,0,,C. Cunningham technical Free Throw 1 of 1 (1 PTS),[1630595],1610612765.0,DET,technical,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
17,PT10M56.00S,2025-03-01T00:13:10.2Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,3,0,2025-03-01T00:13:15Z,170000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1631105]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Duren,1631105.0,,,,,,,,,
18,PT10M56.00S,2025-03-01T00:13:10.2Z,1,REGULAR,steal,,[],1631105,,,1610612765,3,0,2025-03-01T00:13:12Z,180000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
