actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-18T21:10:05.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-18T21:10:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-01-18T21:10:10.5Z,1,REGULAR,jumpball,recovered,[],1642346,,,1610612756,0,0,2025-01-18T21:10:10Z,40000,False,,,0,,Jump Ball M. Plumlee vs. J. Duren: Tip to R. Dunn,"[1642346, 203486, 1631105]",1610612756.0,PHX,startperiod,R. Dunn,1642346.0,Dunn,R. Dunn,Plumlee,203486.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-18T21:10:22.7Z,1,REGULAR,2pt,Jump Shot,[],1626164,20.942838370565042,66.42156862745098,1610612756,0,0,2025-01-18T21:11:00Z,70000,False,-82.0,144.0,1,left,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,16.61,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-01-18T21:10:24.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2025-01-18T21:10:55Z,80000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2025-01-18T21:10:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,83.04862023653088,50.287224264705884,1610612765,0,0,2025-01-18T21:11:23Z,90000,False,1.0,107.0,1,right,MISS T. Hardaway Jr. 10' driving floating Shot,[203501],1610612765.0,DET,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.68,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-01-18T21:10:34.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,0,0,2025-01-18T21:19:55Z,100000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2025-01-18T21:10:46.2Z,1,REGULAR,3pt,Jump Shot,[],1642346,5.962549277266746,4.901960784313729,1610612756,0,3,2025-01-18T21:11:43Z,110000,False,225.0,4.0,1,left,R. Dunn 3PT  (3 PTS) (K. Durant 1 AST),"[1642346, 201142]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,22.55,Made,,,,,3.0,K. Durant,201142.0,1.0,,,,,,,,,,
13,PT10M56.00S,2025-01-18T21:11:09.8Z,1,REGULAR,3pt,Jump Shot,[],202699,85.80814717477004,4.633884803921575,1610612765,3,3,2025-01-18T21:11:57Z,130000,False,-227.0,81.0,1,right,T. Harris 24' 3PT  (3 PTS) (C. Cunningham 1 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.08,Made,,,,,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,
15,PT10M40.00S,2025-01-18T21:11:26.9Z,1,REGULAR,3pt,Jump Shot,[],201142,7.539421813403408,95.34313725490196,1610612756,3,3,2025-01-18T21:12:18Z,150000,False,-227.0,18.0,1,left,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,22.74,Missed,,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2025-01-18T21:11:29.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,3,3,2025-01-18T21:12:18Z,160000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
