actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
431,PT05M01.00S,2025-01-17T01:38:36.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,9.641918528252305,51.71568627450981,1610612765,71,86,2025-01-17T01:40:53Z,4200000,False,-9.0,38.0,1,left,J. Duren cutting DUNK (12 PTS) (T. Harris 2 AST),"[1631105, 202699]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,12.0,T. Harris,202699.0,2.0,,,,,,,,,,
434,PT04M40.00S,2025-01-17T01:38:58.7Z,3,REGULAR,3pt,Jump Shot,[],1627783,66.14651773981603,50.0,1610612754,71,86,2025-01-17T01:39:02Z,4220000,False,0.0,266.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
435,PT04M37.00S,2025-01-17T01:39:01.7Z,3,REGULAR,rebound,defensive,[],203501,,,1610612765,71,86,2025-01-17T01:39:02Z,4230000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,434.0,4.0,4.0,0.0,,,,,,,,,,,,,,
436,PT04M27.00S,2025-01-17T01:39:10.3Z,3,REGULAR,3pt,Jump Shot,[],1631204,34.74047306176085,51.96078431372549,1610612765,74,86,2025-01-17T01:39:19Z,4240000,False,-10.0,274.0,1,left,M. Sasser 27' 3PT  (6 PTS) (C. Cunningham 8 AST),"[1631204, 1630595]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,27.43,Made,,,,,6.0,C. Cunningham,1630595.0,8.0,,,,,,,,,,
438,PT04M19.00S,2025-01-17T01:39:23.5Z,3,REGULAR,foul,personal,[],1631105,,,1610612754,74,86,2025-01-17T01:39:30Z,4260000,False,,,0,,J. Duren personal FOUL (2 PF),"[1631105, 1626167]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,101283.0,2.0,0.0,,,Turner,1626167.0
440,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,out,[],1631105,,,1610612754,74,86,2025-01-17T01:39:50Z,4280000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,out,[],203501,,,1610612754,74,86,2025-01-17T01:39:50Z,4290000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,74,86,2025-01-17T01:39:50Z,4300000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,in,[],1627736,,,1610612754,74,86,2025-01-17T01:39:50Z,4310000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,in,[],1630191,,,1610612754,74,86,2025-01-17T01:39:50Z,4320000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M19.00S,2025-01-17T01:39:30.5Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,74,86,2025-01-17T01:39:50Z,4330000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M13.00S,2025-01-17T01:39:55.5Z,3,REGULAR,foul,personal,[],1631204,,,1610612754,74,86,2025-01-17T01:40:04Z,4340000,False,,,0,,M. Sasser personal FOUL (2 PF),"[1631204, 1630169]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Haliburton,1630169.0
448,PT04M06.00S,2025-01-17T01:40:19.2Z,3,REGULAR,3pt,Jump Shot,[],1626167,68.51182654402103,81.86274509803921,1610612754,74,86,2025-01-17T01:40:22Z,4360000,False,159.0,243.0,1,right,MISS M. Turner 29' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,29.1,Missed,,,,,,,,,,,,,,,,,,
449,PT04M03.00S,2025-01-17T01:40:22.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,74,86,2025-01-17T01:40:22Z,4370000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,448.0,3.0,3.0,0.0,,,,,,,,,,,,,,
450,PT04M01.00S,2025-01-17T01:40:27.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630595,9.641918528252305,50.0,1610612765,76,86,2025-01-17T01:42:35Z,4380000,False,0.0,38.0,1,left,C. Cunningham driving floating Jump Shot (13 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.81,Made,,,,,13.0,,,,,,,,,,,,,
451,PT04M01.00S,2025-01-17T01:40:31.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629614,,,1610612765,76,86,2025-01-17T01:40:40Z,4390000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Cunningham 1 FT),"[1629614, 1630595]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,,,Cunningham,1630595.0
453,PT04M01.00S,2025-01-17T01:40:42.1Z,3,REGULAR,substitution,out,[],202699,,,1610612765,76,86,2025-01-17T01:40:53Z,4410000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M01.00S,2025-01-17T01:40:42.1Z,3,REGULAR,substitution,in,[],1641842,,,1610612765,76,86,2025-01-17T01:40:53Z,4420000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M01.00S,2025-01-17T01:40:56.8Z,3,REGULAR,substitution,out,[],1630169,,,1610612765,76,86,2025-01-17T01:41:10Z,4430000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M01.00S,2025-01-17T01:40:56.8Z,3,REGULAR,substitution,in,[],204456,,,1610612765,76,86,2025-01-17T01:41:10Z,4440000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M01.00S,2025-01-17T01:41:26.4Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630595,,,1610612765,77,86,2025-01-17T01:43:00Z,4450000,False,,,0,,C. Cunningham Free Throw 1 of 1 (14 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
458,PT03M43.00S,2025-01-17T01:41:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630167,93.2161629434954,97.54901960784314,1610612754,77,89,2025-01-17T01:41:48Z,4460000,False,238.0,11.0,1,right,O. Toppin 3PT  (6 PTS) (T. McConnell 4 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,23.8,Made,,,,,6.0,T. McConnell,204456.0,4.0,,,,,,,,,,
460,PT03M28.00S,2025-01-17T01:41:59.0Z,3,REGULAR,3pt,Jump Shot,[],1630595,19.628777923784497,4.656862745098039,1610612765,77,89,2025-01-17T01:42:04Z,4480000,False,227.0,132.0,1,left,MISS C. Cunningham 26' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
461,PT03M25.00S,2025-01-17T01:42:02.0Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,77,89,2025-01-17T01:42:04Z,4490000,False,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,460.0,3.0,3.0,0.0,,,,,,,,,,,,,,
462,PT03M17.00S,2025-01-17T01:42:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,90.71944809461235,46.07843137254902,1610612754,77,89,2025-01-17T01:44:58Z,4500000,False,-20.0,35.0,1,right,MISS T. McConnell Jump Shot,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
463,PT03M15.00S,2025-01-17T01:42:11.8Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,77,89,2025-01-17T01:44:58Z,4510000,False,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,462.0,6.0,4.0,2.0,,,,,,,,,,,,,,
464,PT03M08.00S,2025-01-17T01:42:18.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,7.802233902759525,59.31372549019608,1610612765,79,89,2025-01-17T01:45:24Z,4520000,False,-47.0,21.0,1,left,C. Cunningham driving floating Jump Shot (16 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.1,Made,,,,,16.0,,,,,,,,,,,,,
465,PT02M52.00S,2025-01-17T01:42:40.2Z,3,REGULAR,foul,personal,[],1631204,,,1610612754,79,89,2025-01-17T01:42:52Z,4530000,False,,,0,,M. Sasser personal FOUL (3 PF),"[1631204, 1626167]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,3.0,0.0,,,Turner,1626167.0
467,PT02M52.00S,2025-01-17T01:42:53.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,79,89,2025-01-17T01:42:53Z,4550000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M52.00S,2025-01-17T01:42:54.9Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,79,89,2025-01-17T01:45:39Z,4560000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M52.00S,2025-01-17T01:42:54.9Z,3,REGULAR,substitution,in,[],1628418,,,1610612754,79,89,2025-01-17T01:45:39Z,4570000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M41.00S,2025-01-17T01:45:52.5Z,3,REGULAR,3pt,Jump Shot,[],1628418,69.56307490144546,23.039215686274503,1610612754,79,89,2025-01-17T01:45:56Z,4580000,False,-135.0,234.0,1,right,MISS T. Bryant 26' 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
472,PT02M38.00S,2025-01-17T01:45:55.5Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,79,89,2025-01-17T01:45:56Z,4590000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,471.0,4.0,4.0,0.0,,,,,,,,,,,,,,
473,PT02M36.00S,2025-01-17T01:46:02.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631204,9.904730617608408,57.35294117647059,1610612765,79,89,2025-01-17T01:46:47Z,4600000,False,-37.0,41.0,1,left,MISS M. Sasser running Layup - blocked,"[1631204, 204456]",1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,McConnell,204456.0,,
474,PT02M36.00S,2025-01-17T01:46:02.3Z,3,REGULAR,block,,[],204456,,,1610612765,79,89,2025-01-17T01:46:07Z,4610000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
475,PT02M35.00S,2025-01-17T01:46:03.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,79,89,2025-01-17T01:46:10Z,4620000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,473.0,,,,,,,,,,,,,,,,,
477,PT02M23.00S,2025-01-17T01:46:24.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641842,11.218791064388967,2.941176470588232,1610612765,79,89,2025-01-17T01:46:28Z,4640000,False,235.0,53.0,1,left,MISS R. Holland II 24' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
478,PT02M20.00S,2025-01-17T01:46:27.5Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,79,89,2025-01-17T01:46:28Z,4650000,False,,,0,,T. McConnell REBOUND (Off:0 Def:4),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Right Corner 3,24+ Right,,,477.0,4.0,4.0,0.0,,,,,,,,,,,,,,
479,PT02M14.00S,2025-01-17T01:46:33.4Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1629614,73.50525624178712,65.44117647058823,1610612754,79,91,2025-01-17T01:47:45Z,4660000,False,77.0,197.0,1,right,A. Nembhard 21' step back Jump Shot (8 PTS) (T. McConnell 5 AST),"[1629614, 204456]",1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,21.12,Made,,,,,8.0,T. McConnell,204456.0,5.0,,,,,,,,,,
480,PT01M48.00S,2025-01-17T01:46:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,12.927069645203687,64.4607843137255,1610612765,81,91,2025-01-17T01:47:04Z,4670000,False,-72.0,69.0,1,left,I. Stewart 9' Jump Shot (2 PTS) (M. Sasser 4 AST),"[1630191, 1631204]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Left,9.99,Made,,,,,2.0,M. Sasser,1631204.0,4.0,,,,,,,,,,
482,PT01M35.00S,2025-01-17T01:47:15.8Z,3,REGULAR,turnover,out-of-bounds,[],1628418,,,1610612754,81,91,2025-01-17T01:47:21Z,4690000,False,,,0,,T. Bryant bad pass out-of-bounds TURNOVER (1 TO),[1628418],1610612754.0,IND,bad pass,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,101283.0,,,,,,
483,PT01M35.00S,2025-01-17T01:47:25.7Z,3,REGULAR,substitution,out,[],1630595,,,1610612765,81,91,2025-01-17T01:47:43Z,4700000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M35.00S,2025-01-17T01:47:25.7Z,3,REGULAR,substitution,out,[],1629614,,,1610612765,81,91,2025-01-17T01:47:43Z,4710000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M35.00S,2025-01-17T01:47:25.7Z,3,REGULAR,substitution,in,[],1631323,,,1610612765,81,91,2025-01-17T01:47:43Z,4720000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M35.00S,2025-01-17T01:47:25.7Z,3,REGULAR,substitution,in,[],1627783,,,1610612765,81,91,2025-01-17T01:47:43Z,4730000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M29.00S,2025-01-17T01:48:11.6Z,3,REGULAR,foul,offensive,[],1641842,,,1610612765,81,91,2025-01-17T01:48:31Z,4750000,False,,,0,,R. Holland II offensive FOUL (4 PF),"[1641842, 1641767]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,101283.0,4.0,0.0,,,Sheppard,1641767.0
490,PT01M29.00S,2025-01-17T01:48:11.6Z,3,REGULAR,turnover,offensive foul,[],1641842,,,1610612765,81,91,2025-01-17T01:48:11Z,4770000,False,,,0,,R. Holland II offensive foul TURNOVER (1 TO),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,101283.0,,,,,,
492,PT01M07.00S,2025-01-17T01:48:40.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,90.45663600525624,44.85294117647059,1610612754,81,91,2025-01-17T01:49:27Z,4780000,False,-26.0,37.0,1,right,MISS P. Siakam driving Hook,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
493,PT01M06.00S,2025-01-17T01:48:41.3Z,3,REGULAR,rebound,offensive,[],1630167,,,1610612754,81,91,2025-01-17T01:48:48Z,4790000,False,,,0,,O. Toppin REBOUND (Off:1 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,492.0,5.0,4.0,1.0,,,,,,,,,,,,,,
494,PT01M04.00S,2025-01-17T01:48:45.4Z,3,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612754,81,91,2025-01-17T01:48:57Z,4800000,False,,,0,,R. Holland II shooting personal FOUL (5 PF) (Toppin 2 FT),"[1641842, 1630167]",1610612765.0,DET,shooting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,5.0,0.0,,,Toppin,1630167.0
496,PT01M04.00S,2025-01-17T01:49:21.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630167,,,1610612754,81,91,2025-01-17T01:49:21Z,4820000,False,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT01M04.00S,2025-01-17T01:49:21.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,81,91,2025-01-17T01:49:21Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,
498,PT01M04.00S,2025-01-17T01:49:22.9Z,3,REGULAR,substitution,out,[],1641842,,,1610612754,81,91,2025-01-17T01:49:27Z,4840000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M04.00S,2025-01-17T01:49:22.9Z,3,REGULAR,substitution,in,[],202699,,,1610612754,81,91,2025-01-17T01:49:27Z,4850000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M04.00S,2025-01-17T01:49:41.4Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630167,,,1610612754,81,92,2025-01-17T01:49:41Z,4860000,False,,,0,,O. Toppin Free Throw 2 of 2 (7 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
504,PT00M54.80S,2025-01-17T01:50:15.4Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612765,81,92,2025-01-17T01:53:05Z,4900000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M46.30S,2025-01-17T01:53:32.2Z,3,REGULAR,3pt,Jump Shot,[],1627736,34.60906701708278,54.90196078431372,1610612765,81,92,2025-01-17T01:54:41Z,4920000,False,-25.0,273.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
507,PT00M44.20S,2025-01-17T01:53:34.3Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,81,92,2025-01-17T01:54:41Z,4930000,False,,,0,,I. Stewart REBOUND (Off:3 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,506.0,7.0,4.0,3.0,,,,,,,,,,,,,,
508,PT00M43.50S,2025-01-17T01:53:35.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.8823915900131425,46.568627450980394,1610612765,81,92,2025-01-17T01:55:02Z,4940000,False,17.0,12.0,1,left,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
509,PT00M42.50S,2025-01-17T01:53:36.7Z,3,REGULAR,rebound,offensive,[],1630191,,,1610612765,81,92,2025-01-17T01:55:02Z,4950000,False,,,0,,I. Stewart REBOUND (Off:4 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,508.0,8.0,4.0,4.0,,,,,,,,,,,,,,
510,PT00M40.50S,2025-01-17T01:53:38.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,81,92,2025-01-17T01:55:23Z,4960000,False,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
511,PT00M39.50S,2025-01-17T01:53:39.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,81,92,2025-01-17T01:55:23Z,4970000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,510.0,4.0,4.0,0.0,,,,,,,,,,,,,,
512,PT00M25.60S,2025-01-17T01:53:49.9Z,3,REGULAR,3pt,Jump Shot,[],1630167,68.38042049934297,68.13725490196079,1610612754,81,92,2025-01-17T01:53:54Z,4980000,False,91.0,245.0,1,right,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,26.1,Missed,,,,,,,,,,,,,,,,,,
513,PT00M22.40S,2025-01-17T01:53:53.1Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612765,81,92,2025-01-17T01:53:54Z,4990000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,512.0,1.0,1.0,0.0,,,,,,,,,,,,,,
514,PT00M04.90S,2025-01-17T01:54:10.6Z,3,REGULAR,3pt,Jump Shot,[],1631204,35.39750328515112,77.69607843137254,1610612765,81,92,2025-01-17T01:54:14Z,5000000,False,-138.0,280.0,1,left,MISS M. Sasser 31' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,31.26,Missed,,,,,,,,,,,,,,,,,,
515,PT00M03.80S,2025-01-17T01:54:11.7Z,3,REGULAR,rebound,defensive,[],1628418,,,1610612754,81,92,2025-01-17T01:54:27Z,5010000,False,,,0,,T. Bryant REBOUND (Off:2 Def:3),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,514.0,5.0,3.0,2.0,,,,,,,,,,,,,,
516,PT00M01.00S,2025-01-17T01:54:16.8Z,3,REGULAR,3pt,Jump Shot,[],1630167,61.15308804204994,31.127450980392155,1610612754,81,92,2025-01-17T01:57:46Z,5020000,False,-94.0,313.0,1,right,MISS O. Toppin 32' pullup 3PT,[1630167],1610612754.0,IND,pullup,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,32.66,Missed,,,,,,,,,,,,,,,,,,
517,PT00M01.00S,2025-01-17T01:54:16.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,81,92,2025-01-17T01:54:36Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,516.0,,,,,,,,,,,,,,,,,
519,PT00M00.00S,2025-01-17T01:54:25.9Z,3,REGULAR,period,end,[],0,,,1610612754,81,92,2025-01-17T01:54:25Z,5050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-01-17T01:56:10.4Z,4,REGULAR,substitution,out,['startperiod'],1631204,,,1610612754,81,92,2025-01-17T01:56:54Z,5060000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2025-01-17T01:56:10.4Z,4,REGULAR,substitution,in,['startperiod'],1630595,,,1610612754,81,92,2025-01-17T01:56:54Z,5070000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2025-01-17T01:56:10.4Z,4,REGULAR,substitution,out,['startperiod'],1641767,,,1610612754,81,92,2025-01-17T01:57:52Z,5075000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2025-01-17T01:56:10.4Z,4,REGULAR,substitution,in,['startperiod'],1629614,,,1610612754,81,92,2025-01-17T01:57:52Z,5077500,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
