actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,out,[],203501,,,1610612765,14,21,2025-02-01T00:23:42Z,840000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,14,21,2025-02-01T00:23:42Z,850000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,out,[],202681,,,1610612765,14,21,2025-02-01T00:23:42Z,860000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,out,[],202691,,,1610612765,14,21,2025-02-01T00:23:42Z,870000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,in,[],1627736,,,1610612765,14,21,2025-02-01T00:23:42Z,880000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,in,[],1631323,,,1610612765,14,21,2025-02-01T00:23:42Z,890000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612765,14,21,2025-02-01T00:23:42Z,900000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M02.00S,2025-02-01T00:23:17.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612765,14,21,2025-02-01T00:23:42Z,910000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M02.00S,2025-02-01T00:23:41.9Z,1,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,14,21,2025-02-01T00:23:41Z,920000,False,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT05M00.00S,2025-02-01T00:23:42.8Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,14,21,2025-02-01T00:23:42Z,930000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,92.0,,,,,3.0,3.0,0.0,,,,,,,,
94,PT04M44.00S,2025-02-01T00:23:59.4Z,1,REGULAR,turnover,bad pass,[],1629656,,,1610612742,14,21,2025-02-01T00:24:05Z,940000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1631105]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Duren,1631105.0,,,,,
95,PT04M44.00S,2025-02-01T00:23:59.4Z,1,REGULAR,steal,,[],1631105,,,1610612765,14,21,2025-02-01T00:24:00Z,950000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2025-02-01T00:24:10.8Z,1,REGULAR,foul,personal,['1freethrow'],1629656,,,1610612765,14,21,2025-02-01T00:24:36Z,960000,False,,,0,,Q. Grimes transition take personal FOUL (1 PF) (Duren 1 FT),"[1629656, 1631105]",1610612742.0,DAL,transition take,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Duren,1631105.0
98,PT04M43.00S,2025-02-01T00:24:47.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630595,,,1610612765,15,21,2025-02-01T00:24:47Z,980000,False,,,0,,C. Cunningham transition take Free Throw 1 of 1 (8 PTS),[1630595],1610612765.0,DET,transition take,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,,
101,PT04M35.00S,2025-02-01T00:25:21.9Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,15,21,2025-02-01T00:25:28Z,1010000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (2 TO),[1630595],1610612765.0,DET,lost ball,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,,,1627962.0,,,,
102,PT04M22.00S,2025-02-01T00:25:41.7Z,1,REGULAR,turnover,out-of-bounds,[],1641765,,,1610612742,15,21,2025-02-01T00:25:54Z,1020000,False,,,0,,O. Prosper lost ball out-of-bounds TURNOVER (1 TO),[1641765],1610612742.0,DAL,lost ball,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1627962.0,,,,
103,PT04M05.00S,2025-02-01T00:26:00.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,91.80354796320631,2.450980392156863,1610612765,15,21,2025-02-01T00:26:07Z,1030000,False,-238.0,25.0,1,right,MISS S. Fontecchio 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
104,PT04M02.00S,2025-02-01T00:26:03.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,15,21,2025-02-01T00:26:07Z,1040000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,103.0,,,,,3.0,2.0,1.0,,,,,,,,
105,PT03M59.00S,2025-02-01T00:26:05.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631323,93.64323258869908,48.77450980392157,1610612765,17,21,2025-02-01T00:26:10Z,1050000,False,-6.0,7.0,1,right,S. Fontecchio cutting DUNK (2 PTS) (J. Duren 2 AST),"[1631323, 1631105]",1610612765.0,DET,cutting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,0.95,Made,,,,2.0,J. Duren,1631105.0,2.0,,,,,,,,,,,
107,PT03M41.00S,2025-02-01T00:26:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.703679369250986,41.911764705882355,1610612742,17,23,2025-02-01T00:26:30Z,1070000,False,40.0,20.0,1,left,P. Washington driving Layup (5 PTS),[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,,,5.0,,,,,,,,,,,,,,
108,PT03M28.00S,2025-02-01T00:26:36.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,89.48751642575559,50.497855392156865,1610612765,19,23,2025-02-01T00:29:03Z,1080000,False,2.0,46.0,1,right,T. Harris driving Hook (7 PTS),[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.64,Made,,,,7.0,,,,,,,,,,,,,,
109,PT03M12.00S,2025-02-01T00:26:52.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,30.56833114323259,24.509803921568626,1610612742,19,26,2025-02-01T00:26:58Z,1090000,False,127.0,235.0,1,left,P. Washington 26' 3PT  (8 PTS) (S. Dinwiddie 2 AST),"[1629023, 203915]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,8.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,
111,PT02M53.00S,2025-02-01T00:27:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.51182654402102,45.83333333333333,1610612765,21,26,2025-02-01T00:27:16Z,1110000,False,-21.0,8.0,1,right,C. Cunningham driving finger roll Layup (10 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.25,Made,,,,10.0,,,,,,,,,,,,,,
112,PT02M43.00S,2025-02-01T00:27:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,7.440867279894875,51.9607843137255,1610612742,21,28,2025-02-01T00:27:26Z,1120000,False,-10.0,17.0,1,left,S. Dinwiddie driving Layup (2 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.0,Made,,,,2.0,,,,,,,,,,,,,,
113,PT02M19.00S,2025-02-01T00:27:45.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,68.41327201051249,75.98039215686273,1610612765,24,28,2025-02-01T00:30:27Z,1130000,False,130.0,244.0,1,right,M. Beasley 27' 3PT pullup (3 PTS) (J. Duren 3 AST),"[1627736, 1631105]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.68,Made,,,,3.0,J. Duren,1631105.0,3.0,,,,,,,,,,,
115,PT02M18.00S,2025-02-01T00:27:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,24,28,2025-02-01T00:27:51Z,1150000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,out,[],1631105,,,1610612742,24,28,2025-02-01T00:30:39Z,1160000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612742,24,28,2025-02-01T00:30:39Z,1170000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,out,[],1641765,,,1610612742,24,28,2025-02-01T00:30:39Z,1180000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,24,28,2025-02-01T00:30:39Z,1190000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,out,[],203915,,,1610612742,24,28,2025-02-01T00:30:39Z,1200000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,in,[],1631204,,,1610612742,24,28,2025-02-01T00:30:39Z,1210000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,in,[],1630194,,,1610612742,24,28,2025-02-01T00:30:39Z,1220000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,in,[],202681,,,1610612742,24,28,2025-02-01T00:30:39Z,1230000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,in,[],1629655,,,1610612742,24,28,2025-02-01T00:30:39Z,1240000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M18.00S,2025-02-01T00:30:17.6Z,1,REGULAR,substitution,in,[],1630556,,,1610612742,24,28,2025-02-01T00:30:39Z,1250000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M00.00S,2025-02-01T00:31:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,12.434296977660972,47.05882352941176,1610612742,24,30,2025-02-01T00:31:08Z,1260000,False,15.0,64.0,1,left,N. Marshall 6' turnaround Jump Shot (2 PTS),[1630230],1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,,,,2.0,,,,,,,,,,,,,,
127,PT01M47.00S,2025-02-01T00:31:18.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,93.9060446780552,51.225490196078425,1610612765,26,30,2025-02-01T00:31:22Z,1270000,False,6.0,5.0,1,right,T. Harris DUNK (9 PTS) (S. Fontecchio 1 AST),"[202699, 1631323]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.78,Made,,,,9.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,,,
129,PT01M22.00S,2025-02-01T00:31:43.3Z,1,REGULAR,2pt,Jump Shot,[],202681,16.770696452036795,70.09803921568627,1610612742,26,30,2025-02-01T00:31:57Z,1290000,False,-100.0,105.0,1,left,MISS K. Irving 14' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,14.54,Missed,,,,,,,,,,,,,,,,,,
130,PT01M15.00S,2025-02-01T00:31:50.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,26,30,2025-02-01T00:31:57Z,1300000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,129.0,,,,,2.0,1.0,1.0,,,,,,,,
131,PT01M15.00S,2025-02-01T00:31:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,5.590000152587891,50.0,1610612742,26,32,2025-02-01T00:31:48Z,1310000,False,0.0,0.0,1,left,D. Gafford tip Layup (8 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Made,,,,8.0,,,,,,,,,,,,,,
132,PT01M07.00S,2025-02-01T00:31:57.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,71.82982917214193,17.401960784313726,1610612765,26,32,2025-02-01T00:32:04Z,1320000,False,-163.0,212.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.77,Missed,,,,,,,,,,,,,,,,,,
133,PT01M03.00S,2025-02-01T00:32:01.3Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612742,26,32,2025-02-01T00:32:04Z,1330000,False,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,132.0,,,,,1.0,1.0,0.0,,,,,,,,
147,PT00M49.50S,2025-02-01T00:32:20.5Z,1,REGULAR,turnover,bad pass,[],1630556,,,1610612742,26,32,2025-02-01T00:35:14Z,1365000,False,,,0,,K. Edwards bad pass TURNOVER (1 TO),"[1630556, 1631323]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Fontecchio,1631323.0,,,,,
148,PT00M49.50S,2025-02-01T00:32:20.5Z,1,REGULAR,steal,,[],1631323,,,1610612765,26,32,2025-02-01T00:34:09Z,1367500,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT00M42.90S,2025-02-01T00:32:25.1Z,1,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612765,26,32,2025-02-01T00:32:35Z,1370000,False,,,0,,K. Edwards shooting personal FOUL (1 PF) (Sasser 2 FT),"[1630556, 1631204]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Sasser,1631204.0
139,PT00M42.90S,2025-02-01T00:32:50.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631204,,,1610612765,27,32,2025-02-01T00:34:09Z,1390000,False,,,0,,M. Sasser Free Throw 1 of 2 (1 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
140,PT00M42.90S,2025-02-01T00:32:50.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631204,,,1610612765,28,32,2025-02-01T00:34:23Z,1400000,False,,,0,,M. Sasser Free Throw 2 of 2 (2 PTS),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
141,PT00M31.40S,2025-02-01T00:33:28.7Z,1,REGULAR,foul,personal,[],1631204,,,1610612742,28,32,2025-02-01T00:33:37Z,1410000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 202681]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Irving,202681.0
143,PT00M31.40S,2025-02-01T00:33:37.6Z,1,REGULAR,substitution,out,[],1631323,,,1610612742,28,32,2025-02-01T00:33:42Z,1430000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M31.40S,2025-02-01T00:33:37.6Z,1,REGULAR,substitution,in,[],1641709,,,1610612742,28,32,2025-02-01T00:33:42Z,1440000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M16.80S,2025-02-01T00:34:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630556,27.54599211563732,81.12745098039215,1610612742,28,32,2025-02-01T00:34:14Z,1450000,False,-156.0,206.0,1,left,MISS K. Edwards 25' 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
146,PT00M15.30S,2025-02-01T00:34:09.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,28,32,2025-02-01T00:34:09Z,1460000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,145.0,,,,,3.0,3.0,0.0,,,,,,,,
205,PT00M00.90S,2025-02-01T00:34:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,89.96386333771353,50.73529411764706,1610612765,28,32,2025-02-01T00:42:51Z,1465000,False,4.0,42.0,1,right,MISS M. Sasser driving Layup - blocked,"[1631204, 1630230]",1610612765.0,DET,driving,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,4.2,Missed,Marshall,1630230.0,,,,,,,,,,,,,,,,
206,PT00M00.90S,2025-02-01T00:34:17.7Z,1,REGULAR,block,,[],1630230,,,1610612765,28,32,2025-02-01T00:42:51Z,1467500,False,,,0,,N. Marshall BLOCK (1 BLK),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT00M00.20S,2025-02-01T00:34:18.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,28,32,2025-02-01T00:42:51Z,1468750,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,205.0,,,,,,,,,,,,,,,
149,PT00M00.00S,2025-02-01T00:34:27.6Z,1,REGULAR,period,end,[],0,,,1610612765,28,32,2025-02-01T00:34:27Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612765,28,32,2025-02-01T00:37:00Z,1480000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,28,32,2025-02-01T00:37:00Z,1490000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,28,32,2025-02-01T00:37:00Z,1500000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612765,28,32,2025-02-01T00:37:00Z,1510000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612765,28,32,2025-02-01T00:37:00Z,1520000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,in,['startperiod'],1631323,,,1610612765,28,32,2025-02-01T00:37:00Z,1530000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612765,28,32,2025-02-01T00:37:00Z,1540000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,28,32,2025-02-01T00:37:00Z,1550000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612765,28,32,2025-02-01T00:37:00Z,1560000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-02-01T00:36:42.0Z,2,REGULAR,substitution,in,['startperiod'],203957,,,1610612765,28,32,2025-02-01T00:37:00Z,1570000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-02-01T00:37:11.6Z,2,REGULAR,period,start,[],0,,,1610612742,28,32,2025-02-01T00:37:11Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M43.00S,2025-02-01T00:37:27.8Z,2,REGULAR,2pt,Jump Shot,[],202681,6.57030223390276,80.66023284313727,1610612742,28,34,2025-02-01T00:37:34Z,1590000,False,-153.0,9.0,1,left,K. Irving 15' step back Jump Shot (2 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,15.36,Made,,,,2.0,,,,,,,,,,,,,,
162,PT11M16.00S,2025-02-01T00:37:55.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641842,93.77463863337714,60.78431372549019,1610612765,28,34,2025-02-01T00:38:16Z,1600000,False,54.0,6.0,1,right,MISS R. Holland II driving floating Shot,[1641842],1610612765.0,DET,driving floating,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,,,,,,,,,,,,,
163,PT11M15.00S,2025-02-01T00:37:56.0Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,28,34,2025-02-01T00:37:59Z,1610000,False,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,162.0,,,,,2.0,1.0,1.0,,,,,,,,
164,PT11M09.00S,2025-02-01T00:38:01.9Z,2,REGULAR,turnover,lost ball,[],202681,,,1610612742,28,34,2025-02-01T00:38:08Z,1620000,False,,,0,,K. Irving lost ball TURNOVER (1 TO),"[202681, 1641842]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Holland II,1641842.0,,,,,
165,PT11M09.00S,2025-02-01T00:38:01.9Z,2,REGULAR,steal,,[],1641842,,,1610612765,28,34,2025-02-01T00:38:04Z,1630000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
166,PT11M05.00S,2025-02-01T00:38:05.4Z,2,REGULAR,turnover,lost ball,[],1641842,,,1610612765,28,34,2025-02-01T00:38:12Z,1640000,False,,,0,,R. Holland II lost ball TURNOVER (1 TO),"[1641842, 1630556]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Edwards,1630556.0,,,,,
167,PT11M05.00S,2025-02-01T00:38:05.4Z,2,REGULAR,steal,,[],1630556,,,1610612742,28,34,2025-02-01T00:38:09Z,1650000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
