actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-23T19:10:51.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-23T19:10:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-23T19:10:55.6Z,1,REGULAR,jumpball,recovered,[],1627736,,,1610612765,0,0,2025-03-23T19:10:55Z,40000,False,,,0,,Jump Ball J. Duren vs. K. Matković: Tip to M. Beasley,"[1627736, 1631105, 1631255]",1610612765.0,DET,startperiod,M. Beasley,1627736.0,Beasley,M. Beasley,Duren,1631105.0,Matković,1631255.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-03-23T19:11:11.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,10.5946123521682,44.36274509803921,1610612765,2,0,2025-03-23T19:11:17Z,70000,False,28.0,47.0,1,left,J. Duren driving Hook (2 PTS) (M. Beasley 1 AST),"[1631105, 1627736]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,2.0,M. Beasley,1627736.0,1.0,,,,,,,,,,,,,,
9,PT11M16.00S,2025-03-23T19:11:34.7Z,1,REGULAR,2pt,Jump Shot,[],203468,94.30026281208936,75.0,1610612740,2,0,2025-03-23T19:11:43Z,90000,False,125.0,1.0,1,right,MISS C. McCollum 12' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,12.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-03-23T19:11:35.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2025-03-23T19:12:16Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2025-03-23T19:11:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,7.5722733245729295,54.65686274509803,1610612765,2,0,2025-03-23T19:12:41Z,110000,False,-23.0,19.0,1,left,MISS T. Harris running Layup - blocked,"[202699, 203482]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,Olynyk,203482.0,,,,,,,,
12,PT11M12.00S,2025-03-23T19:11:43.0Z,1,REGULAR,block,,[],203482,,,1610612765,2,0,2025-03-23T19:11:45Z,120000,False,,,0,,K. Olynyk BLOCK (1 BLK),[203482],1610612740.0,NOP,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2025-03-23T19:11:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,0,2025-03-23T19:11:53Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,11.0,,,,,,,,,,,,,
15,PT11M08.00S,2025-03-23T19:11:58.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,12.565703022339028,95.58823529411765,1610612765,2,0,2025-03-23T19:12:03Z,150000,False,-228.0,66.0,1,left,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2025-03-23T19:12:02.2Z,1,REGULAR,rebound,defensive,[],1631255,,,1610612740,2,0,2025-03-23T19:12:03Z,160000,False,,,0,,K. Matković REBOUND (Off:0 Def:1),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
