actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-25T00:10:44.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-25T00:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-25T00:10:48.0Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2025-02-25T00:10:48Z,40000,False,,,0,,Jump Ball I. Zubac vs. J. Duren: Tip to J. Harden,"[201935, 1627826, 1631105]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-25T00:10:59.3Z,1,REGULAR,3pt,Jump Shot,[],203992,28.827201051248352,78.67647058823529,1610612746,0,0,2025-02-25T00:11:04Z,70000,False,-143.0,218.0,1,left,MISS B. Bogdanović 26' 3PT,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-02-25T00:11:02.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2025-02-25T00:11:04Z,80000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-02-25T00:11:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,87.82851511169514,62.5,1610612765,0,0,2025-02-25T00:11:19Z,90000,False,62.0,62.0,1,right,MISS C. Cunningham 8' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,8.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2025-02-25T00:11:14.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,0,2025-02-25T00:11:19Z,100000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M22.00S,2025-02-25T00:11:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,8.984888304862025,46.07843137254902,1610612746,0,0,2025-02-25T00:11:56Z,110000,False,20.0,32.0,1,left,MISS J. Harden driving floating Shot,[201935],1610612746.0,LAC,driving floating,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2025-02-25T00:11:25.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2025-02-25T00:11:56Z,120000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M21.00S,2025-02-25T00:11:28.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,0,2,2025-02-25T00:12:01Z,130000,False,0.0,0.0,1,left,I. Zubac tip Layup (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M59.00S,2025-02-25T00:11:44.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,67.19776609724047,32.84313725490196,1610612765,3,2,2025-02-25T00:12:28Z,140000,False,-86.0,256.0,1,right,C. Cunningham 26' 3PT pullup (3 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,26.98,Made,,,,,3.0,,,,,,,,,,,,,
15,PT10M36.00S,2025-02-25T00:12:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,11.087385019710908,43.38235294117647,1610612746,3,2,2025-02-25T00:12:52Z,150000,False,33.0,52.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M33.00S,2025-02-25T00:12:10.3Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,3,2,2025-02-25T00:12:10Z,160000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M13.00S,2025-02-25T00:12:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,66.40932982917215,81.86274509803921,1610612765,3,2,2025-02-25T00:13:35Z,180000,False,159.0,263.0,1,right,MISS C. Cunningham 30' fadeaway 3PT,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,30.77,Missed,,,,,,,,,,,,,,,,,,
19,PT10M11.00S,2025-02-25T00:12:51.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,3,2,2025-02-25T00:12:54Z,190000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M02.00S,2025-02-25T00:12:58.9Z,1,REGULAR,3pt,Jump Shot,[],201935,31.718134034165573,35.5392156862745,1610612746,3,5,2025-02-25T00:13:45Z,200000,False,72.0,246.0,1,left,J. Harden 25' 3PT step back (3 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.61,Made,,,,,3.0,,,,,,,,,,,,,
21,PT09M45.00S,2025-02-25T00:13:20.7Z,1,REGULAR,foul,personal,[],1627739,,,1610612765,3,5,2025-02-25T00:13:31Z,210000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1630595]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Center,,,,,,,,1626301.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,
23,PT09M36.00S,2025-02-25T00:13:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,86.64586070959264,50.98039215686275,1610612765,5,5,2025-02-25T00:13:52Z,230000,False,5.0,73.0,1,right,T. Harris 7' pullup Jump Shot (2 PTS) (C. Cunningham 1 AST),"[202699, 1630595]",1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,2.0,,,,,,C. Cunningham,1630595.0,1.0,,,,,
25,PT09M17.00S,2025-02-25T00:14:06.2Z,1,REGULAR,3pt,Jump Shot,[],203992,9.510512483574246,97.54901960784314,1610612746,5,5,2025-02-25T00:14:10Z,250000,False,-238.0,37.0,1,left,MISS B. Bogdanović 24' 3PT,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
26,PT09M14.00S,2025-02-25T00:14:08.6Z,1,REGULAR,rebound,offensive,[],201935,,,1610612746,5,5,2025-02-25T00:14:08Z,260000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,25.0,3.0,2.0,1.0,,,,,,,,,,,,,,
27,PT09M11.00S,2025-02-25T00:14:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612746,5,5,2025-02-25T00:14:23Z,270000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630595, 1627826]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,1.0,0.0,Zubac,1627826.0,,,,,,,,
29,PT09M11.00S,2025-02-25T00:14:43.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,5,6,2025-02-25T00:15:06Z,290000,False,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
30,PT09M11.00S,2025-02-25T00:14:43.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,5,6,2025-02-25T00:15:06Z,300000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2025-02-25T00:14:45.1Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,5,6,2025-02-25T00:15:06Z,310000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M00.00S,2025-02-25T00:15:08.7Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,5,6,2025-02-25T00:15:12Z,320000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 201587]",1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Batum,201587.0,,
33,PT09M00.00S,2025-02-25T00:15:08.7Z,1,REGULAR,steal,,[],201587,,,1610612746,5,6,2025-02-25T00:31:48Z,330000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
34,PT08M56.00S,2025-02-25T00:15:13.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201587,26.593298291721425,17.15686274509804,1610612746,5,6,2025-02-25T00:16:36Z,340000,False,164.0,197.0,1,left,MISS N. Batum 25' running 3PT,[201587],1610612746.0,LAC,running,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2025-02-25T00:15:16.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,5,6,2025-02-25T00:15:17Z,350000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M49.00S,2025-02-25T00:15:21.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,92.42772667542707,62.00980392156863,1610612765,5,6,2025-02-25T00:17:16Z,360000,False,60.0,19.0,1,right,MISS T. Harris 6' running Layup - blocked,"[202699, 1627826]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
37,PT08M49.00S,2025-02-25T00:15:21.1Z,1,REGULAR,block,,[],1627826,,,1610612765,5,6,2025-02-25T00:15:24Z,370000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M48.00S,2025-02-25T00:15:22.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612746,5,6,2025-02-25T01:28:58Z,380000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M36.00S,2025-02-25T00:15:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.962549277266746,57.59803921568628,1610612746,5,6,2025-02-25T00:15:54Z,400000,False,-38.0,4.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2025-02-25T00:15:51.9Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,5,6,2025-02-25T00:15:54Z,410000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,,,
42,PT08M27.00S,2025-02-25T00:15:59.3Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,5,6,2025-02-25T00:21:32Z,420000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 201587]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Batum,201587.0,,
43,PT08M27.00S,2025-02-25T00:15:59.3Z,1,REGULAR,steal,,[],201587,,,1610612746,5,6,2025-02-25T00:16:01Z,430000,False,,,0,,N. Batum STEAL (2 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2025-02-25T00:16:04.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627739,28.95860709592641,23.284313725490193,1610612746,5,6,2025-02-25T00:18:52Z,440000,False,134.0,220.0,1,left,MISS K. Dunn 25' running 3PT,[1627739],1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
45,PT08M17.00S,2025-02-25T00:16:08.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,5,6,2025-02-25T00:18:52Z,450000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,44.0,2.0,0.0,2.0,,,,,,,,,,,,,,
47,PT08M06.00S,2025-02-25T00:16:43.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203992,8.804204993429693,97.77113970588235,1610612746,5,6,2025-02-25T00:42:27Z,470000,False,-239.0,30.0,1,left,MISS B. Bogdanović 24' 3PT,[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,24.08,Missed,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2025-02-25T00:16:46.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,5,6,2025-02-25T00:16:51Z,480000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,,,
