actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
522,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,out,['startperiod'],1641842,,,1610612765,88,110,2024-12-04T01:56:15Z,5060000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,in,['startperiod'],203501,,,1610612765,88,110,2024-12-04T01:56:15Z,5070000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612765,88,110,2024-12-04T01:56:15Z,5080000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-12-04T01:55:57.9Z,4,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,88,110,2024-12-04T01:56:15Z,5090000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-12-04T01:56:06.4Z,4,REGULAR,period,start,[],0,,,1610612749,88,110,2024-12-04T01:56:15Z,5100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M42.00S,2024-12-04T01:56:23.6Z,4,REGULAR,3pt,Jump Shot,[],201572,31.980946123521676,30.14705882352942,1610612749,88,110,2024-12-04T01:56:34Z,5110000,False,99.0,248.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
528,PT11M40.00S,2024-12-04T01:56:25.6Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,88,110,2024-12-04T01:56:34Z,5120000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,527.0,3.0,3.0,0.0,,,,,,,,,,,,,
529,PT11M20.00S,2024-12-04T01:56:44.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,94.66162943495401,54.90196078431372,1610612765,90,110,2024-12-04T01:56:52Z,5130000,False,25.0,-2.0,1,right,J. Duren alley-oop Layup (11 PTS) (C. Cunningham 6 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.46,Made,11.0,,,,,,,,,,,,,C. Cunningham,1630595.0,6.0,,
531,PT11M02.00S,2024-12-04T01:57:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.042706964520377,54.411764705882355,1610612749,90,110,2024-12-04T01:57:08Z,5150000,False,-22.0,-5.0,1,left,MISS D. Lillard driving Layup - blocked,"[203081, 1631105]",1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,Duren,1631105.0,,,,,
549,PT11M02.00S,2024-12-04T01:57:03.5Z,4,REGULAR,block,,[],1631105,,,1610612749,90,110,2024-12-04T01:59:21Z,5155000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT10M58.00S,2024-12-04T01:57:07.5Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,90,110,2024-12-04T01:57:08Z,5160000,False,,,0,,J. Ivey REBOUND (Off:1 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,531.0,3.0,2.0,1.0,,,,,,,,,,,,,
533,PT10M57.00S,2024-12-04T01:57:10.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203501,91.50788436268068,98.03921568627452,1610612765,90,110,2024-12-04T01:57:46Z,5170000,False,240.0,27.0,1,right,MISS T. Hardaway Jr. 24' running 3PT,[203501],1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,24.17,Missed,,,,,,,,,,,,,,,,,,
534,PT10M56.00S,2024-12-04T01:57:11.8Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612749,90,110,2024-12-04T01:57:26Z,5180000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,533.0,2.0,2.0,0.0,,,,,,,,,,,,,
535,PT10M55.00S,2024-12-04T01:57:17.4Z,4,REGULAR,foul,personal,[],1630595,,,1610612749,90,110,2024-12-04T01:59:23Z,5190000,False,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 1629018]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,,2.0,0.0,Trent Jr.,1629018.0,,,,,,,
537,PT10M30.00S,2024-12-04T01:57:53.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,7.145203679369246,53.92156862745098,1610612749,90,110,2024-12-04T01:58:05Z,5210000,False,-20.0,15.0,1,left,MISS G. Trent Jr. driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
538,PT10M29.00S,2024-12-04T01:57:54.8Z,4,REGULAR,rebound,offensive,[],201572,,,1610612749,90,110,2024-12-04T02:03:42Z,5220000,False,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,537.0,5.0,3.0,2.0,,,,,,,,,,,,,
539,PT10M27.00S,2024-12-04T01:57:58.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,6.4881734559789805,3.4313725490196134,1610612749,90,110,2024-12-04T01:58:19Z,5230000,False,233.0,8.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,,
540,PT10M26.00S,2024-12-04T01:57:59.3Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,90,110,2024-12-04T01:58:19Z,5240000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,539.0,5.0,3.0,2.0,,,,,,,,,,,,,
541,PT10M22.00S,2024-12-04T01:58:05.9Z,4,REGULAR,foul,personal,[],1631260,,,1610612765,90,110,2024-12-04T01:58:11Z,5250000,False,,,0,,A. Green personal FOUL (3 PF),"[1631260, 1631093]",1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,8-16 Left,,,,,,,,1628487.0,,3.0,0.0,Ivey,1631093.0,,,,,,,
543,PT10M09.00S,2024-12-04T01:58:36.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,90.5880420499343,61.76470588235294,1610612765,90,110,2024-12-04T01:58:40Z,5270000,False,59.0,36.0,1,right,MISS C. Cunningham 6' driving Hook,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
544,PT10M06.00S,2024-12-04T01:58:39.1Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,90,110,2024-12-04T01:58:40Z,5280000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,543.0,3.0,3.0,0.0,,,,,,,,,,,,,
545,PT10M02.00S,2024-12-04T01:58:46.5Z,4,REGULAR,foul,offensive,[],1631260,,,1610612749,90,110,2024-12-04T01:58:55Z,5290000,False,,,0,,A. Green offensive FOUL (4 PF),"[1631260, 203501]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,,,201246.0,,4.0,0.0,Hardaway Jr.,203501.0,,,,,,,
547,PT10M02.00S,2024-12-04T01:58:46.5Z,4,REGULAR,turnover,offensive foul,[],1631260,,,1610612749,90,110,2024-12-04T01:58:46Z,5310000,False,,,0,,A. Green offensive foul TURNOVER (1 TO),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,,,201246.0,1.0,,,,,,,,,,,
550,PT09M45.00S,2024-12-04T01:59:29.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,95.05584756898817,43.38235294117647,1610612765,92,110,2024-12-04T01:59:34Z,5330000,False,-33.0,-6.0,1,right,C. Cunningham Layup (18 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.36,Made,18.0,,,,,,,,,,,,,,,,,
551,PT09M28.00S,2024-12-04T01:59:46.7Z,4,REGULAR,3pt,Jump Shot,[],1629018,22.913929040735866,94.11764705882354,1610612749,92,113,2024-12-04T01:59:50Z,5340000,False,-221.0,163.0,1,left,G. Trent Jr. 27' 3PT  (16 PTS) (B. Portis 3 AST),"[1629018, 1626171]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.42,Made,16.0,,,,,,,,,,,,,B. Portis,1626171.0,3.0,,
553,PT09M15.00S,2024-12-04T02:00:00.0Z,4,REGULAR,2pt,Jump Shot,[],203501,73.76806833114324,51.71568627450981,1610612765,92,113,2024-12-04T02:01:46Z,5360000,False,9.0,194.0,1,right,MISS T. Hardaway Jr. 19' pullup Shot,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,19.43,Missed,,,,,,,,,,,,,,,,,,
554,PT09M13.00S,2024-12-04T02:00:02.0Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,92,113,2024-12-04T02:00:05Z,5370000,False,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,553.0,4.0,4.0,0.0,,,,,,,,,,,,,
555,PT09M05.00S,2024-12-04T02:00:10.3Z,4,REGULAR,3pt,Jump Shot,[],1626171,31.32391590013141,29.65686274509804,1610612749,92,113,2024-12-04T02:00:17Z,5380000,False,102.0,242.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
556,PT09M03.00S,2024-12-04T02:00:12.3Z,4,REGULAR,rebound,defensive,[],203501,,,1610612765,92,113,2024-12-04T02:00:17Z,5390000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,555.0,2.0,2.0,0.0,,,,,,,,,,,,,
557,PT08M55.00S,2024-12-04T02:00:20.2Z,4,REGULAR,2pt,Jump Shot,[],1631093,96.63272010512483,29.166666666666657,1610612765,92,113,2024-12-04T02:02:15Z,5400000,False,-104.0,-21.0,1,right,MISS J. Ivey 10' step back Shot,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,10.63,Missed,,,,,,,,,,,,,,,,,,
558,PT08M53.00S,2024-12-04T02:00:22.2Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,92,113,2024-12-04T02:02:15Z,5410000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,557.0,6.0,3.0,3.0,,,,,,,,,,,,,
559,PT08M52.00S,2024-12-04T02:00:23.5Z,4,REGULAR,turnover,bad pass,[],1631105,,,1610612765,92,113,2024-12-04T02:00:32Z,5420000,False,,,0,,J. Duren bad pass TURNOVER (3 TO),"[1631105, 1626171]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,3.0,,,,,,,,,,Portis,1626171.0
560,PT08M52.00S,2024-12-04T02:00:23.5Z,4,REGULAR,steal,,[],1626171,,,1610612749,92,113,2024-12-04T02:00:25Z,5430000,False,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
561,PT08M43.00S,2024-12-04T02:00:33.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,6.356767411300922,97.54901960784314,1610612749,92,116,2024-12-04T02:00:38Z,5440000,False,-238.0,7.0,1,left,B. Portis 3PT  (11 PTS) (D. Lillard 5 AST),"[1626171, 203081]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.78,Made,11.0,,,,,,,,,,,,,D. Lillard,203081.0,5.0,,
563,PT08M43.00S,2024-12-04T02:00:39.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,92,116,2024-12-04T02:00:39Z,5460000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M28.00S,2024-12-04T02:03:38.4Z,4,REGULAR,3pt,Jump Shot,[],1630595,71.53416557161628,79.41176470588235,1610612765,95,116,2024-12-04T02:03:45Z,5470000,False,147.0,215.0,1,right,C. Cunningham 26' 3PT  (21 PTS) (J. Ivey 5 AST),"[1630595, 1631093]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.06,Made,21.0,,,,,,,,,,,,,J. Ivey,1631093.0,5.0,,
566,PT08M08.00S,2024-12-04T02:03:57.7Z,4,REGULAR,3pt,Jump Shot,[],203081,30.929697766097235,80.63725490196079,1610612749,95,116,2024-12-04T02:04:29Z,5490000,False,-153.0,238.0,1,left,MISS D. Lillard 28' step back 3PT - blocked,"[203081, 1631105]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.32,Missed,,,,,,,,,,,,Duren,1631105.0,,,,,
567,PT08M08.00S,2024-12-04T02:03:57.7Z,4,REGULAR,block,,[],1631105,,,1610612749,95,116,2024-12-04T02:04:00Z,5500000,False,,,0,,J. Duren BLOCK (3 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
568,PT08M07.00S,2024-12-04T02:03:58.7Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,95,116,2024-12-04T02:04:08Z,5510000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,566.0,4.0,4.0,0.0,,,,,,,,,,,,,
569,PT08M03.00S,2024-12-04T02:04:04.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,72.9796320630749,17.40196078431373,1610612765,95,116,2024-12-04T02:04:46Z,5520000,False,-163.0,201.0,1,right,MISS J. Ivey 25' running pullup 3PT,[1631093],1610612765.0,DET,running pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
570,PT08M01.00S,2024-12-04T02:04:06.1Z,4,REGULAR,rebound,offensive,[],1630595,,,1610612765,95,116,2024-12-04T02:04:06Z,5530000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,569.0,5.0,4.0,1.0,,,,,,,,,,,,,
571,PT07M57.00S,2024-12-04T02:04:09.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202699,70.48291721419186,73.0392156862745,1610612765,95,116,2024-12-04T02:04:14Z,5540000,False,115.0,225.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
572,PT07M57.00S,2024-12-04T02:04:09.2Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,95,116,2024-12-04T02:04:14Z,5550000,False,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,571.0,6.0,4.0,2.0,,,,,,,,,,,,,
573,PT07M39.00S,2024-12-04T02:04:27.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,12.13863337713535,54.90196078431372,1610612749,95,116,2024-12-04T02:04:33Z,5560000,False,-25.0,62.0,1,left,MISS B. Portis 6' turnaround Hook - blocked,"[1626171, 202699]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.63,Missed,,,,,,,,,,,,Harris,202699.0,,,,,
574,PT07M39.00S,2024-12-04T02:04:27.5Z,4,REGULAR,block,,[],202699,,,1610612749,95,116,2024-12-04T02:04:30Z,5570000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT07M36.00S,2024-12-04T02:04:30.5Z,4,REGULAR,rebound,defensive,[],203501,,,1610612765,95,116,2024-12-04T02:04:33Z,5580000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,573.0,3.0,3.0,0.0,,,,,,,,,,,,,
576,PT07M30.00S,2024-12-04T02:04:36.3Z,4,REGULAR,3pt,Jump Shot,[],1630595,94.3988173455979,3.4313725490196134,1610612765,95,116,2024-12-04T02:04:40Z,5590000,False,-233.0,0.0,1,right,MISS C. Cunningham 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
577,PT07M28.00S,2024-12-04T02:04:38.3Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,95,116,2024-12-04T02:04:40Z,5600000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,,576.0,3.0,3.0,0.0,,,,,,,,,,,,,
578,PT07M22.00S,2024-12-04T02:04:51.2Z,4,REGULAR,foul,personal,[],1631105,,,1610612749,95,116,2024-12-04T02:04:58Z,5610000,False,,,0,,J. Duren personal FOUL (5 PF),"[1631105, 1626171]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,201246.0,,5.0,1.0,Portis,1626171.0,,,,,,,
580,PT07M13.00S,2024-12-04T02:05:11.2Z,4,REGULAR,3pt,Jump Shot,[],1626171,34.477660972404735,56.372549019607845,1610612749,95,119,2024-12-04T02:05:17Z,5630000,False,-32.0,272.0,1,left,B. Portis 27' 3PT  (14 PTS) (G. Trent Jr. 2 AST),"[1626171, 1629018]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.35,Made,14.0,,,,,,,,,,,,,G. Trent Jr.,1629018.0,2.0,,
582,PT06M53.00S,2024-12-04T02:05:31.4Z,4,REGULAR,3pt,Jump Shot,[],202699,93.87319316688567,1.9607843137254974,1610612765,95,119,2024-12-04T02:05:38Z,5650000,False,-240.0,5.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,24.03,Missed,,,,,,,,,,,,,,,,,,
583,PT06M51.00S,2024-12-04T02:05:33.4Z,4,REGULAR,rebound,defensive,[],1631260,,,1610612749,95,119,2024-12-04T02:05:38Z,5660000,False,,,0,,A. Green REBOUND (Off:0 Def:3),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,582.0,3.0,3.0,0.0,,,,,,,,,,,,,
584,PT06M41.00S,2024-12-04T02:05:42.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.174113009198422,56.372549019607845,1610612749,95,121,2024-12-04T02:05:52Z,5670000,False,-32.0,-4.0,1,left,D. Lillard driving finger roll Layup (27 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.21,Made,27.0,,,,,,,,,,,,,,,,,
585,PT06M27.00S,2024-12-04T02:05:57.8Z,4,REGULAR,2pt,Jump Shot,[],1630595,82.57227332457293,69.6078431372549,1610612765,97,121,2024-12-04T02:06:02Z,5680000,False,98.0,111.0,1,right,C. Cunningham 14' pullup Jump Shot (23 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,14.83,Made,23.0,,,,,,,,,,,,,,,,,
586,PT06M14.00S,2024-12-04T02:06:20.5Z,4,REGULAR,turnover,out-of-bounds,[],203081,,,1610612749,97,121,2024-12-04T02:07:05Z,5690000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (3 TO),[203081],1610612749.0,MIL,bad pass,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628487.0,3.0,,,,,,,,,,,
587,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,97,121,2024-12-04T02:06:41Z,5700000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],1631093,,,1610612765,97,121,2024-12-04T02:06:41Z,5710000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],203501,,,1610612765,97,121,2024-12-04T02:06:41Z,5720000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],202699,,,1610612765,97,121,2024-12-04T02:06:41Z,5730000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,97,121,2024-12-04T02:06:41Z,5740000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,out,[],203081,,,1610612765,97,121,2024-12-04T02:06:41Z,5750000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1641842,,,1610612765,97,121,2024-12-04T02:06:41Z,5760000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1631204,,,1610612765,97,121,2024-12-04T02:06:41Z,5770000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1630194,,,1610612765,97,121,2024-12-04T02:06:41Z,5780000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,97,121,2024-12-04T02:06:41Z,5790000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1631111,,,1610612765,97,121,2024-12-04T02:06:41Z,5800000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M14.00S,2024-12-04T02:06:24.1Z,4,REGULAR,substitution,in,[],1626153,,,1610612765,97,121,2024-12-04T02:06:41Z,5810000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M03.00S,2024-12-04T02:06:42.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641842,93.2161629434954,54.16666666666667,1610612765,97,121,2024-12-04T02:08:04Z,5820000,False,21.0,11.0,1,right,MISS R. Holland II driving DUNK - blocked,"[1641842, 201572]",1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,Lopez,201572.0,,,,,
600,PT06M03.00S,2024-12-04T02:06:42.1Z,4,REGULAR,block,,[],201572,,,1610612765,97,121,2024-12-04T02:06:45Z,5830000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
601,PT05M59.00S,2024-12-04T02:06:46.1Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612749,97,121,2024-12-04T02:06:47Z,5840000,False,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,599.0,3.0,3.0,0.0,,,,,,,,,,,,,
