actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M02.00S,2025-01-12T00:14:02.8Z,1,REGULAR,3pt,Jump Shot,[],202699,33.196452036793694,45.09803921568628,1610612765,1,0,2025-01-12T00:14:07Z,160000,False,25.0,260.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,26.07,,,,,
17,PT10M58.00S,2025-01-12T00:14:06.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,1,0,2025-01-12T00:14:07Z,170000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,
18,PT10M43.00S,2025-01-12T00:14:22.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,95.0886990801577,55.63725490196079,1610612761,1,2,2025-01-12T00:14:28Z,180000,False,28.0,-6.0,1,right,J. Poeltl cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,2.89,S. Barnes,1630567.0,1.0,,
20,PT10M26.00S,2025-01-12T00:14:42.9Z,1,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,1,2,2025-01-12T00:15:00Z,200000,False,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (1 TO),[1630595],1610612765.0,DET,bad pass,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627529.0,,,,,,,,,,,,,,,,
21,PT10M14.00S,2025-01-12T00:14:58.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,80.76544021024968,53.18627450980392,1610612761,1,2,2025-01-12T00:15:04Z,210000,False,16.0,128.0,1,right,MISS J. Poeltl 12' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,,12.93,,,,,
22,PT10M11.00S,2025-01-12T00:15:01.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,1,2,2025-01-12T00:15:04Z,220000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT10M07.00S,2025-01-12T00:15:06.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631105,7.046649145860711,46.81372549019608,1610612765,3,2,2025-01-12T00:16:04Z,230000,False,16.0,14.0,1,left,J. Duren running alley-oop DUNK (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,2.1,C. Cunningham,1630595.0,1.0,,
25,PT09M53.00S,2025-01-12T00:15:20.3Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612761,3,2,2025-01-12T00:19:43Z,250000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1641709]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,1.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2025-01-12T00:15:20.3Z,1,REGULAR,steal,,[],1641709,,,1610612765,3,2,2025-01-12T00:15:22Z,260000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2025-01-12T00:15:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,29.77989487516426,16.176470588235293,1610612765,6,2,2025-01-12T00:16:35Z,270000,False,169.0,227.0,1,left,T. Hardaway Jr. 28' 3PT  (4 PTS) (T. Harris 1 AST),"[203501, 202699]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,4.0,,,,,28.34,T. Harris,202699.0,1.0,,
29,PT09M33.00S,2025-01-12T00:15:45.3Z,1,REGULAR,foul,personal,[],1630595,,,1610612761,6,2,2025-01-12T00:16:10Z,290000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1629628]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,202007.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,
31,PT09M29.00S,2025-01-12T00:16:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,71.96123521681997,21.568627450980394,1610612761,6,2,2025-01-12T00:16:13Z,310000,False,-142.0,211.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,,,,25.45,,,,,
32,PT09M26.00S,2025-01-12T00:16:11.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,6,2,2025-01-12T00:16:13Z,320000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,
33,PT09M13.00S,2025-01-12T00:16:24.3Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,6,2,2025-01-12T00:16:30Z,330000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1630567]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,2.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2025-01-12T00:16:24.3Z,1,REGULAR,steal,,[],1630567,,,1610612761,6,2,2025-01-12T00:27:22Z,340000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2025-01-12T00:16:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,89.83245729303549,45.09803921568628,1610612761,6,4,2025-01-12T00:16:34Z,350000,False,-25.0,43.0,1,right,R. Barrett running Layup (2 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,2.0,,,,,4.96,I. Quickley,1630193.0,1.0,,
37,PT09M01.00S,2025-01-12T00:16:36.8Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,6,4,2025-01-12T00:16:40Z,370000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1630567]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
38,PT09M01.00S,2025-01-12T00:16:36.8Z,1,REGULAR,steal,,[],1630567,,,1610612761,6,4,2025-01-12T00:16:39Z,380000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2025-01-12T00:16:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,91.27792378449409,51.9607843137255,1610612761,6,6,2025-01-12T00:16:46Z,390000,False,10.0,29.0,1,right,R. Barrett running Layup (4 PTS) (G. Dick 1 AST),"[1629628, 1641711]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,,,,,3.11,G. Dick,1641711.0,1.0,,
41,PT08M37.00S,2025-01-12T00:17:01.1Z,1,REGULAR,2pt,Jump Shot,[],1630595,21.895532194480946,29.65686274509804,1610612765,8,6,2025-01-12T00:17:05Z,410000,False,102.0,153.0,1,left,C. Cunningham 18' pullup Jump Shot (2 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,2.0,,,,,18.4,J. Duren,1631105.0,1.0,,
43,PT08M23.00S,2025-01-12T00:17:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,60.791721419185286,47.30392156862745,1610612761,8,6,2025-01-12T00:18:51Z,430000,False,-13.0,316.0,1,right,MISS I. Quickley 31' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,31.64,,,,,
44,PT08M20.00S,2025-01-12T00:17:17.4Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,8,6,2025-01-12T00:17:18Z,440000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,
45,PT08M15.00S,2025-01-12T00:17:21.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,3.235873850197109,97.30392156862744,1610612765,11,6,2025-01-12T00:17:27Z,450000,False,-237.0,-22.0,1,left,T. Hardaway Jr. 3PT running (7 PTS) (A. Thompson 1 AST),"[203501, 1641709]",1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,7.0,,,,,23.75,A. Thompson,1641709.0,1.0,,
47,PT07M48.00S,2025-01-12T00:17:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630567,73.9323258869908,79.90196078431373,1610612761,11,6,2025-01-12T00:17:54Z,470000,False,150.0,193.0,1,right,MISS S. Barnes 24' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,24.37,,,,,
48,PT07M46.00S,2025-01-12T00:17:51.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,11,6,2025-01-12T00:17:54Z,480000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,
49,PT07M38.00S,2025-01-12T00:18:03.0Z,1,REGULAR,violation,kicked ball,[],1627751,,,1610612765,11,6,2025-01-12T00:18:13Z,490000,False,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,
50,PT07M31.00S,2025-01-12T00:18:17.9Z,1,REGULAR,3pt,Jump Shot,[],202699,25.837713534822605,83.08823529411765,1610612765,14,6,2025-01-12T00:18:23Z,500000,False,-165.0,190.0,1,left,T. Harris 25' 3PT  (3 PTS) (C. Cunningham 2 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,,,,,25.22,C. Cunningham,1630595.0,2.0,,
52,PT07M31.00S,2025-01-12T00:18:25.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,14,6,2025-01-12T00:18:25Z,520000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M16.00S,2025-01-12T00:21:23.5Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,14,6,2025-01-12T00:22:01Z,530000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1641709]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,1.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2025-01-12T00:21:23.5Z,1,REGULAR,steal,,[],1641709,,,1610612765,14,6,2025-01-12T00:27:16Z,540000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M11.00S,2025-01-12T00:21:28.9Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,14,6,2025-01-12T00:21:32Z,550000,False,,,0,,C. Cunningham lost ball TURNOVER (3 TO),"[1630595, 1629628]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,3.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,
56,PT07M11.00S,2025-01-12T00:21:28.9Z,1,REGULAR,steal,,[],1629628,,,1610612761,14,6,2025-01-12T00:21:30Z,560000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M07.00S,2025-01-12T00:21:33.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630193,91.93495400788436,48.77450980392157,1610612761,14,6,2025-01-12T01:17:02Z,570000,False,-6.0,23.0,1,right,MISS I. Quickley running reverse Layup,[1630193],1610612761.0,TOR,running reverse,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,2.41,,,,,
58,PT07M05.00S,2025-01-12T00:21:35.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,14,6,2025-01-12T00:39:26Z,580000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,
61,PT07M00.00S,2025-01-12T00:21:44.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,6.1268068331143235,1.715686274509804,1610612765,17,6,2025-01-12T00:24:06Z,610000,False,241.0,5.0,1,left,T. Hardaway Jr. 24' 3PT running (10 PTS) (T. Harris 2 AST),"[203501, 202699]",1610612765.0,DET,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,10.0,,,,,24.15,T. Harris,202699.0,2.0,,
63,PT06M41.00S,2025-01-12T00:21:58.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,74.72076215505913,84.31372549019608,1610612761,17,6,2025-01-12T00:22:09Z,630000,False,172.0,185.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,25.24,,,,,
64,PT06M41.00S,2025-01-12T00:21:58.5Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,17,6,2025-01-12T00:22:09Z,640000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,63.0,1.0,0.0,1.0,,,,,,
65,PT06M35.00S,2025-01-12T00:22:04.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627751,80.6340341655716,60.78431372549019,1610612761,17,6,2025-01-12T00:22:13Z,650000,False,54.0,130.0,1,right,MISS J. Poeltl 14' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,,14.03,,,,,
66,PT06M32.00S,2025-01-12T00:22:07.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,17,6,2025-01-12T00:22:13Z,660000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,
67,PT06M28.00S,2025-01-12T00:22:12.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,7.835085413929041,56.61764705882353,1610612765,19,6,2025-01-12T00:25:57Z,670000,False,-33.0,21.0,1,left,T. Harris cutting DUNK (5 PTS) (C. Cunningham 3 AST),"[202699, 1630595]",1610612765.0,DET,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,5.0,,,,,3.93,C. Cunningham,1630595.0,3.0,,
69,PT06M19.00S,2025-01-12T00:22:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612761,19,6,2025-01-12T00:22:36Z,690000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Quickley 2 FT),"[1641709, 1630193]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,1627529.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
71,PT06M19.00S,2025-01-12T00:22:51.8Z,1,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,19,7,2025-01-12T00:22:51Z,710000,False,,,0,,I. Quickley Free Throw 1 of 2 (1 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
72,PT06M19.00S,2025-01-12T00:22:52.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612761,19,7,2025-01-12T00:23:02Z,720000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M19.00S,2025-01-12T00:22:52.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,19,7,2025-01-12T00:23:02Z,730000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2025-01-12T00:22:52.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612761,19,7,2025-01-12T00:23:02Z,740000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2025-01-12T00:22:52.6Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,19,7,2025-01-12T00:23:02Z,750000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2025-01-12T00:23:21.4Z,1,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,19,8,2025-01-12T00:23:21Z,760000,False,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
77,PT06M04.00S,2025-01-12T00:23:39.5Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612765,19,8,2025-01-12T00:24:05Z,770000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Harris 2 FT),"[1628449, 202699]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,1627529.0,1.0,0.0,Harris,202699.0,,,,,,,,,,,,
79,PT06M04.00S,2025-01-12T00:24:06.6Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,20,8,2025-01-12T00:24:06Z,790000,False,,,0,,T. Harris Free Throw 1 of 2 (6 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,Made,6.0,,,,,,,,,,
80,PT06M04.00S,2025-01-12T00:24:07.9Z,1,REGULAR,substitution,out,[],1630193,,,1610612765,20,8,2025-01-12T00:24:12Z,800000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M04.00S,2025-01-12T00:24:07.9Z,1,REGULAR,substitution,in,[],1642347,,,1610612765,20,8,2025-01-12T00:24:12Z,810000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M04.00S,2025-01-12T00:24:22.4Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,21,8,2025-01-12T00:24:22Z,820000,False,,,0,,T. Harris Free Throw 2 of 2 (7 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,
83,PT05M40.00S,2025-01-12T00:24:48.4Z,1,REGULAR,3pt,Jump Shot,[],1641711,92.59198423127464,4.6568627450980395,1610612761,21,8,2025-01-12T00:28:09Z,830000,False,-227.0,17.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,,22.73,,,,,
84,PT05M39.00S,2025-01-12T00:24:49.4Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,21,8,2025-01-12T00:28:09Z,840000,False,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,
85,PT05M39.00S,2025-01-12T00:24:55.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,21,10,2025-01-12T00:28:32Z,850000,False,0.0,0.0,1,right,C. Boucher tip DUNK (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,,,,,0.0,,,,,
86,PT05M28.00S,2025-01-12T00:24:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630595,35.167542706964525,29.166666666666668,1610612765,21,10,2025-01-12T00:28:48Z,860000,False,104.0,278.0,1,left,MISS C. Cunningham 29' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,,,,29.7,,,,,
