actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
78,PT06M11.00S,2025-03-11T23:21:29.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,13,8,2025-03-11T23:21:35Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,76.0,,,,,,,,,,,,,,,,,
80,PT06M11.00S,2025-03-11T23:21:36.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612764,13,8,2025-03-11T23:21:42Z,800000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2025-03-11T23:21:36.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612764,13,8,2025-03-11T23:21:42Z,810000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M11.00S,2025-03-11T23:22:31.9Z,1,REGULAR,foul,technical,[],203114,,,1610612764,13,8,2025-03-11T23:22:43Z,820000,False,,,0,,K. Middleton double technical FOUL (1 Tech),[203114],1610612764.0,WAS,double,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,1627524.0,1.0,1.0,,,,,,,,
83,PT06M11.00S,2025-03-11T23:22:31.9Z,1,REGULAR,foul,technical,[],1631105,,,1610612764,13,8,2025-03-11T23:22:41Z,830000,False,,,0,,J. Duren double technical FOUL (1 Tech),[1631105],1610612765.0,DET,double,,,Duren,J. Duren,,,,,,,,,,,,,,,,1627524.0,0.0,1.0,,,,,,,,
84,PT05M58.00S,2025-03-11T23:23:01.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,64.04402102496715,26.960784313725497,1610612764,13,8,2025-03-11T23:23:05Z,840000,False,-115.0,285.0,1,right,MISS J. Poole 30' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,30.79,Missed,,,,,,,,,,,,,,,,,,
85,PT05M55.00S,2025-03-11T23:23:04.3Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,13,8,2025-03-11T23:23:05Z,850000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,
86,PT05M46.00S,2025-03-11T23:23:13.2Z,1,REGULAR,3pt,Jump Shot,[],202699,31.586727989487514,33.08823529411765,1610612765,13,8,2025-03-11T23:23:17Z,860000,False,85.0,244.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
87,PT05M43.00S,2025-03-11T23:23:16.1Z,1,REGULAR,rebound,offensive,[],1627736,,,1610612765,13,8,2025-03-11T23:23:16Z,870000,False,,,0,,M. Beasley REBOUND (Off:1 Def:0),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,,,
88,PT05M33.00S,2025-03-11T23:23:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,6.093955321944804,43.13725490196079,1610612765,13,8,2025-03-11T23:36:00Z,880000,False,34.0,5.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
89,PT05M32.00S,2025-03-11T23:23:29.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,13,8,2025-03-11T23:36:00Z,890000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,88.0,4.0,2.0,2.0,,,,,,,,,,,,,,
90,PT05M32.00S,2025-03-11T23:23:32.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,15,8,2025-03-11T23:36:07Z,900000,False,0.0,0.0,1,left,J. Duren tip Layup (2 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
91,PT05M18.00S,2025-03-11T23:23:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,88.74835742444152,41.666666666666664,1610612764,15,8,2025-03-11T23:37:24Z,910000,False,-42.0,53.0,1,right,MISS K. Middleton 6' driving floating Shot,[203114],1610612764.0,WAS,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,6.77,Missed,,,,,,,,,,,,,,,,,,
92,PT05M16.00S,2025-03-11T23:23:46.2Z,1,REGULAR,rebound,offensive,[],203114,,,1610612764,15,8,2025-03-11T23:37:24Z,920000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,91.0,2.0,1.0,1.0,,,,,,,,,,,,,,
93,PT05M14.00S,2025-03-11T23:23:48.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203114,89.6681997371879,64.95098039215686,1610612764,15,10,2025-03-11T23:37:34Z,930000,False,75.0,45.0,1,right,K. Middleton 8' turnaround Jump Shot (2 PTS),[203114],1610612764.0,WAS,turnaround,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Right,8.71,Made,,,,,2.0,,,,,,,,,,,,,
94,PT04M58.00S,2025-03-11T23:24:01.0Z,1,REGULAR,2pt,Jump Shot,[],1630595,20.154402102496718,68.62745098039215,1610612765,17,10,2025-03-11T23:24:04Z,940000,False,-93.0,137.0,1,left,C. Cunningham 16' pullup Jump Shot (6 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,16.56,Made,,,,,6.0,,,,,,,,,,,,,
95,PT04M41.00S,2025-03-11T23:24:21.0Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612764,17,10,2025-03-11T23:24:40Z,950000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Sarr 2 FT),"[1630595, 1642259]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1155.0,1.0,0.0,Sarr,1642259.0,,,,,,
97,PT04M41.00S,2025-03-11T23:24:48.4Z,1,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,17,11,2025-03-11T23:24:48Z,970000,False,,,0,,A. Sarr Free Throw 1 of 2 (3 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
98,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,out,[],203501,,,1610612764,17,11,2025-03-11T23:25:11Z,980000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,out,[],1630551,,,1610612764,17,11,2025-03-11T23:25:11Z,990000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,out,[],203114,,,1610612764,17,11,2025-03-11T23:25:11Z,1000000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,in,[],203471,,,1610612764,17,11,2025-03-11T23:25:11Z,1010000,False,,,0,,SUB in: D. Schröder,[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,17,11,2025-03-11T23:25:11Z,1020000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M41.00S,2025-03-11T23:24:49.4Z,1,REGULAR,substitution,in,[],1642267,,,1610612764,17,11,2025-03-11T23:25:11Z,1030000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M41.00S,2025-03-11T23:25:13.0Z,1,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,17,11,2025-03-11T23:25:13Z,1040000,False,,,0,,MISS A. Sarr Free Throw 2 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT04M37.00S,2025-03-11T23:25:15.0Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,17,11,2025-03-11T23:25:15Z,1050000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,104.0,3.0,3.0,0.0,,,,,,,,,,,,,,
106,PT04M23.00S,2025-03-11T23:25:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.831143232588701,38.725490196078425,1610612765,19,11,2025-03-11T23:25:32Z,1060000,False,56.0,2.0,1,left,C. Cunningham driving Layup (8 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,,,,,8.0,,,,,,,,,,,,,
107,PT04M18.00S,2025-03-11T23:25:38.2Z,1,REGULAR,foul,personal,[],1630595,,,1610612764,19,11,2025-03-11T23:25:55Z,1070000,False,,,0,,C. Cunningham personal FOUL (2 PF),"[1630595, 1642273]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627524.0,2.0,0.0,George,1642273.0,,,,,,
109,PT04M18.00S,2025-03-11T23:25:45.7Z,1,REGULAR,substitution,out,[],1630595,,,1610612764,19,11,2025-03-11T23:25:54Z,1090000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M18.00S,2025-03-11T23:25:45.7Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,19,11,2025-03-11T23:25:54Z,1100000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2025-03-11T23:25:45.7Z,1,REGULAR,substitution,in,[],1631323,,,1610612764,19,11,2025-03-11T23:25:54Z,1110000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M18.00S,2025-03-11T23:25:45.7Z,1,REGULAR,substitution,in,[],1626158,,,1610612764,19,11,2025-03-11T23:25:54Z,1120000,False,,,0,,SUB in: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M08.00S,2025-03-11T23:26:19.0Z,1,REGULAR,3pt,Jump Shot,[],1630557,66.40932982917215,32.35294117647058,1610612764,19,11,2025-03-11T23:39:39Z,1130000,False,-88.0,263.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
114,PT04M06.00S,2025-03-11T23:26:21.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,11,2025-03-11T23:39:39Z,1140000,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,113.0,5.0,3.0,2.0,,,,,,,,,,,,,,
115,PT03M57.00S,2025-03-11T23:26:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,8.853482260183966,63.72549019607843,1610612765,19,11,2025-03-11T23:40:18Z,1150000,False,-69.0,31.0,1,left,MISS T. Harris 7' driving floating bank Shot,[202699],1610612765.0,DET,driving floating bank,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
116,PT03M56.00S,2025-03-11T23:26:29.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,19,11,2025-03-11T23:40:18Z,1160000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,115.0,6.0,3.0,3.0,,,,,,,,,,,,,,
117,PT03M56.00S,2025-03-11T23:26:32.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,21,11,2025-03-11T23:40:34Z,1170000,False,0.0,0.0,1,left,J. Duren tip DUNK (4 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
118,PT03M39.00S,2025-03-11T23:26:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,89.4053876478318,43.38235294117647,1610612764,21,13,2025-03-11T23:26:48Z,1180000,False,-33.0,47.0,1,right,R. Holmes floating Jump Shot (2 PTS) (B. Carrington 1 AST),"[1626158, 1642267]",1610612764.0,WAS,floating,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,,,,,2.0,,,,,,,,B. Carrington,1642267.0,1.0,,,
120,PT03M22.00S,2025-03-11T23:27:03.7Z,1,REGULAR,3pt,Jump Shot,[],1631323,28.695795006570307,87.25490196078431,1610612765,21,13,2025-03-11T23:41:50Z,1200000,False,-186.0,217.0,1,left,MISS S. Fontecchio 28' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,28.62,Missed,,,,,,,,,,,,,,,,,,
121,PT03M19.00S,2025-03-11T23:27:06.7Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,21,13,2025-03-11T23:41:50Z,1210000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT03M14.00S,2025-03-11T23:27:10.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626158,89.14257555847568,49.26470588235294,1610612764,21,15,2025-03-11T23:42:12Z,1220000,False,-4.0,50.0,1,right,R. Holmes running DUNK (4 PTS) (J. Poole 2 AST),"[1626158, 1629673]",1610612764.0,WAS,running,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,4.0,,,,,,,,J. Poole,1629673.0,2.0,,,
124,PT02M52.00S,2025-03-11T23:27:31.2Z,1,REGULAR,3pt,Jump Shot,[],202699,7.802233902759525,97.05882352941177,1610612765,24,15,2025-03-11T23:27:35Z,1240000,False,-235.0,21.0,1,left,T. Harris 3PT  (6 PTS) (M. Beasley 1 AST),"[202699, 1627736]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,23.62,Made,,,,,6.0,,,,,,,,M. Beasley,1627736.0,1.0,,,
126,PT02M36.00S,2025-03-11T23:27:47.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,94.21813403416557,48.778339460784316,1610612764,24,17,2025-03-11T23:27:54Z,1260000,False,-6.0,2.0,1,right,R. Holmes alley-oop DUNK (6 PTS) (K. George 1 AST),"[1626158, 1642273]",1610612764.0,WAS,alley-oop,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,6.0,,,,,,,,K. George,1642273.0,1.0,,,
128,PT02M27.00S,2025-03-11T23:27:59.9Z,1,REGULAR,foul,personal,[],1626158,,,1610612765,24,17,2025-03-11T23:28:12Z,1280000,False,,,0,,R. Holmes personal FOUL (1 PF),"[1626158, 1631105]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1155.0,1.0,0.0,Duren,1631105.0,,,,,,
130,PT02M27.00S,2025-03-11T23:28:16.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,17,2025-03-11T23:28:16Z,1300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,24,17,2025-03-11T23:30:59Z,1310000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612765,24,17,2025-03-11T23:30:59Z,1320000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,out,[],1642273,,,1610612765,24,17,2025-03-11T23:30:59Z,1330000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,24,17,2025-03-11T23:30:59Z,1340000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,in,[],1630551,,,1610612765,24,17,2025-03-11T23:30:59Z,1350000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M27.00S,2025-03-11T23:28:16.7Z,1,REGULAR,substitution,in,[],203935,,,1610612765,24,17,2025-03-11T23:30:59Z,1360000,False,,,0,,SUB in: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2025-03-11T23:31:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,4.911300919842304,42.892156862745104,1610612765,26,17,2025-03-11T23:31:15Z,1370000,False,36.0,-6.0,1,left,D. Schröder driving Layup (2 PTS),[203471],1610612765.0,DET,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,2.0,,,,,,,,,,,,,
138,PT02M10.00S,2025-03-11T23:31:24.0Z,1,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,26,17,2025-03-11T23:44:52Z,1380000,False,,,0,,B. Carrington step out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,step,,,Carrington,B. Carrington,,,,,Mid-Range,8-16 Right,,,,,,,,,,2004.0,,,,,,,,1.0,,
139,PT01M56.00S,2025-03-11T23:31:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627736,7.933639947437584,45.58823529411765,1610612765,28,17,2025-03-11T23:31:44Z,1390000,False,22.0,22.0,1,left,M. Beasley driving Layup (2 PTS) (S. Fontecchio 1 AST),"[1627736, 1631323]",1610612765.0,DET,driving,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,2.0,,,,,,,,S. Fontecchio,1631323.0,1.0,,,
141,PT01M42.00S,2025-03-11T23:31:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630557,74.29369250985545,10.784313725490193,1610612764,28,17,2025-03-11T23:31:58Z,1410000,False,-196.0,189.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
142,PT01M39.00S,2025-03-11T23:31:58.1Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612765,28,17,2025-03-11T23:31:58Z,1420000,False,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,,,
143,PT01M33.00S,2025-03-11T23:32:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,5.831143232588701,40.68627450980392,1610612765,30,17,2025-03-11T23:32:10Z,1430000,False,47.0,2.0,1,left,I. Stewart cutting Layup (2 PTS) (D. Schröder 1 AST),"[1630191, 203471]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,2.0,,,,,,,,D. Schröder,203471.0,1.0,,,
145,PT01M33.00S,2025-03-11T23:32:09.2Z,1,REGULAR,foul,personal,['1freethrow'],1626158,,,1610612765,30,17,2025-03-11T23:32:20Z,1450000,False,,,0,,R. Holmes shooting personal FOUL (2 PF) (Stewart 1 FT),"[1626158, 1630191]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1155.0,2.0,0.0,Stewart,1630191.0,,,,,,
147,PT01M33.00S,2025-03-11T23:32:34.9Z,1,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,31,17,2025-03-11T23:32:34Z,1470000,False,,,0,,I. Stewart Free Throw 1 of 1 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
148,PT01M13.00S,2025-03-11T23:32:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.01116951379764,44.607843137254896,1610612764,31,19,2025-03-11T23:33:00Z,1480000,False,-27.0,51.0,1,right,M. Smart driving floating Jump Shot (2 PTS),[203935],1610612764.0,WAS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,,,,,2.0,,,,,,,,,,,,,
149,PT00M59.20S,2025-03-11T23:33:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,9.247700394218143,39.70588235294118,1610612765,31,19,2025-03-11T23:33:16Z,1490000,False,51.0,34.0,1,left,MISS M. Beasley 6' driving floating Shot,[1627736],1610612765.0,DET,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
150,PT00M58.10S,2025-03-11T23:33:11.6Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,31,19,2025-03-11T23:46:47Z,1500000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,
151,PT00M41.80S,2025-03-11T23:33:35.2Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612764,31,19,2025-03-11T23:33:42Z,1510000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Holmes 2 FT),"[1630191, 1626158]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1155.0,1.0,0.0,Holmes,1626158.0,,,,,,
153,PT00M41.80S,2025-03-11T23:33:56.9Z,1,REGULAR,freethrow,1 of 2,[],1626158,,,1610612764,31,20,2025-03-11T23:33:56Z,1530000,False,,,0,,R. Holmes Free Throw 1 of 2 (7 PTS),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
154,PT00M41.80S,2025-03-11T23:34:14.1Z,1,REGULAR,freethrow,2 of 2,[],1626158,,,1610612764,31,21,2025-03-11T23:34:14Z,1540000,False,,,0,,R. Holmes Free Throw 2 of 2 (8 PTS),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
155,PT00M26.40S,2025-03-11T23:34:32.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,8.196452036793687,55.14705882352941,1610612765,33,21,2025-03-11T23:34:38Z,1550000,False,-26.0,25.0,1,left,I. Stewart cutting DUNK (5 PTS),[1630191],1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,5.0,,,,,,,,,,,,,
157,PT00M06.40S,2025-03-11T23:34:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,91.63929040735874,42.15686274509803,1610612764,33,21,2025-03-11T23:49:58Z,1570000,False,-39.0,26.0,1,right,MISS R. Holmes cutting Layup,[1626158],1610612764.0,WAS,cutting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
158,PT00M04.40S,2025-03-11T23:34:57.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,33,21,2025-03-11T23:49:58Z,1580000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,157.0,4.0,4.0,0.0,,,,,,,,,,,,,,
159,PT00M01.10S,2025-03-11T23:35:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,7.469612352168198,52.73054534313725,1610612765,33,21,2025-03-11T23:50:39Z,1590000,False,-14.0,18.0,1,left,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.40S,2025-03-11T23:35:01.7Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612765,33,21,2025-03-11T23:35:42Z,1600000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:0),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,159.0,1.0,0.0,1.0,,,,,,,,,,,,,,
